School Code,School Name,Academic Year,PK-4 Pilot ,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,For Response  Rate,Notes
6320025,Chesterfield-Goshen - New Hingham Regional Elementary,2022-23,,24,18,25,11,18,15,16,18,0,0,0,0,0,0,0,145,49,
610003,Chicopee - Barry,2022-23,,0,44,48,58,75,58,62,0,0,0,0,0,0,0,0,345,120,
610010,Chicopee - Belcher,2022-23,,31,56,57,80,0,0,0,0,0,0,0,0,0,0,0,224,0,
610305,Chicopee - Bellamy Middle,2022-23,,0,0,0,0,0,0,0,261,268,247,0,0,0,0,0,776,776,
610015,Chicopee - Bowe,2022-23,,0,60,64,73,62,71,79,0,0,0,0,0,0,0,0,409,150,
610020,Chicopee - Bowie,2022-23,,0,35,50,42,44,56,48,0,0,0,0,0,0,0,0,275,104,
610021,Chicopee - Chicopee Academy,2022-23,,0,0,0,0,0,0,0,0,8,14,10,21,16,18,0,87,87,
610510,Chicopee - Chicopee Comprehensive High School,2022-23,,0,0,0,0,0,0,0,0,0,0,336,306,286,278,0,1206,1206,
610505,Chicopee - Chicopee High,2022-23,,0,0,0,0,0,0,0,0,0,0,266,238,212,198,0,914,914,
610310,Chicopee - Dupont Middle,2022-23,,0,0,0,0,0,0,0,246,222,228,0,0,0,0,0,696,696,
610050,Chicopee - Fairview Elementary,2022-23,,17,68,56,59,61,55,53,0,0,0,0,0,0,0,0,369,108,
610090,Chicopee - Gen John J Stefanik,2022-23,,0,50,58,73,66,72,70,0,0,0,0,0,0,0,0,389,142,
610040,Chicopee - Lambert-Lavoie,2022-23,,0,33,35,39,41,40,53,0,0,0,0,0,0,0,0,241,93,
610022,Chicopee - Litwin,2022-23,,0,18,12,17,104,79,101,0,0,0,0,0,0,0,0,331,180,
610065,Chicopee - Streiber Memorial School,2022-23,,0,47,37,32,37,33,40,0,0,0,0,0,0,0,0,226,73,
610001,Chicopee - Szetela Early Childhood Center,2022-23,,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,
4180305,Christa McAuliffe Charter School (District) - Christa McAuliffe Charter School,2022-23,,0,0,0,0,0,0,0,96,128,105,0,0,0,0,0,329,329,
4370505,City on a Hill Charter Public School (District) - City on a Hill Charter Public School,2022-23,,0,0,0,0,0,0,0,0,0,0,37,59,48,39,0,183,183,
630010,Clarksburg - Clarksburg Elementary,2022-23,,14,16,18,18,16,21,29,20,19,18,0,0,0,0,0,189,107,
640050,Clinton - Clinton Elementary,2022-23,,87,132,158,156,144,163,0,0,0,0,0,0,0,0,0,840,163,
640305,Clinton - Clinton Middle School,2022-23,,0,0,0,0,0,0,136,138,133,138,0,0,0,0,0,545,545,
640505,Clinton - Clinton Senior High,2022-23,,22,0,0,0,0,0,0,0,0,0,176,128,147,112,2,587,563,
4380505,Codman Academy Charter Public (District) - Codman Academy Charter Public School,2022-23,,22,20,20,20,21,22,17,17,20,20,37,39,33,28,0,336,233,
650505,Cohasset - Cohasset High School,2022-23,,0,0,0,0,0,0,0,0,0,0,111,107,98,115,0,431,431,
650305,Cohasset - Cohasset Middle School,2022-23,,0,0,0,0,0,0,0,110,86,99,0,0,0,0,0,295,295,
650005,Cohasset - Deer Hill,2022-23,,0,0,0,0,104,103,97,0,0,0,0,0,0,0,0,304,200,
650010,Cohasset - Joseph Osgood,2022-23,,26,115,128,107,0,0,0,0,0,0,0,0,0,0,0,376,0,
35030205,Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell,2022-23,,0,117,125,87,101,114,122,114,115,98,82,67,31,30,0,1203,773,
4360305,Community Charter School of Cambridge (District) - Community Charter School of Cambridge,2022-23,,0,0,0,0,0,0,0,22,41,37,31,47,47,28,0,253,253,
4400205,Community Day Charter Public School (District) - Community Day Charter Public School,2022-23,,115,123,115,105,126,132,125,121,116,117,0,0,0,0,0,1195,611,
670005,Concord - Alcott,2022-23,,21,63,58,62,71,74,68,0,0,0,0,0,0,0,0,417,142,
670305,Concord - Concord Middle,2022-23,,0,0,0,0,0,0,0,214,225,211,0,0,0,0,0,650,650,
670020,Concord - Thoreau,2022-23,,16,56,68,67,73,77,76,0,0,0,0,0,0,0,0,433,153,
670030,Concord - Willard,2022-23,,17,68,65,73,73,74,76,0,0,0,0,0,0,0,0,446,150,
6400505,Concord-Carlisle - Concord Carlisle High,2022-23,,0,0,0,0,0,0,0,0,0,0,320,316,328,339,3,1306,1303,
4390050,Conservatory Lab Charter (District) - Conservatory Lab Charter School,2022-23,,45,54,51,54,55,55,53,40,26,21,0,0,0,0,0,454,195,
680005,Conway - Conway Grammar,2022-23,,12,10,14,15,20,16,17,19,0,0,0,0,0,0,0,123,52,
710505,Danvers - Danvers High,2022-23,,0,0,0,0,0,0,0,0,0,0,177,181,211,200,8,777,769,
710015,Danvers - Great Oak,2022-23,,0,39,48,61,47,52,54,0,0,0,0,0,0,0,0,301,106,
710010,Danvers - Highlands,2022-23,,0,57,66,71,66,65,61,0,0,0,0,0,0,0,0,386,126,
710305,Danvers - Holten Richmond Middle School,2022-23,,0,0,0,0,0,0,0,245,248,279,0,0,0,0,0,772,772,
710032,Danvers - Ivan G Smith,2022-23,,0,65,53,58,55,58,50,0,0,0,0,0,0,0,0,339,108,
710030,Danvers - Riverside,2022-23,,59,45,40,49,44,56,38,0,0,0,0,0,0,0,0,331,94,
710045,Danvers - Willis E Thorpe,2022-23,,52,45,33,64,43,48,44,0,0,0,0,0,0,0,0,329,92,
720005,Dartmouth - Andrew B. Cushman School,2022-23,,75,56,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,
720505,Dartmouth - Dartmouth High,2022-23,,0,0,0,0,0,0,0,0,0,0,237,247,261,234,0,979,979,
720050,Dartmouth - Dartmouth Middle,2022-23,,0,0,0,0,0,0,0,265,257,282,0,0,0,0,0,804,804,
720030,Dartmouth - George H Potter,2022-23,,15,57,66,70,63,69,61,0,0,0,0,0,0,0,0,401,130,
720040,Dartmouth - James M. Quinn School,2022-23,,0,116,120,110,138,111,109,0,0,0,0,0,0,0,0,704,220,
