School Code,School Name,Academic Year,PK-4 Pilot ,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,For Response  Rate,Notes
730505,Dedham - Dedham High,2022-23,,0,0,0,0,0,0,0,0,0,0,176,193,170,171,5,715,710,
730305,Dedham - Dedham Middle School,2022-23,,0,0,0,0,0,0,0,178,164,198,0,0,0,0,0,540,540,
730005,Dedham - Early Childhood Center,2022-23,,106,201,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,
730025,Dedham - Greenlodge,2022-23,,0,0,56,55,61,55,50,0,0,0,0,0,0,0,0,277,105,
730030,Dedham - Oakdale,2022-23,,0,0,54,46,57,39,49,0,0,0,0,0,0,0,0,245,88,
730045,Dedham - Riverdale,2022-23,,0,0,42,35,26,44,27,0,0,0,0,0,0,0,0,174,71,
740015,Deerfield - Deerfield Elementary,2022-23,,21,28,39,27,54,38,52,50,0,0,0,0,0,0,0,309,140,
6450505,Dennis-Yarmouth - Dennis-Yarmouth Regional High,2022-23,,0,0,0,0,0,0,0,0,0,199,187,185,151,166,0,888,888,
6450005,Dennis-Yarmouth - Ezra H Baker Innovation School,2022-23,,48,77,75,63,77,0,0,0,0,0,0,0,0,0,0,340,0,
6450015,Dennis-Yarmouth - Marguerite E Small Elementary,2022-23,,63,52,60,53,54,0,0,0,0,0,0,0,0,0,0,282,0,
6450305,Dennis-Yarmouth - Mattacheese Middle School,2022-23,,0,0,0,0,0,0,0,233,243,0,0,0,0,0,0,476,476,
6450050,Dennis-Yarmouth - Nathaniel H. Wixon School,2022-23,,0,0,0,0,0,253,200,1,0,0,0,0,0,0,0,454,454,
6450025,Dennis-Yarmouth - Station Avenue Elementary,2022-23,,0,116,98,98,105,0,0,0,0,0,0,0,0,0,0,417,0,
6500005,Dighton-Rehoboth - Dighton Elementary,2022-23,,20,64,83,104,73,87,0,0,0,0,0,0,0,0,0,431,87,
6500305,Dighton-Rehoboth - Dighton Middle School,2022-23,,0,0,0,0,0,0,96,95,83,92,0,0,0,0,0,366,366,
6500505,Dighton-Rehoboth - Dighton-Rehoboth Regional High School,2022-23,,16,0,0,0,0,0,0,0,0,0,164,169,171,163,4,687,667,
6500310,Dighton-Rehoboth - Dorothy L Beckwith,2022-23,,0,0,0,0,0,0,108,122,109,107,0,0,0,0,0,446,446,
6500010,Dighton-Rehoboth - Palmer River,2022-23,,17,68,105,114,116,127,0,0,0,0,0,0,0,0,0,547,127,
770015,Douglas - Douglas Elementary School,2022-23,,0,0,0,68,101,94,81,0,0,0,0,0,0,0,0,344,175,
770505,Douglas - Douglas High School,2022-23,,0,0,0,0,0,0,0,0,0,0,72,71,93,87,1,324,323,
770305,Douglas - Douglas Middle School,2022-23,,0,0,0,0,0,0,0,106,99,93,0,0,0,0,0,298,298,
770005,Douglas - Douglas Primary School,2022-23,,60,75,85,0,0,0,0,0,0,0,0,0,0,0,0,220,0,
780005,Dover - Chickering,2022-23,,11,76,88,69,97,84,77,0,0,0,0,0,0,0,0,502,161,
6550505,Dover-Sherborn - Dover-Sherborn Regional High,2022-23,,0,0,0,0,0,0,0,0,0,0,183,158,177,151,0,669,669,
6550405,Dover-Sherborn - Dover-Sherborn Regional Middle School,2022-23,,0,0,0,0,0,0,0,172,153,157,0,0,0,0,0,482,482,
790035,Dracut - Brookside Elementary,2022-23,,34,86,86,77,80,78,77,0,0,0,0,0,0,0,0,518,155,
790505,Dracut - Dracut Senior High,2022-23,,0,0,0,0,0,0,0,0,0,0,233,217,198,193,6,847,841,
790045,Dracut - George H. Englesby Elementary School,2022-23,,0,69,89,92,96,94,92,0,0,0,0,0,0,0,0,532,186,
790030,Dracut - Greenmont Avenue,2022-23,,0,36,32,47,44,42,39,0,0,0,0,0,0,0,0,240,81,
790020,Dracut - Joseph A Campbell Elementary,2022-23,,29,77,93,100,96,100,101,0,0,0,0,0,0,0,0,596,201,
790410,Dracut - Justus C. Richardson Middle School,2022-23,,0,0,0,0,0,0,0,263,306,279,0,0,0,0,0,848,848,
4070405,Dudley Street Neighborhood Charter School (District) - Dudley Street Neighborhood Charter School,2022-23,,31,42,37,44,42,43,39,0,0,0,0,0,0,0,0,278,82,
6580020,Dudley-Charlton Reg - Charlton Elementary,2022-23,,70,125,142,0,0,0,0,0,0,0,0,0,0,0,0,337,0,
6580310,Dudley-Charlton Reg - Charlton Middle School,2022-23,,0,0,0,0,0,0,150,144,150,148,0,0,0,0,0,592,592,
6580005,Dudley-Charlton Reg - Dudley Elementary,2022-23,,0,0,0,110,111,122,0,0,0,0,0,0,0,0,0,343,122,
6580305,Dudley-Charlton Reg - Dudley Middle School,2022-23,,0,0,0,0,0,0,134,132,132,149,0,0,0,0,0,547,547,
6580030,Dudley-Charlton Reg - Heritage School,2022-23,,0,0,0,149,155,149,0,0,0,0,0,0,0,0,0,453,149,
6580010,Dudley-Charlton Reg - Mason Road School,2022-23,,51,78,105,0,0,0,0,0,0,0,0,0,0,0,0,234,0,
6580505,Dudley-Charlton Reg - Shepherd Hill Regional High,2022-23,,0,0,0,0,0,0,0,0,0,0,278,210,226,204,5,923,918,
820004,Duxbury - Alden School,2022-23,,0,0,0,0,198,199,206,0,0,0,0,0,0,0,0,603,405,
820006,Duxbury - Chandler Elementary,2022-23,,53,203,192,209,0,0,0,0,0,0,0,0,0,0,0,657,0,
820505,Duxbury - Duxbury High,2022-23,,0,0,0,0,0,0,0,0,0,0,229,231,239,225,3,927,924,
820305,Duxbury - Duxbury Middle,2022-23,,0,0,0,0,0,0,0,208,224,191,0,0,0,0,0,623,623,
830005,East Bridgewater - Central,2022-23,,101,126,147,152,0,0,0,0,0,0,0,0,0,0,0,526,0,
830505,East Bridgewater - East Bridgewater JR./SR. High School,2022-23,,0,0,0,0,0,0,0,0,165,160,149,129,139,160,2,904,902,
830010,East Bridgewater - Gordon W. Mitchell School,2022-23,,0,0,0,0,161,148,163,161,0,0,0,0,0,0,0,633,472,
870305,East Longmeadow - Birchland Park,2022-23,,0,0,0,0,0,0,0,193,209,196,0,0,0,0,0,598,598,
870505,East Longmeadow - East Longmeadow High,2022-23,,0,0,0,0,0,0,0,0,0,0,204,182,210,216,4,816,812,
870010,East Longmeadow - Mapleshade,2022-23,,0,0,0,0,91,92,109,0,0,0,0,0,0,0,0,292,201,
870013,East Longmeadow - Meadow Brook,2022-23,,68,157,178,163,0,0,0,0,0,0,0,0,0,0,0,566,0,
870015,East Longmeadow - Mountain View,2022-23,,0,0,0,0,98,85,86,0,0,0,0,0,0,0,0,269,171,
850005,Eastham - Eastham Elementary,2022-23,,7,30,37,24,26,30,32,0,0,0,0,0,0,0,0,186,62,
860505,Easthampton - Easthampton High,2022-23,,0,0,0,0,0,0,0,0,0,0,83,103,86,95,3,370,367,
860415,Easthampton - Mountain View School,2022-23,,31,101,105,117,118,117,115,115,109,115,0,0,0,0,0,1043,571,
880015,Easton - Blanche A. Ames Elementary School,2022-23,,85,198,239,225,0,0,0,0,0,0,0,0,0,0,0,747,0,
880405,Easton - Easton Middle School,2022-23,,0,0,0,0,0,0,0,257,266,298,0,0,0,0,0,821,821,
880505,Easton - Oliver Ames High,2022-23,,0,0,0,0,0,0,0,0,0,0,239,288,268,275,12,1082,1070,
880025,Easton - Richardson Olmsted School,2022-23,,0,0,0,0,243,249,268,0,0,0,0,0,0,0,0,760,517,
890005,Edgartown - Edgartown Elementary,2022-23,,9,39,34,46,47,42,39,49,44,55,0,0,0,0,0,404,229,
4520505,Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School (District) - Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School,2022-23,,0,0,0,0,0,0,0,0,0,0,99,91,93,81,0,364,364,
910030,Erving - Erving Elementary,2022-23,,23,12,20,16,17,15,13,13,0,0,0,0,0,0,0,129,41,
8170505,Essex North Shore Agricultural and Technical School District - Essex North Shore Agricultural and Technical School,2022-23,,0,0,0,0,0,0,0,0,0,0,449,443,402,400,0,1694,1694,
930003,Everett - Adams School,2022-23,,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,
930030,Everett - Devens School,2022-23,,0,1,2,1,2,4,6,3,5,4,5,6,6,1,0,46,40,
930505,Everett - Everett High,2022-23,,0,0,0,0,0,0,0,0,0,0,604,620,562,445,0,2231,2231,
930028,Everett - George Keverian School,2022-23,,0,59,95,70,95,88,105,130,134,121,0,0,0,0,0,897,578,
930038,Everett - Lafayette School,2022-23,,0,88,87,123,114,105,123,118,138,124,0,0,0,0,0,1020,608,
930018,Everett - Madeline English School,2022-23,,0,73,73,65,81,87,103,97,86,98,0,0,0,0,0,763,471,
930058,Everett - Parlin School,2022-23,,0,100,112,124,131,123,102,107,101,114,0,0,0,0,0,1014,547,
930010,Everett - Sumner G. Whittier School,2022-23,,0,57,74,66,73,73,74,71,72,70,0,0,0,0,0,630,360,
930001,Everett - Webster Extension,2022-23,,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,
930015,Everett - Webster School,2022-23,,0,53,65,54,61,50,46,0,0,0,0,0,0,0,0,329,96,
4100205,Excel Academy Charter (District) - Excel Academy Charter School,2022-23,,0,0,0,0,0,0,171,173,172,172,177,173,161,163,1,1363,1362,
940010,Fairhaven - East Fairhaven,2022-23,,17,49,52,44,41,55,55,0,0,0,0,0,0,0,0,313,110,
940505,Fairhaven - Fairhaven High,2022-23,,0,0,0,0,0,0,0,0,0,0,160,157,147,168,1,633,632,
940305,Fairhaven - Hastings Middle,2022-23,,0,0,0,0,0,0,0,139,144,155,0,0,0,0,0,438,438,
940030,Fairhaven - Leroy Wood,2022-23,,20,59,64,74,79,70,76,0,0,0,0,0,0,0,0,442,146,
950505,Fall River - B M C Durfee High,2022-23,,0,0,0,0,0,0,0,0,0,0,708,637,536,577,2,2460,2458,
950009,Fall River - Carlton M. Viveiros Elementary School,2022-23,,0,94,126,102,116,125,133,0,0,0,0,0,0,0,0,696,258,
950001,Fall River - Early Learning Center,2022-23,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,
950017,Fall River - Henry Lord Community School,2022-23,,35,90,101,93,87,82,80,85,81,81,0,0,0,0,0,815,409,
950140,Fall River - James Tansey,2022-23,,0,45,52,42,53,43,41,0,0,0,0,0,0,0,0,276,84,
950045,Fall River - John J Doran,2022-23,,30,45,56,57,50,54,62,54,51,50,0,0,0,0,0,509,271,
950013,Fall River - Letourneau Elementary School,2022-23,,29,88,103,92,98,91,96,0,0,0,0,0,0,0,0,597,187,
950011,Fall River - Mary Fonseca Elementary School,2022-23,,62,97,102,85,97,96,97,0,0,0,0,0,0,0,0,636,193,
950320,Fall River - Matthew J Kuss Middle,2022-23,,0,0,0,0,0,0,0,226,229,227,0,0,0,0,0,682,682,
950315,Fall River - Morton Middle,2022-23,,0,0,0,0,0,0,0,254,229,207,0,0,0,0,0,690,690,
950005,Fall River - North End Elementary,2022-23,,49,109,106,101,118,108,96,0,0,0,0,0,0,0,0,687,204,
950525,Fall River - Resiliency Preparatory Academy,2022-23,,0,0,0,0,0,0,0,0,6,26,29,40,59,37,0,197,197,
950145,Fall River - Samuel Watson,2022-23,,0,53,48,33,31,44,33,0,0,0,0,0,0,0,0,242,77,
950130,Fall River - Spencer Borden,2022-23,,28,78,94,89,94,85,108,0,0,0,0,0,0,0,0,576,193,
950340,Fall River - Stone PK-12 School,2022-23,,0,0,2,2,5,2,3,5,9,9,14,6,9,8,0,74,65,
950305,Fall River - Talbot Innovation School,2022-23,,0,0,0,0,0,0,0,181,179,173,0,0,0,0,0,533,533,
950065,Fall River - William S Greene,2022-23,,32,110,130,94,126,114,115,0,0,0,0,0,0,0,0,721,229,
960005,Falmouth - East Falmouth Elementary,2022-23,,98,32,48,28,31,45,0,0,0,0,0,0,0,0,0,282,45,
960505,Falmouth - Falmouth High,2022-23,,0,0,0,0,0,0,0,0,0,0,182,209,180,191,4,766,762,
960405,Falmouth - Lawrence,2022-23,,0,0,0,0,0,0,0,0,231,246,0,0,0,0,0,477,477,
960305,Falmouth - Morse Pond School,2022-23,,0,0,0,0,0,0,252,230,0,0,0,0,0,0,0,482,482,
960020,Falmouth - Mullen-Hall,2022-23,,0,69,67,78,83,83,0,0,0,0,0,0,0,0,0,380,83,
960030,Falmouth - North Falmouth Elementary,2022-23,,0,52,87,54,65,57,0,0,0,0,0,0,0,0,0,315,57,
960015,Falmouth - Teaticket,2022-23,,25,56,51,41,50,42,0,0,0,0,0,0,0,0,0,265,42,
6620020,Farmington River Reg - Farmington River Elementary,2022-23,,15,15,16,17,15,11,15,16,0,0,0,0,0,0,0,120,42,
970315,Fitchburg - Arthur M Longsjo Middle School,2022-23,,0,0,0,0,0,0,0,217,181,190,0,0,0,0,0,588,588,
970016,Fitchburg - Crocker Elementary,2022-23,,0,0,129,120,129,126,112,0,0,0,0,0,0,0,0,616,238,
970505,Fitchburg - Fitchburg High,2022-23,,0,0,0,0,0,0,0,0,0,0,313,309,306,315,3,1246,1243,
970510,Fitchburg - Goodrich Academy,2022-23,,0,0,0,0,0,0,0,0,0,0,13,17,49,103,12,194,182,
970340,Fitchburg - McKay Elementary School,2022-23,,0,0,129,134,156,177,131,0,0,0,0,0,0,0,0,727,308,
970048,Fitchburg - Memorial Middle School,2022-23,,0,0,0,0,0,0,0,197,183,201,0,0,0,0,0,581,581,
970043,Fitchburg - Reingold Elementary,2022-23,,0,0,127,115,125,144,140,0,0,0,0,0,0,0,0,651,284,
970060,Fitchburg - South Street Early Learning Center,2022-23,,154,410,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0,
980005,Florida - Abbott Memorial,2022-23,,11,6,8,15,7,10,4,11,10,10,0,0,0,0,0,92,45,
4130505,Four Rivers Charter Public (District) - Four Rivers Charter Public School,2022-23,,0,0,0,0,0,0,0,0,38,38,38,38,29,38,0,219,219,
990050,Foxborough - Charles Taylor Elementary,2022-23,,0,41,46,58,55,54,0,0,0,0,0,0,0,0,0,254,54,
990505,Foxborough - Foxborough High,2022-23,,0,0,0,0,0,0,0,0,0,0,200,197,194,185,4,780,776,
990405,Foxborough - John J Ahern,2022-23,,0,0,0,0,0,0,177,202,172,182,0,0,0,0,0,733,733,
990015,Foxborough - Mabelle M Burrell,2022-23,,85,52,48,50,43,55,0,0,0,0,0,0,0,0,0,333,55,
990020,Foxborough - Vincent M Igo Elementary,2022-23,,0,64,74,68,82,66,0,0,0,0,0,0,0,0,0,354,66,
4460550,Foxborough Regional Charter (District) - Foxborough Regional Charter School,2022-23,,0,140,144,150,144,146,129,122,109,105,108,98,88,86,0,1569,991,
1000035,Framingham - Barbieri Elementary,2022-23,,0,113,119,114,118,111,121,0,0,0,0,0,0,0,0,696,232,
1000006,Framingham - Brophy,2022-23,,0,84,93,91,81,80,58,0,0,0,0,0,0,0,0,487,138,
1000302,Framingham - Cameron Middle School,2022-23,,0,0,0,0,0,0,0,179,179,195,0,0,0,0,0,553,553,
1000007,Framingham - Charlotte A Dunning,2022-23,,0,69,76,64,65,94,65,0,0,0,0,0,0,0,0,433,159,
1000515,Framingham - Framingham High School,2022-23,,0,0,0,0,0,0,0,0,0,0,735,656,600,575,0,2566,2566,
1000305,Framingham - Fuller Middle,2022-23,,0,0,0,0,0,0,0,217,198,201,0,0,0,0,0,616,616,
1000055,Framingham - Harmony Grove Elementary,2022-23,,0,77,88,80,73,89,89,0,0,0,0,0,0,0,0,496,178,
1000015,Framingham - Hemenway,2022-23,,0,82,92,89,88,98,94,0,0,0,0,0,0,0,0,543,192,
1000001,Framingham - Juniper Hill School,2022-23,,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,
1000005,Framingham - King Elementary School,2022-23,,0,62,56,76,58,76,64,0,0,0,0,0,0,0,0,392,140,
1000045,Framingham - Mary E Stapleton Elementary,2022-23,,0,57,53,52,65,63,53,0,0,0,0,0,0,0,0,343,116,
1000050,Framingham - Miriam F McCarthy School,2022-23,,0,98,88,92,83,104,85,0,0,0,0,0,0,0,0,550,189,
1000039,Framingham - Potter Road,2022-23,,0,82,87,91,91,93,97,0,0,0,0,0,0,0,0,541,190,
1000310,Framingham - Walsh Middle,2022-23,,0,0,0,0,0,0,0,249,259,281,0,0,0,0,0,789,789,
4780505,Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,2022-23,,0,0,0,0,0,0,0,0,67,71,64,65,55,66,0,388,388,
1010040,Franklin - Annie Sullivan Middle School,2022-23,,0,0,0,0,0,0,0,115,108,95,0,0,0,0,0,318,318,
1010003,Franklin - Franklin Early Childhood Development Center,2022-23,,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,
1010505,Franklin - Franklin High,2022-23,,0,0,0,0,0,0,0,0,0,0,385,395,410,424,16,1630,1614,
1010012,Franklin - Helen Keller Elementary,2022-23,,0,83,90,85,95,101,78,0,0,0,0,0,0,0,0,532,179,
1010405,Franklin - Horace Mann,2022-23,,0,0,0,0,0,0,0,142,110,124,0,0,0,0,0,376,376,
1010013,Franklin - J F Kennedy Memorial,2022-23,,0,57,59,58,38,58,68,0,0,0,0,0,0,0,0,338,126,
1010010,Franklin - Jefferson Elementary,2022-23,,0,47,46,64,51,68,73,0,0,0,0,0,0,0,0,349,141,
1010030,Franklin - Oak Street Elementary,2022-23,,0,56,55,58,61,67,66,0,0,0,0,0,0,0,0,363,133,
1010032,Franklin - Parmenter,2022-23,,0,46,46,43,54,55,45,0,0,0,0,0,0,0,0,289,100,
1010310,Franklin - Remington Middle,2022-23,,0,0,0,0,0,0,0,121,113,133,0,0,0,0,0,367,367,
8180605,Franklin County Regional Vocational Technical - Franklin County Technical,2022-23,,0,0,0,0,0,0,0,0,0,0,163,163,150,126,0,602,602,
6650505,Freetown-Lakeville - Apponequet Regional High,2022-23,,0,0,0,0,0,0,0,0,0,0,175,181,189,181,3,729,726,
6650002,Freetown-Lakeville - Assawompset Elementary School,2022-23,,0,114,111,144,124,0,0,0,0,0,0,0,0,0,0,493,0,
6650001,Freetown-Lakeville - Freetown Elementary School,2022-23,,51,77,97,90,111,0,0,0,0,0,0,0,0,0,0,426,0,
6650305,Freetown-Lakeville - Freetown-Lakeville Middle School,2022-23,,0,0,0,0,0,0,0,233,227,215,0,0,0,0,0,675,675,
6650015,Freetown-Lakeville - George R Austin Intermediate School,2022-23,,0,0,0,0,0,221,232,0,0,0,0,0,0,0,0,453,453,
6700505,Frontier - Frontier Regional,2022-23,,0,0,0,0,0,0,0,0,113,107,94,99,98,88,7,606,599,
1030515,Gardner - Gardner Academy for Learning and Technology,2022-23,,0,0,0,0,0,0,0,0,0,0,10,19,42,37,0,108,108,
1030001,Gardner - Gardner Elementary School,2022-23,,87,188,195,186,171,159,0,0,0,0,0,0,0,0,0,986,159,
1030505,Gardner - Gardner High,2022-23,,0,0,0,0,0,0,0,0,0,196,173,157,148,125,5,804,799,
1030405,Gardner - Gardner Middle School,2022-23,,0,0,0,0,0,0,164,154,171,0,0,0,0,0,0,489,489,
6720059,Gateway - Chester Elementary,2022-23,,31,18,15,12,17,19,13,0,0,0,0,0,0,0,0,125,32,
6720505,Gateway - Gateway Regional High,2022-23,,0,0,0,0,0,0,0,0,0,0,43,32,46,40,2,163,161,
6720405,Gateway - Gateway Regional Middle School,2022-23,,0,0,0,0,0,0,0,52,58,78,0,0,0,0,0,188,188,
6720143,Gateway - Littleville Elementary School,2022-23,,38,49,42,36,40,40,54,0,0,0,0,0,0,0,0,299,94,
1050505,Georgetown - Georgetown High School,2022-23,,0,0,0,0,0,0,0,0,0,0,81,67,73,78,0,299,299,
1050305,Georgetown - Georgetown Middle School,2022-23,,0,0,0,0,0,0,0,0,96,90,0,0,0,0,0,186,186,
1050010,Georgetown - Penn Brook,2022-23,,0,106,95,92,103,108,110,89,0,0,0,0,0,0,0,703,307,
1050005,Georgetown - Perley Elementary,2022-23,,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,
6740005,Gill-Montague - Gill Elementary,2022-23,,0,10,18,17,11,17,20,12,0,0,0,0,0,0,0,105,49,
6740310,Gill-Montague - Great Falls Middle,2022-23,,0,0,0,0,0,0,0,67,85,55,0,0,0,0,0,207,207,
6740015,Gill-Montague - Hillcrest Elementary School,2022-23,,41,46,59,0,0,0,0,0,0,0,0,0,0,0,0,146,0,
6740050,Gill-Montague - Sheffield Elementary School,2022-23,,0,0,0,46,46,56,63,0,0,0,0,0,0,0,0,211,119,
6740505,Gill-Montague - Turners Fall High,2022-23,,0,0,0,0,0,0,0,0,0,0,49,49,58,33,5,194,189,
4960305,Global Learning Charter Public (District) - Global Learning Charter Public School,2022-23,,0,0,0,0,0,0,77,82,90,90,49,40,28,43,0,499,499,
1070010,Gloucester - Beeman Memorial,2022-23,,0,42,58,58,56,47,39,0,0,0,0,0,0,0,0,300,86,
1070020,Gloucester - East Gloucester Elementary,2022-23,,0,30,34,24,29,38,26,0,0,0,0,0,0,0,0,181,64,
1070505,Gloucester - Gloucester High,2022-23,,0,0,0,0,0,0,0,0,0,0,214,207,202,173,8,804,796,
1070025,Gloucester - Gloucester PreSchool,2022-23,,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,
1070042,Gloucester - Plum Cove School,2022-23,,0,18,43,39,31,36,36,0,0,0,0,0,0,0,0,203,72,
1070305,Gloucester - Ralph B O'Maley Middle,2022-23,,0,0,0,0,0,0,0,203,215,204,0,0,0,0,0,622,622,
1070045,Gloucester - Veterans Memorial,2022-23,,0,43,39,37,37,28,32,0,0,0,0,0,0,0,0,216,60,
1070050,Gloucester - West Parish,2022-23,,0,58,59,62,64,57,74,0,0,0,0,0,0,0,0,374,131,
1090005,Gosnold - Cuttyhunk Elementary,2022-23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1100505,Grafton - Grafton High School,2022-23,,0,0,0,0,0,0,0,0,0,0,209,229,203,227,7,875,868,
1100305,Grafton - Grafton Middle,2022-23,,0,0,0,0,0,0,0,0,241,283,0,0,0,0,0,524,524,
1100200,Grafton - Millbury Street Elementary School,2022-23,,0,0,0,104,134,94,131,132,0,0,0,0,0,0,0,595,357,
1100025,Grafton - North Grafton Elementary,2022-23,,39,91,114,0,0,0,0,0,0,0,0,0,0,0,0,244,0,
1100030,Grafton - North Street Elementary School,2022-23,,0,0,0,118,118,96,116,100,0,0,0,0,0,0,0,548,312,
1100005,Grafton - South Grafton Elementary,2022-23,,55,114,125,0,0,0,0,0,0,0,0,0,0,0,0,294,0,
1110004,Granby - East Meadow,2022-23,,33,35,55,59,59,64,57,45,0,0,0,0,0,0,0,407,166,
1110505,Granby - Granby Jr Sr High School,2022-23,,0,0,0,0,0,0,0,0,54,51,51,49,49,57,0,311,311,
39010900,Greater Commonwealth Virtual District - Greater Commonwealth Virtual School,2022-23,,0,30,41,43,57,49,60,77,76,113,145,145,163,156,0,1155,984,
8210605,Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,2022-23,,0,0,0,0,0,0,0,0,0,0,375,368,347,322,0,1412,1412,
8230605,Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,2022-23,,0,0,0,0,0,0,0,0,0,0,438,434,414,406,0,1692,1692,
8280605,Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,2022-23,,0,0,0,0,0,0,0,0,0,0,575,595,574,538,20,2302,2282,
8250605,Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,2022-23,,0,0,0,0,0,0,0,0,0,0,561,564,520,450,0,2095,2095,
1140025,Greenfield - Discovery School at Four Corners,2022-23,,0,35,46,50,51,32,0,0,0,0,0,0,0,0,0,214,32,
1140010,Greenfield - Federal Street School,2022-23,,0,48,38,31,35,41,0,0,0,0,0,0,0,0,0,193,41,
1140505,Greenfield - Greenfield High,2022-23,,0,0,0,0,0,0,0,0,0,103,91,100,79,72,9,454,445,
1140305,Greenfield - Greenfield Middle,2022-23,,0,0,0,0,0,0,104,101,95,0,0,0,0,0,0,300,300,
1140035,Greenfield - Newton School,2022-23,,0,42,38,37,47,39,0,0,0,0,0,0,0,0,0,203,39,
1140005,Greenfield - The Academy of Early Learning at North Parish,2022-23,,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,
6730001,Groton-Dunstable - Boutwell School,2022-23,,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,
6730010,Groton-Dunstable - Florence Roche School,2022-23,,0,80,106,110,110,120,0,0,0,0,0,0,0,0,0,526,120,
6730505,Groton-Dunstable - Groton Dunstable Regional,2022-23,,0,0,0,0,0,0,0,0,0,0,164,161,179,171,5,680,675,
6730305,Groton-Dunstable - Groton Dunstable Regional Middle,2022-23,,0,0,0,0,0,0,176,188,157,202,0,0,0,0,0,723,723,
6730005,Groton-Dunstable - Swallow/Union School,2022-23,,0,68,71,57,66,66,0,0,0,0,0,0,0,0,0,328,66,
1170015,Hadley - Hadley Elementary,2022-23,,40,35,23,37,27,39,33,37,0,0,0,0,0,0,0,271,109,
1170505,Hadley - Hopkins Academy,2022-23,,0,0,0,0,0,0,0,0,37,30,31,44,43,38,0,223,223,
1180005,Halifax - Halifax Elementary,2022-23,,0,69,70,73,67,86,92,104,0,0,0,0,0,0,0,561,282,
6750007,Hamilton-Wenham - Bessie Buker Elementary,2022-23,,0,38,63,40,38,46,40,0,0,0,0,0,0,0,0,265,86,
6750010,Hamilton-Wenham - Cutler School,2022-23,,0,40,42,34,36,41,61,0,0,0,0,0,0,0,0,254,102,
6750505,Hamilton-Wenham - Hamilton-Wenham Regional High,2022-23,,0,0,0,0,0,0,0,0,0,0,106,108,119,117,0,450,450,
6750310,Hamilton-Wenham - Miles River Middle,2022-23,,0,0,0,0,0,0,0,109,128,134,0,0,0,0,0,371,371,
6750015,Hamilton-Wenham - Winthrop School,2022-23,,25,58,44,55,51,41,39,0,0,0,0,0,0,0,0,313,80,
4990305,Hampden Charter School of Science East (District) - Hampden Charter School of Science East,2022-23,,0,0,0,0,0,0,0,88,88,86,77,80,64,66,0,549,549,
35160305,Hampden Charter School of Science West (District) - Hampden Charter School of Science West,2022-23,,0,0,0,0,0,0,0,59,62,61,54,55,49,27,0,367,367,
6800005,Hampden-Wilbraham - Green Meadows Elementary,2022-23,,22,35,50,40,44,38,44,4,13,19,0,0,0,0,0,309,118,
6800025,Hampden-Wilbraham - Mile Tree Elementary,2022-23,,60,153,141,0,0,0,0,0,0,0,0,0,0,0,0,354,0,
6800505,Hampden-Wilbraham - Minnechaug Regional High,2022-23,,0,0,0,0,0,0,0,0,0,0,273,246,238,227,0,984,984,
6800030,Hampden-Wilbraham - Soule Road,2022-23,,0,0,0,0,0,157,153,0,0,0,0,0,0,0,0,310,310,
6800050,Hampden-Wilbraham - Stony Hill School,2022-23,,0,0,0,142,161,0,0,0,0,0,0,0,0,0,0,303,0,
6800310,Hampden-Wilbraham - Wilbraham Middle,2022-23,,0,0,0,0,0,0,0,213,193,193,0,0,0,0,0,599,599,
6830505,Hampshire - Hampshire Regional High,2022-23,,0,0,0,0,0,0,0,0,131,123,103,99,101,101,4,662,658,
1210005,Hancock - Hancock Elementary,2022-23,,13,6,4,9,8,6,6,7,0,0,0,0,0,0,0,59,19,
1220004,Hanover - Cedar Elementary,2022-23,,106,179,185,0,0,0,0,0,0,0,0,0,0,0,0,470,0,
1220005,Hanover - Center Elementary,2022-23,,0,0,0,207,225,209,0,0,0,0,0,0,0,0,0,641,209,
1220505,Hanover - Hanover High,2022-23,,0,0,0,0,0,0,0,0,0,0,148,167,184,168,0,667,667,
1220305,Hanover - Hanover Middle,2022-23,,0,0,0,0,0,0,184,216,190,211,0,0,0,0,0,801,801,
1250505,Harvard - Bromfield,2022-23,,0,0,0,0,0,0,0,80,81,75,84,77,86,77,0,560,560,
