Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,PK-2 (#),3-5 (#),6-8 (#),9-12 (#),Multiple Grades (#),All Grades (#),FTE Count
NA,NA,NA,2020-21,Needham - John Eliot,01990020,      10.6,          14.1,            .0,            .0,           7.6,           1.0,          33.3
NA,NA,NA,2020-21,Needham - Needham High,01990505,       0.0,            .0,            .0,         103.0,           5.1,          15.1,         123.2
NA,NA,NA,2020-21,Needham - Newman Elementary,01990050,      20.5,          17.0,            .0,            .0,           7.3,           1.6,          46.4
NA,NA,NA,2020-21,Needham - Pollard Middle,01990405,       0.0,            .0,          75.0,            .0,            .0,           2.3,          77.3
NA,NA,NA,2020-21,Needham - Sunita L. Williams Elementary,01990035,      13.4,          13.5,            .0,            .0,           6.0,           3.0,          35.9
NA,NA,NA,2020-21,Needham - William Mitchell,01990040,      13.1,          14.9,            .0,            .0,           3.3,           1.5,          32.8
NA,NA,NA,2020-21,Neighborhood House Charter (District) - Neighborhood House Charter School,04440205,       9.6,           9.9,          18.7,          29.6,           6.6,            .0,          74.4
NA,NA,NA,2020-21,New Bedford - Abraham Lincoln,02010095,      22.7,          22.8,            .0,            .0,            .0,            .0,          45.4
NA,NA,NA,2020-21,New Bedford - Alfred J Gomes,02010063,      20.9,          20.9,            .0,            .0,            .0,            .0,          41.8
NA,NA,NA,2020-21,New Bedford - Betsey B Winslow,02010140,       7.8,           8.7,            .0,            .0,            .0,            .0,          16.5
NA,NA,NA,2020-21,New Bedford - Carlos Pacheco,02010105,      12.3,          15.0,            .0,            .0,            .0,            .0,          27.3
NA,NA,NA,2020-21,New Bedford - Casimir Pulaski,02010123,      23.7,          23.1,            .0,            .0,            .0,            .0,          46.8
NA,NA,NA,2020-21,New Bedford - Charles S Ashley,02010010,       9.2,          10.3,            .0,            .0,            .0,            .0,          19.5
NA,NA,NA,2020-21,New Bedford - Elizabeth Carter Brooks,02010015,      10.1,           9.3,            .0,            .0,            .0,            .0,          19.4
NA,NA,NA,2020-21,New Bedford - Ellen R Hathaway,02010075,      15.9,           9.7,            .0,            .0,            .0,            .0,          25.6
NA,NA,NA,2020-21,New Bedford - Elwyn G Campbell,02010020,      13.2,           9.9,            .0,            .0,            .0,            .0,          23.1
NA,NA,NA,2020-21,New Bedford - Hayden/McFadden,02010078,      31.9,          26.1,            .0,            .0,            .0,            .0,          58.0
NA,NA,NA,2020-21,New Bedford - Irwin M. Jacobs Elementary School,02010070,      17.2,          13.8,            .0,            .0,            .0,            .0,          30.9
NA,NA,NA,2020-21,New Bedford - James B Congdon,02010040,      11.2,          11.2,            .0,            .0,            .0,            .0,          22.3
NA,NA,NA,2020-21,New Bedford - Jireh Swift,02010130,       7.6,           6.8,            .0,            .0,            .0,            .0,          14.4
NA,NA,NA,2020-21,New Bedford - John Avery Parker,02010115,      12.5,          10.5,            .0,            .0,            .0,            .0,          23.0
NA,NA,NA,2020-21,New Bedford - John B Devalles,02010050,      12.7,          12.8,            .0,            .0,            .0,            .0,          25.5
NA,NA,NA,2020-21,New Bedford - Keith Middle School,02010405,       0.0,            .0,          81.1,            .0,            .0,            .0,          81.1
NA,NA,NA,2020-21,New Bedford - New Bedford High,02010505,       0.0,            .0,           2.3,         173.9,            .0,            .0,         176.2
NA,NA,NA,2020-21,New Bedford - Normandin Middle School,02010410,       0.0,            .0,          80.5,            .0,            .0,            .0,          80.5
NA,NA,NA,2020-21,New Bedford - Renaissance Community Innovation School,02010124,       7.4,           8.2,            .0,            .0,            .0,            .0,          15.6
NA,NA,NA,2020-21,New Bedford - Roosevelt Middle School,02010415,       0.0,            .0,          75.6,            .0,            .0,            .0,          75.6
NA,NA,NA,2020-21,New Bedford - Sgt Wm H Carney Academy,02010045,      27.4,          27.0,            .0,            .0,            .0,            .0,          54.5
NA,NA,NA,2020-21,New Bedford - Thomas R Rodman,02010125,       7.6,           6.6,            .0,            .0,            .0,            .0,          14.2
NA,NA,NA,2020-21,New Bedford - Trinity Day Academy,02010510,       0.0,           1.6,           3.5,           7.9,            .0,            .0,          13.0
NA,NA,NA,2020-21,New Bedford - Whaling City Junior/Senior High School,02010515,       0.0,            .0,           3.0,          11.9,            .0,            .0,          14.9
NA,NA,NA,2020-21,New Bedford - William H Taylor,02010135,      11.9,           8.6,            .0,            .0,            .0,            .0,          20.5
NA,NA,NA,2020-21,New Heights Charter School of Brockton (District) - New Heights Charter School of Brockton,35130305,       0.0,            .0,          21.5,          16.5,          13.3,            .0,          51.2
NA,NA,NA,2020-21,New Salem-Wendell - Swift River,07280015,       4.1,           2.5,           1.0,            .0,           5.0,            .0,          12.5
NA,NA,NA,2020-21,Newburyport - Edward G. Molin Elementary School,02040030,       0.0,          27.2,            .0,            .0,            .0,            .0,          27.2
NA,NA,NA,2020-21,Newburyport - Francis T Bresnahan Elementary,02040005,      36.3,          12.8,            .0,            .0,            .0,            .0,          49.1
NA,NA,NA,2020-21,Newburyport - Newburyport High,02040505,       0.0,            .0,            .0,          61.1,            .0,           1.0,          62.1
NA,NA,NA,2020-21,Newburyport - Rupert A Nock Middle,02040305,       0.0,            .0,          42.3,            .0,            .0,           1.0,          43.3
NA,NA,NA,2020-21,Newton - A E Angier,02070005,      11.7,          17.0,            .0,            .0,          10.0,           1.0,          39.7
NA,NA,NA,2020-21,Newton - Bigelow Middle,02070305,       0.0,            .0,          48.3,            .0,            .8,            .0,          49.1
NA,NA,NA,2020-21,Newton - Bowen,02070015,       7.8,          11.6,            .0,            .0,           5.3,            .0,          24.6
NA,NA,NA,2020-21,Newton - C C Burr,02070020,      10.5,           9.2,            .0,            .0,           4.5,           1.7,          25.9
NA,NA,NA,2020-21,Newton - Cabot,02070025,      10.1,           9.1,            .0,            .0,          10.2,            .0,          29.4
NA,NA,NA,2020-21,Newton - Charles E Brown Middle,02070310,       0.0,            .0,          68.8,            .0,           3.4,            .0,          72.2
NA,NA,NA,2020-21,Newton - Countryside,02070040,       7.6,          13.2,            .0,            .0,           7.5,            .0,          28.3
NA,NA,NA,2020-21,Newton - F A Day Middle,02070315,       0.0,            .0,          81.5,            .0,           2.6,            .0,          84.1
NA,NA,NA,2020-21,Newton - Franklin,02070055,      10.1,          11.1,            .0,            .0,           8.8,            .0,          30.0
NA,NA,NA,2020-21,Newton - Horace Mann,02070075,      10.3,          12.7,            .0,            .0,           5.9,            .0,          28.8
NA,NA,NA,2020-21,Newton - John Ward,02070120,       6.2,           5.2,            .0,            .0,           4.8,            .1,          16.2
NA,NA,NA,2020-21,Newton - Lincoln-Eliot,02070070,       8.9,           9.9,            .0,            .0,           6.0,           1.0,          25.8
NA,NA,NA,2020-21,Newton - Mason-Rice,02070080,       7.3,          10.6,            .0,            .0,           6.4,           1.0,          25.3
NA,NA,NA,2020-21,Newton - Memorial Spaulding,02070105,       7.4,          13.3,            .0,            .0,           9.1,            .0,          29.8
NA,NA,NA,2020-21,Newton - Newton Early Childhood Program,02070108,      14.4,            .0,            .0,            .0,            .6,            .8,          15.8
NA,NA,NA,2020-21,Newton - Newton North High,02070505,       0.0,            .0,            .0,         163.3,          13.9,           1.9,         179.1
NA,NA,NA,2020-21,Newton - Newton South High,02070510,       0.0,            .0,            .1,         145.3,          13.5,            .5,         159.5
NA,NA,NA,2020-21,Newton - Oak Hill Middle,02070320,       0.0,            .0,          59.7,            .0,           1.3,            .0,          61.0
NA,NA,NA,2020-21,Newton - Peirce,02070100,       7.0,           6.1,            .0,            .0,           5.0,            .0,          18.1
NA,NA,NA,2020-21,Newton - Underwood,02070115,       5.2,           6.1,            .0,            .0,           4.8,            .0,          16.1
NA,NA,NA,2020-21,Newton - Williams,02070125,       6.2,           7.3,            .0,            .0,           4.0,            .0,          17.4
NA,NA,NA,2020-21,Newton - Zervas,02070130,       8.8,          11.7,            .0,            .0,           7.5,           1.0,          29.0
NA,NA,NA,2020-21,Norfolk - Freeman-Kennedy School,02080005,       0.0,          23.6,           7.3,            .0,          11.0,            .0,          41.9
NA,NA,NA,2020-21,Norfolk - H Olive Day,02080015,      28.5,            .0,            .0,            .0,           9.8,            .0,          38.3
NA,NA,NA,2020-21,Norfolk County Agricultural - Norfolk County Agricultural,09150705,       0.0,            .0,            .0,          56.1,            .0,            .0,          56.1
NA,NA,NA,2020-21,North Adams - Brayton,02090035,       9.1,           7.3,           3.8,            .0,           6.8,            .0,          27.0
NA,NA,NA,2020-21,North Adams - Colegrove Park Elementary,02090008,       9.3,           7.3,           2.4,            .0,           7.3,            .0,          26.3
NA,NA,NA,2020-21,North Adams - Drury High,02090505,       0.0,            .0,          10.8,           5.7,          27.0,            .0,          43.5
NA,NA,NA,2020-21,North Adams - Greylock,02090015,       9.3,           7.3,           2.4,            .0,           4.8,           1.0,          24.8
NA,NA,NA,2020-21,North Andover - Anne Bradstreet Early Childhood Center,02110005,      27.0,            .0,            .0,            .0,            .0,            .0,          27.0
NA,NA,NA,2020-21,North Andover - Annie L Sargent School,02110018,      12.9,          16.7,            .0,            .0,            .0,            .0,          29.6
NA,NA,NA,2020-21,North Andover - Atkinson,02110001,      10.6,          11.3,            .0,            .0,            .0,            .0,          21.9
NA,NA,NA,2020-21,North Andover - Franklin,02110010,      11.0,          13.4,            .0,            .0,            .0,            .0,          24.4
NA,NA,NA,2020-21,North Andover - Kittredge,02110015,       6.8,           8.7,            .0,            .0,            .0,            .0,          15.5
NA,NA,NA,2020-21,North Andover - North Andover High,02110505,       0.0,            .0,            .0,          52.3,          23.4,          17.8,          93.5
NA,NA,NA,2020-21,North Andover - North Andover Middle,02110305,       9.7,            .0,          55.3,            .0,           9.3,            .0,          74.3
NA,NA,NA,2020-21,North Andover - Thomson,02110020,      10.0,           9.9,            .0,            .0,            .0,            .0,          19.9
NA,NA,NA,2020-21,North Attleborough - Amvet Boulevard,02120007,      10.6,          11.0,            .0,            .0,            .0,           3.3,          24.9
NA,NA,NA,2020-21,North Attleborough - Community,02120030,      10.1,          13.4,            .0,            .0,            .0,           7.0,          30.4
NA,NA,NA,2020-21,North Attleborough - Falls,02120010,       6.6,           7.6,            .0,            .0,            .0,           2.3,          16.5
NA,NA,NA,2020-21,North Attleborough - Joseph W Martin Jr Elementary,02120013,      17.4,          19.6,            .0,            .0,            .0,           3.0,          40.0
NA,NA,NA,2020-21,North Attleborough - North Attleboro High,02120505,       0.0,            .0,            .0,          79.1,            .0,            .5,          79.7
NA,NA,NA,2020-21,North Attleborough - North Attleborough Early Learning Center,02120020,       9.0,            .0,            .0,            .0,            .0,            .0,           9.0
NA,NA,NA,2020-21,North Attleborough - North Attleborough Middle,02120305,       0.0,            .0,          70.9,            .0,            .0,           1.5,          72.4
NA,NA,NA,2020-21,North Attleborough - Roosevelt Avenue,02120015,       9.9,           7.0,            .0,            .0,            .0,           2.0,          18.8
NA,NA,NA,2020-21,North Brookfield - North Brookfield Elementary,02150015,      10.7,          10.3,           2.3,            .0,            .0,            .0,          23.3
NA,NA,NA,2020-21,North Brookfield - North Brookfield High,02150505,       0.0,            .0,           7.1,           8.1,           1.8,            .1,          17.0
NA,NA,NA,2020-21,North Middlesex - Ashby Elementary,07350010,       7.4,           6.3,            .0,            .0,            .0,           1.0,          14.7
NA,NA,NA,2020-21,North Middlesex - Hawthorne Brook,07350030,       0.0,          10.4,          28.1,            .0,            .0,           1.0,          39.5
NA,NA,NA,2020-21,North Middlesex - Nissitissit Middle School,07350310,       0.0,          13.7,          36.7,            .0,            .0,            .0,          50.4
NA,NA,NA,2020-21,North Middlesex - North Middlesex Regional,07350505,       0.0,            .0,            .0,          57.8,            .0,            .1,          57.9
NA,NA,NA,2020-21,North Middlesex - Spaulding Memorial,07350005,      17.7,          12.3,            .0,            .0,            .0,           2.0,          31.9
NA,NA,NA,2020-21,North Middlesex - Squannacook Early Childhood Center,07350002,       5.7,            .5,            .0,            .0,            .0,            .0,           6.2
NA,NA,NA,2020-21,North Middlesex - Varnum Brook,07350035,      22.5,          16.0,            .0,            .0,           1.0,           2.5,          42.0
NA,NA,NA,2020-21,North Reading - E Ethel Little School,02170003,      13.5,           9.5,            .0,            .0,           5.0,            .0,          28.0
NA,NA,NA,2020-21,North Reading - J Turner Hood,02170010,      10.7,          12.2,            .0,            .0,           5.7,            .5,          29.0
NA,NA,NA,2020-21,North Reading - L D Batchelder,02170005,      14.0,          14.8,            .0,            .0,           5.6,            .1,          34.5
NA,NA,NA,2020-21,North Reading - North Reading High,02170505,       0.0,            .0,            .0,          64.2,            .0,           3.0,          67.2
NA,NA,NA,2020-21,North Reading - North Reading Middle,02170305,       0.0,            .0,          50.5,            .0,           2.0,            .0,          52.5
NA,NA,NA,2020-21,Northampton - Bridge Street,02100005,       9.0,           8.3,            .0,            .0,           8.0,           2.5,          27.8
NA,NA,NA,2020-21,Northampton - Jackson Street,02100020,      10.1,           9.3,            .0,            .0,           7.0,           3.9,          30.3
NA,NA,NA,2020-21,Northampton - John F Kennedy Middle School,02100410,       0.0,            .0,          57.2,            .0,           2.9,           1.8,          61.9
NA,NA,NA,2020-21,Northampton - Leeds,02100025,      10.4,           8.1,            .0,            .0,           9.0,           2.4,          29.9
NA,NA,NA,2020-21,Northampton - Northampton High,02100505,       0.0,            .0,            .0,          58.6,            .0,           1.0,          59.6
NA,NA,NA,2020-21,Northampton - R. K. Finn Ryan Road,02100029,       6.7,           7.1,            .0,            .0,           8.0,           3.0,          24.8
NA,NA,NA,2020-21,Northampton-Smith Vocational Agricultural - Smith Vocational and Agricultural High,04060705,       0.0,            .0,            .0,          57.0,            .0,            .0,          57.0
NA,NA,NA,2020-21,Northboro-Southboro - Algonquin Regional High,07300505,       0.0,            .0,            .0,          54.1,          59.3,            .0,         113.4
NA,NA,NA,2020-21,Northborough - Fannie E Proctor,02130015,       9.1,          11.5,            .0,            .0,            .0,            .0,          20.5
NA,NA,NA,2020-21,Northborough - Lincoln Street,02130003,      10.1,          11.3,            .0,            .0,            .0,            .0,          21.4
NA,NA,NA,2020-21,Northborough - Marguerite E Peaslee,02130014,       9.4,          13.3,            .0,            .0,            .0,            .0,          22.8
NA,NA,NA,2020-21,Northborough - Marion E Zeh,02130020,      10.1,           9.1,            .0,            .0,            .0,            .0,          19.2
NA,NA,NA,2020-21,Northborough - Robert E. Melican Middle School,02130305,       0.0,            .0,          50.2,            .0,           3.9,            .0,          54.1
NA,NA,NA,2020-21,Northbridge - Northbridge Elementary,02140005,      23.8,            .0,            .0,            .0,           8.0,            .0,          31.8
NA,NA,NA,2020-21,Northbridge - Northbridge High,02140505,       0.0,            .0,            .0,          45.0,           1.5,            .0,          46.5
NA,NA,NA,2020-21,Northbridge - Northbridge Middle,02140305,       0.0,           9.3,          31.7,            .0,          11.0,            .0,          52.0
NA,NA,NA,2020-21,Northbridge - W Edward Balmer,02140001,       7.6,          15.5,            .0,            .0,           9.0,           1.0,          33.1
NA,NA,NA,2020-21,Northeast Metropolitan Regional Vocational Technical - Northeast Metro Regional Vocational,08530605,       0.0,            .0,            .0,         115.1,            .0,           1.2,         116.3
NA,NA,NA,2020-21,Northern Berkshire Regional Vocational Technical - Charles McCann Vocational Technical,08510605,       0.0,            .0,            .0,          42.1,            .0,            .3,          42.5
NA,NA,NA,2020-21,Norton - Henri A. Yelle,02180060,       0.0,          21.1,            .0,            .0,           1.0,           1.0,          23.1
NA,NA,NA,2020-21,Norton - J C Solmonese,02180015,      26.0,           7.4,            .0,            .0,            .0,           1.6,          35.1
NA,NA,NA,2020-21,Norton - L G Nourse Elementary,02180010,      16.0,           6.7,            .0,            .0,            .0,           1.0,          23.7
NA,NA,NA,2020-21,Norton - Norton High,02180505,       0.0,            .0,            .0,          24.0,          26.9,           7.3,          58.2
NA,NA,NA,2020-21,Norton - Norton Middle,02180305,       0.0,            .0,          39.2,            .0,            .5,            .0,          39.7
NA,NA,NA,2020-21,Norwell - Grace Farrar Cole,02190005,      13.9,          13.6,            .0,            .0,           7.3,            .0,          34.9
NA,NA,NA,2020-21,Norwell - Norwell High,02190505,       0.0,            .0,            .0,          48.2,            .0,            .5,          48.6
NA,NA,NA,2020-21,Norwell - Norwell Middle School,02190405,       0.0,            .0,          34.5,            .0,           5.8,            .0,          40.3
NA,NA,NA,2020-21,Norwell - William G Vinal,02190020,      11.9,          13.6,            .0,            .0,           6.5,            .0,          32.1
NA,NA,NA,2020-21,Norwood - Balch,02200005,       8.3,          15.1,            .0,            .0,           1.0,           6.0,          30.4
NA,NA,NA,2020-21,Norwood - Charles J Prescott,02200025,       8.5,          10.6,            .0,            .0,           2.0,           3.1,          24.2
NA,NA,NA,2020-21,Norwood - Cornelius M Callahan,02200010,       7.7,          10.9,            .0,            .0,           4.0,           3.9,          26.5
NA,NA,NA,2020-21,Norwood - Dr. Philip O. Coakley Middle School,02200305,       0.0,            .0,          58.3,            .0,           4.0,            .0,          62.3
NA,NA,NA,2020-21,Norwood - F A Cleveland,02200015,      10.2,          15.3,            .0,            .0,           1.9,           3.4,          30.9
NA,NA,NA,2020-21,Norwood - George F. Willett,02200075,      24.9,            .0,            .0,            .0,            .0,           3.0,          27.9
NA,NA,NA,2020-21,Norwood - John P Oldham,02200020,       8.4,          11.6,            .0,            .0,           2.0,           2.1,          24.2
NA,NA,NA,2020-21,Norwood - Norwood High,02200505,       0.0,            .0,            .0,          69.1,            .0,           4.3,          73.4
NA,NA,NA,2020-21,Oak Bluffs - Oak Bluffs Elementary,02210005,      13.8,          10.5,          11.9,            .0,           9.8,           1.0,          46.9
NA,NA,NA,2020-21,Old Colony Regional Vocational Technical - Old Colony Regional Vocational Technical,08550605,       0.0,            .0,            .0,          54.0,           6.0,            .0,          60.0
NA,NA,NA,2020-21,Old Rochester - Old Rochester Regional High,07400505,       0.0,            .0,            .0,          37.3,          13.5,           3.9,          54.6
NA,NA,NA,2020-21,Old Rochester - Old Rochester Regional Jr High,07400405,       0.0,            .0,          35.0,            .0,           1.0,            .0,          36.0
NA,NA,NA,2020-21,Old Sturbridge Academy Charter Public School (District) - Old Sturbridge Academy Charter Public School,35150205,       6.0,           6.0,           2.0,            .0,           1.0,           5.0,          20.0
NA,NA,NA,2020-21,Orange - Dexter Park,02230010,       0.0,          13.9,           4.0,            .0,           5.4,            .0,          23.3
NA,NA,NA,2020-21,Orange - Fisher Hill,02230015,      14.7,            .0,            .0,            .0,           1.8,            .0,          16.5
NA,NA,NA,2020-21,Orleans - Orleans Elementary,02240005,       8.6,          11.4,            .0,            .0,            .0,            .0,          20.0
NA,NA,NA,2020-21,Oxford - Alfred M Chaffee,02260010,      13.2,            .0,            .0,            .0,           2.8,            .0,          15.9
NA,NA,NA,2020-21,Oxford - Clara Barton,02260005,       6.6,          14.3,            .0,            .0,           5.8,            .0,          26.6
NA,NA,NA,2020-21,Oxford - Oxford High,02260505,       0.0,            .0,           8.5,          32.1,           2.1,           2.2,          44.8
NA,NA,NA,2020-21,Oxford - Oxford Middle,02260405,       0.0,           7.9,          15.9,            .0,           5.2,            .0,          29.0
NA,NA,NA,2020-21,Palmer - Old Mill Pond,02270008,      27.3,          23.0,            .0,            .0,            .6,            .0,          50.8
NA,NA,NA,2020-21,Palmer - Palmer High,02270505,       0.0,            .0,          30.6,          24.6,           3.4,           1.7,          60.2
NA,NA,NA,2020-21,Pathfinder Regional Vocational Technical - Pathfinder Vocational Technical,08600605,       0.0,            .0,            .0,          68.5,            .0,            .0,          68.5
NA,NA,NA,2020-21,Paulo Freire Social Justice Charter School (District) - Paulo Freire Social Justice Charter School,35010505,       0.0,            .0,            .0,          21.2,            .0,            .0,          21.2
NA,NA,NA,2020-21,Peabody - Captain Samuel Brown,02290005,      14.8,          17.1,            .0,            .0,           2.0,            .8,          34.7
NA,NA,NA,2020-21,Peabody - Center,02290015,       9.6,           5.7,            .0,            .0,           4.5,            .0,          19.8
NA,NA,NA,2020-21,Peabody - J Henry Higgins Middle,02290305,       0.0,            .0,          72.4,            .0,           1.0,            .0,          73.4
NA,NA,NA,2020-21,Peabody - John E Burke,02290007,       8.7,          14.2,            .0,            .0,           2.5,            .4,          25.7
NA,NA,NA,2020-21,Peabody - John E. McCarthy,02290016,      16.4,           7.9,            .0,            .0,           3.0,            .0,          27.3
NA,NA,NA,2020-21,Peabody - Peabody Veterans Memorial High,02290510,       0.0,            .0,            .0,         114.8,           1.0,            .2,         115.9
NA,NA,NA,2020-21,Peabody - South Memorial,02290035,      14.4,          11.4,            .0,            .0,           3.0,           1.0,          29.8
NA,NA,NA,2020-21,Peabody - Thomas Carroll,02290010,      14.4,          13.5,            .0,            .0,           6.0,            .6,          34.5
NA,NA,NA,2020-21,Peabody - West Memorial,02290045,      11.6,           9.6,            .0,            .0,           1.3,           1.5,          23.9
NA,NA,NA,2020-21,Peabody - William A Welch Sr,02290027,      11.1,           9.6,            .0,            .0,           7.0,            .0,          27.6
NA,NA,NA,2020-21,Pelham - Pelham Elementary,02300005,       3.8,           3.8,           1.3,            .0,           3.4,            .0,          12.2
NA,NA,NA,2020-21,Pembroke - Bryantville Elementary,02310003,      11.7,          11.0,           3.5,            .0,           4.6,            .4,          31.2
NA,NA,NA,2020-21,Pembroke - Hobomock Elementary,02310010,      10.8,          11.4,           3.7,            .0,           6.0,            .0,          31.9
NA,NA,NA,2020-21,Pembroke - North Pembroke Elementary,02310015,      15.4,          11.4,           4.8,            .0,           6.5,            .0,          38.0
NA,NA,NA,2020-21,Pembroke - Pembroke Community Middle School,02310305,       0.0,            .0,          27.2,            .0,           2.5,            .0,          29.7
NA,NA,NA,2020-21,Pembroke - Pembroke High School,02310505,       0.0,            .0,            .0,          44.1,           6.2,           4.9,          55.2
NA,NA,NA,2020-21,Pentucket - Dr Frederick N Sweetsir,07450020,      15.9,            .0,            .0,            .0,            .0,            .1,          16.0
NA,NA,NA,2020-21,Pentucket - Dr John C Page School,07450015,      11.1,          10.5,           5.4,            .0,            .0,            .7,          27.7
NA,NA,NA,2020-21,Pentucket - Elmer S Bagnall,07450005,      13.7,          15.5,           4.8,            .0,            .0,           1.2,          35.2
NA,NA,NA,2020-21,Pentucket - Helen R Donaghue School,07450010,       0.0,          17.5,           3.3,            .0,            .0,            .7,          21.5
NA,NA,NA,2020-21,Pentucket - Pentucket Regional Middle,07450405,       0.0,            .0,          27.5,           2.3,           2.2,           1.2,          33.1
NA,NA,NA,2020-21,Pentucket - Pentucket Regional Sr High,07450505,       0.0,            .0,            .0,          34.3,           5.7,           7.7,          47.7
NA,NA,NA,2020-21,Petersham - Petersham Center,02340005,       5.5,           6.0,           1.6,            .0,            .0,            .0,          13.0
NA,NA,NA,2020-21,Phoenix Academy Public Charter High School Lawrence (District) - Phoenix Academy Public Charter High School Lawrence,35180505,       0.0,            .0,            .0,            .0,          10.0,            .0,          10.0
NA,NA,NA,2020-21,Phoenix Academy Public Charter High School Springfield (District) - Phoenix Academy Public Charter High School Springfield,35080505,       0.0,            .0,            .0,            .1,           4.2,           3.3,           7.6
NA,NA,NA,2020-21,Phoenix Charter Academy (District) - Phoenix Charter Academy,04930505,       0.0,            .0,            .0,           5.3,           8.4,            .0,          13.7
NA,NA,NA,2020-21,Pioneer Charter School of Science (District) - Pioneer Charter School of Science,04940205,      10.3,          13.3,          13.4,          10.4,          25.0,            .0,          72.4
NA,NA,NA,2020-21,Pioneer Charter School of Science II (PCSS-II) (District) - Pioneer Charter School of Science II (PCSS-II),35060505,       0.0,            .0,           8.2,          10.4,          17.3,            .0,          35.9
NA,NA,NA,2020-21,Pioneer Valley - Bernardston Elementary,07500006,       7.2,           7.2,           2.6,            .0,            .0,            .0,          17.0
NA,NA,NA,2020-21,Pioneer Valley - Northfield Elementary,07500008,       9.7,           5.9,           2.8,            .0,            .0,            .0,          18.5
NA,NA,NA,2020-21,Pioneer Valley - Pioneer Valley Regional,07500505,       0.0,            .0,          10.3,          14.8,            .0,            .0,          25.1
NA,NA,NA,2020-21,Pioneer Valley Chinese Immersion Charter (District) - Pioneer Valley Chinese Immersion Charter School,04970205,      16.2,          13.3,          17.4,          13.7,           8.9,           1.2,          70.6
NA,NA,NA,2020-21,Pioneer Valley Performing Arts Charter Public (District) - Pioneer Valley Performing Arts Charter Public School,04790505,       0.0,            .0,           7.6,           5.7,          27.7,            .3,          41.3
NA,NA,NA,2020-21,Pittsfield - Allendale,02360010,      11.5,          10.4,            .0,            .0,            .0,           2.4,          24.3
NA,NA,NA,2020-21,Pittsfield - Crosby,02360065,      12.7,          10.0,            .0,            .0,           5.1,           6.1,          34.0
NA,NA,NA,2020-21,Pittsfield - Crosby Educational Academy,02360030,       0.0,            .0,            .0,            .0,           8.2,           1.0,           9.2
NA,NA,NA,2020-21,Pittsfield - Eagle Education Academy,02360525,       0.0,            .0,            .0,            .0,           6.0,            .0,           6.0
NA,NA,NA,2020-21,Pittsfield - Egremont,02360035,      12.8,          14.0,            .0,            .0,           2.0,           5.1,          34.0
NA,NA,NA,2020-21,Pittsfield - John T Reid Middle,02360305,       0.0,            .0,          36.0,            .0,           2.0,           6.6,          44.6
NA,NA,NA,2020-21,Pittsfield - Morningside Community School,02360055,      14.1,          13.9,            .0,            .0,           1.0,           7.1,          36.1
NA,NA,NA,2020-21,Pittsfield - Pittsfield High,02360505,       0.0,            .0,            .0,          36.6,          22.4,          10.8,          69.7
NA,NA,NA,2020-21,Pittsfield - Robert T. Capeless Elementary School,02360045,       7.1,           7.1,            .0,            .0,           1.0,           1.1,          16.3
NA,NA,NA,2020-21,Pittsfield - Silvio O Conte Community,02360105,      13.8,          12.5,            .0,            .0,           1.0,           5.6,          32.9
NA,NA,NA,2020-21,Pittsfield - Stearns,02360090,      10.8,           6.9,            .0,            .0,           1.1,           1.4,          20.2
NA,NA,NA,2020-21,Pittsfield - Taconic High,02360510,       0.0,            .0,            .0,          65.2,          18.2,           1.5,          84.9
NA,NA,NA,2020-21,Pittsfield - Theodore Herberg Middle,02360310,       0.0,            .0,          39.7,            .0,           3.0,           6.6,          49.2
NA,NA,NA,2020-21,Pittsfield - Williams,02360100,       9.1,          10.2,            .0,            .0,           1.0,           2.3,          22.6
NA,NA,NA,2020-21,Plainville - Anna Ware Jackson,02380010,      20.6,           5.4,            .0,            .0,           2.5,            .0,          28.6
NA,NA,NA,2020-21,Plainville - Beatrice H Wood Elementary,02380005,       0.0,           8.8,           4.4,            .0,           2.5,            .0,          15.7
NA,NA,NA,2020-21,Plymouth - Cold Spring,02390005,       9.5,           8.7,            .0,            .0,           2.2,            .0,          20.3
NA,NA,NA,2020-21,Plymouth - Federal Furnace School,02390011,      12.0,          15.6,            .0,            .0,           5.0,           1.2,          33.7
NA,NA,NA,2020-21,Plymouth - Hedge,02390010,       7.6,           7.3,            .0,            .0,           2.0,            .0,          16.9
NA,NA,NA,2020-21,Plymouth - Indian Brook,02390012,      22.9,          19.3,            .0,            .0,           2.0,            .0,          44.2
NA,NA,NA,2020-21,Plymouth - Manomet Elementary,02390015,      10.6,          10.4,            .0,            .0,           1.0,            .0,          22.0
NA,NA,NA,2020-21,Plymouth - Nathaniel Morton Elementary,02390030,      18.2,          20.9,            .0,            .0,           4.6,            .0,          43.7
NA,NA,NA,2020-21,Plymouth - Plymouth Commun Intermediate,02390405,       0.0,            .0,          74.1,            .0,           4.9,            .0,          79.0
NA,NA,NA,2020-21,Plymouth - Plymouth Early Childhood Center,02390003,       9.6,            .0,            .0,            .0,            .0,            .0,           9.6
NA,NA,NA,2020-21,Plymouth - Plymouth North High,02390505,       0.0,            .0,            .0,          97.6,           5.4,            .8,         103.8
NA,NA,NA,2020-21,Plymouth - Plymouth South High,02390515,       0.0,            .0,            .0,          98.2,           1.0,            .3,          99.5
NA,NA,NA,2020-21,Plymouth - Plymouth South Middle,02390305,       0.0,            .0,          49.4,            .0,           5.0,            .2,          54.6
