Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,PK-2 (#),3-5 (#),6-8 (#),9-12 (#),Multiple Grades (#),All Grades (#),FTE Count
NA,NA,NA,2021-22,Lowell - Peter W Reilly,01600040,      19.8,          12.0,            .0,            .0,           1.0,           1.1,          34.0
NA,NA,NA,2021-22,Lowell - Pyne Arts,01600018,      12.3,          11.5,          13.1,            .0,           2.0,            .3,          39.1
NA,NA,NA,2021-22,Lowell - Rogers STEM Academy,01600005,      17.1,          15.6,          15.1,            .0,           6.0,           3.2,          57.0
NA,NA,NA,2021-22,Lowell - S Christa McAuliffe Elementary,01600075,      19.7,          13.0,            .0,            .0,           2.0,           2.4,          37.1
NA,NA,NA,2021-22,Lowell - The Career Academy,01600515,       0.0,            .0,            .0,           9.1,            .0,            .7,           9.8
NA,NA,NA,2021-22,Lowell - Washington,01600055,      11.1,           7.8,            .0,            .0,           1.0,           2.1,          22.0
NA,NA,NA,2021-22,Lowell Community Charter Public (District) - Lowell Community Charter Public School,04560050,      15.3,          15.0,          18.7,            .0,          15.0,            .0,          64.0
NA,NA,NA,2021-22,Lowell Middlesex Academy Charter (District) - Lowell Middlesex Academy Charter School,04580505,       0.0,            .0,            .0,           5.0,            .0,            .0,           5.0
NA,NA,NA,2021-22,Ludlow - East Street Elementary School,01610010,      35.0,            .0,            .0,            .0,            .0,            .0,          35.0
NA,NA,NA,2021-22,Ludlow - Harris Brook Elementary School,01610665,      14.7,          42.3,            .0,            .0,            .0,            .4,          57.4
NA,NA,NA,2021-22,Ludlow - Ludlow Senior High,01610505,       0.0,            .0,            .0,          77.3,            .0,           1.1,          78.4
NA,NA,NA,2021-22,Ludlow - Paul R Baird Middle,01610305,       0.0,            .0,          53.0,            .0,            .0,            .6,          53.6
NA,NA,NA,2021-22,Lunenburg - Advanced Community Experience Program,01620605,       0.0,            .0,            .0,            .0,           1.0,            .0,           1.0
NA,NA,NA,2021-22,Lunenburg - Lunenburg High,01620505,       0.0,            .0,            .3,          22.6,          10.7,            .0,          33.5
NA,NA,NA,2021-22,Lunenburg - Lunenburg Middle School,01620305,       0.0,            .0,          28.9,            .0,            .3,            .0,          29.1
NA,NA,NA,2021-22,Lunenburg - Lunenburg Primary School,01620010,      21.3,            .0,            .0,            .0,           2.6,            .0,          23.9
NA,NA,NA,2021-22,Lunenburg - Turkey Hill Elementary School,01620025,       0.0,          23.1,            .0,            .0,            .5,            .0,          23.6
NA,NA,NA,2021-22,Lynn - A Drewicz Elementary,01630016,      14.6,          15.6,            .0,            .0,           2.0,           4.0,          36.2
NA,NA,NA,2021-22,Lynn - Aborn,01630011,       7.7,           8.4,            .0,            .0,            .0,           1.0,          17.1
NA,NA,NA,2021-22,Lynn - Breed Middle School,01630405,       0.0,            .0,          85.9,            .0,            .0,           7.6,          93.5
NA,NA,NA,2021-22,Lynn - Brickett Elementary,01630020,      10.9,          10.0,            .0,            .0,           2.2,           1.0,          24.1
NA,NA,NA,2021-22,Lynn - Capt William G Shoemaker,01630090,      11.4,          12.2,            .0,            .0,           9.0,           2.0,          34.6
NA,NA,NA,2021-22,Lynn - Classical High,01630505,       0.0,            .0,            .0,         102.8,            .0,            .0,         102.8
NA,NA,NA,2021-22,Lynn - Cobbet Elementary,01630035,      22.0,          19.1,            .0,            .0,           3.5,           4.0,          48.6
NA,NA,NA,2021-22,Lynn - E J Harrington,01630045,      24.6,          20.4,            .0,            .0,           4.5,           6.0,          55.4
NA,NA,NA,2021-22,Lynn - Edward A Sisson,01630095,      12.2,          11.8,            .0,            .0,           4.0,           3.0,          31.0
NA,NA,NA,2021-22,Lynn - Fecteau-Leary Junior/Senior High School,01630525,       0.0,            .0,           8.4,          18.2,            .0,            .0,          26.6
NA,NA,NA,2021-22,Lynn - Hood,01630055,      17.1,          13.1,            .0,            .0,           3.0,           2.0,          35.3
NA,NA,NA,2021-22,Lynn - Ingalls,01630060,      23.6,          24.2,            .0,            .0,           2.5,           4.0,          54.3
NA,NA,NA,2021-22,Lynn - Julia F Callahan,01630030,      14.0,          13.7,            .0,            .0,           6.1,           2.0,          35.8
NA,NA,NA,2021-22,Lynn - Lincoln-Thomson,01630070,       7.6,           9.4,            .0,            .0,           1.2,           3.0,          21.2
NA,NA,NA,2021-22,Lynn - Lynn English High,01630510,       0.0,            .0,            .0,         123.1,            .0,            .1,         123.1
NA,NA,NA,2021-22,Lynn - Lynn Vocational Technical Institute,01630605,       4.2,            .2,          25.5,          78.5,           3.0,           6.1,         117.6
NA,NA,NA,2021-22,Lynn - Lynn Woods,01630075,       5.9,           5.3,            .0,            .0,           2.3,            .0,          13.5
NA,NA,NA,2021-22,Lynn - Pickering Middle,01630420,       0.0,            .0,          47.8,            .0,            .0,            .0,          47.8
NA,NA,NA,2021-22,Lynn - Robert L Ford,01630050,      13.0,          19.9,            .0,            .0,            .0,           3.0,          35.9
NA,NA,NA,2021-22,Lynn - Sewell-Anderson,01630085,      10.9,           8.8,            .0,            .0,            .2,           2.0,          21.9
NA,NA,NA,2021-22,Lynn - Thurgood Marshall Mid,01630305,       0.0,            .0,          93.6,            .0,            .0,           1.0,          94.6
NA,NA,NA,2021-22,Lynn - Tracy,01630100,      12.8,          18.5,            .0,            .0,           1.0,           5.1,          37.4
NA,NA,NA,2021-22,Lynn - Washington Elementary School,01630005,      17.8,          16.2,            .0,            .0,           3.1,           5.0,          42.1
NA,NA,NA,2021-22,Lynn - William R Fallon,01630080,       0.2,           1.1,            .0,            .0,           6.0,            .0,           7.3
NA,NA,NA,2021-22,Lynn - Wm P Connery,01630040,      17.8,          17.6,            .0,            .0,           2.2,           5.0,          42.6
NA,NA,NA,2021-22,Lynnfield - Huckleberry Hill,01640010,      16.6,           9.5,            .0,            .0,           5.0,           1.0,          32.1
NA,NA,NA,2021-22,Lynnfield - Lynnfield High,01640505,       0.0,            .0,            .0,          46.9,           1.0,            .0,          47.8
NA,NA,NA,2021-22,Lynnfield - Lynnfield Middle School,01640405,       0.0,           9.1,          32.2,            .0,           1.6,           3.7,          46.6
NA,NA,NA,2021-22,Lynnfield - Lynnfield Preschool,01640005,       3.0,            .0,            .0,            .0,            .0,            .0,           3.0
NA,NA,NA,2021-22,Lynnfield - Summer Street,01640020,      14.8,           9.8,            .0,            .0,           1.0,           4.4,          30.0
NA,NA,NA,2021-22,MATCH Charter Public School (District) - MATCH Charter Public School,04690505,      28.0,          26.0,          26.5,          30.6,          13.4,            .0,         124.5
NA,NA,NA,2021-22,Ma Academy for Math and Science - Ma Academy for Math and Science School,04680505,       0.0,            .0,            .0,           6.0,            .0,            .0,           6.0
NA,NA,NA,2021-22,Malden - Beebe,01650003,      21.6,          22.1,          20.5,            .0,           5.0,            .0,          69.2
NA,NA,NA,2021-22,Malden - Ferryway,01650013,      25.5,          19.1,          20.4,            .0,           2.8,            .5,          68.3
NA,NA,NA,2021-22,Malden - Forestdale,01650027,      14.2,          14.9,          20.2,            .0,           5.0,            .7,          55.0
NA,NA,NA,2021-22,Malden - Linden,01650047,      20.2,          18.6,          21.2,            .0,           7.0,            .0,          67.0
NA,NA,NA,2021-22,Malden - Malden Early Learning Center,01650049,      22.0,            .0,            .0,            .0,            .0,           1.0,          23.0
NA,NA,NA,2021-22,Malden - Malden High,01650505,       0.0,            .0,            .0,         121.5,           2.0,           2.0,         125.5
NA,NA,NA,2021-22,Malden - Salemwood,01650057,      23.1,          27.7,          25.9,            .0,           7.0,            .0,          83.7
NA,NA,NA,2021-22,Manchester Essex Regional - Essex Elementary,06980020,      10.6,          11.7,            .0,            .0,            .0,            .0,          22.3
NA,NA,NA,2021-22,Manchester Essex Regional - Manchester Essex Regional High School,06980510,       0.0,            .0,            .0,          43.4,            .0,            .1,          43.5
NA,NA,NA,2021-22,Manchester Essex Regional - Manchester Essex Regional Middle School,06980030,       0.0,            .0,          27.5,            .0,            .0,            .4,          27.9
NA,NA,NA,2021-22,Manchester Essex Regional - Manchester Memorial Elementary,06980010,      15.1,          20.1,            .0,            .0,            .0,            .0,          35.2
NA,NA,NA,2021-22,Mansfield - Everett W Robinson,01670007,      41.8,            .0,            .0,            .0,           5.0,          10.5,          57.3
NA,NA,NA,2021-22,Mansfield - Harold L Qualters Middle,01670035,       0.0,            .0,          80.2,            .0,            .0,           1.1,          81.3
NA,NA,NA,2021-22,Mansfield - Jordan/Jackson Elementary,01670014,       0.0,          45.9,            .0,            .0,           2.5,          10.2,          58.6
NA,NA,NA,2021-22,Mansfield - Mansfield High,01670505,       0.0,            .0,            .0,          96.1,            .0,           1.2,          97.3
NA,NA,NA,2021-22,Mansfield - Roland Green School,01670003,       7.0,            .0,            .0,            .0,            .0,            .0,           7.0
NA,NA,NA,2021-22,Map Academy Charter School (District) - Map Academy Charter School,35170505,       0.0,            .0,            .0,           6.0,          16.2,           3.1,          25.2
NA,NA,NA,2021-22,Marblehead - Glover,01680020,      21.9,           7.6,            .0,            .0,            .0,            .0,          29.5
NA,NA,NA,2021-22,Marblehead - Lucretia and Joseph Brown School,01680030,      23.7,          11.5,            .0,            .0,            .0,            .0,          35.2
NA,NA,NA,2021-22,Marblehead - Marblehead High,01680505,       0.0,            .0,            .0,          87.1,            .0,            .9,          88.0
NA,NA,NA,2021-22,Marblehead - Marblehead Veterans Middle School,01680300,       0.0,            .0,          41.0,            .0,            .0,            .7,          41.7
NA,NA,NA,2021-22,Marblehead - Village School,01680016,       0.0,          38.8,          18.4,            .0,            .0,            .0,          57.2
NA,NA,NA,2021-22,Marblehead Community Charter Public (District) - Marblehead Community Charter Public School,04640305,       0.0,           9.7,          11.3,            .0,            .0,            .0,          21.0
NA,NA,NA,2021-22,Marion - Sippican,01690005,      14.6,          14.3,           4.9,            .0,           1.0,            .0,          34.8
NA,NA,NA,2021-22,Marlborough - 1 LT Charles W. Whitcomb School,01700045,       0.0,            .0,          91.0,            .0,           1.3,           1.0,          93.2
NA,NA,NA,2021-22,Marlborough - Charles Jaworek School,01700030,      20.5,          22.8,            .0,            .0,           3.0,           5.0,          51.3
NA,NA,NA,2021-22,Marlborough - Early Childhood Center,01700006,      12.0,            .0,            .0,            .0,            .0,            .0,          12.0
NA,NA,NA,2021-22,Marlborough - Francis J Kane,01700008,      14.9,          16.6,            .0,            .0,           3.0,           4.0,          38.5
NA,NA,NA,2021-22,Marlborough - Goodnow Brothers Elementary School,01700020,      22.4,          24.3,            .0,            .0,           5.0,           3.0,          54.7
NA,NA,NA,2021-22,Marlborough - Marlborough High,01700505,       0.0,            .0,            .0,          92.7,            .1,           1.7,          94.5
NA,NA,NA,2021-22,Marlborough - Richer,01700025,      19.0,          19.2,            .0,            .0,           6.0,           2.0,          46.3
NA,NA,NA,2021-22,Marshfield - Daniel Webster,01710015,      11.5,          10.4,            .0,            .0,           7.9,            .0,          29.8
NA,NA,NA,2021-22,Marshfield - Eames Way School,01710005,       7.1,           7.2,            .0,            .0,           5.9,            .0,          20.2
NA,NA,NA,2021-22,Marshfield - Furnace Brook Middle,01710310,       0.0,            .0,          75.6,            .0,           4.5,            .1,          80.2
NA,NA,NA,2021-22,Marshfield - Gov Edward Winslow,01710020,      12.6,          11.6,            .0,            .0,           9.4,            .0,          33.6
NA,NA,NA,2021-22,Marshfield - Marshfield High,01710505,       0.0,            .0,            .0,         101.3,           5.1,            .0,         106.4
NA,NA,NA,2021-22,Marshfield - Martinson Elementary,01710025,      16.6,          11.6,            .0,            .0,           9.4,           1.0,          38.6
NA,NA,NA,2021-22,Marshfield - South River,01710010,       9.3,           9.4,            .0,            .0,           7.9,            .0,          26.6
NA,NA,NA,2021-22,Martha's Vineyard - Martha's Vineyard Regional High,07000505,       0.0,            .0,            .0,          68.1,           7.5,           1.0,          76.6
NA,NA,NA,2021-22,Martha's Vineyard Charter (District) - Martha's Vineyard Charter School,04660550,       3.7,           1.8,           7.6,           2.8,           4.3,            .0,          20.2
NA,NA,NA,2021-22,Martin Luther King Jr. Charter School of Excellence (District) - Martin Luther King Jr. Charter School of Excellence,04920005,      18.7,          15.5,            .0,            .0,           5.0,            .0,          39.2
NA,NA,NA,2021-22,Masconomet - Masconomet Regional High School,07050505,       0.0,            .0,            .0,          50.4,          15.3,          13.1,          78.8
NA,NA,NA,2021-22,Masconomet - Masconomet Regional Middle School,07050405,       0.0,            .0,          43.3,            .0,           5.9,            .0,          49.2
NA,NA,NA,2021-22,Mashpee - Kenneth Coombs School,01720005,      30.4,            .0,            .0,            .0,           1.5,            .0,          31.9
NA,NA,NA,2021-22,Mashpee - Mashpee High,01720505,       0.0,            .0,            .0,          43.5,            .2,            .0,          43.7
NA,NA,NA,2021-22,Mashpee - Mashpee Middle School,01720020,       0.0,            .0,          21.3,            .4,            .0,            .0,          21.7
NA,NA,NA,2021-22,Mashpee - Quashnet School,01720035,       0.0,          26.7,           9.5,            .0,            .0,            .0,          36.2
NA,NA,NA,2021-22,Mattapoisett - Center,01730005,      14.7,           4.4,            .0,            .0,           3.0,            .0,          22.1
NA,NA,NA,2021-22,Mattapoisett - Old Hammondtown,01730010,       0.0,          10.2,           5.0,            .0,            .0,            .5,          15.7
NA,NA,NA,2021-22,Maynard - Fowler School,01740305,       0.0,          17.2,          22.8,            .0,           1.6,            .0,          41.6
NA,NA,NA,2021-22,Maynard - Green Meadow,01740010,      27.0,           8.2,            .0,            .0,            .0,            .0,          35.2
NA,NA,NA,2021-22,Maynard - Maynard High,01740505,       0.0,            .0,            .0,          29.2,           2.7,           1.1,          33.0
NA,NA,NA,2021-22,Medfield - Dale Street,01750005,       0.0,          24.9,            .0,            .0,            .0,           3.0,          27.9
NA,NA,NA,2021-22,Medfield - Medfield Senior High,01750505,       0.0,            .0,            .0,          60.1,            .2,            .0,          60.3
NA,NA,NA,2021-22,Medfield - Memorial School,01750003,      23.9,            .0,            .0,            .0,            .5,           4.0,          28.4
NA,NA,NA,2021-22,Medfield - Ralph Wheelock School,01750007,      11.7,          11.3,            .0,            .0,            .5,           3.2,          26.6
NA,NA,NA,2021-22,Medfield - Thomas Blake Middle,01750305,       0.0,            .0,          50.1,            .0,            .0,            .0,          50.1
NA,NA,NA,2021-22,Medford - Brooks School,01760130,      17.8,          14.7,            .0,            .0,          11.0,            .0,          43.5
NA,NA,NA,2021-22,Medford - Curtis-Tufts,01760510,       0.0,            .0,            .0,           2.7,           1.2,            .0,           3.9
NA,NA,NA,2021-22,Medford - John J McGlynn Elementary School,01760068,      14.8,          13.7,            .0,            .0,           9.9,            .0,          38.4
NA,NA,NA,2021-22,Medford - John J. McGlynn Middle School,01760320,       0.0,            .0,          46.8,            .0,           3.0,            .0,          49.8
NA,NA,NA,2021-22,Medford - Madeleine Dugger Andrews,01760315,       0.0,            .0,          41.4,            .0,           2.5,            .0,          43.9
NA,NA,NA,2021-22,Medford - Medford High,01760505,       0.0,            .0,            .0,          91.8,          33.8,            .0,         125.7
NA,NA,NA,2021-22,Medford - Milton Fuller Roberts,01760150,      20.7,          12.7,            .0,            .0,           8.5,            .0,          42.0
NA,NA,NA,2021-22,Medford - Missituk Elementary School,01760140,      13.9,          14.5,            .0,            .0,          13.3,            .0,          41.7
NA,NA,NA,2021-22,Medway - Burke/Memorial Elementary School,01770015,      10.2,          19.3,            .0,            .0,           3.0,            .0,          32.5
NA,NA,NA,2021-22,Medway - John D Mc Govern Elementary,01770013,      21.4,            .0,            .0,            .0,           1.9,            .0,          23.2
NA,NA,NA,2021-22,Medway - Medway High,01770505,       0.0,            .0,            .0,          21.3,          22.9,            .5,          44.7
NA,NA,NA,2021-22,Medway - Medway Middle,01770305,       0.0,          12.5,          38.8,            .0,           2.7,            .0,          54.0
NA,NA,NA,2021-22,Melrose - Early Childhood Center,01780003,      15.6,            .0,            .0,            .0,            .0,            .0,          15.6
NA,NA,NA,2021-22,Melrose - Herbert Clark Hoover,01780017,       8.1,          10.6,            .0,            .0,           1.0,           1.0,          20.7
NA,NA,NA,2021-22,Melrose - Horace Mann,01780025,       6.8,           7.9,            .0,            .0,           1.0,            .0,          15.7
NA,NA,NA,2021-22,Melrose - Lincoln,01780020,      16.1,          15.9,            .0,            .0,           2.0,            .0,          34.0
NA,NA,NA,2021-22,Melrose - Melrose High,01780505,       0.0,            .0,            .0,          67.8,           1.7,            .3,          69.8
NA,NA,NA,2021-22,Melrose - Melrose Middle,01780305,       0.0,            .0,          59.7,            .0,            .0,            .0,          59.7
NA,NA,NA,2021-22,Melrose - Roosevelt,01780035,      13.4,          12.2,            .0,            .0,           2.0,            .0,          27.6
NA,NA,NA,2021-22,Melrose - Winthrop,01780050,       9.5,          13.7,            .0,            .0,           1.0,            .0,          24.2
NA,NA,NA,2021-22,Mendon-Upton - Henry P Clough,07100179,      15.8,           9.2,            .0,            .0,            .0,            .5,          25.5
NA,NA,NA,2021-22,Mendon-Upton - Memorial School,07100001,      16.3,          13.5,            .0,            .0,            .0,           2.8,          32.5
NA,NA,NA,2021-22,Mendon-Upton - Miscoe Hill School,07100015,       0.0,          10.3,          39.5,            .0,            .0,            .5,          50.3
NA,NA,NA,2021-22,Mendon-Upton - Nipmuc Regional High,07100510,       0.0,            .0,            .0,          44.3,            .6,            .9,          45.8
NA,NA,NA,2021-22,Methuen - Comprehensive Grammar School,01810050,      31.2,          29.7,          30.1,            .0,            .0,            .0,          91.0
NA,NA,NA,2021-22,Methuen - Donald P Timony Grammar,01810060,      38.4,          28.5,          33.2,            .0,            .0,            .0,         100.2
NA,NA,NA,2021-22,Methuen - Marsh Grammar School,01810030,      30.6,          30.9,          28.9,            .0,            .0,            .0,          90.3
NA,NA,NA,2021-22,Methuen - Methuen High,01810505,       0.0,            .0,            .0,         103.4,           8.7,          37.9,         149.9
NA,NA,NA,2021-22,Methuen - Tenney Grammar School,01810055,      36.0,          31.4,          32.1,            .0,            .0,            .0,          99.5
NA,NA,NA,2021-22,Middleborough - Henry B. Burkland Elementary School,01820008,      14.3,          25.7,            .0,            .0,            .0,            .0,          40.0
NA,NA,NA,2021-22,Middleborough - John T. Nichols Middle,01820305,       0.0,            .0,          55.2,            .0,            .0,            .0,          55.2
NA,NA,NA,2021-22,Middleborough - Mary K. Goode Elementary School,01820010,      16.9,          24.1,            .0,            .0,            .0,           1.0,          42.0
NA,NA,NA,2021-22,Middleborough - Memorial Early Childhood Center,01820011,      17.8,            .0,            .0,            .0,           2.0,            .0,          19.8
NA,NA,NA,2021-22,Middleborough - Middleborough High,01820505,       0.0,            .0,            .0,          62.1,            .1,            .5,          62.7
NA,NA,NA,2021-22,Middleton - Fuller Meadow,01840003,      29.5,            .0,            .0,            .0,           1.0,            .0,          30.5
NA,NA,NA,2021-22,Middleton - Howe-Manning,01840005,       3.0,          25.5,           8.0,            .0,           4.0,            .3,          40.7
NA,NA,NA,2021-22,Milford - Brookside,01850065,      42.0,            .0,            .0,            .0,            .0,            .3,          42.3
NA,NA,NA,2021-22,Milford - Memorial,01850010,      39.2,            .0,            .0,            .0,            .0,            .5,          39.6
NA,NA,NA,2021-22,Milford - Milford High,01850505,       0.0,            .0,            .0,          98.0,            .0,            .3,          98.3
NA,NA,NA,2021-22,Milford - Shining Star Early Childhood Center,01850075,       8.5,            .0,            .0,            .0,            .0,            .0,           8.5
NA,NA,NA,2021-22,Milford - Stacy Middle,01850305,       0.0,            .0,          79.1,            .0,            .0,            .6,          79.7
NA,NA,NA,2021-22,Milford - Woodland,01850090,       0.0,          80.3,           3.5,            .0,           2.0,            .1,          85.9
NA,NA,NA,2021-22,Millbury - Elmwood Street,01860017,      26.0,           7.0,            .0,            .0,           1.0,            .0,          34.0
NA,NA,NA,2021-22,Millbury - Millbury Junior/Senior High,01860505,       0.0,            .0,          23.3,          40.8,            .0,            .0,          64.2
NA,NA,NA,2021-22,Millbury - Raymond E. Shaw Elementary,01860025,       0.0,          20.1,           9.6,            .0,            .0,           1.0,          30.7
NA,NA,NA,2021-22,Millis - Clyde F Brown,01870005,      15.5,          15.3,            .0,            .0,          11.6,            .0,          42.4
NA,NA,NA,2021-22,Millis - Millis High School,01870505,       0.0,            .0,            .0,          11.8,          16.6,            .3,          28.7
NA,NA,NA,2021-22,Millis - Millis Middle,01870020,       0.0,            .0,          23.8,            .0,           2.7,            .0,          26.5
NA,NA,NA,2021-22,Milton - Charles S Pierce Middle,01890410,       0.0,            .0,          77.3,            .0,            .0,            .3,          77.6
NA,NA,NA,2021-22,Milton - Collicot,01890005,      12.0,          16.4,            .0,            .0,           6.0,           3.0,          37.5
NA,NA,NA,2021-22,Milton - Cunningham School,01890007,      17.0,          13.9,            .0,            .0,           6.0,          12.3,          49.2
NA,NA,NA,2021-22,Milton - Glover,01890010,      15.9,          17.0,            .0,            .0,           3.0,           6.8,          42.6
NA,NA,NA,2021-22,Milton - Milton High,01890505,       0.0,            .0,            .0,          79.7,            .0,           1.0,          80.7
NA,NA,NA,2021-22,Milton - Tucker,01890020,      13.4,          11.3,            .0,            .0,           4.0,           3.1,          31.7
NA,NA,NA,2021-22,Minuteman Regional Vocational Technical - Minuteman Regional High,08300605,       0.0,            .0,            .0,          76.8,            .0,            .0,          76.8
NA,NA,NA,2021-22,Mohawk Trail - Buckland-Shelburne Regional,07170005,       9.0,           7.0,           2.3,            .0,            .0,            .0,          18.4
NA,NA,NA,2021-22,Mohawk Trail - Colrain Central,07170010,       4.6,           3.6,           1.2,            .0,            .0,            .0,           9.4
NA,NA,NA,2021-22,Mohawk Trail - Mohawk Trail Regional School,07170505,       0.0,            .0,          16.1,          21.3,            .0,           1.3,          38.7
NA,NA,NA,2021-22,Mohawk Trail - Sanderson Academy,07170020,       5.5,           4.5,           1.2,            .0,            .0,            .0,          11.1
NA,NA,NA,2021-22,Monomoy Regional School District - Chatham Elementary School,07120001,      10.0,           7.2,            .0,            .0,            .0,            .0,          17.2
NA,NA,NA,2021-22,Monomoy Regional School District - Harwich Elementary School,07120002,      26.4,          19.6,            .0,            .0,            .0,            .0,          46.0
NA,NA,NA,2021-22,Monomoy Regional School District - Monomoy Regional High School,07120515,       0.0,            .0,          12.9,          48.0,            .0,            .7,          61.6
NA,NA,NA,2021-22,Monomoy Regional School District - Monomoy Regional Middle School,07120315,       0.0,          12.7,          29.4,            .0,            .0,            .1,          42.3
NA,NA,NA,2021-22,Monson - Granite Valley School,01910030,      11.6,          15.4,           5.1,            .0,           5.3,           3.0,          40.3
NA,NA,NA,2021-22,Monson - Monson High School,01910505,       0.0,            .0,          14.2,          16.0,           2.0,            .6,          32.8
NA,NA,NA,2021-22,Monson - Quarry Hill Community School,01910010,       8.0,            .0,            .0,            .0,           1.0,            .0,           9.0
NA,NA,NA,2021-22,Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,08320605,       0.0,            .0,            .0,         113.3,            .0,            .2,         113.5
NA,NA,NA,2021-22,Mount Greylock - Lanesborough Elementary,07150005,       9.3,           5.1,           1.2,            .0,           5.8,            .0,          21.5
NA,NA,NA,2021-22,Mount Greylock - Mt Greylock Regional High,07150505,       0.0,            .0,          12.7,          22.4,          12.3,            .0,          47.4
NA,NA,NA,2021-22,Mount Greylock - Williamstown Elementary,07150010,      14.5,          14.6,           4.9,            .0,           8.1,            .0,          42.1
NA,NA,NA,2021-22,Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,04700105,      23.4,          18.8,          20.2,          37.0,            .3,            .0,          99.6
NA,NA,NA,2021-22,Nahant - Johnson,01960010,       5.6,           3.3,           1.1,            .0,           1.0,            .0,          11.1
NA,NA,NA,2021-22,Nantucket - Cyrus Peirce,01970010,       0.0,            .0,          36.0,            .0,            .0,            .0,          36.0
NA,NA,NA,2021-22,Nantucket - Nantucket Elementary,01970005,      39.1,            .0,            .0,            .0,            .0,            .0,          39.1
NA,NA,NA,2021-22,Nantucket - Nantucket High,01970505,       0.0,            .0,            .0,          46.3,            .0,           1.9,          48.2
NA,NA,NA,2021-22,Nantucket - Nantucket Intermediate School,01970020,       0.0,          31.3,            .0,            .0,           2.0,            .8,          34.1
NA,NA,NA,2021-22,Narragansett - Narragansett Middle,07200305,       0.0,           7.4,          15.3,            .0,           4.3,            .0,          27.0
NA,NA,NA,2021-22,Narragansett - Narragansett Regional High,07200505,       0.0,            .0,           8.6,          15.2,          11.4,            .0,          35.2
NA,NA,NA,2021-22,Narragansett - Templeton Elementary School,07200020,      20.0,          12.0,            .0,            .0,           7.0,            .0,          39.0
NA,NA,NA,2021-22,Nashoba - Center School,07250020,      15.2,          18.8,            .0,            .0,           8.0,            .0,          42.0
NA,NA,NA,2021-22,Nashoba - Florence Sawyer School,07250025,      16.0,          18.5,          20.8,            .0,           6.5,            .0,          61.7
NA,NA,NA,2021-22,Nashoba - Hale,07250310,       0.0,            .0,          22.9,            .0,           2.1,            .0,          25.0
NA,NA,NA,2021-22,Nashoba - Luther Burbank Middle School,07250305,       0.0,            .0,          21.3,            .0,           2.0,            .0,          23.3
NA,NA,NA,2021-22,Nashoba - Mary Rowlandson Elementary,07250010,      16.5,          14.6,            .0,            .0,          10.0,            .0,          41.1
NA,NA,NA,2021-22,Nashoba - Nashoba Regional,07250505,       0.0,            .0,            .0,          45.0,          17.6,           5.3,          67.9
NA,NA,NA,2021-22,Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,08520605,       0.0,            .0,            .0,          64.3,            .8,            .1,          65.3
NA,NA,NA,2021-22,Natick - Bennett-Hemenway,01980005,      16.8,          11.2,            .0,            .0,          10.0,            .0,          38.0
NA,NA,NA,2021-22,Natick - Brown,01980010,      18.3,          10.7,            .0,            .0,          12.0,            .0,          41.0
NA,NA,NA,2021-22,Natick - J F Kennedy Middle School,01980305,       0.0,          17.4,          54.3,            .0,           2.1,            .0,          73.8
NA,NA,NA,2021-22,Natick - Johnson,01980031,       7.3,           6.1,            .0,            .0,           5.0,            .0,          18.4
NA,NA,NA,2021-22,Natick - Lilja Elementary,01980035,      13.9,           9.1,            .0,            .0,           9.0,            .0,          32.0
NA,NA,NA,2021-22,Natick - Memorial,01980043,      13.7,          10.3,            .0,            .0,           4.0,            .0,          28.0
NA,NA,NA,2021-22,Natick - Natick High,01980505,       7.6,            .0,            .0,         129.6,            .0,            .0,         137.2
NA,NA,NA,2021-22,Natick - Wilson Middle,01980310,       0.0,          14.5,          59.4,            .0,           2.2,            .0,          76.1
NA,NA,NA,2021-22,Nauset - Nauset Regional High,06600505,       0.0,            .0,            .0,          77.9,            .0,           1.4,          79.2
NA,NA,NA,2021-22,Nauset - Nauset Regional Middle,06600305,       0.0,            .0,          52.9,            .0,            .0,            .1,          53.1
NA,NA,NA,2021-22,Needham - Broadmeadow,01990005,      13.6,          14.8,            .0,            .0,           5.4,           1.5,          35.3
NA,NA,NA,2021-22,Needham - High Rock School,01990410,       0.0,            .0,          37.3,            .0,            .5,            .0,          37.8
NA,NA,NA,2021-22,Needham - John Eliot,01990020,      12.0,          14.7,            .0,            .0,           6.9,           1.0,          34.6
NA,NA,NA,2021-22,Needham - Needham High,01990505,       0.0,            .0,            .0,         106.3,           8.0,          15.6,         129.9
NA,NA,NA,2021-22,Needham - Newman Elementary,01990050,      23.0,          17.3,            .0,            .0,           9.5,           1.9,          51.7
NA,NA,NA,2021-22,Needham - Pollard Middle,01990405,       0.0,            .0,          76.2,            .0,            .0,           2.0,          78.2
NA,NA,NA,2021-22,Needham - Sunita L. Williams Elementary,01990035,      13.2,          13.9,            .0,            .0,           7.1,           3.0,          37.1
NA,NA,NA,2021-22,Needham - William Mitchell,01990040,      12.6,          15.2,            .0,            .0,           3.6,           2.3,          33.7
NA,NA,NA,2021-22,Neighborhood House Charter (District) - Neighborhood House Charter School,04440205,      10.0,          12.2,          23.0,          24.7,          12.1,            .0,          82.0
NA,NA,NA,2021-22,New Bedford - Abraham Lincoln,02010095,      24.7,          21.6,            .0,            .0,            .0,            .8,          47.1
