Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,Attendance Rate,Average # of Absences,Absent 10 or more days,Chronically Absent (10% or more),Chronically Absent (20% or more),Unexcused > 9 days
4.275555555555556,4.28,a-vale-i2,2019-20,Westford-Nabnasset,03260015,  96.2,   4.2,  10.3,   8.2,   0.0
4.262222222222222,4.26,a-vale-i2,2019-20,Westford-Col John Robinson,03260025,  95.9,   4.4,   9.2,   8.2,   0.0
4.288888888888889,4.29,a-vale-i2,2019-20,Westford-John A. Crisafulli Elementary School,03260045,  96.5,   3.8,   7.7,   5.8,   0.0
4.248888888888889,4.25,a-vale-i2,2019-20,Westford-Rita E. Miller Elementary School,03260055,  95.6,   4.7,   9.4,   6.3,   0.0
4.302222222222222,4.3,a-vale-i2,2019-20,Westford-Stony Brook School,03260330,  96.8,   3.5,   6.3,   5.3,   0.0
4.288888888888889,4.29,a-vale-i2,2019-20,Westford-Blanchard Middle,03260310,  96.5,   3.8,   8.5,   5.5,   0.4
4.2844444444444445,4.28,a-vale-i2,2019-20,Westford-Westford Academy,03260505,  96.4,   3.9,   8.5,   5.6,   0.1
4.257777777777777,4.26,a-vale-i2,2019-20,Westhampton-Westhampton Elementary School,03270005,  95.8,   4.5,  10.7,   6.6,   0.0
4.262222222222222,4.26,a-vale-i2,2019-20,Weston-Weston High,03300505,  95.9,   4.5,  10.1,   7.7,   0.0
4.426666666666667,4.43,a-vale-i2,2019-20,Weston-Weston Middle,03300305,  99.6,   0.5,   0.0,   0.0,   0.0
4.271111111111111,4.27,a-vale-i2,2019-20,Weston-Woodland,03300015,  96.1,   4.3,   7.0,   5.6,   0.0
4.226666666666667,4.23,a-vale-i2,2019-20,Weston-Country,03300010,  95.1,   5.3,  13.0,  10.4,   0.0
4.288888888888889,4.29,a-vale-i2,2019-20,Weston-Field Elementary School,03300012,  96.5,   3.8,   5.8,   4.5,   0.0
4.2,4.2,a-vale-i2,2019-20,Westport-Alice A Macomber,03310015,  94.5,   5.9,  18.8,  13.4,   7.0
4.235555555555555,4.24,a-vale-i2,2019-20,Westport-Westport Elementary,03310030,  95.3,   5.2,  14.2,   8.9,   5.8
4.177777777777778,4.18,a-vale-i2,2019-20,Westport-Westport Junior/Senior High School,03310515,  94.0,   6.6,  18.0,  13.0,  12.0
4.288888888888889,4.29,a-vale-i2,2019-20,Westwood-Westwood High,03350505,  96.5,   3.8,   7.8,   6.4,   6.2
4.293333333333333,4.29,a-vale-i2,2019-20,Westwood-Deerfield School,03350010,  96.6,   3.6,   4.6,   3.6,   0.0
4.271111111111111,4.27,a-vale-i2,2019-20,Westwood-Downey,03350012,  96.1,   4.2,   8.4,   5.6,   0.0
4.297777777777778,4.3,a-vale-i2,2019-20,Westwood-Paul Hanlon,03350015,  96.7,   3.5,   3.9,   1.4,   0.0
4.306666666666667,4.31,a-vale-i2,2019-20,Westwood-Martha Jones,03350017,  96.9,   3.3,   4.5,   3.4,   0.0
4.311111111111111,4.31,a-vale-i2,2019-20,Westwood-William E Sheehan,03350025,  97.0,   3.2,   4.9,   3.2,   0.0
4.177777777777778,4.18,a-vale-i2,2019-20,Westwood-Westwood Integrated Preschool,03350050,  94.0,   5.2,  13.3,  13.3,   0.0
4.302222222222222,4.3,a-vale-i2,2019-20,Westwood-E W Thurston Middle,03350305,  96.8,   3.4,   5.9,   4.4,   0.0
4.142222222222222,4.14,a-vale-i2,2019-20,Weymouth-Weymouth High School,03360505,  93.2,   7.1,  20.6,  18.2,   8.6
4.257777777777777,4.26,a-vale-i2,2019-20,Weymouth-Abigail Adams Middle School,03360310,  95.8,   4.5,   9.7,   8.9,   6.9
4.266666666666667,4.27,a-vale-i2,2019-20,Weymouth-Thomas W. Hamilton Primary School,03360105,  96.0,   4.1,   7.9,   6.5,   7.9
4.226666666666667,4.23,a-vale-i2,2019-20,Weymouth-Wessagusset,03360110,  95.1,   5.2,  10.9,   8.2,   5.9
4.133333333333334,4.13,a-vale-i2,2019-20,Weymouth-Johnson Early Childhood Center,03360003,  93.0,   4.9,  15.1,  23.3,  15.1
4.208888888888889,4.21,a-vale-i2,2019-20,Weymouth-Ralph Talbot,03360085,  94.7,   5.4,  14.6,  14.2,   5.1
4.2,4.2,a-vale-i2,2019-20,Weymouth-Maria Weston Chapman Middle School,03360020,  94.5,   5.8,  18.0,  16.0,  11.0
4.262222222222222,4.26,a-vale-i2,2019-20,Weymouth-Frederick C Murphy,03360050,  95.9,   4.3,   7.9,   6.9,   7.9
4.248888888888889,4.25,a-vale-i2,2019-20,Weymouth-Thomas V Nash,03360060,  95.6,   4.7,   8.4,   5.2,   3.9
4.235555555555555,4.24,a-vale-i2,2019-20,Weymouth-Lawrence W Pingree,03360065,  95.3,   5.0,  13.3,  10.8,   9.9
4.191111111111111,4.19,a-vale-i2,2019-20,Weymouth-William Seach,03360080,  94.3,   5.9,  16.8,  15.6,  16.8
4.2844444444444445,4.28,a-vale-i2,2019-20,Weymouth-Academy Avenue,03360005,  96.4,   3.8,   5.1,   3.2,   5.1
4.271111111111111,4.27,a-vale-i2,2019-20,Whately-Whately Elementary,03370005,  96.1,   4.2,   3.9,   3.1,   0.0
4.248888888888889,4.25,a-vale-i2,2019-20,Whitman-Hanson-John H Duval,07800030,  95.6,   4.9,  10.5,   8.1,   5.9
4.222222222222222,4.22,a-vale-i2,2019-20,Whitman-Hanson-The Pre-School Academy at Whitman Hanson,07800001,  95.0,   5.4,  17.9,  11.1,  17.9
4.2444444444444445,4.24,a-vale-i2,2019-20,Whitman-Hanson-Louise A Conley,07800010,  95.5,   5.0,  12.8,   7.8,   5.2
4.2,4.2,a-vale-i2,2019-20,Whitman-Hanson-Whitman Hanson Regional,07800505,  94.5,   6.1,  17.6,  13.5,   9.7
4.248888888888889,4.25,a-vale-i2,2019-20,Whitman-Hanson-Indian Head,07800035,  95.6,   4.9,  10.7,   6.5,   6.9
4.266666666666667,4.27,a-vale-i2,2019-20,Whitman-Hanson-Whitman Middle,07800310,  96.0,   4.5,   7.1,   5.1,   5.8
4.302222222222222,4.3,a-vale-i2,2019-20,Whitman-Hanson-Hanson Middle School,07800315,  96.8,   3.6,   3.6,   2.8,   3.2
4.257777777777777,4.26,a-vale-i2,2019-20,Whittier Regional Vocational Technical-Whittier Regional Vocational,08850605,  95.8,   4.4,   9.3,   7.9,   5.6
4.257777777777777,4.26,a-vale-i2,2019-20,Williamsburg-Anne T. Dunphy School,03400020,  95.8,   4.5,  15.6,  12.1,   0.0
4.257777777777777,4.26,a-vale-i2,2019-20,Wilmington-Wilmington Middle School,03420330,  95.8,   4.6,  10.5,   8.2,   2.2
4.302222222222222,4.3,a-vale-i2,2019-20,Wilmington-West Intermediate,03420080,  96.8,   3.5,   5.5,   3.8,   3.8
4.271111111111111,4.27,a-vale-i2,2019-20,Wilmington-Shawsheen Elementary,03420025,  96.1,   4.3,   9.8,   6.9,   4.0
4.213333333333333,4.21,a-vale-i2,2019-20,Wilmington-Boutwell,03420005,  94.8,   5.1,  13.4,  12.7,   0.7
4.231111111111111,4.23,a-vale-i2,2019-20,Wilmington-Wildwood,03420015,  95.2,   4.8,  13.9,  10.2,   0.5
4.271111111111111,4.27,a-vale-i2,2019-20,Wilmington-Woburn Street,03420020,  96.1,   4.3,   8.7,   5.4,   4.1
4.253333333333334,4.25,a-vale-i2,2019-20,Wilmington-Wilmington High,03420505,  95.7,   4.7,  12.0,   9.9,   4.8
4.248888888888889,4.25,a-vale-i2,2019-20,Wilmington-North Intermediate,03420060,  95.6,   4.8,  10.2,   7.3,   6.9
4.124444444444444,4.12,a-vale-i2,2019-20,Winchendon-Winchendon PreSchool Program,03430010,  92.8,   7.4,  21.6,  22.7,   0.0
4.208888888888889,4.21,a-vale-i2,2019-20,Winchendon-Murdock Middle School,03430315,  94.7,   5.5,  15.6,  13.7,  10.4
3.2622222222222224,3.26,a-vale-i2,2019-20,Winchendon-Murdock Academy for Success,03430405,  73.4,  23.0,  71.1,  71.1,  65.8
4.173333333333334,4.17,a-vale-i2,2019-20,Winchendon-Memorial,03430040,  93.9,   6.3,  20.5,  16.7,  10.3
4.195555555555556,4.2,a-vale-i2,2019-20,Winchendon-Toy Town Elementary,03430050,  94.4,   5.9,  17.0,  15.2,  10.6
4.088888888888889,4.09,a-vale-i2,2019-20,Winchendon-Murdock High School,03430515,  92.0,   8.2,  28.2,  25.2,  19.5
4.271111111111111,4.27,a-vale-i2,2019-20,Winchester-Winchester High School,03440505,  96.1,   4.1,  10.0,   8.8,   3.4
4.271111111111111,4.27,a-vale-i2,2019-20,Winchester-McCall Middle,03440305,  96.1,   4.2,   5.4,   4.2,   0.8
4.28,4.28,a-vale-i2,2019-20,Winchester-Ambrose Elementary,03440045,  96.3,   4.0,   6.3,   4.4,   6.3
4.235555555555555,4.24,a-vale-i2,2019-20,Winchester-Muraco Elementary,03440040,  95.3,   5.0,  13.5,   9.9,  13.5
4.262222222222222,4.26,a-vale-i2,2019-20,Winchester-Vinson-Owen Elementary,03440025,  95.9,   4.4,  11.8,   8.5,  11.8
4.288888888888889,4.29,a-vale-i2,2019-20,Winchester-Lincoln Elementary,03440005,  96.5,   3.8,   8.0,   5.9,   0.7
4.2844444444444445,4.28,a-vale-i2,2019-20,Winchester-Lynch Elementary,03440020,  96.4,   3.8,   8.5,   6.7,   8.5
4.226666666666667,4.23,a-vale-i2,2019-20,Winthrop-Winthrop High School,03460505,  95.1,   5.3,  14.9,  13.2,   0.0
4.213333333333333,4.21,a-vale-i2,2019-20,Winthrop-William P. Gorman/Fort Banks Elementary,03460015,  94.8,   5.5,  14.5,  12.4,  14.1
4.24,4.24,a-vale-i2,2019-20,Winthrop-Arthur T. Cummings Elementary School,03460020,  95.4,   5.0,  12.7,  10.4,   0.0
4.257777777777777,4.26,a-vale-i2,2019-20,Winthrop-Winthrop Middle School,03460305,  95.8,   4.5,   9.6,   8.6,   1.4
4.257777777777777,4.26,a-vale-i2,2019-20,Woburn-Daniel L Joyce Middle School,03470410,  95.8,   4.4,   9.7,   7.7,   6.5
4.257777777777777,4.26,a-vale-i2,2019-20,Woburn-John F Kennedy Middle School,03470405,  95.8,   4.4,  10.0,   9.2,   7.7
4.208888888888889,4.21,a-vale-i2,2019-20,Woburn-Mary D Altavesta,03470065,  94.7,   5.4,  13.8,  12.2,  11.4
4.266666666666667,4.27,a-vale-i2,2019-20,Woburn-Malcolm White,03470055,  96.0,   4.2,   9.1,   8.8,   9.1
4.164444444444444,4.16,a-vale-i2,2019-20,Woburn-Woburn High,03470505,  93.7,   6.6,  19.5,  17.8,  14.3
4.24,4.24,a-vale-i2,2019-20,Woburn-Clyde Reeves,03470040,  95.4,   4.8,  13.7,  10.9,  13.7
4.288888888888889,4.29,a-vale-i2,2019-20,Woburn-Linscott-Rumford,03470025,  96.5,   3.7,   6.8,   4.2,   5.7
4.257777777777777,4.26,a-vale-i2,2019-20,Woburn-Hurld-Wyman Elementary School,03470020,  95.8,   4.4,   9.1,   7.6,   3.2
4.2444444444444445,4.24,a-vale-i2,2019-20,Woburn-Goodyear Elementary School,03470005,  95.5,   4.8,  13.9,  10.0,  10.3
4.208888888888889,4.21,a-vale-i2,2019-20,Woburn-Shamrock,03470043,  94.7,   5.3,  15.2,  14.6,  14.1
4.204444444444444,4.2,a-vale-i2,2019-20,Worcester-Lincoln Street,03480160,  94.6,   5.7,  17.9,  14.7,   8.9
4.2844444444444445,4.28,a-vale-i2,2019-20,Worcester-May Street,03480175,  96.4,   3.8,   8.0,   6.5,   6.8
4.231111111111111,4.23,a-vale-i2,2019-20,Worcester-Francis J McGrath Elementary,03480177,  95.2,   5.0,  14.0,  12.8,  12.8
4.302222222222222,4.3,a-vale-i2,2019-20,Worcester-Midland Street,03480185,  96.8,   3.3,   6.1,   5.7,   5.2
4.275555555555556,4.28,a-vale-i2,2019-20,Worcester-Nelson Place,03480200,  96.2,   4.1,   9.5,   8.0,   8.7
4.24,4.24,a-vale-i2,2019-20,Worcester-Norrback Avenue,03480202,  95.4,   4.9,  13.3,  12.2,  13.1
4.204444444444444,4.2,a-vale-i2,2019-20,Worcester-Quinsigamond,03480210,  94.6,   5.7,  17.6,  15.9,  15.4
4.222222222222222,4.22,a-vale-i2,2019-20,Worcester-Rice Square,03480215,  95.0,   5.2,  14.0,  13.2,  13.6
4.222222222222222,4.22,a-vale-i2,2019-20,Worcester-Roosevelt,03480220,  95.0,   5.4,  14.8,  13.4,  14.1
4.306666666666667,4.31,a-vale-i2,2019-20,Worcester-Worcester Arts Magnet School,03480225,  96.9,   3.4,   4.4,   2.7,   4.4
4.28,4.28,a-vale-i2,2019-20,Worcester-Tatnuck,03480230,  96.3,   4.0,   6.4,   5.0,   5.7
4.275555555555556,4.28,a-vale-i2,2019-20,Worcester-Thorndyke Road,03480235,  96.2,   4.0,   8.2,   6.2,   7.4
4.266666666666667,4.27,a-vale-i2,2019-20,Worcester-Union Hill School,03480240,  96.0,   4.2,   8.7,   8.7,   8.5
4.262222222222222,4.26,a-vale-i2,2019-20,Worcester-West Tatnuck,03480260,  95.9,   4.3,   9.9,   8.8,   9.6
4.177777777777778,4.18,a-vale-i2,2019-20,Worcester-Vernon Hill School,03480280,  94.0,   6.1,  20.7,  17.6,  19.0
4.275555555555556,4.28,a-vale-i2,2019-20,Worcester-University Pk Campus School,03480285,  96.2,   4.2,  11.4,   9.8,   7.7
4.093333333333333,4.09,a-vale-i2,2019-20,Worcester-Claremont Academy,03480350,  92.1,   8.4,  26.5,  24.2,  20.3
4.213333333333333,4.21,a-vale-i2,2019-20,Worcester-Burncoat Middle School,03480405,  94.8,   5.6,  15.7,  13.3,  13.8
4.235555555555555,4.24,a-vale-i2,2019-20,Worcester-Forest Grove Middle,03480415,  95.3,   5.1,  15.6,  13.5,  11.4
4.191111111111111,4.19,a-vale-i2,2019-20,Worcester-Worcester East Middle,03480420,  94.3,   6.0,  20.4,  17.6,  14.4
4.217777777777778,4.22,a-vale-i2,2019-20,Worcester-Sullivan Middle,03480423,  94.9,   5.4,  16.8,  15.9,  13.9
4.022222222222222,4.02,a-vale-i2,2019-20,Worcester-Burncoat Senior High,03480503,  90.5,  10.1,  33.0,  30.5,  29.6
4.102222222222222,4.1,a-vale-i2,2019-20,Worcester-Doherty Memorial High,03480512,  92.3,   8.3,  27.2,  25.0,  21.0
4.0311111111111115,4.03,a-vale-i2,2019-20,Worcester-North High,03480515,  90.7,   9.7,  32.9,  31.1,  30.1
4.053333333333334,4.05,a-vale-i2,2019-20,Worcester-South High Community,03480520,  91.2,   9.4,  32.4,  28.8,  26.2
4.2844444444444445,4.28,a-vale-i2,2019-20,Worcester-Worcester Technical High,03480605,  96.4,   3.9,   9.0,   7.5,   6.8
4.231111111111111,4.23,a-vale-i2,2019-20,Worcester-Canterbury,03480045,  95.2,   5.1,  12.4,  12.7,  11.8
4.2,4.2,a-vale-i2,2019-20,Worcester-Chandler Elementary Community,03480050,  94.5,   5.8,  14.5,  10.8,  11.0
4.24,4.24,a-vale-i2,2019-20,Worcester-Chandler Magnet,03480052,  95.4,   4.8,  12.7,  10.2,  11.8
4.213333333333333,4.21,a-vale-i2,2019-20,Worcester-City View,03480053,  94.8,   5.5,  14.5,  14.0,  13.2
4.28,4.28,a-vale-i2,2019-20,Worcester-Lake View,03480145,  96.3,   3.9,   6.0,   3.9,   4.8
4.257777777777777,4.26,a-vale-i2,2019-20,Worcester-Jacob Hiatt Magnet,03480140,  95.8,   4.6,  11.8,   9.2,  11.6
4.288888888888889,4.29,a-vale-i2,2019-20,Worcester-Heard Street,03480136,  96.5,   3.7,   6.4,   4.9,   5.7
4.235555555555555,4.24,a-vale-i2,2019-20,Worcester-Grafton Street,03480115,  95.3,   5.0,  15.5,  14.7,  14.5
4.217777777777778,4.22,a-vale-i2,2019-20,Worcester-Gates Lane,03480110,  94.9,   5.5,  15.9,  13.5,  15.4
4.253333333333334,4.25,a-vale-i2,2019-20,Worcester-Goddard School/Science Technical,03480100,  95.7,   4.5,  12.9,  11.8,  11.0
4.222222222222222,4.22,a-vale-i2,2019-20,Worcester-Elm Park Community,03480095,  95.0,   5.2,  14.6,  13.2,  14.4
4.275555555555556,4.28,a-vale-i2,2019-20,Worcester-Flagg Street,03480090,  96.2,   4.2,   8.3,   4.4,   7.5
4.2,4.2,a-vale-i2,2019-20,Worcester-Burncoat Street,03480035,  94.5,   5.9,  17.5,  15.7,  17.2
4.137777777777777,4.14,a-vale-i2,2019-20,Worcester-Clark St Community,03480055,  93.1,   7.1,  25.2,  25.2,  24.8
4.1866666666666665,4.19,a-vale-i2,2019-20,Worcester-Columbus Park,03480060,  94.2,   6.2,  21.7,  18.9,  21.0
4.408888888888889,4.41,a-vale-i2,2019-20,Worcester-Head Start,03480002,  99.2,   0.7,   1.1,   1.1,   0.0
4.182222222222222,4.18,a-vale-i2,2019-20,Worcester-Belmont Street Community,03480020,  94.1,   6.0,  10.0,   9.3,   4.2
4.231111111111111,4.23,a-vale-i2,2019-20,Worcester-Wawecus Road School,03480026,  95.2,   5.2,  11.7,   8.4,   9.7
4.253333333333334,4.25,a-vale-i2,2019-20,Worcester-Woodland Academy,03480030,  95.7,   4.5,  12.4,  11.9,  12.4
4.151111111111112,4.15,a-vale-i2,2019-20,Worthington-R. H. Conwell,03490010,  93.4,   6.9,  23.7,  24.7,   0.0
4.248888888888889,4.25,a-vale-i2,2019-20,Wrentham-Charles E Roderick,03500010,  95.6,   4.9,  11.6,   8.9,   0.0
4.235555555555555,4.24,a-vale-i2,2019-20,Wrentham-Delaney,03500003,  95.3,   4.7,  11.8,  11.3,   0.0
4.32,4.32,a-vale-i2,2018-19,Abby Kelley Foster Charter Public (District)-Abby Kelley Foster Charter Public School,04450105,  97.2,   5.1,  16.0,   2.2,  16.0
4.253333333333334,4.25,a-vale-i2,2018-19,Abington-Woodsdale Elementary School,00010015,  95.7,   7.4,  26.7,   8.6,  12.5
4.191111111111111,4.19,a-vale-i2,2018-19,Abington-Abington Early Education Program,00010001,  94.3,   9.0,  32.7,  15.9,  29.2
4.164444444444444,4.16,a-vale-i2,2018-19,Abington-Abington High,00010505,  93.7,  11.0,  45.9,  18.2,  23.4
4.231111111111111,4.23,a-vale-i2,2018-19,Abington-Beaver Brook Elementary,00010020,  95.2,   8.3,  29.8,   8.1,  23.6
4.195555555555556,4.2,a-vale-i2,2018-19,Abington-Abington Middle School,00010405,  94.4,  10.0,  39.5,  14.0,  21.6
4.173333333333334,4.17,a-vale-i2,2018-19,Academy Of the Pacific Rim Charter Public (District)-Academy Of the Pacific Rim Charter Public School,04120530,  93.9,  11.0,  44.7,  17.5,  29.4
4.293333333333333,4.29,a-vale-i2,2018-19,Acton-Boxborough-Acton-Boxborough Regional High,06000505,  96.6,   6.0,  19.6,   4.0,   0.3
4.266666666666667,4.27,a-vale-i2,2018-19,Acton-Boxborough-Carol Huebner Early Childhood Program,06000001,  96.0,   6.7,  23.3,  10.8,   0.0
4.2844444444444445,4.28,a-vale-i2,2018-19,Acton-Boxborough-Blanchard Memorial School,06000005,  96.4,   6.3,  18.5,   4.4,   0.0
4.271111111111111,4.27,a-vale-i2,2018-19,Acton-Boxborough-Merriam School,06000010,  96.1,   7.0,  26.2,   4.2,   0.0
4.297777777777778,4.3,a-vale-i2,2018-19,Acton-Boxborough-McCarthy-Towne School,06000015,  96.7,   5.7,  17.3,   2.3,   0.0
4.28,4.28,a-vale-i2,2018-19,Acton-Boxborough-C.T. Douglas Elementary School,06000020,  96.3,   6.5,  20.3,   3.9,   0.0
4.275555555555556,4.28,a-vale-i2,2018-19,Acton-Boxborough-Paul P Gates Elementary School,06000025,  96.2,   6.6,  24.0,   5.2,   0.0
4.2844444444444445,4.28,a-vale-i2,2018-19,Acton-Boxborough-Luther Conant School,06000030,  96.4,   6.4,  21.4,   6.3,   0.0
4.328888888888889,4.33,a-vale-i2,2018-19,Acton-Boxborough-Raymond J Grey Junior High,06000405,  97.4,   4.6,  12.6,   1.9,   0.1
4.262222222222222,4.26,a-vale-i2,2018-19,Acushnet-Albert F Ford Middle School,00030305,  95.9,   7.4,  27.1,   6.1,  18.5
4.2444444444444445,4.24,a-vale-i2,2018-19,Acushnet-Acushnet Elementary School,00030025,  95.5,   7.8,  29.2,   5.4,  18.0
4.213333333333333,4.21,a-vale-i2,2018-19,Adams-Cheshire-Hoosac Valley Elementary School,06030020,  94.8,   8.8,  34.6,  13.0,  28.8
4.222222222222222,4.22,a-vale-i2,2018-19,Adams-Cheshire-Hoosac Valley Middle School,06030315,  95.0,   8.6,  36.5,  12.8,  29.1
4.177777777777778,4.18,a-vale-i2,2018-19,Adams-Cheshire-Hoosac Valley High School,06030505,  94.0,  10.3,  39.9,  14.0,  29.8
4.271111111111111,4.27,a-vale-i2,2018-19,Advanced Math and Science Academy Charter (District)-Advanced Math and Science Academy Charter School,04300305,  96.1,   6.9,  25.2,   4.1,  11.9
4.133333333333334,4.13,a-vale-i2,2018-19,Agawam-Agawam Early Childhood Center,00050003,  93.0,  10.7,  44.1,  17.9,  44.1
4.315555555555555,4.32,a-vale-i2,2018-19,Agawam-Clifford M Granger,00050010,  97.1,   5.0,  14.2,   3.1,  14.2
4.288888888888889,4.29,a-vale-i2,2018-19,Agawam-Benjamin J Phelps,00050020,  96.5,   6.1,  19.8,   2.3,  19.8
4.288888888888889,4.29,a-vale-i2,2018-19,Agawam-Agawam High,00050505,  96.5,   6.1,  16.1,   4.1,  16.1
4.293333333333333,4.29,a-vale-i2,2018-19,Agawam-James Clark School,00050030,  96.6,   6.0,  18.5,   5.2,  18.5
4.306666666666667,4.31,a-vale-i2,2018-19,Agawam-Roberta G. Doering School,00050303,  96.9,   5.5,  18.2,   2.0,  18.2
4.302222222222222,4.3,a-vale-i2,2018-19,Agawam-Agawam Junior High,00050405,  96.8,   5.6,  20.6,   3.2,  20.6
4.297777777777778,4.3,a-vale-i2,2018-19,Agawam-Robinson Park,00050025,  96.7,   5.7,  19.2,   3.5,  19.2
4.2444444444444445,4.24,a-vale-i2,2018-19,Alma del Mar Charter School (District)-Alma del Mar Charter School,04090205,  95.5,   8.2,  35.8,   7.5,  18.8
4.231111111111111,4.23,a-vale-i2,2018-19,Amesbury-Amesbury Middle,00070013,  95.2,   8.5,  31.0,   9.4,   8.9
3.9377777777777774,3.94,a-vale-i2,2018-19,Amesbury-Amesbury Innovation High School,00070515,  88.6,  19.4,  66.7,  43.1,  31.4
4.204444444444444,4.2,a-vale-i2,2018-19,Amesbury-Amesbury High,00070505,  94.6,   9.4,  34.6,  12.2,   4.5
4.213333333333333,4.21,a-vale-i2,2018-19,Amesbury-Charles C Cashman Elementary,00070010,  94.8,   9.0,  36.8,  10.5,   0.0
4.253333333333334,4.25,a-vale-i2,2018-19,Amesbury-Amesbury Elementary,00070005,  95.7,   7.3,  29.5,   6.5,   0.0
4.24,4.24,a-vale-i2,2018-19,Amherst-Wildwood Elementary,00080050,  95.4,   7.9,  29.2,  10.3,   0.9
4.248888888888889,4.25,a-vale-i2,2018-19,Amherst-Fort River Elementary,00080020,  95.6,   7.6,  27.0,   6.7,   7.1
4.208888888888889,4.21,a-vale-i2,2018-19,Amherst-Crocker Farm Elementary,00080009,  94.7,   9.0,  34.0,  13.3,  10.4
4.12,4.12,a-vale-i2,2018-19,Amherst-Pelham-Amherst Regional High,06050505,  92.7,  12.7,  40.4,  18.2,  13.4
4.231111111111111,4.23,a-vale-i2,2018-19,Amherst-Pelham-Amherst Regional Middle School,06050405,  95.2,   8.3,  27.5,  11.8,   9.5
4.275555555555556,4.28,a-vale-i2,2018-19,Andover-Bancroft Elementary,00090003,  96.2,   6.8,  22.6,   4.4,   5.9
4.266666666666667,4.27,a-vale-i2,2018-19,Andover-High Plain Elementary,00090004,  96.0,   7.0,  24.9,   6.2,   1.6
4.142222222222222,4.14,a-vale-i2,2018-19,Andover-Shawsheen School,00090005,  93.2,  10.8,  45.4,  22.7,  10.3
4.293333333333333,4.29,a-vale-i2,2018-19,Andover-Henry C Sanborn Elementary,00090010,  96.6,   6.1,  17.4,   1.3,   1.5
4.266666666666667,4.27,a-vale-i2,2018-19,Andover-Andover High,00090505,  96.0,   7.1,  24.0,   7.1,   2.6
4.275555555555556,4.28,a-vale-i2,2018-19,Andover-West Elementary,00090025,  96.2,   6.8,  23.4,   4.4,   4.1
4.266666666666667,4.27,a-vale-i2,2018-19,Andover-Doherty Middle,00090305,  96.0,   7.2,  24.7,   6.3,   2.4
4.2844444444444445,4.28,a-vale-i2,2018-19,Andover-Andover West Middle,00090310,  96.4,   6.5,  22.3,   5.1,   1.5
4.28,4.28,a-vale-i2,2018-19,Andover-Wood Hill Middle School,00090350,  96.3,   6.5,  21.6,   5.0,   0.0
4.293333333333333,4.29,a-vale-i2,2018-19,Andover-South Elementary,00090020,  96.6,   6.0,  18.4,   1.6,   1.4
4.208888888888889,4.21,a-vale-i2,2018-19,Argosy Collegiate Charter School (District)-Argosy Collegiate Charter School,35090305,  94.7,   9.2,  37.9,  11.5,  24.7
4.275555555555556,4.28,a-vale-i2,2018-19,Arlington-Brackett,00100010,  96.2,   6.8,  23.7,   4.9,   0.0
4.2844444444444445,4.28,a-vale-i2,2018-19,Arlington-Cyrus E Dallin,00100025,  96.4,   6.5,  21.9,   3.3,   0.0
4.275555555555556,4.28,a-vale-i2,2018-19,Arlington-Hardy,00100030,  96.2,   6.6,  23.1,   5.4,   0.0
4.093333333333333,4.09,a-vale-i2,2018-19,Arlington-Menotomy Preschool,00100038,  92.1,  12.4,  48.7,  25.7,   1.8
4.253333333333334,4.25,a-vale-i2,2018-19,Arlington-Thompson,00100050,  95.7,   7.5,  31.4,   7.3,   0.0
4.28,4.28,a-vale-i2,2018-19,Arlington-M Norcross Stratton,00100055,  96.3,   6.6,  22.2,   4.8,   0.0
4.262222222222222,4.26,a-vale-i2,2018-19,Arlington-Gibbs School,00100305,  95.9,   7.2,  23.1,   6.4,   3.0
4.262222222222222,4.26,a-vale-i2,2018-19,Arlington-Ottoson Middle,00100410,  95.9,   7.3,  24.7,   8.6,   1.4
4.191111111111111,4.19,a-vale-i2,2018-19,Arlington-Arlington High,00100505,  94.3,  10.0,  34.1,  13.1,  19.3
4.257777777777777,4.26,a-vale-i2,2018-19,Arlington-John A Bishop,00100005,  95.8,   7.3,  26.6,   4.5,   0.0
4.275555555555556,4.28,a-vale-i2,2018-19,Arlington-Peirce,00100045,  96.2,   6.7,  22.4,   4.5,   0.0
4.271111111111111,4.27,a-vale-i2,2018-19,Ashburnham-Westminster-Briggs Elementary,06100025,  96.1,   6.7,  23.3,   5.2,  18.7
4.262222222222222,4.26,a-vale-i2,2018-19,Ashburnham-Westminster-Meetinghouse School,06100010,  95.9,   7.2,  25.8,   3.7,  20.0
4.288888888888889,4.29,a-vale-i2,2018-19,Ashburnham-Westminster-Westminster Elementary,06100005,  96.5,   6.2,  21.2,   3.0,  17.9
4.266666666666667,4.27,a-vale-i2,2018-19,Ashburnham-Westminster-Oakmont Regional High School,06100505,  96.0,   7.0,  21.9,   4.8,  21.0
4.275555555555556,4.28,a-vale-i2,2018-19,Ashburnham-Westminster-Overlook Middle School,06100305,  96.2,   6.8,  22.8,   5.7,  16.4
4.2844444444444445,4.28,a-vale-i2,2018-19,Ashland-Ashland Middle,00140405,  96.4,   6.2,  18.9,   5.6,   0.0
4.2844444444444445,4.28,a-vale-i2,2018-19,Ashland-David Mindess,00140015,  96.4,   6.4,  20.9,   4.8,   0.0
4.24,4.24,a-vale-i2,2018-19,Ashland-Henry E Warren Elementary,00140010,  95.4,   8.0,  30.3,   8.3,   4.4
4.222222222222222,4.22,a-vale-i2,2018-19,Ashland-William Pittaway Elementary,00140005,  95.0,   8.2,  30.8,  11.3,   0.0
