Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,Attendance Rate,Average # of Absences,Absent 10 or more days,Chronically Absent (10% or more),Chronically Absent (20% or more),Unexcused > 9 days
5.68,5,a-vale-i1,2019-20,Westborough-Sarah W Gibbons Middle,03210305,  96.6,   3.7,   8.2,   5.8,   0.3
3.8,3.8,a-vale-i1,2019-20,Westborough-Annie E Fales,03210010,  95.2,   5.2,  13.1,  10.5,   0.0
3.0,3.0,a-vale-i1,2019-20,Westborough-J Harding Armstrong,03210005,  95.4,   4.9,  14.1,  12.5,   0.0
0.8799999999999997,1,a-vale-i1,2019-20,Westborough-Elsie A Hastings Elementary,03210025,  93.9,   6.3,  20.4,  17.8,   0.0
4.4799999999999995,4.48,a-vale-i1,2019-20,Westborough-Westborough High,03210505,  95.5,   4.9,  13.7,   8.8,   1.0
-0.9200000000000003,1,a-vale-i1,2019-20,Westfield-Franklin Ave,03250015,  93.5,   6.9,  22.7,  22.3,  13.7
0.04000000000000057,1,a-vale-i1,2019-20,Westfield-Abner Gibbs,03250020,  94.2,   6.2,  20.9,  19.9,   9.0
2.28,2.28,a-vale-i1,2019-20,Westfield-Highland,03250025,  94.6,   5.8,  17.6,  14.3,  10.3
2.88,2.88,a-vale-i1,2019-20,Westfield-Munger Hill,03250033,  94.3,   6.1,  17.6,  12.8,   3.7
2.28,2.28,a-vale-i1,2019-20,Westfield-Paper Mill,03250036,  94.7,   5.6,  16.8,  14.3,   5.0
0.2,1,a-vale-i1,2019-20,Westfield-Westfield High,03250505,  93.0,   7.5,  22.6,  19.5,  11.0
1.4799999999999998,1.48,a-vale-i1,2019-20,Westfield-Westfield Intermediate School,03250075,  94.5,   5.9,  18.2,  16.3,   0.0
0.7599999999999995,1,a-vale-i1,2019-20,Westfield-Westfield Middle School,03250310,  94.1,   6.4,  20.6,  18.1,  11.7
-2.2400000000000007,1,a-vale-i1,2019-20,Westfield-Fort Meadow Early Childhood Center,03250003,  92.8,   6.3,  22.1,  25.6,   0.0
2.6399999999999997,2.64,a-vale-i1,2019-20,Westfield-Westfield Technical Academy,03250605,  94.7,   5.8,  16.2,  13.4,   5.1
2.72,2.72,a-vale-i1,2019-20,Westfield-Southampton Road,03250040,  94.7,   5.7,  16.5,  13.2,   3.6
6.6,5,a-vale-i1,2019-20,Westford-Abbot Elementary,03260004,  97.0,   3.3,   6.4,   3.5,   0.0
5.2,5,a-vale-i1,2019-20,Westford-Day Elementary,03260007,  96.3,   4.0,   8.1,   7.0,   0.0
4.8,4.8,a-vale-i1,2019-20,Westford-Millennium Elementary,03260013,  95.0,   5.9,  18.7,   8.0,   0.0
4.720000000000001,4.72,a-vale-i1,2019-20,Westford-Nabnasset,03260015,  96.2,   4.2,  10.3,   8.2,   0.0
4.720000000000001,4.72,a-vale-i1,2019-20,Westford-Col John Robinson,03260025,  95.9,   4.4,   9.2,   8.2,   0.0
5.68,5,a-vale-i1,2019-20,Westford-John A. Crisafulli Elementary School,03260045,  96.5,   3.8,   7.7,   5.8,   0.0
5.4799999999999995,5,a-vale-i1,2019-20,Westford-Rita E. Miller Elementary School,03260055,  95.6,   4.7,   9.4,   6.3,   0.0
5.88,5,a-vale-i1,2019-20,Westford-Stony Brook School,03260330,  96.8,   3.5,   6.3,   5.3,   0.0
5.8,5,a-vale-i1,2019-20,Westford-Blanchard Middle,03260310,  96.5,   3.8,   8.5,   5.5,   0.4
5.76,5,a-vale-i1,2019-20,Westford-Westford Academy,03260505,  96.4,   3.9,   8.5,   5.6,   0.1
5.36,5,a-vale-i1,2019-20,Westhampton-Westhampton Elementary School,03270005,  95.8,   4.5,  10.7,   6.6,   0.0
4.92,4.92,a-vale-i1,2019-20,Weston-Weston High,03300505,  95.9,   4.5,  10.1,   7.7,   0.0
8.0,5,a-vale-i1,2019-20,Weston-Weston Middle,03300305,  99.6,   0.5,   0.0,   0.0,   0.0
5.76,5,a-vale-i1,2019-20,Weston-Woodland,03300015,  96.1,   4.3,   7.0,   5.6,   0.0
3.84,3.84,a-vale-i1,2019-20,Weston-Country,03300010,  95.1,   5.3,  13.0,  10.4,   0.0
6.2,5,a-vale-i1,2019-20,Weston-Field Elementary School,03300012,  96.5,   3.8,   5.8,   4.5,   0.0
2.6399999999999997,2.64,a-vale-i1,2019-20,Westport-Alice A Macomber,03310015,  94.5,   5.9,  18.8,  13.4,   7.0
4.4399999999999995,4.44,a-vale-i1,2019-20,Westport-Westport Elementary,03310030,  95.3,   5.2,  14.2,   8.9,   5.8
2.8,2.8,a-vale-i1,2019-20,Westport-Westport Junior/Senior High School,03310515,  94.0,   6.6,  18.0,  13.0,  12.0
5.4399999999999995,5,a-vale-i1,2019-20,Westwood-Westwood High,03350505,  96.5,   3.8,   7.8,   6.4,   6.2
6.56,5,a-vale-i1,2019-20,Westwood-Deerfield School,03350010,  96.6,   3.6,   4.6,   3.6,   0.0
5.76,5,a-vale-i1,2019-20,Westwood-Downey,03350012,  96.1,   4.2,   8.4,   5.6,   0.0
7.44,5,a-vale-i1,2019-20,Westwood-Paul Hanlon,03350015,  96.7,   3.5,   3.9,   1.4,   0.0
6.640000000000001,5,a-vale-i1,2019-20,Westwood-Martha Jones,03350017,  96.9,   3.3,   4.5,   3.4,   0.0
6.720000000000001,5,a-vale-i1,2019-20,Westwood-William E Sheehan,03350025,  97.0,   3.2,   4.9,   3.2,   0.0
2.6799999999999997,2.68,a-vale-i1,2019-20,Westwood-Westwood Integrated Preschool,03350050,  94.0,   5.2,  13.3,  13.3,   0.0
6.24,5,a-vale-i1,2019-20,Westwood-E W Thurston Middle,03350305,  96.8,   3.4,   5.9,   4.4,   0.0
0.7200000000000003,1,a-vale-i1,2019-20,Weymouth-Weymouth High School,03360505,  93.2,   7.1,  20.6,  18.2,   8.6
4.4399999999999995,4.44,a-vale-i1,2019-20,Weymouth-Abigail Adams Middle School,03360310,  95.8,   4.5,   9.7,   8.9,   6.9
5.4,5,a-vale-i1,2019-20,Weymouth-Thomas W. Hamilton Primary School,03360105,  96.0,   4.1,   7.9,   6.5,   7.9
4.720000000000001,4.72,a-vale-i1,2019-20,Weymouth-Wessagusset,03360110,  95.1,   5.2,  10.9,   8.2,   5.9
-1.3200000000000003,1,a-vale-i1,2019-20,Weymouth-Johnson Early Childhood Center,03360003,  93.0,   4.9,  15.1,  23.3,  15.1
2.3200000000000003,2.32,a-vale-i1,2019-20,Weymouth-Ralph Talbot,03360085,  94.7,   5.4,  14.6,  14.2,   5.1
1.6,1.6,a-vale-i1,2019-20,Weymouth-Maria Weston Chapman Middle School,03360020,  94.5,   5.8,  18.0,  16.0,  11.0
5.24,5,a-vale-i1,2019-20,Weymouth-Frederick C Murphy,03360050,  95.9,   4.3,   7.9,   6.9,   7.9
5.92,5,a-vale-i1,2019-20,Weymouth-Thomas V Nash,03360060,  95.6,   4.7,   8.4,   5.2,   3.9
3.6799999999999997,3.68,a-vale-i1,2019-20,Weymouth-Lawrence W Pingree,03360065,  95.3,   5.0,  13.3,  10.8,   9.9
1.7600000000000002,1.76,a-vale-i1,2019-20,Weymouth-William Seach,03360080,  94.3,   5.9,  16.8,  15.6,  16.8
6.720000000000001,5,a-vale-i1,2019-20,Weymouth-Academy Avenue,03360005,  96.4,   3.8,   5.1,   3.2,   5.1
6.76,5,a-vale-i1,2019-20,Whately-Whately Elementary,03370005,  96.1,   4.2,   3.9,   3.1,   0.0
4.76,4.76,a-vale-i1,2019-20,Whitman-Hanson-John H Duval,07800030,  95.6,   4.9,  10.5,   8.1,   5.9
3.56,3.56,a-vale-i1,2019-20,Whitman-Hanson-The Pre-School Academy at Whitman Hanson,07800001,  95.0,   5.4,  17.9,  11.1,  17.9
4.88,4.88,a-vale-i1,2019-20,Whitman-Hanson-Louise A Conley,07800010,  95.5,   5.0,  12.8,   7.8,   5.2
2.6,2.6,a-vale-i1,2019-20,Whitman-Hanson-Whitman Hanson Regional,07800505,  94.5,   6.1,  17.6,  13.5,   9.7
5.4,5,a-vale-i1,2019-20,Whitman-Hanson-Indian Head,07800035,  95.6,   4.9,  10.7,   6.5,   6.9
5.96,5,a-vale-i1,2019-20,Whitman-Hanson-Whitman Middle,07800310,  96.0,   4.5,   7.1,   5.1,   5.8
6.88,5,a-vale-i1,2019-20,Whitman-Hanson-Hanson Middle School,07800315,  96.8,   3.6,   3.6,   2.8,   3.2
4.84,4.84,a-vale-i1,2019-20,Whittier Regional Vocational Technical-Whittier Regional Vocational,08850605,  95.8,   4.4,   9.3,   7.9,   5.6
3.16,3.16,a-vale-i1,2019-20,Williamsburg-Anne T. Dunphy School,03400020,  95.8,   4.5,  15.6,  12.1,   0.0
4.720000000000001,4.72,a-vale-i1,2019-20,Wilmington-Wilmington Middle School,03420330,  95.8,   4.6,  10.5,   8.2,   2.2
6.4799999999999995,5,a-vale-i1,2019-20,Wilmington-West Intermediate,03420080,  96.8,   3.5,   5.5,   3.8,   3.8
5.24,5,a-vale-i1,2019-20,Wilmington-Shawsheen Elementary,03420025,  96.1,   4.3,   9.8,   6.9,   4.0
2.9200000000000004,2.92,a-vale-i1,2019-20,Wilmington-Boutwell,03420005,  94.8,   5.1,  13.4,  12.7,   0.7
3.9200000000000004,3.92,a-vale-i1,2019-20,Wilmington-Wildwood,03420015,  95.2,   4.8,  13.9,  10.2,   0.5
5.84,5,a-vale-i1,2019-20,Wilmington-Woburn Street,03420020,  96.1,   4.3,   8.7,   5.4,   4.1
4.04,4.04,a-vale-i1,2019-20,Wilmington-Wilmington High,03420505,  95.7,   4.7,  12.0,   9.9,   4.8
5.08,5,a-vale-i1,2019-20,Wilmington-North Intermediate,03420060,  95.6,   4.8,  10.2,   7.3,   6.9
-1.0799999999999996,1,a-vale-i1,2019-20,Winchendon-Winchendon PreSchool Program,03430010,  92.8,   7.4,  21.6,  22.7,   0.0
2.5200000000000005,2.52,a-vale-i1,2019-20,Winchendon-Murdock Middle School,03430315,  94.7,   5.5,  15.6,  13.7,  10.4
-20.439999999999998,1,a-vale-i1,2019-20,Winchendon-Murdock Academy for Success,03430405,  73.4,  23.0,  71.1,  71.1,  65.8
1.3200000000000003,1.32,a-vale-i1,2019-20,Winchendon-Memorial,03430040,  93.9,   6.3,  20.5,  16.7,  10.3
1.9200000000000004,1.92,a-vale-i1,2019-20,Winchendon-Toy Town Elementary,03430050,  94.4,   5.9,  17.0,  15.2,  10.6
-2.0799999999999996,1,a-vale-i1,2019-20,Winchendon-Murdock High School,03430515,  92.0,   8.2,  28.2,  25.2,  19.5
4.4799999999999995,4.48,a-vale-i1,2019-20,Winchester-Winchester High School,03440505,  96.1,   4.1,  10.0,   8.8,   3.4
6.32,5,a-vale-i1,2019-20,Winchester-McCall Middle,03440305,  96.1,   4.2,   5.4,   4.2,   0.8
6.24,5,a-vale-i1,2019-20,Winchester-Ambrose Elementary,03440045,  96.3,   4.0,   6.3,   4.4,   6.3
4.04,4.04,a-vale-i1,2019-20,Winchester-Muraco Elementary,03440040,  95.3,   5.0,  13.5,   9.9,  13.5
4.6,4.6,a-vale-i1,2019-20,Winchester-Vinson-Owen Elementary,03440025,  95.9,   4.4,  11.8,   8.5,  11.8
5.64,5,a-vale-i1,2019-20,Winchester-Lincoln Elementary,03440005,  96.5,   3.8,   8.0,   5.9,   0.7
5.32,5,a-vale-i1,2019-20,Winchester-Lynch Elementary,03440020,  96.4,   3.8,   8.5,   6.7,   8.5
2.72,2.72,a-vale-i1,2019-20,Winthrop-Winthrop High School,03460505,  95.1,   5.3,  14.9,  13.2,   0.0
3.04,3.04,a-vale-i1,2019-20,Winthrop-William P. Gorman/Fort Banks Elementary,03460015,  94.8,   5.5,  14.5,  12.4,  14.1
3.84,3.84,a-vale-i1,2019-20,Winthrop-Arthur T. Cummings Elementary School,03460020,  95.4,   5.0,  12.7,  10.4,   0.0
4.5600000000000005,4.56,a-vale-i1,2019-20,Winthrop-Winthrop Middle School,03460305,  95.8,   4.5,   9.6,   8.6,   1.4
4.92,4.92,a-vale-i1,2019-20,Woburn-Daniel L Joyce Middle School,03470410,  95.8,   4.4,   9.7,   7.7,   6.5
4.32,4.32,a-vale-i1,2019-20,Woburn-John F Kennedy Middle School,03470405,  95.8,   4.4,  10.0,   9.2,   7.7
3.12,3.12,a-vale-i1,2019-20,Woburn-Mary D Altavesta,03470065,  94.7,   5.4,  13.8,  12.2,  11.4
4.4799999999999995,4.48,a-vale-i1,2019-20,Woburn-Malcolm White,03470055,  96.0,   4.2,   9.1,   8.8,   9.1
0.8799999999999997,1,a-vale-i1,2019-20,Woburn-Woburn High,03470505,  93.7,   6.6,  19.5,  17.8,  14.3
3.6399999999999997,3.64,a-vale-i1,2019-20,Woburn-Clyde Reeves,03470040,  95.4,   4.8,  13.7,  10.9,  13.7
6.32,5,a-vale-i1,2019-20,Woburn-Linscott-Rumford,03470025,  96.5,   3.7,   6.8,   4.2,   5.7
4.96,4.96,a-vale-i1,2019-20,Woburn-Hurld-Wyman Elementary School,03470020,  95.8,   4.4,   9.1,   7.6,   3.2
4.0,4.0,a-vale-i1,2019-20,Woburn-Goodyear Elementary School,03470005,  95.5,   4.8,  13.9,  10.0,  10.3
2.16,2.16,a-vale-i1,2019-20,Woburn-Shamrock,03470043,  94.7,   5.3,  15.2,  14.6,  14.1
2.12,2.12,a-vale-i1,2019-20,Worcester-Lincoln Street,03480160,  94.6,   5.7,  17.9,  14.7,   8.9
5.4,5,a-vale-i1,2019-20,Worcester-May Street,03480175,  96.4,   3.8,   8.0,   6.5,   6.8
2.88,2.88,a-vale-i1,2019-20,Worcester-Francis J McGrath Elementary,03480177,  95.2,   5.0,  14.0,  12.8,  12.8
5.720000000000001,5,a-vale-i1,2019-20,Worcester-Midland Street,03480185,  96.8,   3.3,   6.1,   5.7,   5.2
4.8,4.8,a-vale-i1,2019-20,Worcester-Nelson Place,03480200,  96.2,   4.1,   9.5,   8.0,   8.7
3.12,3.12,a-vale-i1,2019-20,Worcester-Norrback Avenue,03480202,  95.4,   4.9,  13.3,  12.2,  13.1
1.64,1.64,a-vale-i1,2019-20,Worcester-Quinsigamond,03480210,  94.6,   5.7,  17.6,  15.9,  15.4
2.72,2.72,a-vale-i1,2019-20,Worcester-Rice Square,03480215,  95.0,   5.2,  14.0,  13.2,  13.6
2.6399999999999997,2.64,a-vale-i1,2019-20,Worcester-Roosevelt,03480220,  95.0,   5.4,  14.8,  13.4,  14.1
6.92,5,a-vale-i1,2019-20,Worcester-Worcester Arts Magnet School,03480225,  96.9,   3.4,   4.4,   2.7,   4.4
6.0,5,a-vale-i1,2019-20,Worcester-Tatnuck,03480230,  96.3,   4.0,   6.4,   5.0,   5.7
5.5200000000000005,5,a-vale-i1,2019-20,Worcester-Thorndyke Road,03480235,  96.2,   4.0,   8.2,   6.2,   7.4
4.5200000000000005,4.52,a-vale-i1,2019-20,Worcester-Union Hill School,03480240,  96.0,   4.2,   8.7,   8.7,   8.5
4.4799999999999995,4.48,a-vale-i1,2019-20,Worcester-West Tatnuck,03480260,  95.9,   4.3,   9.9,   8.8,   9.6
0.9599999999999994,1,a-vale-i1,2019-20,Worcester-Vernon Hill School,03480280,  94.0,   6.1,  20.7,  17.6,  19.0
4.08,4.08,a-vale-i1,2019-20,Worcester-University Pk Campus School,03480285,  96.2,   4.2,  11.4,   9.8,   7.7
-1.6799999999999997,1,a-vale-i1,2019-20,Worcester-Claremont Academy,03480350,  92.1,   8.4,  26.5,  24.2,  20.3
2.6799999999999997,2.68,a-vale-i1,2019-20,Worcester-Burncoat Middle School,03480405,  94.8,   5.6,  15.7,  13.3,  13.8
2.6,2.6,a-vale-i1,2019-20,Worcester-Forest Grove Middle,03480415,  95.3,   5.1,  15.6,  13.5,  11.4
0.9599999999999994,1,a-vale-i1,2019-20,Worcester-Worcester East Middle,03480420,  94.3,   6.0,  20.4,  17.6,  14.4
1.64,1.64,a-vale-i1,2019-20,Worcester-Sullivan Middle,03480423,  94.9,   5.4,  16.8,  15.9,  13.9
-4.2,1,a-vale-i1,2019-20,Worcester-Burncoat Senior High,03480503,  90.5,  10.1,  33.0,  30.5,  29.6
-2.0,1,a-vale-i1,2019-20,Worcester-Doherty Memorial High,03480512,  92.3,   8.3,  27.2,  25.0,  21.0
-4.44,1,a-vale-i1,2019-20,Worcester-North High,03480515,  90.7,   9.7,  32.9,  31.1,  30.1
-3.5200000000000005,1,a-vale-i1,2019-20,Worcester-South High Community,03480520,  91.2,   9.4,  32.4,  28.8,  26.2
5.0,5.0,a-vale-i1,2019-20,Worcester-Worcester Technical High,03480605,  96.4,   3.9,   9.0,   7.5,   6.8
2.9200000000000004,2.92,a-vale-i1,2019-20,Worcester-Canterbury,03480045,  95.2,   5.1,  12.4,  12.7,  11.8
3.6799999999999997,3.68,a-vale-i1,2019-20,Worcester-Chandler Elementary Community,03480050,  94.5,   5.8,  14.5,  10.8,  11.0
3.9200000000000004,3.92,a-vale-i1,2019-20,Worcester-Chandler Magnet,03480052,  95.4,   4.8,  12.7,  10.2,  11.8
2.4,2.4,a-vale-i1,2019-20,Worcester-City View,03480053,  94.8,   5.5,  14.5,  14.0,  13.2
6.44,5,a-vale-i1,2019-20,Worcester-Lake View,03480145,  96.3,   3.9,   6.0,   3.9,   4.8
4.32,4.32,a-vale-i1,2019-20,Worcester-Jacob Hiatt Magnet,03480140,  95.8,   4.6,  11.8,   9.2,  11.6
6.04,5,a-vale-i1,2019-20,Worcester-Heard Street,03480136,  96.5,   3.7,   6.4,   4.9,   5.7
2.12,2.12,a-vale-i1,2019-20,Worcester-Grafton Street,03480115,  95.3,   5.0,  15.5,  14.7,  14.5
2.6,2.6,a-vale-i1,2019-20,Worcester-Gates Lane,03480110,  94.9,   5.5,  15.9,  13.5,  15.4
3.28,3.28,a-vale-i1,2019-20,Worcester-Goddard School/Science Technical,03480100,  95.7,   4.5,  12.9,  11.8,  11.0
2.72,2.72,a-vale-i1,2019-20,Worcester-Elm Park Community,03480095,  95.0,   5.2,  14.6,  13.2,  14.4
6.24,5,a-vale-i1,2019-20,Worcester-Flagg Street,03480090,  96.2,   4.2,   8.3,   4.4,   7.5
1.7200000000000002,1.72,a-vale-i1,2019-20,Worcester-Burncoat Street,03480035,  94.5,   5.9,  17.5,  15.7,  17.2
-2.0799999999999996,1,a-vale-i1,2019-20,Worcester-Clark St Community,03480055,  93.1,   7.1,  25.2,  25.2,  24.8
0.44000000000000056,1,a-vale-i1,2019-20,Worcester-Columbus Park,03480060,  94.2,   6.2,  21.7,  18.9,  21.0
7.56,5,a-vale-i1,2019-20,Worcester-Head Start,03480002,  99.2,   0.7,   1.1,   1.1,   0.0
4.279999999999999,4.28,a-vale-i1,2019-20,Worcester-Belmont Street Community,03480020,  94.1,   6.0,  10.0,   9.3,   4.2
4.64,4.64,a-vale-i1,2019-20,Worcester-Wawecus Road School,03480026,  95.2,   5.2,  11.7,   8.4,   9.7
3.2399999999999998,3.24,a-vale-i1,2019-20,Worcester-Woodland Academy,03480030,  95.7,   4.5,  12.4,  11.9,  12.4
-1.8799999999999997,1,a-vale-i1,2019-20,Worthington-R. H. Conwell,03490010,  93.4,   6.9,  23.7,  24.7,   0.0
4.4399999999999995,4.44,a-vale-i1,2019-20,Wrentham-Charles E Roderick,03500010,  95.6,   4.9,  11.6,   8.9,   0.0
3.4799999999999995,3.48,a-vale-i1,2019-20,Wrentham-Delaney,03500003,  95.3,   4.7,  11.8,  11.3,   0.0
7.12,5,a-vale-i1,2018-19,Abby Kelley Foster Charter Public (District)-Abby Kelley Foster Charter Public School,04450105,  97.2,   5.1,  16.0,   2.2,  16.0
4.5600000000000005,4.56,a-vale-i1,2018-19,Abington-Woodsdale Elementary School,00010015,  95.7,   7.4,  26.7,   8.6,  12.5
1.64,1.64,a-vale-i1,2018-19,Abington-Abington Early Education Program,00010001,  94.3,   9.0,  32.7,  15.9,  29.2
0.7200000000000003,1,a-vale-i1,2018-19,Abington-Abington High,00010505,  93.7,  11.0,  45.9,  18.2,  23.4
4.76,4.76,a-vale-i1,2018-19,Abington-Beaver Brook Elementary,00010020,  95.2,   8.3,  29.8,   8.1,  23.6
2.4,2.4,a-vale-i1,2018-19,Abington-Abington Middle School,00010405,  94.4,  10.0,  39.5,  14.0,  21.6
1.0,1.0,a-vale-i1,2018-19,Academy Of the Pacific Rim Charter Public (District)-Academy Of the Pacific Rim Charter Public School,04120530,  93.9,  11.0,  44.7,  17.5,  29.4
6.4,5,a-vale-i1,2018-19,Acton-Boxborough-Acton-Boxborough Regional High,06000505,  96.6,   6.0,  19.6,   4.0,   0.3
3.6799999999999997,3.68,a-vale-i1,2018-19,Acton-Boxborough-Carol Huebner Early Childhood Program,06000001,  96.0,   6.7,  23.3,  10.8,   0.0
6.24,5,a-vale-i1,2018-19,Acton-Boxborough-Blanchard Memorial School,06000005,  96.4,   6.3,  18.5,   4.4,   0.0
6.32,5,a-vale-i1,2018-19,Acton-Boxborough-Merriam School,06000010,  96.1,   7.0,  26.2,   4.2,   0.0
7.08,5,a-vale-i1,2018-19,Acton-Boxborough-McCarthy-Towne School,06000015,  96.7,   5.7,  17.3,   2.3,   0.0
6.44,5,a-vale-i1,2018-19,Acton-Boxborough-C.T. Douglas Elementary School,06000020,  96.3,   6.5,  20.3,   3.9,   0.0
5.92,5,a-vale-i1,2018-19,Acton-Boxborough-Paul P Gates Elementary School,06000025,  96.2,   6.6,  24.0,   5.2,   0.0
5.4799999999999995,5,a-vale-i1,2018-19,Acton-Boxborough-Luther Conant School,06000030,  96.4,   6.4,  21.4,   6.3,   0.0
7.24,5,a-vale-i1,2018-19,Acton-Boxborough-Raymond J Grey Junior High,06000405,  97.4,   4.6,  12.6,   1.9,   0.1
5.5600000000000005,5,a-vale-i1,2018-19,Acushnet-Albert F Ford Middle School,00030305,  95.9,   7.4,  27.1,   6.1,  18.5
5.84,5,a-vale-i1,2018-19,Acushnet-Acushnet Elementary School,00030025,  95.5,   7.8,  29.2,   5.4,  18.0
2.8,2.8,a-vale-i1,2018-19,Adams-Cheshire-Hoosac Valley Elementary School,06030020,  94.8,   8.8,  34.6,  13.0,  28.8
2.88,2.88,a-vale-i1,2018-19,Adams-Cheshire-Hoosac Valley Middle School,06030315,  95.0,   8.6,  36.5,  12.8,  29.1
2.4,2.4,a-vale-i1,2018-19,Adams-Cheshire-Hoosac Valley High School,06030505,  94.0,  10.3,  39.9,  14.0,  29.8
6.36,5,a-vale-i1,2018-19,Advanced Math and Science Academy Charter (District)-Advanced Math and Science Academy Charter School,04300305,  96.1,   6.9,  25.2,   4.1,  11.9
0.8400000000000005,1,a-vale-i1,2018-19,Agawam-Agawam Early Childhood Center,00050003,  93.0,  10.7,  44.1,  17.9,  44.1
6.76,5,a-vale-i1,2018-19,Agawam-Clifford M Granger,00050010,  97.1,   5.0,  14.2,   3.1,  14.2
7.08,5,a-vale-i1,2018-19,Agawam-Benjamin J Phelps,00050020,  96.5,   6.1,  19.8,   2.3,  19.8
6.36,5,a-vale-i1,2018-19,Agawam-Agawam High,00050505,  96.5,   6.1,  16.1,   4.1,  16.1
5.92,5,a-vale-i1,2018-19,Agawam-James Clark School,00050030,  96.6,   6.0,  18.5,   5.2,  18.5
7.2,5,a-vale-i1,2018-19,Agawam-Roberta G. Doering School,00050303,  96.9,   5.5,  18.2,   2.0,  18.2
6.720000000000001,5,a-vale-i1,2018-19,Agawam-Agawam Junior High,00050405,  96.8,   5.6,  20.6,   3.2,  20.6
6.6,5,a-vale-i1,2018-19,Agawam-Robinson Park,00050025,  96.7,   5.7,  19.2,   3.5,  19.2
5.0,5.0,a-vale-i1,2018-19,Alma del Mar Charter School (District)-Alma del Mar Charter School,04090205,  95.5,   8.2,  35.8,   7.5,  18.8
4.24,4.24,a-vale-i1,2018-19,Amesbury-Amesbury Middle,00070013,  95.2,   8.5,  31.0,   9.4,   8.9
-9.24,1,a-vale-i1,2018-19,Amesbury-Amesbury Innovation High School,00070515,  88.6,  19.4,  66.7,  43.1,  31.4
3.12,3.12,a-vale-i1,2018-19,Amesbury-Amesbury High,00070505,  94.6,   9.4,  34.6,  12.2,   4.5
3.8,3.8,a-vale-i1,2018-19,Amesbury-Charles C Cashman Elementary,00070010,  94.8,   9.0,  36.8,  10.5,   0.0
5.4,5,a-vale-i1,2018-19,Amesbury-Amesbury Elementary,00070005,  95.7,   7.3,  29.5,   6.5,   0.0
3.88,3.88,a-vale-i1,2018-19,Amherst-Wildwood Elementary,00080050,  95.4,   7.9,  29.2,  10.3,   0.9
5.32,5,a-vale-i1,2018-19,Amherst-Fort River Elementary,00080020,  95.6,   7.6,  27.0,   6.7,   7.1
2.6799999999999997,2.68,a-vale-i1,2018-19,Amherst-Crocker Farm Elementary,00080009,  94.7,   9.0,  34.0,  13.3,  10.4
0.7200000000000003,1,a-vale-i1,2018-19,Amherst-Pelham-Amherst Regional High,06050505,  92.7,  12.7,  40.4,  18.2,  13.4
3.28,3.28,a-vale-i1,2018-19,Amherst-Pelham-Amherst Regional Middle School,06050405,  95.2,   8.3,  27.5,  11.8,   9.5
6.24,5,a-vale-i1,2018-19,Andover-Bancroft Elementary,00090003,  96.2,   6.8,  22.6,   4.4,   5.9
5.5200000000000005,5,a-vale-i1,2018-19,Andover-High Plain Elementary,00090004,  96.0,   7.0,  24.9,   6.2,   1.6
-1.0799999999999996,1,a-vale-i1,2018-19,Andover-Shawsheen School,00090005,  93.2,  10.8,  45.4,  22.7,  10.3
7.4799999999999995,5,a-vale-i1,2018-19,Andover-Henry C Sanborn Elementary,00090010,  96.6,   6.1,  17.4,   1.3,   1.5
5.16,5,a-vale-i1,2018-19,Andover-Andover High,00090505,  96.0,   7.1,  24.0,   7.1,   2.6
6.24,5,a-vale-i1,2018-19,Andover-West Elementary,00090025,  96.2,   6.8,  23.4,   4.4,   4.1
5.4799999999999995,5,a-vale-i1,2018-19,Andover-Doherty Middle,00090305,  96.0,   7.2,  24.7,   6.3,   2.4
5.96,5,a-vale-i1,2018-19,Andover-Andover West Middle,00090310,  96.4,   6.5,  22.3,   5.1,   1.5
6.0,5,a-vale-i1,2018-19,Andover-Wood Hill Middle School,00090350,  96.3,   6.5,  21.6,   5.0,   0.0
7.359999999999999,5,a-vale-i1,2018-19,Andover-South Elementary,00090020,  96.6,   6.0,  18.4,   1.6,   1.4
3.4,3.4,a-vale-i1,2018-19,Argosy Collegiate Charter School (District)-Argosy Collegiate Charter School,35090305,  94.7,   9.2,  37.9,  11.5,  24.7
6.04,5,a-vale-i1,2018-19,Arlington-Brackett,00100010,  96.2,   6.8,  23.7,   4.9,   0.0
6.68,5,a-vale-i1,2018-19,Arlington-Cyrus E Dallin,00100025,  96.4,   6.5,  21.9,   3.3,   0.0
5.84,5,a-vale-i1,2018-19,Arlington-Hardy,00100030,  96.2,   6.6,  23.1,   5.4,   0.0
-2.28,1,a-vale-i1,2018-19,Arlington-Menotomy Preschool,00100038,  92.1,  12.4,  48.7,  25.7,   1.8
5.08,5,a-vale-i1,2018-19,Arlington-Thompson,00100050,  95.7,   7.5,  31.4,   7.3,   0.0
6.08,5,a-vale-i1,2018-19,Arlington-M Norcross Stratton,00100055,  96.3,   6.6,  22.2,   4.8,   0.0
5.4399999999999995,5,a-vale-i1,2018-19,Arlington-Gibbs School,00100305,  95.9,   7.2,  23.1,   6.4,   3.0
4.5600000000000005,4.56,a-vale-i1,2018-19,Arlington-Ottoson Middle,00100410,  95.9,   7.3,  24.7,   8.6,   1.4
2.7600000000000002,2.76,a-vale-i1,2018-19,Arlington-Arlington High,00100505,  94.3,  10.0,  34.1,  13.1,  19.3
6.2,5,a-vale-i1,2018-19,Arlington-John A Bishop,00100005,  95.8,   7.3,  26.6,   4.5,   0.0
