Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced,% ELA,% Math,% Science and Technology,% Computer and Information Science,% History and Social Sciences,% Arts,% All Other Subjects,Ch 74 Secondary Cooperative Program
NA,NA,a-curv-i4,2024-25,Quabbin-Quabbin Regional High School,07530505,         190,         185,  97.4,  93.7,  66.3,  18.9,   7.9,  63.7,   6.8,  27.4,   0.0
NA,NA,a-curv-i4,2024-25,Quaboag Regional-Quaboag Regional High,07780505,         142,          91,  64.1,  37.3,  35.2,  41.5,   0.7,  31.0,   6.3,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Quincy-North Quincy High,02430510,         228,         150,  65.8,  16.7,  50.4,  25.0,   0.0,  19.3,   3.9,   2.2,   0.0
NA,NA,a-curv-i4,2024-25,Quincy-Quincy High,02430505,         342,         198,  57.9,  21.9,  48.0,  12.0,   1.8,  24.3,   1.2,   2.0,   0.0
NA,NA,a-curv-i4,2024-25,Ralph C Mahar-Ralph C Mahar Regional,07550505,         111,          40,  36.0,   7.2,  19.8,  24.3,   0.0,   5.4,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Randolph-Randolph High,02440505,          26,          15,  57.7,   3.8,  30.8,  42.3,  11.5,  15.4,   3.8,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Reading-Reading Memorial High,02460505,         448,         324,  72.3,  10.9,  57.1,  42.4,   2.5,  27.7,   0.7,  13.8,   0.0
NA,NA,a-curv-i4,2024-25,Revere-CityLab Innovation High School,02480520,           9,           9, 100.0,  66.7,  33.3,  44.4,   0.0,  22.2,  22.2,  33.3,   0.0
NA,NA,a-curv-i4,2024-25,Revere-Revere High,02480505,         242,         202,  83.5,  27.7,  78.9,  24.0,   8.7,  26.0,   1.2,  14.0,   0.0
NA,NA,a-curv-i4,2024-25,Rising Tide Charter Public (District)-Rising Tide Charter Public School,04830305,          95,          82,  86.3,  32.6,  70.5,  34.7,   0.0,  42.1,   0.0,   9.5,   0.0
NA,NA,a-curv-i4,2024-25,Rockland-Rockland Senior High,02510505,         182,         140,  76.9,  35.2,  49.5,  56.6,   0.5,  36.3,   0.5,   1.6,   0.0
NA,NA,a-curv-i4,2024-25,Rockport-Rockport Middle High,02520510,          86,          69,  80.2,   9.3,  66.3,  34.9,   1.2,  31.4,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Roxbury Preparatory Charter (District)-Roxbury Preparatory Charter School,04840505,           1,"","","","","","","","","",""
NA,NA,a-curv-i4,2024-25,Salem Academy Charter (District)-Salem Academy Charter School,04850485,          35,          31,  88.6,  51.4,  62.9,  22.9,   0.0,  71.4,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Salem-New Liberty Innovation School,02580510,           7,           5,  71.4,   0.0,   0.0,  71.4,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Salem-Salem High,02580505,         165,         131,  79.4,  27.9,  55.8,  35.2,   7.3,  35.2,   3.6,  13.9,   1.2
NA,NA,a-curv-i4,2024-25,Salem-Salem Prep High School,02580515,           5,"","","","","","","","","",""
NA,NA,a-curv-i4,2024-25,Sandwich-Sandwich Middle High School,02610505,         244,         179,  73.4,  35.7,  62.3,  18.0,   4.9,  43.9,   0.0,   3.7,   0.0
NA,NA,a-curv-i4,2024-25,Saugus-Saugus High,02620505,         185,         136,  73.5,  18.4,  61.1,  17.8,  12.4,  23.2,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Scituate-Scituate High School,02640505,         326,         318,  97.5,  55.8,  97.2,  55.8,  12.9,  50.0,   1.5,  11.0,   0.0
NA,NA,a-curv-i4,2024-25,Seekonk-Seekonk High,02650505,         214,         154,  72.0,  15.4,  61.2,  40.2,   7.5,  29.4,   0.0,   0.5,   0.0
NA,NA,a-curv-i4,2024-25,Sharon-Sharon High,02660505,         297,         220,  74.1,   6.4,  66.7,  17.5,   7.1,  41.1,   5.4,   1.7,   0.0
NA,NA,a-curv-i4,2024-25,Shawsheen Valley Regional Vocational Technical-Shawsheen Valley Vocational Technical High School,08710605,         544,         398,  73.2,   5.3,  53.1,  11.0,   0.0,   2.2,   0.0,   0.0,  53.1
NA,NA,a-curv-i4,2024-25,Shrewsbury-Shrewsbury High School,02710505,         441,         427,  96.8,  18.6,  96.1,  44.2,   5.9,  30.2,   0.9,   3.4,   0.0
NA,NA,a-curv-i4,2024-25,Silver Lake-Silver Lake Regional High,07600505,         449,         310,  69.0,  35.2,  55.2,  41.2,   2.0,  28.5,   0.9,   1.3,   1.8
NA,NA,a-curv-i4,2024-25,Sizer School: A North Central Charter Essential (District)-Sizer School: A North Central Charter Essential School,04740505,          45,          26,  57.8,  35.6,  35.6,   2.2,   2.2,   8.9,   0.0,   8.9,   0.0
NA,NA,a-curv-i4,2024-25,Somerset Berkley Regional School District-Somerset Berkley Regional High School,07630505,         401,         258,  64.3,  38.9,  46.6,  27.2,   0.5,  27.4,   3.2,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Somerville-Full Circle High School,02740510,           9,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Somerville-Somerville High,02740505,         225,         174,  77.3,  44.0,  74.2,  38.7,   2.2,  42.7,   1.8,   9.3,   4.4
NA,NA,a-curv-i4,2024-25,South Hadley-South Hadley High,02780505,         178,          97,  54.5,  24.7,  39.9,  24.2,   3.9,  27.0,   2.2,   0.6,   2.2
NA,NA,a-curv-i4,2024-25,South Middlesex Regional Vocational Technical-Joseph P Keefe Technical High School,08290605,         207,         207, 100.0,  18.8,  21.3,  35.7,   4.3,   8.2,   0.0, 100.0,  20.8
NA,NA,a-curv-i4,2024-25,South Shore Charter Public (District)-South Shore Charter Public School,04880550,          49,          34,  69.4,  32.7,  46.9,   4.1,   4.1,  10.2,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,South Shore Regional Vocational Technical-South Shore Vocational Technical High,08730605,         283,         280,  98.9,   3.5,  52.3,   0.0,   0.0,   0.0,   0.0,  95.4,  49.1
NA,NA,a-curv-i4,2024-25,Southbridge-Southbridge Academy,02770525,           5,"","","","","","","","","",""
NA,NA,a-curv-i4,2024-25,Southbridge-Southbridge High School,02770515,          52,          36,  69.2,  23.1,  40.4,   5.8,   0.0,  15.4,   0.0,  21.2,   0.0
NA,NA,a-curv-i4,2024-25,Southeastern Regional Vocational Technical-Southeastern Regional Vocational Technical,08720605,         311,         279,  89.7,  21.9,  68.2,  27.7,   0.0,  20.6,   0.0,  56.3,  55.3
NA,NA,a-curv-i4,2024-25,Southern Berkshire-Mt Everett Regional,07650505,          63,          48,  76.2,  28.6,  54.0,  34.9,   0.0,  55.6,  19.0,  12.7,   0.0
NA,NA,a-curv-i4,2024-25,Southern Worcester County Regional Vocational School District-Bay Path Regional Vocational Technical High School,08760605,         444,         217,  48.9,  10.1,  27.7,   9.2,   1.1,   3.2,   0.0,   0.0,  28.8
NA,NA,a-curv-i4,2024-25,Southwick-Tolland-Granville Regional School District-Southwick Regional School,07660505,         160,          40,  25.0,   9.4,   6.3,  15.0,   0.0,   3.1,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Spencer-E Brookfield-David Prouty High,07670505,         110,          91,  82.7,  21.8,  82.7,   0.0,   0.0,  20.0,   0.0,   9.1,   0.0
NA,NA,a-curv-i4,2024-25,Springfield International Charter (District)-Springfield International Charter School,04410505,          21,          16,  76.2,  47.6,  33.3,  47.6,  14.3,   4.8,   9.5,   4.8,   0.0
NA,NA,a-curv-i4,2024-25,Springfield-Conservatory of the Arts,02810475,          13,           4,  30.8,  23.1,  15.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Springfield-Emergence Academy,02810318,           4,"","","","","","","","","",""
NA,NA,a-curv-i4,2024-25,Springfield-Gateway to College at Holyoke Community College,02810575,           1,"","","","","","","","","",""
NA,NA,a-curv-i4,2024-25,Springfield-Gateway to College at Springfield Technical Community College,02810580,           3,"","","","","","","","","",""
NA,NA,a-curv-i4,2024-25,Springfield-High School Of Commerce,02810510,          44,          38,  86.4,  22.7,  63.6,  22.7,  27.3,  52.3,  18.2,  36.4,   0.0
NA,NA,a-curv-i4,2024-25,Springfield-John J Duggan Academy,02810320,          19,          13,  68.4,  10.5,  63.2,   0.0,   0.0,  15.8,   0.0,  21.1,   0.0
NA,NA,a-curv-i4,2024-25,Springfield-Liberty Preparatory Academy,02810560,           1,"","","","","","","","","",""
NA,NA,a-curv-i4,2024-25,Springfield-Roger L. Putnam Vocational Technical Academy,02810620,          53,          32,  60.4,  11.3,  56.6,   3.8,   3.8,  15.1,   1.9,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Springfield-Springfield Central High,02810500,          57,          32,  56.1,  38.6,  47.4,  12.3,   1.8,  33.3,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Springfield-Springfield High School,02810570,           7,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Springfield-Springfield High School of Science and Technology,02810530,          27,          12,  44.4,   7.4,  37.0,  11.1,   0.0,  11.1,   3.7,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Springfield-Springfield International Academy at Sci-Tech,02810700,           2,"","","","","","","","","",""
NA,NA,a-curv-i4,2024-25,Springfield-Springfield Public Day High School,02810550,           3,"","","","","","","","","",""
NA,NA,a-curv-i4,2024-25,Springfield-The Springfield Renaissance School an Expeditionary Learning School,02810205,          17,          13,  76.5,  52.9,  52.9,  23.5,   0.0,  35.3,   0.0,  35.3,   0.0
NA,NA,a-curv-i4,2024-25,Springfield-The Springfield Virtual School,02810705,           6,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Stoneham-Stoneham High,02840505,         232,         188,  81.0,  47.0,  73.3,  29.3,   4.7,  40.9,   0.9,  11.2,   0.0
NA,NA,a-curv-i4,2024-25,Stoughton-Stoughton High,02850505,         241,         140,  58.1,   7.5,  53.9,  21.6,  11.6,  12.9,   0.8,   0.4,   0.0
NA,NA,a-curv-i4,2024-25,Sturgis Charter Public (District)-Sturgis Charter Public School,04890505,         330,         329,  99.7,  99.7,  99.7,  95.8,   6.4,  99.7,  43.6,  89.4,   0.0
NA,NA,a-curv-i4,2024-25,Sutton-Sutton High School,02900510,         156,         135,  86.5,  64.7,  69.9,  28.2,   0.0,  11.5,   0.6,   6.4,   0.0
NA,NA,a-curv-i4,2024-25,Swampscott-Swampscott High,02910505,         250,         198,  79.2,  37.2,  64.0,  37.2,   7.2,  59.6,  13.2,   4.8,   0.0
NA,NA,a-curv-i4,2024-25,Swansea-Joseph Case High,02920505,         240,         130,  54.2,  11.3,  10.8,  40.4,  14.2,   2.1,   4.2,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,TEC Connections Academy Commonwealth Virtual School District-TEC Connections Academy Commonwealth Virtual School,39020900,         548,         110,  20.1,   6.2,  15.7,   3.5,   2.9,   4.2,   0.0,   0.4,   0.0
NA,NA,a-curv-i4,2024-25,Tantasqua-Tantasqua Regional Sr High,07700505,         279,         203,  72.8,  42.3,  67.4,  25.8,   0.0,  22.2,   5.7,   2.5,   0.0
NA,NA,a-curv-i4,2024-25,Tantasqua-Tantasqua Regional Vocational,07700605,         203,         201,  99.0,   7.9,  25.1,   1.0,   0.5,   1.0,   0.0,  99.0,   7.4
NA,NA,a-curv-i4,2024-25,Taunton-Taunton Alternative High School,02930525,          42,           1,   2.4,   0.0,   0.0,   2.4,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Taunton-Taunton High,02930505,         543,         451,  83.1,  15.5,  59.9,  58.7,  12.3,  16.8,   0.9,   6.6,   0.0
NA,NA,a-curv-i4,2024-25,Taunton-Taunton Public Virtual Academy (TPVA),02930705,          16,           2,  12.5,   6.3,   6.3,   0.0,   0.0,   0.0,   0.0,   6.3,   0.0
NA,NA,a-curv-i4,2024-25,Tewksbury-Tewksbury Memorial High,02950505,         292,         239,  81.8,  29.5,  58.9,  56.5,  11.6,  44.9,   2.1,  15.1,   0.0
NA,NA,a-curv-i4,2024-25,Tri-County Regional Vocational Technical-Tri-County Regional Vocational Technical,08780605,         383,         375,  97.9,   6.3,  64.0,  29.2,   0.0,   9.4,   0.0,  96.1,  42.3
NA,NA,a-curv-i4,2024-25,Triton-Triton Regional High School,07730505,         247,         145,  58.7,   8.5,  53.4,  23.5,   1.2,  26.7,   0.0,   9.7,   0.0
NA,NA,a-curv-i4,2024-25,Tyngsborough-Tyngsborough High School,03010505,         146,         105,  71.9,  20.5,  56.2,  14.4,  17.1,   8.2,   0.0,   2.1,   0.0
NA,NA,a-curv-i4,2024-25,Upper Cape Cod Regional Vocational Technical-Upper Cape Cod Vocational Technical,08790605,         319,         207,  64.9,   4.7,  34.2,   0.0,   0.0,   0.0,   0.0,   0.0,  54.9
NA,NA,a-curv-i4,2024-25,Uxbridge-Gateway to College,03040515,          27,          27, 100.0,  96.3,  51.9,  37.0,   0.0,  22.2,  18.5, 100.0,   0.0
NA,NA,a-curv-i4,2024-25,Uxbridge-Uxbridge High,03040505,         176,         128,  72.7,  38.1,  36.9,  32.4,   6.3,   9.1,   0.0,  13.1,   0.0
NA,NA,a-curv-i4,2024-25,Veritas Preparatory Charter School (District)-Veritas Preparatory Charter School,04980405,           3,"","","","","","","","","",""
NA,NA,a-curv-i4,2024-25,Wachusett-Wachusett Regional High,07750505,         742,         496,  66.8,   9.3,  60.0,  10.5,   3.4,  29.2,   2.3,  10.4,   0.0
NA,NA,a-curv-i4,2024-25,Wakefield-Wakefield Memorial High,03050505,         338,         239,  70.7,  20.7,  62.7,  26.6,   5.9,  24.0,   2.7,   0.9,   0.0
NA,NA,a-curv-i4,2024-25,Walpole-Walpole High,03070505,         363,         339,  93.4,  27.0,  49.3,  10.2,   3.9,  27.3,   3.3,  50.4,   0.0
NA,NA,a-curv-i4,2024-25,Waltham-Waltham Sr High,03080505,         297,         226,  76.1,  31.3,  40.1,  22.9,   7.7,  49.2,   4.7,  18.2,   4.0
NA,NA,a-curv-i4,2024-25,Waltham-Waltham Valor High School,03080515,           1,"","","","","","","","","",""
NA,NA,a-curv-i4,2024-25,Ware-Ware Junior/Senior High School,03090505,         115,          55,  47.8,  12.2,  42.6,  13.9,   0.0,   0.0,   0.0,  11.3,   0.0
NA,NA,a-curv-i4,2024-25,Wareham-Wareham Cooperative Alternative School,03100315,          17,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Wareham-Wareham Senior High,03100505,         131,          51,  38.9,  26.0,  23.7,  23.7,   4.6,  16.8,   3.8,   6.9,   0.0
NA,NA,a-curv-i4,2024-25,Watertown-Watertown High,03140505,         221,         149,  67.4,  13.6,  62.4,  35.7,   5.0,  19.9,   0.5,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Wayland-Wayland High School,03150505,         256,         220,  85.9,  15.2,  78.1,  15.2,   8.6,  32.0,   1.2,   5.9,   0.0
NA,NA,a-curv-i4,2024-25,Webster-Bartlett High School,03160505,          75,          59,  78.7,  25.3,  53.3,  41.3,   1.3,  18.7,   0.0,   6.7,   0.0
NA,NA,a-curv-i4,2024-25,Wellesley-Wellesley Sr High,03170505,         433,         408,  94.2,  26.8,  93.1,  62.6,   3.0,  33.5,   0.0,  11.3,   0.0
NA,NA,a-curv-i4,2024-25,West Boylston-West Boylston Junior/Senior High,03220505,          86,          53,  61.6,  26.7,  53.5,  38.4,   0.0,  10.5,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,West Bridgewater-West Bridgewater Junior/Senior,03230505,         143,         103,  72.0,  22.4,  67.1,  21.7,   1.4,   0.0,   0.0,   2.8,   0.0
NA,NA,a-curv-i4,2024-25,West Springfield-West Springfield High,03320505,         349,         240,  68.8,  36.1,  39.3,  29.8,   2.9,  35.8,   3.7,   3.2,   1.4
NA,NA,a-curv-i4,2024-25,Westborough-Westborough High,03210505,         313,         187,  59.7,   6.4,  55.0,  15.3,   2.2,  17.6,   2.2,   5.8,   0.0
NA,NA,a-curv-i4,2024-25,Westfield-Westfield High,03250505,         355,         217,  61.1,  29.9,  41.1,  23.9,   3.1,  35.2,   1.7,   5.1,   0.0
NA,NA,a-curv-i4,2024-25,Westfield-Westfield Technical Academy,03250605,         205,          53,  25.9,   9.3,   5.4,   0.0,   0.0,  13.7,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Westford-Westford Academy,03260505,         431,         318,  73.8,  14.8,  66.4,  17.2,   2.6,  28.8,   2.8,  19.0,   0.0
NA,NA,a-curv-i4,2024-25,Weston-Weston High,03300505,         195,         186,  95.4,   6.7,  92.3,  57.9,  17.4,  79.5,   3.1,  24.1,   0.0
NA,NA,a-curv-i4,2024-25,Westport-Westport Middle-High School,03310515,         144,          70,  48.6,  13.2,  41.0,  20.8,   0.0,  18.8,   0.7,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Westwood-Westwood High,03350505,         299,         257,  86.0,  24.7,  73.9,  33.4,  16.7,  65.2,   5.4,   8.0,   0.0
NA,NA,a-curv-i4,2024-25,Weymouth-Weymouth High School,03360505,         572,         380,  66.4,  11.0,  56.5,  33.4,   2.1,  26.6,   1.4,  12.1,   1.7
NA,NA,a-curv-i4,2024-25,Whitman-Hanson-Whitman Hanson Regional,07800505,         404,         291,  72.0,  33.7,  63.9,  17.8,   0.0,  36.9,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Whittier Regional Vocational Technical-Whittier Regional Vocational,08850605,         391,         391, 100.0,  25.3,  99.7,   1.3,   1.3,   0.0,   0.0,  57.8,   0.0
NA,NA,a-curv-i4,2024-25,Wilmington-Wilmington High,03420505,         246,         167,  67.9,  13.0,  53.3,  24.0,   3.3,  36.6,   0.4,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Winchendon-Murdock High School,03430515,          96,          54,  56.3,  30.2,  19.8,   9.4,   4.2,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Winchester-Winchester High School,03440505,         436,         429,  98.4,  29.8,  97.9,  69.7,   6.9,  33.0,   0.0,   8.9,   0.0
NA,NA,a-curv-i4,2024-25,Winthrop-Winthrop High School,03460505,         207,         161,  77.8,  18.4,  64.7,  24.6,   4.3,  31.9,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2024-25,Woburn-Woburn High,03470505,         386,         253,  65.5,  18.9,  51.6,  24.1,   2.6,  36.8,   0.0,  10.6,   0.0
NA,NA,a-curv-i4,2024-25,Worcester-Burncoat Senior High,03480503,         149,          99,  66.4,  34.9,  44.3,  20.1,   7.4,  22.8,   6.0,   2.7,   0.0
NA,NA,a-curv-i4,2024-25,Worcester-Claremont Academy,03480350,          16,          11,  68.8,   0.0,  56.3,  12.5,  12.5,  43.8,   0.0,  31.3,   0.0
NA,NA,a-curv-i4,2024-25,Worcester-Doherty Memorial High,03480512,         245,         159,  64.9,  25.3,  46.9,  21.6,   4.1,  31.8,   6.5,  22.0,   0.0
NA,NA,a-curv-i4,2024-25,Worcester-North High,03480515,         110,          69,  62.7,  18.2,  47.3,  14.5,   3.6,  10.9,   6.4,   1.8,   0.0
NA,NA,a-curv-i4,2024-25,Worcester-South High Community,03480520,         226,         115,  50.9,  22.6,  33.2,  25.2,   0.9,  19.0,   2.2,  11.5,   0.0
NA,NA,a-curv-i4,2024-25,Worcester-University Pk Campus School,03480285,          11,           6,  54.5,  36.4,   9.1,   9.1,  18.2,  27.3,   0.0,  18.2,   0.0
NA,NA,a-curv-i4,2024-25,Worcester-Worcester Alternative High School,03480525,           3,"","","","","","","","","",""
NA,NA,a-curv-i4,2024-25,Worcester-Worcester Technical High,03480605,         198,          87,  43.9,  15.2,  24.7,  11.1,   1.0,  21.7,   2.0,   3.0,   0.0
NA,NA,a-curv-i4,2023-24,Abby Kelley Foster Charter Public (District)-Abby Kelley Foster Charter Public School,04450105,          24,          24, 100.0,  50.0,  91.7,  37.5,   0.0,  45.8,  50.0,  29.2,   0.0
NA,NA,a-curv-i4,2023-24,Abington-Abington High,00010505,         204,         179,  87.7,  12.3,  87.7,   9.3,   0.0,  21.6,   0.5,   0.0,   0.0
NA,NA,a-curv-i4,2023-24,Academy Of the Pacific Rim Charter Public (District)-Academy Of the Pacific Rim Charter Public School,04120530,           8,           6,  75.0,   0.0,  50.0,  37.5,   0.0,  25.0,   0.0,  25.0,   0.0
NA,NA,a-curv-i4,2023-24,Acton-Boxborough-Acton-Boxborough Regional High,06000505,         377,         262,  69.5,  17.5,  57.8,  29.2,   4.0,  44.8,   0.0,   5.8,   0.0
NA,NA,a-curv-i4,2023-24,Advanced Math and Science Academy Charter (District)-Advanced Math and Science Academy Charter School,04300305,         174,         160,  92.0,  21.8,  87.4,  31.0,   1.7,  50.6,   1.1,   6.3,   0.0
NA,NA,a-curv-i4,2023-24,Agawam-Agawam High,00050505,         394,         249,  63.2,  32.2,  49.2,  34.3,   3.3,  12.2,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2023-24,Amesbury-Amesbury High,00070505,         177,         106,  59.9,  16.4,  55.9,  14.1,   0.0,  13.6,   7.9,  13.0,   0.0
NA,NA,a-curv-i4,2023-24,Amesbury-Amesbury Innovation High School,00070515,          24,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2023-24,Amherst-Pelham-Amherst Regional High,06050505,         229,         167,  72.9,   0.0,  65.9,  34.5,   1.7,   9.6,   0.0,  11.8,   0.0
NA,NA,a-curv-i4,2023-24,Andover-Andover High,00090505,         521,         422,  81.0,  47.0,  72.4,  35.5,   3.8,  30.9,   2.1,   6.5,   0.0
NA,NA,a-curv-i4,2023-24,Argosy Collegiate Charter School (District)-Argosy Collegiate Charter School,35090305,          61,          46,  75.4,  36.1,  19.7,   0.0,   8.2,  31.1,  32.8,  31.1,   0.0
NA,NA,a-curv-i4,2023-24,Arlington-Arlington High,00100505,         560,         481,  85.9,  48.8,  77.1,  30.7,   8.2,  53.8,   1.4,  15.4,   0.0
NA,NA,a-curv-i4,2023-24,Ashburnham-Westminster-Oakmont Regional High School,06100505,         269,         182,  67.7,  23.4,  58.4,  13.0,   0.4,  10.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2023-24,Ashland-Ashland High,00140505,         267,         192,  71.9,  18.0,  64.8,  18.7,  11.6,   6.4,   0.7,   3.4,   0.0
NA,NA,a-curv-i4,2023-24,Assabet Valley Regional Vocational Technical-Assabet Valley Vocational High School,08010605,         393,         332,  84.5,   6.4,  50.9,  21.1,   0.0,   0.0,   0.0,  29.3,  34.1
NA,NA,a-curv-i4,2023-24,Athol-Royalston-Athol High,06150505,         140,          97,  69.3,  17.9,  34.3,   1.4,   2.9,  48.6,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2023-24,Atlantis Charter (District)-Atlantis Charter School,04910550,          75,          37,  49.3,  26.7,  26.7,  32.0,   0.0,  34.7,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2023-24,Attleboro-Attleboro Community Academy,00160515,          24,           9,  37.5,   0.0,   0.0,  37.5,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2023-24,Attleboro-Attleboro High,00160505,         560,         362,  64.6,  13.6,  55.2,  13.4,   7.3,  26.6,   1.1,   0.0,   0.0
NA,NA,a-curv-i4,2023-24,Attleboro-Attleboro Virtual Academy,00160705,          16,          11,  68.8,  12.5,  62.5,   0.0,   0.0,  12.5,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2023-24,Auburn-Auburn Senior High,00170505,         262,         146,  55.7,   8.8,  45.4,  13.0,   0.4,  25.6,   3.8,   0.0,   0.0
NA,NA,a-curv-i4,2023-24,Avon-Avon Middle High School,00180510,          36,          22,  61.1,  36.1,  33.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2023-24,Ayer Shirley School District-Ayer Shirley Regional High School,06160505,         156,         111,  71.2,  17.3,  58.3,  25.6,   6.4,  10.3,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2023-24,Barnstable-Barnstable High,00200505,         395,         240,  60.8,  19.7,  47.1,  13.7,   4.8,  31.4,   2.0,   5.3,   0.0
NA,NA,a-curv-i4,2023-24,Baystate Academy Charter Public School (District)-Baystate Academy Charter Public School,35020405,           5,"","","","","","","","","",""
NA,NA,a-curv-i4,2023-24,Bedford-Bedford High,00230505,         251,         179,  71.3,  16.3,  68.1,  26.3,   5.6,   0.0,   0.0,   9.2,   0.0
NA,NA,a-curv-i4,2023-24,Belchertown-Belchertown High,00240505,         262,         178,  67.9,   8.0,  55.0,  31.7,   4.6,  21.4,   0.4,   0.4,   0.0
NA,NA,a-curv-i4,2023-24,Bellingham-Bellingham High School,00250505,         222,         193,  86.9,  21.2,  82.4,  35.1,   9.0,   0.9,   0.0,   0.5,   0.0
NA,NA,a-curv-i4,2023-24,Bellingham-Keough Memorial Academy,00250510,           4,"","","","","","","","","",""
NA,NA,a-curv-i4,2023-24,Belmont-Belmont High,00260505,         430,         370,  86.0,   9.5,  75.8,  72.3,  13.5,  34.9,   3.5,   0.5,   0.0
NA,NA,a-curv-i4,2023-24,Berkshire Arts and Technology Charter Public (District)-Berkshire Arts and Technology Charter Public School,04140305,          36,          24,  66.7,  30.6,  61.1,   0.0,   0.0,   5.6,   5.6,   5.6,   0.0
NA,NA,a-curv-i4,2023-24,Berkshire Hills-Monument Mt Regional High,06180505,         177,         114,  64.4,  32.8,  40.1,  40.1,   5.6,   6.8,   6.2,   1.7,   0.0
NA,NA,a-curv-i4,2023-24,Berlin-Boylston-Tahanto Regional High,06200505,         111,          80,  72.1,  29.7,  67.6,  18.9,   2.7,  37.8,   0.0,   0.9,   0.0
NA,NA,a-curv-i4,2023-24,Beverly-Beverly High,00300505,         423,         286,  67.6,  17.5,  54.6,  22.5,   0.7,  28.1,   5.2,  16.5,   0.0
NA,NA,a-curv-i4,2023-24,Billerica-Billerica Memorial High School,00310505,         380,         303,  79.7,  15.3,  71.1,  28.9,  19.7,  26.3,   1.6,   7.4,   0.0
NA,NA,a-curv-i4,2023-24,Blackstone Valley Regional Vocational Technical-Blackstone Valley,08050605,         519,         374,  72.1,  20.8,  52.2,  19.7,   1.3,  15.8,   1.9,   0.0,  30.4
NA,NA,a-curv-i4,2023-24,Blackstone-Millville-Blackstone Millville RHS,06220505,         139,          78,  56.1,  15.1,  41.7,  29.5,   0.0,   5.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2023-24,Blue Hills Regional Vocational Technical-Blue Hills Regional Vocational Technical,08060605,         236,         169,  71.6,   8.5,  56.8,  29.2,   0.0,   4.2,   0.0,   0.0,  25.4
NA,NA,a-curv-i4,2023-24,Boston Collegiate Charter (District)-Boston Collegiate Charter School,04490305,          55,          46,  83.6,  25.5,  80.0,  50.9,   3.6,  21.8,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2023-24,Boston Day and Evening Academy Charter (District)-Boston Day and Evening Academy Charter School,04240505,           8,           1,  12.5,   0.0,  12.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2023-24,Boston Green Academy Horace Mann Charter School (District)-Boston Green Academy Horace Mann Charter School,04110305,           7,           2,  28.6,   0.0,  14.3,  28.6,   0.0,   0.0,   0.0,   0.0,   0.0
