Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced,% ELA,% Math,% Science and Technology,% Computer and Information Science,% History and Social Sciences,% Arts,% All Other Subjects,Ch 74 Secondary Cooperative Program
NA,NA,a-curv-i4,2021-22,Westborough-Westborough High,03210505,         312,         183,  58.7,   5.1,  54.8,  12.2,   1.0,  15.7,   4.5,   3.2,   0.0
NA,NA,a-curv-i4,2021-22,Westfield-Westfield High,03250505,         410,         255,  62.2,  30.7,  51.0,  17.6,   1.7,  20.0,   0.7,   6.6,   0.0
NA,NA,a-curv-i4,2021-22,Westfield-Westfield Technical Academy,03250605,         212,          42,  19.8,   6.6,  12.3,   0.0,   0.5,   6.1,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2021-22,Westford-Westford Academy,03260505,         530,         327,  61.7,  10.0,  53.8,  15.3,   0.6,  25.1,   4.0,   5.7,   0.0
NA,NA,a-curv-i4,2021-22,Weston-Weston High,03300505,         202,         193,  95.5,   8.9,  93.6,  41.1,   6.9,  77.2,   4.5,  23.8,   0.0
NA,NA,a-curv-i4,2021-22,Westport-Westport Middle-High School,03310515,         125,          70,  56.0,  12.8,  38.4,  12.0,   3.2,  12.0,   3.2,   0.0,   0.0
NA,NA,a-curv-i4,2021-22,Westwood-Westwood High,03350505,         392,         288,  73.5,  15.6,  60.5,  20.2,   9.4,  46.9,   5.1,   5.1,   0.0
NA,NA,a-curv-i4,2021-22,Weymouth-Weymouth High School,03360505,         666,         367,  55.1,   6.9,  52.4,   9.2,   4.1,  15.5,   0.5,   6.2,   0.0
NA,NA,a-curv-i4,2021-22,Whitman-Hanson-Whitman Hanson Regional,07800505,         493,         112,  22.7,  15.6,  13.4,  10.5,   0.0,   6.9,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2021-22,Whittier Regional Vocational Technical-Whittier Regional Vocational,08850605,         401,         401, 100.0,  19.5, 100.0,   0.0,   0.0,  13.5,   0.0,  56.4,  24.9
NA,NA,a-curv-i4,2021-22,Wilmington-Wilmington High,03420505,         335,         238,  71.0,  20.6,  63.9,  14.0,   3.3,  28.7,   0.3,   1.2,   0.0
NA,NA,a-curv-i4,2021-22,Winchendon-Murdock Academy for Success,03430405,           9,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2021-22,Winchendon-Murdock High School,03430515,          93,          20,  21.5,   7.5,  14.0,   5.4,   3.2,   4.3,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2021-22,Winchester-Winchester High School,03440505,         483,         464,  96.1,  13.3,  95.0,  61.3,   6.2,  27.7,   0.0,   7.7,   0.0
NA,NA,a-curv-i4,2021-22,Winthrop-Winthrop High School,03460505,         226,         189,  83.6,  43.4,  71.7,  31.0,   0.4,  13.3,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2021-22,Woburn-Woburn High,03470505,         439,         284,  64.7,   6.6,  55.4,  27.8,   5.2,  22.6,   1.6,   5.2,   0.0
NA,NA,a-curv-i4,2021-22,Worcester-Burncoat Senior High,03480503,         158,          83,  52.5,  19.0,  37.3,  23.4,   1.9,  22.2,   5.7,   1.3,   0.0
NA,NA,a-curv-i4,2021-22,Worcester-Claremont Academy,03480350,           5,"","","","","","","","","",""
NA,NA,a-curv-i4,2021-22,Worcester-Doherty Memorial High,03480512,         251,         155,  61.8,  12.4,  54.6,  25.5,   4.8,  31.1,   1.6,   5.6,   0.0
NA,NA,a-curv-i4,2021-22,Worcester-North High,03480515,         112,          43,  38.4,  10.7,  25.0,   6.3,   2.7,   8.0,   2.7,   0.0,   0.0
NA,NA,a-curv-i4,2021-22,Worcester-South High Community,03480520,         135,          72,  53.3,   7.4,  44.4,  14.1,   6.7,  13.3,   0.7,   5.9,   0.0
NA,NA,a-curv-i4,2021-22,Worcester-University Pk Campus School,03480285,           5,"","","","","","","","","",""
NA,NA,a-curv-i4,2021-22,Worcester-Worcester Technical High,03480605,         255,         118,  46.3,   9.4,  42.7,   4.7,   2.4,   5.9,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Abby Kelley Foster Charter Public (District)-Abby Kelley Foster Charter Public School,04450105,          32,          26,  81.3,  56.3,  40.6,  28.1,  28.1,  43.8,  25.0,  37.5,   0.0
NA,NA,a-curv-i4,2020-21,Abington-Abington High,00010505,         248,         199,  80.2,  15.7,  79.4,   5.6,   0.0,   6.5,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Academy Of the Pacific Rim Charter Public (District)-Academy Of the Pacific Rim Charter Public School,04120530,          11,           9,  81.8,   0.0,  36.4,   9.1,   9.1,  63.6,   0.0,  36.4,   0.0
NA,NA,a-curv-i4,2020-21,Acton-Boxborough-Acton-Boxborough Regional High,06000505,         466,         281,  60.3,   6.9,  54.1,  29.2,   0.0,  22.5,   0.0,   7.1,   0.0
NA,NA,a-curv-i4,2020-21,Advanced Math and Science Academy Charter (District)-Advanced Math and Science Academy Charter School,04300305,         184,         172,  93.5,  20.7,  90.8,  34.2,   6.0,  46.7,   6.0,   8.7,   0.0
NA,NA,a-curv-i4,2020-21,Agawam-Agawam High,00050505,         410,         267,  65.1,  31.2,  51.0,  22.7,   4.6,  14.1,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Amesbury-Amesbury High,00070505,         220,         168,  76.4,   9.5,  73.6,  19.1,   0.0,  12.7,   2.7,   0.9,   0.0
NA,NA,a-curv-i4,2020-21,Amesbury-Amesbury Innovation High School,00070515,          27,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Amherst-Pelham-Amherst Regional High,06050505,         259,         188,  72.6,   6.2,  64.1,  33.2,   1.9,  12.7,   2.3,  19.3,   0.0
NA,NA,a-curv-i4,2020-21,Andover-Andover High,00090505,         579,         464,  80.1,  31.6,  75.3,  27.6,   3.6,  14.0,   0.2,   6.7,   0.0
NA,NA,a-curv-i4,2020-21,Argosy Collegiate Charter School (District)-Argosy Collegiate Charter School,35090305,          54,          32,  59.3,  22.2,  53.7,   5.6,   7.4,  20.4,   5.6,   3.7,   0.0
NA,NA,a-curv-i4,2020-21,Arlington-Arlington High,00100505,         516,         416,  80.6,   0.0,  74.6,  30.6,   4.5,  51.9,   1.7,  11.0,   0.0
NA,NA,a-curv-i4,2020-21,Ashburnham-Westminster-Oakmont Regional High School,06100505,         288,         165,  57.3,  13.2,  53.5,   8.3,   0.3,   3.1,   0.0,   4.9,   0.0
NA,NA,a-curv-i4,2020-21,Ashland-Ashland High,00140505,         304,         190,  62.5,   8.9,  57.6,  18.1,   8.6,  14.1,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Assabet Valley Regional Vocational Technical-Assabet Valley Vocational High School,08010605,         401,         341,  85.0,   3.5,  59.9,  12.0,   0.0,   2.0,   0.0,  52.6,  18.0
NA,NA,a-curv-i4,2020-21,Athol-Royalston-Athol High,06150505,         137,         104,  75.9,  32.8,  63.5,  10.9,   0.0,  16.8,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Atlantis Charter (District)-Atlantis Charter School,04910550,         111,          68,  61.3,  16.2,  47.7,  20.7,   0.0,  33.3,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Attleboro-Attleboro Community Academy,00160515,          29,           5,  17.2,   0.0,   0.0,  17.2,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Attleboro-Attleboro High,00160505,         570,         354,  62.1,  18.6,  49.6,  10.9,   3.2,  37.7,   0.0,   1.1,   0.0
NA,NA,a-curv-i4,2020-21,Auburn-Auburn Senior High,00170505,         285,         169,  59.3,  11.6,  50.5,  21.4,   0.4,  24.9,   0.7,   4.9,   0.0
NA,NA,a-curv-i4,2020-21,Avon-Avon Middle High School,00180510,          32,          23,  71.9,  34.4,  71.9,  28.1,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Ayer Shirley School District-Ayer Shirley Regional High School,06160505,         109,          75,  68.8,  17.4,  62.4,  18.3,   7.3,  15.6,   0.0,   0.9,   0.0
NA,NA,a-curv-i4,2020-21,Barnstable-Barnstable High,00200505,         459,         299,  65.1,  17.9,  52.5,  15.0,   1.7,  31.2,   2.2,   6.3,   0.0
NA,NA,a-curv-i4,2020-21,Baystate Academy Charter Public School (District)-Baystate Academy Charter Public School,35020405,           2,"","","","","","","","","",""
NA,NA,a-curv-i4,2020-21,Bedford-Bedford High,00230505,         263,         158,  60.1,  13.7,  58.6,  16.0,   1.1,   0.0,   0.0,   5.3,   0.0
NA,NA,a-curv-i4,2020-21,Belchertown-Belchertown High,00240505,         302,         178,  58.9,   8.6,  39.1,  19.9,   5.0,  20.9,   0.0,   0.7,   0.0
NA,NA,a-curv-i4,2020-21,Bellingham-Bellingham High School,00250505,         245,         188,  76.7,  29.8,  75.1,  21.2,   0.0,   8.2,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Bellingham-Keough Memorial Academy,00250510,          12,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Belmont-Belmont High,00260505,         445,         377,  84.7,  10.8,  76.4,  67.6,   9.0,  50.1,   7.0,  11.2,   0.0
NA,NA,a-curv-i4,2020-21,Berkshire Arts and Technology Charter Public (District)-Berkshire Arts and Technology Charter Public School,04140305,          57,          48,  84.2,  54.4,  82.5,  40.4,   3.5,  14.0,  17.5,   8.8,   0.0
NA,NA,a-curv-i4,2020-21,Berkshire Hills-Monument Mt Regional High,06180505,         220,         136,  61.8,  35.9,  43.6,  24.5,   3.2,   4.5,   9.1,   2.3,   0.0
NA,NA,a-curv-i4,2020-21,Berlin-Boylston-Tahanto Regional High,06200505,         136,         100,  73.5,  29.4,  64.7,  16.2,   5.9,  16.2,   0.0,   1.5,   0.0
NA,NA,a-curv-i4,2020-21,Beverly-Beverly High,00300505,         494,         295,  59.7,  14.6,  51.6,  13.4,   0.0,   8.9,   2.0,  11.5,   2.8
NA,NA,a-curv-i4,2020-21,Billerica-Billerica Memorial High School,00310505,         421,         322,  76.5,  11.2,  74.6,  15.2,   1.2,  27.6,   0.5,   5.0,   0.0
NA,NA,a-curv-i4,2020-21,Blackstone Valley Regional Vocational Technical-Blackstone Valley,08050605,         536,         348,  64.9,  18.5,  51.1,  25.9,   1.1,   4.3,   0.0,   0.6,  13.4
NA,NA,a-curv-i4,2020-21,Blackstone-Millville-Blackstone Millville RHS,06220505,         181,         107,  59.1,  12.7,  40.9,  38.7,   3.3,   1.7,   0.6,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Blue Hills Regional Vocational Technical-Blue Hills Regional Vocational Technical,08060605,         232,         140,  60.3,   9.9,  50.9,  22.8,   0.9,   4.3,   0.0,   0.0,  15.5
NA,NA,a-curv-i4,2020-21,Boston Collegiate Charter (District)-Boston Collegiate Charter School,04490305,          67,          60,  89.6,  49.3,  83.6,  41.8,   0.0,  35.8,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Boston Day and Evening Academy Charter (District)-Boston Day and Evening Academy Charter School,04240505,          14,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Boston Green Academy Horace Mann Charter School (District)-Boston Green Academy Horace Mann Charter School,04110305,          12,           8,  66.7,  41.7,  41.7,  25.0,   0.0,  16.7,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Boston Preparatory Charter Public (District)-Boston Preparatory Charter Public School,04160305,           1,"","","","","","","","","",""
NA,NA,a-curv-i4,2020-21,Boston-Another Course To College,00350541,           9,           6,  66.7,   0.0,  44.4,  55.6,   0.0,  44.4,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Boston-Boston Adult Academy,00350548,           5,"","","","","","","","","",""
NA,NA,a-curv-i4,2020-21,Boston-Boston Arts Academy,00350546,          25,          13,  52.0,   0.0,  44.0,  16.0,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Boston-Boston Collaborative High School,00350755,          15,           3,  20.0,   0.0,  20.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Boston-Boston Community Leadership Academy,00350558,           8,           5,  62.5,  37.5,  62.5,  12.5,  12.5,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Boston-Boston International High School,00350507,           3,"","","","","","","","","",""
NA,NA,a-curv-i4,2020-21,Boston-Boston Latin,00350560,         348,         346,  99.4,  24.1,  95.1,  55.2,  12.1,  60.6,   9.8,  19.3,   0.0
NA,NA,a-curv-i4,2020-21,Boston-Boston Latin Academy,00350545,         158,         158, 100.0,  27.2,  94.9,  12.7,  17.7,  55.1,   0.0,   7.0,   0.0
NA,NA,a-curv-i4,2020-21,Boston-Brighton High,00350505,          12,           6,  50.0,  25.0,  41.7,  16.7,   0.0,   8.3,   0.0,   8.3,   0.0
NA,NA,a-curv-i4,2020-21,Boston-Charlestown High,00350515,          13,           6,  46.2,  15.4,  38.5,   0.0,   0.0,   0.0,   0.0,  23.1,   0.0
NA,NA,a-curv-i4,2020-21,Boston-Community Academy of Science and Health,00350581,           5,"","","","","","","","","",""
NA,NA,a-curv-i4,2020-21,Boston-Dearborn,00350074,           4,"","","","","","","","","",""
NA,NA,a-curv-i4,2020-21,Boston-Dr. William Henderson Upper,00350426,          10,           3,  30.0,  20.0,  10.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Boston-East Boston High,00350530,          52,          14,  26.9,  15.4,   5.8,   3.8,   0.0,   5.8,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Boston-Excel High School,00350522,          14,           7,  50.0,  21.4,  50.0,   7.1,  14.3,  14.3,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Boston-Fenway High School,00350540,           5,"","","","","","","","","",""
NA,NA,a-curv-i4,2020-21,Boston-Greater Egleston Community High School,00350543,           2,"","","","","","","","","",""
NA,NA,a-curv-i4,2020-21,Boston-Horace Mann School for the Deaf,00350750,           3,"","","","","","","","","",""
NA,NA,a-curv-i4,2020-21,Boston-Jeremiah E Burke High,00350525,           6,           2,  33.3,  33.3,  33.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Boston-Lyon Upper 9-12,00350655,          24,          19,  79.2,  79.2,  29.2,  25.0,   0.0,  25.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Boston-Madison Park High,00350537,          10,           7,  70.0,  20.0,  60.0,  30.0,   0.0,  20.0,   0.0,  10.0,   0.0
NA,NA,a-curv-i4,2020-21,Boston-New Mission High School,00350542,           4,"","","","","","","","","",""
NA,NA,a-curv-i4,2020-21,Boston-O'Bryant School Math/Science,00350575,          70,          70, 100.0,  51.4,  84.3,  45.7,  20.0,  42.9,   0.0,   2.9,   0.0
NA,NA,a-curv-i4,2020-21,Boston-Quincy Upper School,00350565,           1,"","","","","","","","","",""
NA,NA,a-curv-i4,2020-21,Boston-Snowden International School at Copley,00350690,          12,           9,  75.0,  33.3,  66.7,  41.7,   0.0,  41.7,  33.3,  66.7,   0.0
NA,NA,a-curv-i4,2020-21,Boston-TechBoston Academy,00350657,           5,"","","","","","","","","",""
NA,NA,a-curv-i4,2020-21,Boston-The English High,00350535,          10,           3,  30.0,  20.0,  30.0,  10.0,   0.0,  20.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Boston-William McKinley,00350363,           4,"","","","","","","","","",""
NA,NA,a-curv-i4,2020-21,Bourne-Bourne High School,00360505,         198,         146,  73.7,  21.7,  64.6,  18.2,   1.0,  29.8,   2.5,   6.6,   0.0
NA,NA,a-curv-i4,2020-21,Braintree-Braintree High,00400505,         583,         370,  63.5,   8.9,  61.9,  14.2,   5.1,  25.7,   0.9,   7.9,   0.0
NA,NA,a-curv-i4,2020-21,Bridgewater-Raynham-Bridgewater-Raynham Regional,06250505,         618,         423,  68.4,  26.1,  58.6,  26.1,   0.0,  16.0,   1.8,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Bridgewater-Raynham-Therapeutic Day School,06250415,           4,"","","","","","","","","",""
NA,NA,a-curv-i4,2020-21,Bristol County Agricultural-Bristol County Agricultural High,09100705,         182,          72,  39.6,   0.0,  28.0,  25.3,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Bristol-Plymouth Regional Vocational Technical-Bristol-Plymouth Vocational Technical,08100605,         532,         350,  65.8,   5.1,  18.2,   3.0,   0.0,   0.0,   0.0,  46.2,  17.1
NA,NA,a-curv-i4,2020-21,Brockton-Brockton Champion High School,00440515,           8,           1,  12.5,   0.0,  12.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Brockton-Brockton High,00440505,         281,         184,  65.5,  21.4,  62.6,  17.8,   2.5,  21.7,   5.3,  13.2,   0.0
NA,NA,a-curv-i4,2020-21,Brockton-Edison Academy,00440520,           9,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Brockton-Huntington Therapeutic Day School,00440400,           6,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Brookline-Brookline High,00460505,         556,         506,  91.0,   0.0,  84.7,  59.5,   0.0,  24.6,   3.1,   5.0,   0.0
NA,NA,a-curv-i4,2020-21,Burlington-Burlington High,00480505,         315,         213,  67.6,  13.7,  62.9,  15.2,  12.4,  21.0,   3.5,   1.3,   0.0
NA,NA,a-curv-i4,2020-21,Cambridge-Cambridge Rindge and Latin,00490506,         370,         298,  80.5,  30.0,  65.4,  44.9,  12.7,  39.2,   3.8,   9.7,   0.0
NA,NA,a-curv-i4,2020-21,Canton-Canton High,00500505,         329,         262,  79.6,  44.4,  67.2,  17.0,   1.2,  38.6,   1.5,   1.2,   0.0
NA,NA,a-curv-i4,2020-21,Cape Cod Regional Vocational Technical-Cape Cod Region Vocational Technical,08150605,         198,         189,  95.5,   5.6,   4.5,   0.0,   0.0,   6.1,   0.0,  94.4,  24.7
NA,NA,a-curv-i4,2020-21,Carver-Carver Middle/High School,00520405,         175,         108,  61.7,   9.1,  58.9,  12.6,   0.0,   8.6,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Central Berkshire-Wahconah Regional High,06350505,         232,         155,  66.8,  18.5,  60.3,  16.8,   0.9,  15.1,   4.3,   3.0,   0.0
NA,NA,a-curv-i4,2020-21,Chelmsford-Chelmsford High,00560505,         538,         472,  87.7,  18.8,  83.5,  15.8,   4.6,  24.7,   0.2,   9.5,   0.0
NA,NA,a-curv-i4,2020-21,Chelsea-Chelsea High,00570505,          23,          15,  65.2,  21.7,  60.9,   4.3,   0.0,  21.7,   0.0,   8.7,   0.0
NA,NA,a-curv-i4,2020-21,Chelsea-Chelsea Opportunity Academy,00570515,           1,"","","","","","","","","",""
NA,NA,a-curv-i4,2020-21,Chicopee-Chicopee Academy,00610021,           1,"","","","","","","","","",""
NA,NA,a-curv-i4,2020-21,Chicopee-Chicopee Comprehensive High School,00610510,         373,         150,  40.2,  13.4,  34.3,   6.7,   1.9,  11.5,   0.0,   0.0,   0.8
NA,NA,a-curv-i4,2020-21,Chicopee-Chicopee High,00610505,         242,         121,  50.0,  19.0,  45.0,  15.3,   0.0,  21.5,   0.0,   0.8,   0.0
NA,NA,a-curv-i4,2020-21,City on a Hill Charter Public School Circuit Street (District)-City on a Hill Charter Public School Circuit Street,04370505,           4,"","","","","","","","","",""
NA,NA,a-curv-i4,2020-21,Clinton-Clinton Senior High,00640505,         140,          71,  50.7,  15.7,  43.6,  15.0,   0.7,   5.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Codman Academy Charter Public (District)-Codman Academy Charter Public School,04380505,           1,"","","","","","","","","",""
NA,NA,a-curv-i4,2020-21,Cohasset-Cohasset High School,00650505,         209,         195,  93.3,  46.9,  78.5,  37.3,   0.5,  42.1,   0.5,   5.3,   0.0
NA,NA,a-curv-i4,2020-21,Community Charter School of Cambridge (District)-Community Charter School of Cambridge,04360305,           3,"","","","","","","","","",""
NA,NA,a-curv-i4,2020-21,Concord-Carlisle-Concord Carlisle High,06400505,         488,         423,  86.7,   4.7,  81.8,  27.7,   0.0,   0.6,   1.2,  13.1,   0.0
NA,NA,a-curv-i4,2020-21,Danvers-Danvers High,00710505,         368,         314,  85.3,  17.9,  63.0,  47.3,   6.8,  41.3,   0.0,   7.9,   0.0
NA,NA,a-curv-i4,2020-21,Dartmouth-Dartmouth High,00720505,         461,         315,  68.3,  25.6,  55.7,  16.1,   5.6,  20.8,   2.4,   1.3,   0.0
NA,NA,a-curv-i4,2020-21,Dedham-Dedham High,00730505,         250,         176,  70.4,  11.6,  65.6,  13.6,   5.2,  29.2,   4.0,   5.6,   0.0
NA,NA,a-curv-i4,2020-21,Dennis-Yarmouth-Dennis-Yarmouth Regional High,06450505,         213,         146,  68.5,  41.8,  59.2,  21.1,   2.3,  32.9,   3.3,   3.8,   0.0
NA,NA,a-curv-i4,2020-21,Dighton-Rehoboth-Dighton-Rehoboth Regional High School,06500505,         366,         241,  65.8,  25.4,  61.5,  14.2,   1.4,  22.4,   0.5,   1.9,   0.0
NA,NA,a-curv-i4,2020-21,Douglas-Douglas High School,00770505,         168,          88,  52.4,  14.3,  47.0,  22.6,   3.0,  17.3,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Dover-Sherborn-Dover-Sherborn Regional High,06550505,         266,         254,  95.5,  35.0,  95.1,  27.8,   4.1,  53.4,   1.5,   7.9,   0.0
NA,NA,a-curv-i4,2020-21,Dracut-Dracut Senior High,00790505,         314,         166,  52.9,   9.9,  44.3,  15.3,   0.0,  14.6,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Dudley-Charlton Reg-Shepherd Hill Regional High,06580505,         445,         324,  72.8,  17.8,  51.9,  52.1,   7.0,   5.6,   0.0,   4.7,   0.0
NA,NA,a-curv-i4,2020-21,Duxbury-Duxbury High,00820505,         437,         345,  78.9,  18.5,  74.1,  18.5,   0.0,  39.6,   4.1,   7.6,   0.0
NA,NA,a-curv-i4,2020-21,East Bridgewater-East Bridgewater JR./SR. High School,00830505,         287,         211,  73.5,  33.8,  66.2,  27.2,   0.0,   4.2,   1.4,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,East Longmeadow-East Longmeadow High,00870505,         310,         216,  69.7,  23.2,  59.0,  17.1,   3.9,  11.3,   0.0,   3.5,   0.0
NA,NA,a-curv-i4,2020-21,Easthampton-Easthampton High,00860505,         178,          91,  51.1,  46.1,  20.2,   2.8,   0.0,  18.0,   0.6,   5.1,   0.6
NA,NA,a-curv-i4,2020-21,Easton-Oliver Ames High,00880505,         439,         314,  71.5,   8.2,  61.5,  27.6,   1.8,  38.3,   1.4,   1.6,   0.0
NA,NA,a-curv-i4,2020-21,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District)-Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),04520505,           3,"","","","","","","","","",""
NA,NA,a-curv-i4,2020-21,Essex North Shore Agricultural and Technical School District-Essex North Shore Agricultural and Technical School,08170505,         585,         424,  72.5,   7.4,  52.3,  22.6,   4.4,  31.6,   0.0,   0.0,  25.0
NA,NA,a-curv-i4,2020-21,Everett-Devens School,00930030,           2,"","","","","","","","","",""
NA,NA,a-curv-i4,2020-21,Everett-Everett High,00930505,         190,         133,  70.0,  15.8,  63.7,   8.4,   3.7,  12.6,   0.0,   2.6,   0.0
NA,NA,a-curv-i4,2020-21,Excel Academy Charter (District)-Excel Academy Charter School,04100205,          21,          20,  95.2,  66.7,  90.5,  52.4,   9.5,  61.9,   0.0,   4.8,   0.0
NA,NA,a-curv-i4,2020-21,Fairhaven-Fairhaven High,00940505,         300,         195,  65.0,  29.0,  56.3,   6.3,   0.0,  22.7,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Fall River-B M C Durfee High,00950505,         529,         290,  54.8,  20.8,  43.9,  27.6,   0.0,   5.5,   0.0,   1.3,   0.0
NA,NA,a-curv-i4,2020-21,Fall River-Resiliency Preparatory Academy,00950525,          48,          13,  27.1,   0.0,  20.8,   0.0,   0.0,   0.0,   0.0,   6.3,   0.0
NA,NA,a-curv-i4,2020-21,Fall River-Stone PK-12 School,00950340,           5,"","","","","","","","","",""
NA,NA,a-curv-i4,2020-21,Falmouth-Falmouth High,00960505,         323,         217,  67.2,  19.8,  63.2,  16.7,   7.4,  30.3,   5.6,   9.3,   0.0
NA,NA,a-curv-i4,2020-21,Fitchburg-Fitchburg High,00970505,         147,          99,  67.3,  44.2,  38.1,  38.1,   4.8,  37.4,   1.4,  11.6,   0.0
NA,NA,a-curv-i4,2020-21,Fitchburg-Goodrich Academy,00970510,          65,           2,   3.1,   0.0,   3.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Four Rivers Charter Public (District)-Four Rivers Charter Public School,04130505,          50,          19,  38.0,   0.0,  34.0,   0.0,   4.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Foxborough Regional Charter (District)-Foxborough Regional Charter School,04460550,          52,          43,  82.7,  32.7,  71.2,  34.6,   1.9,  44.2,   7.7,   5.8,   0.0
NA,NA,a-curv-i4,2020-21,Foxborough-Foxborough High,00990505,         309,         216,  69.9,  23.0,  54.0,  12.3,   0.3,  42.4,   3.6,   3.2,   0.0
NA,NA,a-curv-i4,2020-21,Framingham-Framingham High School,01000515,         586,         486,  82.9,  21.0,  56.1,  25.8,   1.0,  32.6,   3.2,   9.0,   0.0
NA,NA,a-curv-i4,2020-21,Francis W. Parker Charter Essential (District)-Francis W. Parker Charter Essential School,04780505,         103,          89,  86.4,   1.0,  76.7,  46.6,   0.0,   4.9,   1.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Franklin County Regional Vocational Technical-Franklin County Technical,08180605,         211,          73,  34.6,   2.8,  34.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Franklin-Franklin High,01010505,         755,         561,  74.3,   6.0,  69.7,  27.8,   5.2,  38.1,   3.4,   2.4,   0.0
NA,NA,a-curv-i4,2020-21,Freetown-Lakeville-Apponequet Regional High,06650505,         339,         199,  58.7,  20.4,  48.4,  23.9,   0.6,  32.7,   0.9,   8.3,   0.0
NA,NA,a-curv-i4,2020-21,Frontier-Frontier Regional,06700505,         180,         124,  68.9,  14.4,  60.6,  13.3,   3.9,  23.9,   0.0,   6.7,   0.0
NA,NA,a-curv-i4,2020-21,Gardner-Gardner Academy for Learning and Technology,01030515,          51,          38,  74.5,  49.0,  43.1,   7.8,   7.8,  54.9,  27.5,  70.6,   0.0
NA,NA,a-curv-i4,2020-21,Gardner-Gardner High,01030505,         163,         129,  79.1,  31.3,  75.5,  26.4,   4.9,  25.2,   0.0,  17.8,   0.0
NA,NA,a-curv-i4,2020-21,Gateway-Gateway Regional High,06720505,          83,          52,  62.7,  26.5,  42.2,  32.5,   0.0,   6.0,   0.0,   0.0,   0.0
NA,NA,a-curv-i4,2020-21,Georgetown-Georgetown High School,01050505,         170,         114,  67.1,  11.2,  64.7,   9.4,   0.0,  18.8,   0.0,   0.0,   0.0
