Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,K,01,02,03,04,05,06,07,08,09,10,11,12,All Grades,Total Students
5.161290322580645,5,a-picp-i1,2022-23,Amherst-Crocker Farm Elementary,00080009, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","", 100.0,         272
5.161290322580645,5,a-picp-i1,2022-23,Amherst-Fort River Elementary,00080020, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","", 100.0,         374
4.356129032258065,4.36,a-picp-i1,2022-23,Amherst-Pelham-Amherst Regional High,06050505,"","","","","","","","","",  85.2,  79.5,  85.5,  87.3,  84.4,         867
5.052903225806452,5,a-picp-i1,2022-23,Amherst-Pelham-Amherst Regional Middle School,06050405,"","","","","","","",  99.0,  96.8,"","","","",  97.9,         386
5.161290322580645,5,a-picp-i1,2022-23,Amherst-Wildwood Elementary,00080050, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","", 100.0,         316
3.7316129032258063,3.73,a-picp-i1,2022-23,Andover-Andover High,00090505,"","","","","","","","","",  79.8,  76.0,  54.9,  78.5,  72.3,"       1,668"
5.161290322580645,5,a-picp-i1,2022-23,Andover-Andover West Middle,00090310,"","","","","","", 100.0, 100.0, 100.0,"","","","", 100.0,         523
5.161290322580645,5,a-picp-i1,2022-23,Andover-Bancroft Elementary,00090003, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","", 100.0,         545
5.114838709677419,5,a-picp-i1,2022-23,Andover-Doherty Middle,00090305,"","","","","","",  99.3,  98.2, 100.0,"","","","",  99.1,         462
5.161290322580645,5,a-picp-i1,2022-23,Andover-Henry C Sanborn Elementary,00090010, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","", 100.0,         347
5.161290322580645,5,a-picp-i1,2022-23,Andover-High Plain Elementary,00090004, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","", 100.0,         535
5.161290322580645,5,a-picp-i1,2022-23,Andover-South Elementary,00090020, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","", 100.0,         454
5.161290322580645,5,a-picp-i1,2022-23,Andover-West Elementary,00090025, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","", 100.0,         560
5.130322580645162,5,a-picp-i1,2022-23,Andover-Wood Hill Middle School,00090350,"","","","","","",  99.0, 100.0,  99.2,"","","","",  99.4,         344
3.91741935483871,3.92,a-picp-i1,2022-23,Argosy Collegiate Charter School (District)-Argosy Collegiate Charter School,35090305,"","","","","","", 100.0, 100.0,  99.0,  31.5,  80.0,  59.6,  25.5,  75.9,         543
2.590967741935484,2.59,a-picp-i1,2022-23,Arlington-Arlington High,00100505,"","","","","","","","","",  57.4,  51.9,  40.9,  50.7,  50.2,"       1,542"
5.161290322580645,5,a-picp-i1,2022-23,Arlington-Brackett,00100010, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","", 100.0,         421
5.161290322580645,5,a-picp-i1,2022-23,Arlington-Cyrus E Dallin,00100025, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","", 100.0,         416
5.130322580645162,5,a-picp-i1,2022-23,Arlington-Gibbs School,00100305,"","","","","","",  99.4,"","","","","","",  99.4,         514
5.161290322580645,5,a-picp-i1,2022-23,Arlington-Hardy,00100030, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","", 100.0,         391
5.161290322580645,5,a-picp-i1,2022-23,Arlington-John A Bishop,00100005, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","", 100.0,         397
5.161290322580645,5,a-picp-i1,2022-23,Arlington-M Norcross Stratton,00100055, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","", 100.0,         443
5.140645161290323,5,a-picp-i1,2022-23,Arlington-Ottoson Middle,00100410,"","","","","","","", 100.0,  99.2,"","","","",  99.6,         933
5.161290322580645,5,a-picp-i1,2022-23,Arlington-Peirce,00100045, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","", 100.0,         361
5.161290322580645,5,a-picp-i1,2022-23,Arlington-Thompson,00100050, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","", 100.0,         513
5.150967741935483,5,a-picp-i1,2022-23,Ashburnham-Westminster-Briggs Elementary,06100025,  98.8, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","",  99.8,         472
5.161290322580645,5,a-picp-i1,2022-23,Ashburnham-Westminster-Meetinghouse School,06100010, 100.0, 100.0,"","","","","","","","","","","", 100.0,         163
2.141935483870968,2.14,a-picp-i1,2022-23,Ashburnham-Westminster-Oakmont Regional High School,06100505,"","","","","","","","","",  37.8,  43.9,  31.2,  53.1,  41.5,         648
5.1251612903225805,5,a-picp-i1,2022-23,Ashburnham-Westminster-Overlook Middle School,06100305,"","","","","","",  98.8,  98.9, 100.0,"","","","",  99.3,         540
5.161290322580645,5,a-picp-i1,2022-23,Ashburnham-Westminster-Westminster Elementary,06100005,"","", 100.0, 100.0, 100.0, 100.0,"","","","","","","", 100.0,         387
3.6129032258064515,3.61,a-picp-i1,2022-23,Ashland-Ashland High,00140505,"","","","","","","","","",  83.9,  73.5,  56.8,  63.7,  70.0,         859
5.140645161290323,5,a-picp-i1,2022-23,Ashland-Ashland Middle,00140405,"","","","","","",  99.5,  99.6,  99.6,"","","","",  99.6,         699
5.161290322580645,5,a-picp-i1,2022-23,Ashland-David Mindess,00140015,"","","", 100.0, 100.0, 100.0,"","","","","","","", 100.0,         650
5.150967741935483,5,a-picp-i1,2022-23,Ashland-Henry E Warren Elementary,00140010, 100.0, 100.0,  99.6,"","","","","","","","","","",  99.8,         632
1.9716129032258065,1.97,a-picp-i1,2022-23,Assabet Valley Regional Vocational Technical-Assabet Valley Vocational High School,08010605,"","","","","","","","","",  33.8,  35.1,  44.6,  39.9,  38.2,"       1,118"
5.161290322580645,5,a-picp-i1,2022-23,Athol-Royalston-Athol Community Elementary School,06150020, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","","", 100.0,         540
2.7096774193548385,2.71,a-picp-i1,2022-23,Athol-Royalston-Athol High,06150505,"","","","","","","","","",  53.1,  63.7,  44.4,  45.6,  52.5,         404
5.047741935483871,5,a-picp-i1,2022-23,Athol-Royalston-Athol-Royalston Middle School,06150305,"","","","","",  98.0,  96.5,  99.2,  97.2,"","","","",  97.8,         445
5.161290322580645,5,a-picp-i1,2022-23,Athol-Royalston-Royalston Community School,06150050, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","", 100.0,         129
4.629677419354839,4.63,a-picp-i1,2022-23,Atlantis Charter (District)-Atlantis Charter School,04910550, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,  98.2, 100.0,  35.4,  69.4,  46.0,  75.3,  89.7,"       1,296"
5.161290322580645,5,a-picp-i1,2022-23,Attleboro-A. Irvin Studley Elementary School,00160001, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","","", 100.0,         346
3.163870967741935,3.16,a-picp-i1,2022-23,Attleboro-Attleboro Community Academy,00160515,"","","","","","","","","",  50.0,  87.5,  92.3,  46.2,  61.3,          62
3.4374193548387093,3.44,a-picp-i1,2022-23,Attleboro-Attleboro High,00160505,"","","","","","","","","",  74.4,  83.2,  66.8,  35.0,  66.6,"       1,853"
4.629677419354839,4.63,a-picp-i1,2022-23,Attleboro-Attleboro Virtual Academy,00160705,"","","","","","","","","", 100.0, 100.0,  83.3,  91.7,  89.7,          39
5.150967741935483,5,a-picp-i1,2022-23,Attleboro-Cyril K. Brennan Middle School,00160315,"","","","","", 100.0, 100.0, 100.0,  99.4,"","","","",  99.8,         639
5.161290322580645,5,a-picp-i1,2022-23,Attleboro-Hill-Roberts Elementary School,00160045, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","","", 100.0,         411
5.161290322580645,5,a-picp-i1,2022-23,Attleboro-Hyman Fine Elementary School,00160040, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","","", 100.0,         457
5.150967741935483,5,a-picp-i1,2022-23,Attleboro-Peter Thacher Elementary School,00160050, 100.0,  99.0, 100.0, 100.0, 100.0,"","","","","","","","",  99.8,         442
5.161290322580645,5,a-picp-i1,2022-23,Attleboro-Robert J. Coelho Middle School,00160305,"","","","","", 100.0, 100.0, 100.0, 100.0,"","","","", 100.0,         583
5.161290322580645,5,a-picp-i1,2022-23,Attleboro-Thomas Willett Elementary School,00160035, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","","", 100.0,         374
5.150967741935483,5,a-picp-i1,2022-23,Attleboro-Wamsutta Middle School,00160320,"","","","","",  99.3, 100.0, 100.0, 100.0,"","","","",  99.8,         591
4.980645161290322,4.98,a-picp-i1,2022-23,Auburn-Auburn Middle,00170305,"","","","","","",  95.2,  96.2,  98.1,"","","","",  96.5,         652
3.5458064516129033,3.55,a-picp-i1,2022-23,Auburn-Auburn Senior High,00170505,"","","","","","","","","",  45.0,  78.3,  72.7,  79.7,  68.7,         734
5.161290322580645,5,a-picp-i1,2022-23,Auburn-Bryn Mawr,00170010, 100.0, 100.0, 100.0,"","","","","","","","","","", 100.0,         264
5.140645161290323,5,a-picp-i1,2022-23,Auburn-Pakachoag School,00170025,  98.7, 100.0, 100.0,"","","","","","","","","","",  99.6,         243
5.114838709677419,5,a-picp-i1,2022-23,Auburn-Swanson Road Intermediate School,00170030,"","","", 100.0,  98.5,  98.8,"","","","","","","",  99.1,         551
4.190967741935484,4.19,a-picp-i1,2022-23,Avon-Avon Middle High School,00180510,"","","","","","","", 100.0, 100.0,  57.4,  69.4,  59.6,  95.6,  81.2,         335
5.161290322580645,5,a-picp-i1,2022-23,Avon-Ralph D Butler,00180010, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","", 100.0,         371
4.8,4.8,a-picp-i1,2022-23,Ayer Shirley School District-Ayer Shirley Regional High School,06160505,"","","","","","","","","",  98.0,  94.9,  90.3,  87.8,  93.0,         402
5.109677419354838,5,a-picp-i1,2022-23,Ayer Shirley School District-Ayer Shirley Regional Middle School,06160305,"","","","","","",  99.2,  98.3,  99.2,"","","","",  99.0,         382
5.161290322580645,5,a-picp-i1,2022-23,Ayer Shirley School District-Lura A. White Elementary School,06160001, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","", 100.0,         336
5.161290322580645,5,a-picp-i1,2022-23,Ayer Shirley School District-Page Hilltop Elementary School,06160002, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","", 100.0,         462
5.161290322580645,5,a-picp-i1,2022-23,Barnstable-Barnstable Community Innovation School,00200012, 100.0, 100.0, 100.0, 100.0,"","","","","","","","","", 100.0,         286
2.80258064516129,2.8,a-picp-i1,2022-23,Barnstable-Barnstable High,00200505,"","","","","","","","",  73.0,  60.4,  51.1,  47.4,  36.8,  54.3,"       1,739"
5.078709677419355,5,a-picp-i1,2022-23,Barnstable-Barnstable Intermediate School,00200315,"","","","","","", 100.0,  96.9,"","","","","",  98.4,         682
5.145806451612903,5,a-picp-i1,2022-23,Barnstable-Barnstable United Elementary School,00200050,"","","","", 100.0,  99.4,"","","","","","","",  99.7,         735
5.161290322580645,5,a-picp-i1,2022-23,Barnstable-Centerville Elementary,00200010, 100.0, 100.0, 100.0, 100.0,"","","","","","","","","", 100.0,         257
5.161290322580645,5,a-picp-i1,2022-23,Barnstable-Hyannis West Elementary,00200025, 100.0, 100.0, 100.0, 100.0,"","","","","","","","","", 100.0,         334
5.161290322580645,5,a-picp-i1,2022-23,Barnstable-West Barnstable Elementary,00200005, 100.0, 100.0, 100.0, 100.0,"","","","","","","","","", 100.0,         270
5.161290322580645,5,a-picp-i1,2022-23,Barnstable-West Villages Elementary School,00200045, 100.0, 100.0, 100.0, 100.0,"","","","","","","","","", 100.0,         394
3.59741935483871,3.6,a-picp-i1,2022-23,Baystate Academy Charter Public School (District)-Baystate Academy Charter Public School,35020405,"","","","","","",  92.7,  92.5,  95.8,  96.2,   0.0,   0.0,  93.9,  69.7,         399
3.5045161290322584,3.5,a-picp-i1,2022-23,Bedford-Bedford High,00230505,"","","","","","","","","",  92.0,  66.4,  49.0,  60.5,  67.9,         837
4.95483870967742,4.95,a-picp-i1,2022-23,Bedford-John Glenn Middle,00230305,"","","","","","",  91.9,  98.0,  97.6,"","","","",  96.0,         594
3.59741935483871,3.6,a-picp-i1,2022-23,Bedford-Lt Eleazer Davis,00230010,   0.0, 100.0, 100.0,"","","","","","","","","","",  69.7,         476
5.161290322580645,5,a-picp-i1,2022-23,Bedford-Lt Job Lane School,00230012,"","","", 100.0, 100.0, 100.0,"","","","","","","", 100.0,         581
3.607741935483871,3.61,a-picp-i1,2022-23,Belchertown-Belchertown High,00240505,"","","","","","","","","",  78.2,  73.4,  70.4,  59.6,  69.9,         642
5.161290322580645,5,a-picp-i1,2022-23,Belchertown-Chestnut Hill Community School,00240006,"","","","", 100.0, 100.0, 100.0,"","","","","","", 100.0,         484
5.161290322580645,5,a-picp-i1,2022-23,Belchertown-Cold Spring,00240005, 100.0,"","","","","","","","","","","","", 100.0,         127
4.820645161290323,4.82,a-picp-i1,2022-23,Belchertown-Jabish Middle School,00240025,"","","","","","","",  94.0,  92.9,"","","","",  93.4,         350
5.161290322580645,5,a-picp-i1,2022-23,Belchertown-Swift River Elementary,00240018,"", 100.0, 100.0, 100.0,"","","","","","","","","", 100.0,         477
3.855483870967742,3.86,a-picp-i1,2022-23,Bellingham-Bellingham High School,00250505,"","","","","","","","",  97.5,  64.4,  66.0,  60.9,  86.7,  74.7,         736
5.109677419354838,5,a-picp-i1,2022-23,Bellingham-Bellingham Memorial School,00250315,"","","","", 100.0, 100.0,  97.5,  98.6,"","","","","",  99.0,         594
5.161290322580645,5,a-picp-i1,2022-23,Bellingham-Joseph F DiPietro Elementary School,00250020, 100.0, 100.0, 100.0, 100.0,"","","","","","","","","", 100.0,         300
5.161290322580645,5,a-picp-i1,2022-23,Bellingham-Keough Memorial Academy,00250510,"","","","","","","", 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,          30
5.161290322580645,5,a-picp-i1,2022-23,Bellingham-Stall Brook,00250025, 100.0, 100.0, 100.0, 100.0,"","","","","","","","","", 100.0,         245
2.9832258064516126,2.98,a-picp-i1,2022-23,Belmont-Belmont High,00260505,"","","","","","","","","",  90.6,  51.9,  42.8,  43.0,  57.8,"       1,370"
5.161290322580645,5,a-picp-i1,2022-23,Belmont-Daniel Butler,00260015, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","","", 100.0,         325
5.161290322580645,5,a-picp-i1,2022-23,Belmont-Mary Lee Burbank,00260010, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","","", 100.0,         339
5.161290322580645,5,a-picp-i1,2022-23,Belmont-Roger E Wellington,00260035, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","","", 100.0,         491
5.161290322580645,5,a-picp-i1,2022-23,Belmont-Winn Brook,00260005, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","","", 100.0,         436
5.073548387096774,5,a-picp-i1,2022-23,Belmont-Winthrop L Chenery Middle,00260305,"","","","","",  99.7,  98.0,  98.7,  96.7,"","","","",  98.3,"       1,382"
5.161290322580645,5,a-picp-i1,2022-23,Benjamin Banneker Charter Public (District)-Benjamin Banneker Charter Public School,04200205, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","", 100.0,         308
5.161290322580645,5,a-picp-i1,2022-23,Benjamin Franklin Classical Charter Public (District)-Benjamin Franklin Classical Charter Public School,04470205, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","", 100.0,         867
5.161290322580645,5,a-picp-i1,2022-23,Berkley-Berkley Community School,00270010, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","","", 100.0,         423
5.161290322580645,5,a-picp-i1,2022-23,Berkley-Berkley Middle School,00270305,"","","","","", 100.0, 100.0, 100.0, 100.0,"","","","", 100.0,         370
4.6812903225806455,4.68,a-picp-i1,2022-23,Berkshire Arts and Technology Charter Public (District)-Berkshire Arts and Technology Charter Public School,04140305,"","","","","","", 100.0, 100.0, 100.0,  98.0,  66.7,  78.8,  62.5,  90.7,         375
3.7161290322580647,3.72,a-picp-i1,2022-23,Berkshire Hills-Monument Mt Regional High,06180505,"","","","","","","","","",  89.4,  67.9,  76.2,  54.4,  72.0,         482
5.145806451612903,5,a-picp-i1,2022-23,Berkshire Hills-Muddy Brook Regional Elementary School,06180035,  98.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","","",  99.7,         319
5.0683870967741935,5,a-picp-i1,2022-23,Berkshire Hills-W.E.B. Du Bois Regional Middle School,06180310,"","","","","", 100.0,  98.8,  94.8, 100.0,"","","","",  98.2,         334
5.135483870967742,5,a-picp-i1,2022-23,Berlin-Boylston-Berlin Memorial School,06200005, 100.0, 100.0, 100.0,  96.7, 100.0, 100.0,"","","","","","","",  99.5,         204
5.161290322580645,5,a-picp-i1,2022-23,Berlin-Boylston-Boylston Elementary School,06200010, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","", 100.0,         308
3.747096774193548,3.75,a-picp-i1,2022-23,Berlin-Boylston-Tahanto Regional High,06200505,"","","","","","",  96.3,  96.5,  82.7,  66.2,  41.8,  45.6,  72.1,  72.6,         521
5.161290322580645,5,a-picp-i1,2022-23,Beverly-Ayers/Ryal Side School,00300055, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","","", 100.0,         390
3.489032258064516,3.49,a-picp-i1,2022-23,Beverly-Beverly High,00300505,"","","","","","","","","",  65.9,  84.0,  75.8,  46.4,  67.6,"       1,282"
5.099354838709678,5,a-picp-i1,2022-23,Beverly-Beverly Middle School,00300305,"","","","","",  98.0,  98.8,  99.4,  99.2,"","","","",  98.8,"       1,385"
5.130322580645162,5,a-picp-i1,2022-23,Beverly-Centerville Elementary,00300010, 100.0,  96.4, 100.0, 100.0, 100.0,"","","","","","","","",  99.4,         322
5.161290322580645,5,a-picp-i1,2022-23,Beverly-Cove Elementary,00300015, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","","", 100.0,         425
5.161290322580645,5,a-picp-i1,2022-23,Beverly-Hannah Elementary,00300033, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","","", 100.0,         322
5.161290322580645,5,a-picp-i1,2022-23,Beverly-North Beverly Elementary,00300040, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","","", 100.0,         347
3.6025806451612903,3.6,a-picp-i1,2022-23,Billerica-Billerica Memorial High School,00310505,"","","","","","","","",  69.2,  79.8,  65.9,  55.3,  77.1,  69.8,"       1,566"
5.109677419354838,5,a-picp-i1,2022-23,Billerica-Frederick J Dutile,00310007,  98.4,  98.3, 100.0,  97.9, 100.0,"","","","","","","","",  99.0,         288
5.145806451612903,5,a-picp-i1,2022-23,Billerica-Hajjar Elementary,00310026, 100.0, 100.0,  98.8, 100.0, 100.0,"","","","","","","","",  99.7,         377
5.161290322580645,5,a-picp-i1,2022-23,Billerica-John F Kennedy,00310012, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","","", 100.0,         310
4.96516129032258,4.97,a-picp-i1,2022-23,Billerica-Locke Middle,00310310,"","","","","",  93.2,  98.8,  96.6,"","","","","",  96.2,         552
4.990967741935484,4.99,a-picp-i1,2022-23,Billerica-Marshall Middle School,00310305,"","","","","",  94.5,  98.1,  97.2,"","","","","",  96.7,         612
5.150967741935483,5,a-picp-i1,2022-23,Billerica-Parker,00310015, 100.0, 100.0, 100.0,  98.8, 100.0,"","","","","","","","",  99.8,         423
5.161290322580645,5,a-picp-i1,2022-23,Billerica-Thomas Ditson,00310005, 100.0, 100.0, 100.0, 100.0, 100.0,"","","","","","","","", 100.0,         559
1.729032258064516,1.73,a-picp-i1,2022-23,Blackstone Valley Regional Vocational Technical-Blackstone Valley,08050605,"","","","","","","","","",  17.6,  14.5,  45.0,  58.2,  33.5,"       1,221"
5.161290322580645,5,a-picp-i1,2022-23,Blackstone-Millville-A F Maloney,06220015,"","","","", 100.0, 100.0,"","","","","","","", 100.0,         253
4.077419354838709,4.08,a-picp-i1,2022-23,Blackstone-Millville-Blackstone Millville RHS,06220505,"","","","","","","","","",  94.4,  75.5,  64.4,  78.6,  79.0,         386
4.841290322580645,4.84,a-picp-i1,2022-23,Blackstone-Millville-Frederick W. Hartnett Middle School,06220405,"","","","","","",  94.9,  95.3,  90.8,"","","","",  93.8,         356
5.161290322580645,5,a-picp-i1,2022-23,Blackstone-Millville-John F Kennedy Elementary,06220008,"","","", 100.0,"","","","","","","","","", 100.0,         110
5.145806451612903,5,a-picp-i1,2022-23,Blackstone-Millville-Millville Elementary,06220010, 100.0,  98.7, 100.0,"","","","","","","","","","",  99.7,         296
1.2180645161290324,1.22,a-picp-i1,2022-23,Blue Hills Regional Vocational Technical-Blue Hills Regional Vocational Technical,08060605,"","","","","","","","","",   9.1,  11.3,  30.5,  46.6,  23.6,         902
4.665806451612903,4.67,a-picp-i1,2022-23,Boston Collegiate Charter (District)-Boston Collegiate Charter School,04490305,"","","","","",  96.1,  97.1, 100.0, 100.0,  95.8,  74.0,  89.6,  67.9,  90.4,         712
0.4645161290322581,1,a-picp-i1,2022-23,Boston Day and Evening Academy Charter (District)-Boston Day and Evening Academy Charter School,04240505,"","","","","","","","","",  12.1,   3.8,   0.0,   9.1,   9.0,         399
4.118709677419354,4.12,a-picp-i1,2022-23,Boston Green Academy Horace Mann Charter School (District)-Boston Green Academy Horace Mann Charter School,04110305,"","","","","","", 100.0,  96.4,  96.8,  97.6,  96.2,  31.5,  46.9,  79.8,         461
2.6219354838709674,2.62,a-picp-i1,2022-23,Boston Preparatory Charter Public (District)-Boston Preparatory Charter Public School,04160305,"","","","","","",  75.0,  75.0,  64.3,  27.2,  35.0,  28.0,  63.0,  50.8,         691
