Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,# Enrolled,# Retained,% Retained,01,02,03,04,05,06,07,08,09,10,11,12
8.0,5,a-degr-i2,2019-20,Easthampton-Maple,00860010,         160,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
8.0,5,a-degr-i2,2019-20,Easthampton-Center School,00860005,         164,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
8.0,5,a-degr-i2,2019-20,Easthampton-Neil A Pepin,00860020,         157,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
8.0,5,a-degr-i2,2019-20,Easton-Parkview Elementary,00880015,         192,           0,   0.0,   0.0,   0.0,"","","","","","","","","",""
6.6,5,a-degr-i2,2019-20,Easton-Center School,00880003,         148,           1,   0.7,   1.6,   0.0,"","","","","","","","","",""
5.2,5,a-degr-i2,2019-20,Easton-Moreau Hall,00880020,         143,           2,   1.4,   1.3,   1.6,"","","","","","","","","",""
7.4,5,a-degr-i2,2019-20,Easton-Oliver Ames High,00880505,"       1,104",           3,   0.3,"","","","","","","","",   0.0,   0.0,   0.7,   0.4
8.0,5,a-degr-i2,2019-20,Easton-Easton Middle School,00880405,         877,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
8.0,5,a-degr-i2,2019-20,Easton-Richardson Olmsted School,00880025,         808,           0,   0.0,"","",   0.0,   0.0,   0.0,"","","","","","",""
7.4,5,a-degr-i2,2019-20,Edgartown-Edgartown Elementary,00890005,         340,           1,   0.3,   2.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","",""
7.0,5,a-degr-i2,2019-20,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District)-Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),04520505,         388,           2,   0.5,"","","","","","","","",   0.0,   1.9,   0.0,   0.0
8.0,5,a-degr-i2,2019-20,Erving-Erving Elementary,00910030,          88,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
8.0,5,a-degr-i2,2019-20,Essex North Shore Agricultural and Technical School District-Essex North Shore Agricultural and Technical School,08170505,"       1,492",           0,   0.0,"","","","","","","","",   0.0,   0.0,   0.0,   0.0
7.8,5,a-degr-i2,2019-20,Everett-Lafayette School,00930038,         899,           1,   0.1,   0.0,   0.0,   1.1,   0.0,   0.0,   0.0,   0.0,   0.0,"","","",""
8.0,5,a-degr-i2,2019-20,Everett-Parlin School,00930058,         868,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","",""
6.4,5,a-degr-i2,2019-20,Everett-George Keverian School,00930028,         829,           7,   0.8,   6.6,   0.0,   0.0,   0.0,   0.0,   0.9,   0.8,   0.0,"","","",""
7.8,5,a-degr-i2,2019-20,Everett-Madeline English School,00930018,         700,           1,   0.1,   1.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","",""
5.8,5,a-degr-i2,2019-20,Everett-Webster School,00930015,         276,           3,   1.1,   4.2,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
7.0,5,a-degr-i2,2019-20,Everett-Sumner G. Whittier School,00930010,         576,           3,   0.5,   0.0,   4.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","",""
1.2000000000000002,1.2,a-degr-i2,2019-20,Everett-Devens School,00930030,          59,           2,   3.4,"","","","","",   0.0,   0.0,"",   0.0,  16.7,"",""
4.0,4.0,a-degr-i2,2019-20,Everett-Everett High,00930505,"       1,996",          40,   2.0,"","","","","","","","",   1.0,   0.6,   2.0,   4.4
3.2,3.2,a-degr-i2,2019-20,Excel Academy Charter (District)-Excel Academy Charter School,04100205,"       1,370",          33,   2.4,"","","","",   4.5,   5.1,   3.4,   0.6,   0.0,   0.6,   1.8,   3.4
4.2,4.2,a-degr-i2,2019-20,Fairhaven-Fairhaven High,00940505,         697,          13,   1.9,"","","","","","","","",   4.9,   1.8,   0.5,   0.0
6.2,5,a-degr-i2,2019-20,Fairhaven-East Fairhaven,00940010,         331,           3,   0.9,   1.9,   1.8,   1.5,   0.0,   0.0,"","","","","","",""
7.4,5,a-degr-i2,2019-20,Fairhaven-Leroy Wood,00940030,         392,           1,   0.3,   1.4,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
7.6,5,a-degr-i2,2019-20,Fairhaven-Hastings Middle,00940305,         459,           1,   0.2,"","","","","",   0.0,   0.0,   0.6,"","","",""
0.7999999999999998,1,a-degr-i2,2019-20,Fall River-Stone PK-12 School,00950340,          56,           2,   3.6,"","","","","","",   9.1,   0.0,   0.0,   0.0,"",""
-12.600000000000001,1,a-degr-i2,2019-20,Fall River-Resiliency Preparatory Academy,00950525,         214,          22,  10.3,"","","","","","",  50.0,  11.5,   3.7,  10.5,   1.6,  11.4
2.0,2.0,a-degr-i2,2019-20,Fall River-B M C Durfee High,00950505,"       2,147",          64,   3.0,"","","","","","","","",   0.7,   4.4,   3.6,   3.3
6.2,5,a-degr-i2,2019-20,Fall River-Matthew J Kuss Middle,00950320,         742,           7,   0.9,"","","","","",   0.4,   1.5,   0.9,"","","",""
6.8,5,a-degr-i2,2019-20,Fall River-Morton Middle,00950315,         625,           4,   0.6,"","","","","",   0.5,   0.5,   1.0,"","","",""
6.8,5,a-degr-i2,2019-20,Fall River-Talbot Innovation School,00950305,         536,           3,   0.6,"","","","","",   1.1,   0.6,   0.0,"","","",""
7.2,5,a-degr-i2,2019-20,Fall River-Samuel Watson,00950145,         233,           1,   0.4,   2.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
7.2,5,a-degr-i2,2019-20,Fall River-James Tansey,00950140,         251,           1,   0.4,   2.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
7.2,5,a-degr-i2,2019-20,Fall River-Spencer Borden,00950130,         449,           2,   0.4,   1.2,   1.0,   0.0,   0.0,   0.0,"","","","","","",""
7.6,5,a-degr-i2,2019-20,Fall River-William S Greene,00950065,         570,           1,   0.2,   0.0,   0.9,   0.0,   0.0,   0.0,"","","","","","",""
7.6,5,a-degr-i2,2019-20,Fall River-John J Doran,00950045,         421,           1,   0.2,   1.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","",""
4.8,4.8,a-degr-i2,2019-20,Fall River-Henry Lord Community School,00950017,         642,          10,   1.6,   6.0,   2.4,   1.1,   0.0,   1.2,   1.1,   0.0,   0.0,"","","",""
7.6,5,a-degr-i2,2019-20,Fall River-Letourneau Elementary School,00950013,         474,           1,   0.2,   0.0,   0.0,   0.0,   0.0,   1.2,"","","","","","",""
7.6,5,a-degr-i2,2019-20,Fall River-Mary Fonseca Elementary School,00950011,         552,           1,   0.2,   1.1,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
7.0,5,a-degr-i2,2019-20,Fall River-Carlton M. Viveiros Elementary School,00950009,         614,           3,   0.5,   1.7,   0.0,   0.0,   0.0,   0.8,"","","","","","",""
7.6,5,a-degr-i2,2019-20,Fall River-North End Elementary,00950005,         582,           1,   0.2,   0.0,   0.0,   0.9,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2019-20,Falmouth-Teaticket,00960015,         191,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
8.0,5,a-degr-i2,2019-20,Falmouth-Mullen-Hall,00960020,         359,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
8.0,5,a-degr-i2,2019-20,Falmouth-North Falmouth Elementary,00960030,         264,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
8.0,5,a-degr-i2,2019-20,Falmouth-Morse Pond School,00960305,         549,           0,   0.0,"","","","",   0.0,   0.0,"","","","","",""
8.0,5,a-degr-i2,2019-20,Falmouth-Lawrence,00960405,         522,           0,   0.0,"","","","","","",   0.0,   0.0,"","","",""
-4.0,1,a-degr-i2,2019-20,Falmouth-Falmouth High,00960505,         839,          50,   6.0,"","","","","","","","",  11.5,   7.6,   2.1,   0.5
8.0,5,a-degr-i2,2019-20,Falmouth-East Falmouth Elementary,00960005,         183,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
5.0,5.0,a-degr-i2,2019-20,Farmington River Reg-Farmington River Elementary,06620020,          68,           1,   1.5,   8.3,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
8.0,5,a-degr-i2,2019-20,Fitchburg-Crocker Elementary,00970016,         475,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
7.6,5,a-degr-i2,2019-20,Fitchburg-Reingold Elementary,00970043,         487,           1,   0.2,   0.7,   0.0,   0.0,   0.0,"","","","","","","",""
8.0,5,a-degr-i2,2019-20,Fitchburg-Memorial Middle School,00970048,         694,           0,   0.0,"","","","",   0.0,   0.0,   0.0,   0.0,"","","",""
7.2,5,a-degr-i2,2019-20,Fitchburg-South Street Elementary,00970060,         458,           2,   0.4,   0.0,   1.9,   0.0,   0.0,"","","","","","","",""
7.0,5,a-degr-i2,2019-20,Fitchburg-Arthur M Longsjo Middle School,00970315,         657,           3,   0.5,"","","","",   0.0,   0.0,   2.0,   0.0,"","","",""
7.6,5,a-degr-i2,2019-20,Fitchburg-McKay Arts Academy,00970340,         590,           1,   0.2,   0.0,   0.0,   0.0,   0.0,   0.0,   1.4,   0.0,   0.0,"","","",""
-18.8,1,a-degr-i2,2019-20,Fitchburg-Goodrich Academy,00970510,         186,          25,  13.4,"","","","","","","","","",   8.7,   8.2,  15.3
7.0,5,a-degr-i2,2019-20,Fitchburg-Fitchburg High,00970505,"       1,187",           6,   0.5,"","","","","","","","",   0.3,   0.0,   1.0,   0.8
2.0,2.0,a-degr-i2,2019-20,Florida-Abbott Memorial,00980005,          66,           2,   3.0,  22.2,"",   0.0,   0.0,"",   0.0,   0.0,   0.0,"","","",""
7.0,5,a-degr-i2,2019-20,Four Rivers Charter Public (District)-Four Rivers Charter Public School,04130505,         217,           1,   0.5,"","","","","","",   0.0,   0.0,   0.0,   0.0,   0.0,   2.8
8.0,5,a-degr-i2,2019-20,Foxborough-Charles Taylor Elementary,00990050,         185,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
7.4,5,a-degr-i2,2019-20,Foxborough-Vincent M Igo Elementary,00990020,         295,           1,   0.3,   0.0,   1.3,   0.0,   0.0,"","","","","","","",""
8.0,5,a-degr-i2,2019-20,Foxborough-Mabelle M Burrell,00990015,         190,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
8.0,5,a-degr-i2,2019-20,Foxborough-John J Ahern,00990405,         822,           0,   0.0,"","","","",   0.0,   0.0,   0.0,   0.0,"","","",""
7.8,5,a-degr-i2,2019-20,Foxborough-Foxborough High,00990505,         781,           1,   0.1,"","","","","","","","",   0.0,   0.0,   0.0,   0.5
7.0,5,a-degr-i2,2019-20,Foxborough Regional Charter (District)-Foxborough Regional Charter School,04460550,"       1,513",           7,   0.5,   0.0,   0.7,   0.0,   0.0,   0.7,   0.7,   0.0,   2.0,   1.0,   0.0,   0.0,   0.0
8.0,5,a-degr-i2,2019-20,Framingham-Woodrow Wilson,01000055,         476,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
-2.0,1,a-degr-i2,2019-20,Framingham-Framingham High School,01000515,"       2,311",         115,   5.0,"","","","","","","","",   7.9,   4.1,   4.9,   2.0
8.0,5,a-degr-i2,2019-20,Framingham-Walsh Middle,01000310,         765,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
8.0,5,a-degr-i2,2019-20,Framingham-Fuller Middle,01000305,         625,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
7.6,5,a-degr-i2,2019-20,Framingham-Cameron Middle School,01000302,         600,           1,   0.2,"","","","","",   0.0,   0.5,   0.0,"","","",""
7.6,5,a-degr-i2,2019-20,Framingham-Miriam F McCarthy School,01000050,         437,           1,   0.2,   0.0,   0.0,   0.0,   0.0,   1.0,"","","","","","",""
7.4,5,a-degr-i2,2019-20,Framingham-Mary E Stapleton Elementary,01000045,         286,           1,   0.3,   1.5,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2019-20,Framingham-Potter Road,01000039,         437,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2019-20,Framingham-Barbieri Elementary,01000035,         572,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
7.6,5,a-degr-i2,2019-20,Framingham-Hemenway,01000015,         457,           1,   0.2,   1.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2019-20,Framingham-Charlotte A Dunning,01000007,         373,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
7.4,5,a-degr-i2,2019-20,Framingham-Brophy,01000006,         390,           1,   0.3,   1.1,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2019-20,Framingham-King Elementary School,01000005,         354,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
7.0,5,a-degr-i2,2019-20,Francis W. Parker Charter Essential (District)-Francis W. Parker Charter Essential School,04780505,         397,           2,   0.5,"","","","","","",   0.0,   0.0,   0.0,   1.5,   1.7,   0.0
8.0,5,a-degr-i2,2019-20,Franklin-J F Kennedy Memorial,01010013,         315,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2019-20,Franklin-Helen Keller Elementary,01010012,         300,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
6.6,5,a-degr-i2,2019-20,Franklin-Franklin High,01010505,"       1,743",          12,   0.7,"","","","","","","","",   1.8,   0.5,   0.4,   0.0
8.0,5,a-degr-i2,2019-20,Franklin-Jefferson Elementary,01010010,         307,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2019-20,Franklin-Oak Street Elementary,01010030,         299,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2019-20,Franklin-Horace Mann,01010405,         450,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
7.0,5,a-degr-i2,2019-20,Franklin-Remington Middle,01010310,         401,           2,   0.5,"","","","","",   0.8,   0.0,   0.7,"","","",""
8.0,5,a-degr-i2,2019-20,Franklin-Annie Sullivan Middle School,01010040,         382,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
8.0,5,a-degr-i2,2019-20,Franklin-Davis Thayer,01010035,         186,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2019-20,Franklin-Parmenter,01010032,         282,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
5.2,5,a-degr-i2,2019-20,Franklin County Regional Vocational Technical-Franklin County Technical,08180605,         505,           7,   1.4,"","","","","","","","",   3.9,   0.7,   0.0,   0.0
7.6,5,a-degr-i2,2019-20,Freetown-Lakeville-George R Austin Intermediate School,06650015,         436,           1,   0.2,"","","",   0.4,   0.0,"","","","","","",""
7.4,5,a-degr-i2,2019-20,Freetown-Lakeville-Assawompset Elementary School,06650002,         361,           1,   0.3,   0.8,   0.0,   0.0,"","","","","","","","",""
5.4,5,a-degr-i2,2019-20,Freetown-Lakeville-Freetown-Lakeville Middle School,06650305,         744,          10,   1.3,"","","","","",   2.2,   1.2,   0.8,"","","",""
6.6,5,a-degr-i2,2019-20,Freetown-Lakeville-Freetown Elementary School,06650001,         283,           2,   0.7,   2.2,   0.0,   0.0,"","","","","","","","",""
4.4,4.4,a-degr-i2,2019-20,Freetown-Lakeville-Apponequet Regional High,06650505,         732,          13,   1.8,"","","","","","","","",   2.1,   1.9,   1.4,   1.7
6.8,5,a-degr-i2,2019-20,Frontier-Frontier Regional,06700505,         648,           4,   0.6,"","","","","","",   0.0,   0.0,   1.0,   2.0,   0.0,   1.0
-57.0,1,a-degr-i2,2019-20,Gardner-Gardner Academy for Learning and Technology,01030515,         126,          41,  32.5,"","","","","","","","",  44.1,  30.0,  57.1,  13.0
6.8,5,a-degr-i2,2019-20,Gardner-Waterford Street,01030020,         160,           1,   0.6,   0.6,"","","","","","","","","","",""
7.2,5,a-degr-i2,2019-20,Gardner-Elm Street School,01030001,         534,           2,   0.4,"",   1.1,   0.0,   0.0,"","","","","","","",""
0.5999999999999996,1,a-degr-i2,2019-20,Gardner-Gardner High,01030505,         684,          25,   3.7,"","","","","","","",   0.0,  14.5,   1.9,   0.8,   1.7
8.0,5,a-degr-i2,2019-20,Gardner-Gardner Middle School,01030405,         586,           0,   0.0,"","","","",   0.0,   0.0,   0.0,"","","","",""
5.8,5,a-degr-i2,2019-20,Gateway-Chester Elementary,06720059,          91,           1,   1.1,   0.0,   0.0,   8.3,   0.0,   0.0,"","","","","","",""
-7.0,1,a-degr-i2,2019-20,Gateway-Gateway Regional High,06720505,         199,          15,   7.5,"","","","","","","","",  11.3,   8.1,   9.8,   0.0
7.0,5,a-degr-i2,2019-20,Gateway-Gateway Regional Middle School,06720405,         194,           1,   0.5,"","","","","",   0.0,   0.0,   1.5,"","","",""
7.2,5,a-degr-i2,2019-20,Gateway-Littleville Elementary School,06720143,         232,           1,   0.4,   0.0,   1.8,   0.0,   0.0,   0.0,"","","","","","",""
7.4,5,a-degr-i2,2019-20,Georgetown-Georgetown High School,01050505,         378,           1,   0.3,"","","","","","","","",   0.0,   1.0,   0.0,   0.0
8.0,5,a-degr-i2,2019-20,Georgetown-Georgetown Middle School,01050305,         184,           0,   0.0,"","","","","","",   0.0,   0.0,"","","",""
7.6,5,a-degr-i2,2019-20,Georgetown-Penn Brook,01050010,         616,           1,   0.2,   0.9,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
7.0,5,a-degr-i2,2019-20,Gill-Montague-Turners Fall High,06740505,         194,           1,   0.5,"","","","","","","","",   2.3,   0.0,   0.0,   0.0
7.2,5,a-degr-i2,2019-20,Gill-Montague-Great Falls Middle,06740310,         224,           1,   0.4,"","","","","",   0.0,   1.3,   0.0,"","","",""
8.0,5,a-degr-i2,2019-20,Gill-Montague-Sheffield Elementary School,06740050,         216,           0,   0.0,"",   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2019-20,Gill-Montague-Hillcrest Elementary School,06740015,          64,           0,   0.0,   0.0,"","","","","","","","","","",""
8.0,5,a-degr-i2,2019-20,Gill-Montague-Gill Elementary,06740005,         120,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
7.6,5,a-degr-i2,2019-20,Global Learning Charter Public (District)-Global Learning Charter Public School,04960305,         507,           1,   0.2,"","","","",   0.0,   1.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
8.0,5,a-degr-i2,2019-20,Gloucester-Veterans Memorial,01070045,         168,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2019-20,Gloucester-Ralph B O'Maley Middle,01070305,         657,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
-10.399999999999999,1,a-degr-i2,2019-20,Gloucester-Gloucester High,01070505,         763,          70,   9.2,"","","","","","","","",  17.0,   9.6,   3.3,   3.4
7.2,5,a-degr-i2,2019-20,Gloucester-Beeman Memorial,01070010,         273,           1,   0.4,   1.7,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2019-20,Gloucester-East Gloucester Elementary,01070020,         168,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2019-20,Gloucester-Plum Cove School,01070042,         172,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2019-20,Gloucester-West Parish,01070050,         303,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2019-20,Grafton-South Grafton Elementary,01100005,         100,           0,   0.0,   0.0,"","","","","","","","","","",""
8.0,5,a-degr-i2,2019-20,Grafton-Millbury Street Elementary School,01100200,         681,           0,   0.0,"",   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
7.6,5,a-degr-i2,2019-20,Grafton-North Street Elementary School,01100030,         565,           1,   0.2,"",   0.0,   0.0,   0.0,   0.7,   0.0,"","","","","",""
8.0,5,a-degr-i2,2019-20,Grafton-North Grafton Elementary,01100025,         103,           0,   0.0,   0.0,"","","","","","","","","","",""
7.6,5,a-degr-i2,2019-20,Grafton-Grafton Middle,01100305,         530,           1,   0.2,"","","","","","",   0.0,   0.4,"","","",""
6.6,5,a-degr-i2,2019-20,Grafton-Grafton High School,01100505,         868,           6,   0.7,"","","","","","","","",   1.7,   0.8,   0.0,   0.0
8.0,5,a-degr-i2,2019-20,Granby-East Meadow,01110004,         318,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
7.4,5,a-degr-i2,2019-20,Granby-Granby Jr Sr High School,01110505,         341,           1,   0.3,"","","","","","",   0.0,   0.0,   1.7,   0.0,   0.0,   0.0
7.0,5,a-degr-i2,2019-20,Greater Fall River Regional Vocational Technical-Diman Regional Vocational Technical High,08210605,"       1,433",           7,   0.5,"","","","","","","","",   0.5,   1.1,   0.3,   0.0
7.2,5,a-degr-i2,2019-20,Greater Lawrence Regional Vocational Technical-Gr Lawrence Regional Vocational Technical,08230605,"       1,591",           7,   0.4,"","","","","","","","",   0.2,   0.7,   0.5,   0.3
6.8,5,a-degr-i2,2019-20,Greater Lowell Regional Vocational Technical-Gr Lowell Regional Vocational Technical,08280605,"       2,258",          14,   0.6,"","","","","","","","",   0.7,   0.5,   0.5,   0.8
6.0,5,a-degr-i2,2019-20,Greater New Bedford Regional Vocational Technical-Gr New Bedford Vocational Technical,08250605,"       2,124",          22,   1.0,"","","","","","","","",   1.1,   1.5,   1.0,   0.6
-0.5999999999999996,1,a-degr-i2,2019-20,Greenfield-Greenfield High,01140505,         484,          21,   4.3,"","","","","","","",   2.5,   8.7,   6.0,   2.5,   0.0
4.6,4.6,a-degr-i2,2019-20,Greenfield-Newton School,01140035,         173,           3,   1.7,   4.1,   2.4,   0.0,   0.0,"","","","","","","",""
7.4,5,a-degr-i2,2019-20,Greenfield-Greenfield Middle,01140305,         381,           1,   0.3,"","","","",   0.0,   0.0,   0.8,"","","","",""
6.0,5,a-degr-i2,2019-20,Greenfield-Federal Street School,01140010,         198,           2,   1.0,   2.2,   1.9,   0.0,   0.0,"","","","","","","",""
6.0,5,a-degr-i2,2019-20,Greenfield-Discovery School at Four Corners,01140025,         200,           2,   1.0,   4.4,   0.0,   0.0,   0.0,"","","","","","","",""
-21.6,1,a-degr-i2,2019-20,Greenfield Commonwealth Virtual District-Greenfield Commonwealth Virtual School,39010900,         648,          96,  14.8,   5.3,   0.0,   0.0,   3.8,  14.7,   6.8,   5.0,  10.5,  35.5,  20.8,  15.4,  12.5
8.0,5,a-degr-i2,2019-20,Groton-Dunstable-Florence Roche School,06730010,         433,           0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","","",""
7.2,5,a-degr-i2,2019-20,Groton-Dunstable-Swallow/Union School,06730005,         232,           1,   0.4,   1.6,   0.0,   0.0,   0.0,"","","","","","","",""
7.2,5,a-degr-i2,2019-20,Groton-Dunstable-Groton Dunstable Regional,06730505,         721,           3,   0.4,"","","","","","","","",   1.2,   0.0,   0.0,   0.5
8.0,5,a-degr-i2,2019-20,Groton-Dunstable-Groton Dunstable Regional Middle,06730305,         755,           0,   0.0,"","","","",   0.0,   0.0,   0.0,   0.0,"","","",""
4.8,4.8,a-degr-i2,2019-20,Hadley-Hopkins Academy,01170505,         248,           4,   1.6,"","","","","","",   2.0,   0.0,   2.6,   0.0,   0.0,   6.5
8.0,5,a-degr-i2,2019-20,Hadley-Hadley Elementary,01170015,         216,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
7.6,5,a-degr-i2,2019-20,Halifax-Halifax Elementary,01180005,         522,           1,   0.2,   1.2,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","",""
8.0,5,a-degr-i2,2019-20,Hamilton-Wenham-Hamilton-Wenham Regional High,06750505,         551,           0,   0.0,"","","","","","","","",   0.0,   0.0,   0.0,   0.0
8.0,5,a-degr-i2,2019-20,Hamilton-Wenham-Miles River Middle,06750310,         418,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
7.2,5,a-degr-i2,2019-20,Hamilton-Wenham-Winthrop School,06750015,         229,           1,   0.4,   2.2,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2019-20,Hamilton-Wenham-Cutler School,06750010,         240,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2019-20,Hamilton-Wenham-Bessie Buker Elementary,06750007,         214,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
3.4000000000000004,3.4,a-degr-i2,2019-20,Hampden Charter School of Science East (District)-Hampden Charter School of Science East,04990305,         524,          12,   2.3,"","","","","",   2.2,   4.3,   2.4,   4.8,   0.0,   0.0,   0.0
-2.0,1,a-degr-i2,2019-20,Hampden Charter School of Science West (District)-Hampden Charter School of Science West,35160305,         262,          13,   5.0,"","","","","",   4.5,   7.5,   7.0,   2.3,   0.0,"",""
8.0,5,a-degr-i2,2019-20,Hampden-Wilbraham-Soule Road,06800030,         320,           0,   0.0,"","","",   0.0,   0.0,"","","","","","",""
8.0,5,a-degr-i2,2019-20,Hampden-Wilbraham-Stony Hill School,06800050,         324,           0,   0.0,"",   0.0,   0.0,"","","","","","","","",""
8.0,5,a-degr-i2,2019-20,Hampden-Wilbraham-Wilbraham Middle,06800310,         624,           0,   0.0,"","","","","",   0.0,   0.0,   0.0,"","","",""
6.8,5,a-degr-i2,2019-20,Hampden-Wilbraham-Minnechaug Regional High,06800505,"       1,049",           6,   0.6,"","","","","","","","",   1.6,   0.4,   0.0,   0.4
8.0,5,a-degr-i2,2019-20,Hampden-Wilbraham-Green Meadows Elementary,06800005,         249,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","",""
5.4,5,a-degr-i2,2019-20,Hampden-Wilbraham-Mile Tree Elementary,06800025,         152,           2,   1.3,   1.3,"","","","","","","","","","",""
5.8,5,a-degr-i2,2019-20,Hampshire-Hampshire Regional High,06830505,         728,           8,   1.1,"","","","","","",   0.0,   0.7,   1.9,   1.5,   1.9,   0.8
8.0,5,a-degr-i2,2019-20,Hancock-Hancock Elementary,01210005,          28,           0,   0.0,"","","","",   0.0,"","","","","","",""
7.6,5,a-degr-i2,2019-20,Hanover-Center Elementary,01220005,         571,           1,   0.2,"",   0.6,   0.0,   0.0,"","","","","","","",""
8.0,5,a-degr-i2,2019-20,Hanover-Hanover Middle,01220305,         831,           0,   0.0,"","","","",   0.0,   0.0,   0.0,   0.0,"","","",""
5.0,5.0,a-degr-i2,2019-20,Hanover-Cedar Elementary,01220004,         200,           3,   1.5,   1.5,"","","","","","","","","","",""
6.6,5,a-degr-i2,2019-20,Hanover-Hanover High,01220505,         766,           5,   0.7,"","","","","","","","",   0.0,   0.0,   0.5,   2.1
8.0,5,a-degr-i2,2019-20,Harvard-Hildreth Elementary School,01250005,         354,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,"","","","","","",""
