Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,# Grade Nine Students,# Passing All Courses,% Passing All Courses
1.6336842105263156,1.63,a-ovpe-i1,2020-21,Brockton-Brockton High,00440505,"       1,045",         405,  38.8
NA,NA,a-ovpe-i1,2020-21,Brockton-Edison Academy,00440520,           1,"",""
NA,NA,a-ovpe-i1,2020-21,Brockton-Frederick Douglass Academy,00440080,           6,           0,    .0
1.0526315789473684,1.05,a-ovpe-i1,2020-21,Brockton-Huntington Therapeutic Day School,00440400,           8,           2,  25.0
3.6294736842105264,3.63,a-ovpe-i1,2020-21,Brooke Charter School (District)-Brooke Charter School,04280305,         145,         125,  86.2
3.9494736842105262,3.95,a-ovpe-i1,2020-21,Brookline-Brookline High,00460505,         513,         481,  93.8
3.886315789473684,3.89,a-ovpe-i1,2020-21,Burlington-Burlington High,00480505,         208,         192,  92.3
3.376842105263158,3.38,a-ovpe-i1,2020-21,Cambridge-Cambridge Rindge and Latin,00490506,         429,         344,  80.2
3.642105263157895,3.64,a-ovpe-i1,2020-21,Canton-Canton High,00500505,         215,         186,  86.5
3.1452631578947368,3.15,a-ovpe-i1,2020-21,Cape Cod Regional Vocational Technical-Cape Cod Region Vocational Technical,08150605,         178,         133,  74.7
3.04,3.04,a-ovpe-i1,2020-21,Carver-Carver Middle/High School,00520405,         108,          78,  72.2
3.2252631578947364,3.23,a-ovpe-i1,2020-21,Central Berkshire-Wahconah Regional High,06350505,         145,         111,  76.6
3.8610526315789473,3.86,a-ovpe-i1,2020-21,Chelmsford-Chelmsford High,00560505,         361,         331,  91.7
1.823157894736842,1.82,a-ovpe-i1,2020-21,Chelsea-Chelsea High,00570505,         453,         196,  43.3
0.3831578947368421,1,a-ovpe-i1,2020-21,Chicopee-Chicopee Academy,00610021,          11,           1,   9.1
2.8,2.8,a-ovpe-i1,2020-21,Chicopee-Chicopee Comprehensive High School,00610510,         322,         214,  66.5
2.265263157894737,2.27,a-ovpe-i1,2020-21,Chicopee-Chicopee High,00610505,         212,         114,  53.8
0.9852631578947367,1,a-ovpe-i1,2020-21,City on a Hill Charter Public School Circuit Street (District)-City on a Hill Charter Public School Circuit Street,04370505,          64,          15,  23.4
3.4484210526315793,3.45,a-ovpe-i1,2020-21,Clinton-Clinton Senior High,00640505,         138,         113,  81.9
2.349473684210526,2.35,a-ovpe-i1,2020-21,Codman Academy Charter Public (District)-Codman Academy Charter Public School,04380505,          43,          24,  55.8
4.0884210526315785,4.09,a-ovpe-i1,2020-21,Cohasset-Cohasset High School,00650505,         104,         101,  97.1
2.037894736842105,2.04,a-ovpe-i1,2020-21,Collegiate Charter School of Lowell (District)-Collegiate Charter School of Lowell,35030205,          31,          15,  48.4
3.5326315789473686,3.53,a-ovpe-i1,2020-21,Community Charter School of Cambridge (District)-Community Charter School of Cambridge,04360305,          56,          47,  83.9
4.08421052631579,4.08,a-ovpe-i1,2020-21,Concord-Carlisle-Concord Carlisle High,06400505,         337,         327,  97.0
3.3642105263157895,3.36,a-ovpe-i1,2020-21,Danvers-Danvers High,00710505,         219,         175,  79.9
3.2421052631578946,3.24,a-ovpe-i1,2020-21,Dartmouth-Dartmouth High,00720505,         265,         204,  77.0
3.545263157894737,3.55,a-ovpe-i1,2020-21,Dedham-Dedham High,00730505,         165,         139,  84.2
2.7957894736842106,2.8,a-ovpe-i1,2020-21,Dennis-Yarmouth-Dennis-Yarmouth Regional High,06450505,         149,          99,  66.4
3.141052631578947,3.14,a-ovpe-i1,2020-21,Dighton-Rehoboth-Dighton-Rehoboth Regional High School,06500505,         181,         135,  74.6
3.6884210526315786,3.69,a-ovpe-i1,2020-21,Douglas-Douglas High School,00770505,          89,          78,  87.6
4.16421052631579,4.16,a-ovpe-i1,2020-21,Dover-Sherborn-Dover-Sherborn Regional High,06550505,         177,         175,  98.9
3.031578947368421,3.03,a-ovpe-i1,2020-21,Dracut-Dracut Senior High,00790505,         218,         157,  72.0
3.111578947368421,3.11,a-ovpe-i1,2020-21,Dudley-Charlton Reg-Shepherd Hill Regional High,06580505,         264,         195,  73.9
3.9326315789473685,3.93,a-ovpe-i1,2020-21,Duxbury-Duxbury High,00820505,         242,         226,  93.4
3.4484210526315793,3.45,a-ovpe-i1,2020-21,East Bridgewater-East Bridgewater JR./SR. High School,00830505,         144,         118,  81.9
3.68,3.68,a-ovpe-i1,2020-21,East Longmeadow-East Longmeadow High,00870505,         207,         181,  87.4
3.4652631578947366,3.47,a-ovpe-i1,2020-21,Easthampton-Easthampton High,00860505,          96,          79,  82.3
3.8821052631578947,3.88,a-ovpe-i1,2020-21,Easton-Oliver Ames High,00880505,         269,         248,  92.2
2.3621052631578947,2.36,a-ovpe-i1,2020-21,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District)-Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),04520505,         107,          60,  56.1
3.7978947368421054,3.8,a-ovpe-i1,2020-21,Essex North Shore Agricultural and Technical School District-Essex North Shore Agricultural and Technical School,08170505,         427,         385,  90.2
3.5073684210526315,3.51,a-ovpe-i1,2020-21,Everett-Devens School,00930030,           6,           5,  83.3
2.804210526315789,2.8,a-ovpe-i1,2020-21,Everett-Everett High,00930505,         583,         388,  66.6
4.008421052631579,4.01,a-ovpe-i1,2020-21,Excel Academy Charter (District)-Excel Academy Charter School,04100205,         187,         178,  95.2
3.528421052631579,3.53,a-ovpe-i1,2020-21,Fairhaven-Fairhaven High,00940505,         148,         124,  83.8
1.9242105263157896,1.92,a-ovpe-i1,2020-21,Fall River-B M C Durfee High,00950505,         536,         245,  45.7
0.13894736842105262,1,a-ovpe-i1,2020-21,Fall River-Resiliency Preparatory Academy,00950525,          30,           1,   3.3
4.2105263157894735,4.21,a-ovpe-i1,2020-21,Fall River-Stone PK-12 School,00950340,          10,          10, 100.0
3.014736842105263,3.01,a-ovpe-i1,2020-21,Falmouth-Falmouth High,00960505,         197,         141,  71.6
2.5642105263157893,2.56,a-ovpe-i1,2020-21,Fitchburg-Fitchburg High,00970505,         335,         204,  60.9
2.4042105263157896,2.4,a-ovpe-i1,2020-21,Fitchburg-Goodrich Academy,00970510,           7,           4,  57.1
2.648421052631579,2.65,a-ovpe-i1,2020-21,Four Rivers Charter Public (District)-Four Rivers Charter Public School,04130505,          35,          22,  62.9
3.5073684210526315,3.51,a-ovpe-i1,2020-21,Foxborough Regional Charter (District)-Foxborough Regional Charter School,04460550,         114,          95,  83.3
3.663157894736842,3.66,a-ovpe-i1,2020-21,Foxborough-Foxborough High,00990505,         193,         168,  87.0
3.111578947368421,3.11,a-ovpe-i1,2020-21,Framingham-Framingham High School,01000515,         671,         496,  73.9
4.2105263157894735,4.21,a-ovpe-i1,2020-21,Francis W. Parker Charter Essential (District)-Francis W. Parker Charter Essential School,04780505,          63,          63, 100.0
3.8400000000000003,3.84,a-ovpe-i1,2020-21,Franklin County Regional Vocational Technical-Franklin County Technical,08180605,         170,         155,  91.2
3.9663157894736845,3.97,a-ovpe-i1,2020-21,Franklin-Franklin High,01010505,         417,         393,  94.2
3.423157894736842,3.42,a-ovpe-i1,2020-21,Freetown-Lakeville-Apponequet Regional High,06650505,         198,         161,  81.3
NA,NA,a-ovpe-i1,2020-21,Freetown-Lakeville-Freetown-Lakeville Middle School,06650305,           1,"",""
3.6378947368421053,3.64,a-ovpe-i1,2020-21,Frontier-Frontier Regional,06700505,         103,          89,  86.4
0.9010526315789473,1,a-ovpe-i1,2020-21,Gardner-Gardner Academy for Learning and Technology,01030515,          14,           3,  21.4
2.909473684210526,2.91,a-ovpe-i1,2020-21,Gardner-Gardner High,01030505,         162,         112,  69.1
3.3010526315789477,3.3,a-ovpe-i1,2020-21,Gateway-Gateway Regional High,06720505,          51,          40,  78.4
3.76,3.76,a-ovpe-i1,2020-21,Georgetown-Georgetown High School,01050505,          75,          67,  89.3
3.1199999999999997,3.12,a-ovpe-i1,2020-21,Gill-Montague-Turners Fall High,06740505,          54,          40,  74.1
3.2378947368421054,3.24,a-ovpe-i1,2020-21,Global Learning Charter Public (District)-Global Learning Charter Public School,04960305,          39,          30,  76.9
2.5473684210526315,2.55,a-ovpe-i1,2020-21,Gloucester-Gloucester High,01070505,         256,         155,  60.5
3.8989473684210525,3.9,a-ovpe-i1,2020-21,Grafton-Grafton High School,01100505,         215,         199,  92.6
3.423157894736842,3.42,a-ovpe-i1,2020-21,Granby-Granby Jr Sr High School,01110505,          48,          39,  81.3
3.789473684210526,3.79,a-ovpe-i1,2020-21,Greater Fall River Regional Vocational Technical-Diman Regional Vocational Technical High,08210605,         370,         333,  90.0
2.614736842105263,2.61,a-ovpe-i1,2020-21,Greater Lawrence Regional Vocational Technical-Gr Lawrence Regional Vocational Technical,08230605,         422,         262,  62.1
3.414736842105263,3.41,a-ovpe-i1,2020-21,Greater Lowell Regional Vocational Technical-Gr Lowell Regional Vocational Technical,08280605,         598,         485,  81.1
3.8021052631578947,3.8,a-ovpe-i1,2020-21,Greater New Bedford Regional Vocational Technical-Gr New Bedford Vocational Technical,08250605,         567,         512,  90.3
1.625263157894737,1.63,a-ovpe-i1,2020-21,Greenfield Commonwealth Virtual District-Greenfield Commonwealth Virtual School,39010900,         145,          56,  38.6
2.0842105263157893,2.08,a-ovpe-i1,2020-21,Greenfield-Greenfield High,01140505,          95,          47,  49.5
3.9663157894736845,3.97,a-ovpe-i1,2020-21,Groton-Dunstable-Groton Dunstable Regional,06730505,         173,         163,  94.2
3.2842105263157895,3.28,a-ovpe-i1,2020-21,Hadley-Hopkins Academy,01170505,          50,          39,  78.0
4.071578947368421,4.07,a-ovpe-i1,2020-21,Hamilton-Wenham-Hamilton-Wenham Regional High,06750505,         123,         119,  96.7
3.3263157894736843,3.33,a-ovpe-i1,2020-21,Hampden Charter School of Science East (District)-Hampden Charter School of Science East,04990305,          81,          64,  79.0
3.709473684210526,3.71,a-ovpe-i1,2020-21,Hampden Charter School of Science West (District)-Hampden Charter School of Science West,35160305,          59,          52,  88.1
3.376842105263158,3.38,a-ovpe-i1,2020-21,Hampden-Wilbraham-Minnechaug Regional High,06800505,         257,         206,  80.2
3.9157894736842107,3.92,a-ovpe-i1,2020-21,Hampshire-Hampshire Regional High,06830505,         100,          93,  93.0
3.957894736842105,3.96,a-ovpe-i1,2020-21,Hanover-Hanover High,01220505,         183,         172,  94.0
4.16,4.16,a-ovpe-i1,2020-21,Harvard-Bromfield,01250505,          85,          84,  98.8
3.3684210526315788,3.37,a-ovpe-i1,2020-21,Hatfield-Smith Academy,01270505,          20,          16,  80.0
NA,NA,a-ovpe-i1,2020-21,Haverhill-Crowell,01280515,           4,"",""
0.8421052631578947,1,a-ovpe-i1,2020-21,Haverhill-Greenleaf Academy,01280033,          10,           2,  20.0
2.096842105263158,2.1,a-ovpe-i1,2020-21,Haverhill-Haverhill High,01280505,         538,         268,  49.8
3.903157894736842,3.9,a-ovpe-i1,2020-21,Hingham-Hingham High,01310505,         303,         281,  92.7
2.168421052631579,2.17,a-ovpe-i1,2020-21,Holbrook-Holbrook Middle High School,01330505,          99,          51,  51.5
3.76,3.76,a-ovpe-i1,2020-21,Holliston-Holliston High,01360505,         197,         176,  89.3
2.1642105263157894,2.16,a-ovpe-i1,2020-21,Holyoke-Holyoke High,01370505,         364,         187,  51.4
2.1726315789473687,2.17,a-ovpe-i1,2020-21,Hoosac Valley Regional-Hoosac Valley High School,06030505,          64,          33,  51.6
4.054736842105263,4.05,a-ovpe-i1,2020-21,Hopedale-Hopedale Jr Sr High,01380505,          81,          78,  96.3
3.953684210526316,3.95,a-ovpe-i1,2020-21,Hopkinton-Hopkinton High,01390505,         264,         248,  93.9
2.9347368421052633,2.93,a-ovpe-i1,2020-21,Hudson-Hudson High,01410505,         175,         122,  69.7
3.486315789473684,3.49,a-ovpe-i1,2020-21,Hull-Hull High,01420505,          58,          48,  82.8
2.568421052631579,2.57,a-ovpe-i1,2020-21,Innovation Academy Charter (District)-Innovation Academy Charter School,04350305,         105,          64,  61.0
3.823157894736842,3.82,a-ovpe-i1,2020-21,Ipswich-Ipswich High,01440505,         130,         118,  90.8
3.751578947368421,3.75,a-ovpe-i1,2020-21,KIPP Academy Lynn Charter (District)-KIPP Academy Lynn Charter School,04290010,         128,         114,  89.1
3.877894736842105,3.88,a-ovpe-i1,2020-21,King Philip-King Philip Regional High,06900505,         304,         280,  92.1
NA,NA,a-ovpe-i1,2020-21,Lawrence-High School Learning Center,01490536,           4,"",""
2.1221052631578945,2.12,a-ovpe-i1,2020-21,Lawrence-Lawrence High School,01490515,         821,         414,  50.4
0.6021052631578948,1,a-ovpe-i1,2020-21,Lawrence-RISE Academy,01490615,           7,           1,  14.3
2.526315789473684,2.53,a-ovpe-i1,2020-21,Lawrence-School for Exceptional Studies,01490537,          10,           6,  60.0
3.2968421052631576,3.3,a-ovpe-i1,2020-21,Lee-Lee Middle/High School,01500505,          60,          47,  78.3
3.322105263157895,3.32,a-ovpe-i1,2020-21,Leicester-Leicester High,01510505,         114,          90,  78.9
4.012631578947368,4.01,a-ovpe-i1,2020-21,Lenox-Lenox Memorial High,01520505,          64,          61,  95.3
3.7178947368421054,3.72,a-ovpe-i1,2020-21,Leominster-Center For Technical Education Innovation,01530605,         274,         242,  88.3
2.3410526315789473,2.34,a-ovpe-i1,2020-21,Leominster-Leominster Center for Excellence,01530515,           9,           5,  55.6
3.7936842105263158,3.79,a-ovpe-i1,2020-21,Leominster-Leominster High School,01530505,         151,         136,  90.1
4.16421052631579,4.16,a-ovpe-i1,2020-21,Lexington-Lexington High,01550505,         552,         546,  98.9
3.9368421052631577,3.94,a-ovpe-i1,2020-21,Lincoln-Sudbury-Lincoln-Sudbury Regional High,06950505,         367,         343,  93.5
3.785263157894737,3.79,a-ovpe-i1,2020-21,Littleton-Littleton High School,01580505,         119,         107,  89.9
3.983157894736842,3.98,a-ovpe-i1,2020-21,Longmeadow-Longmeadow High,01590505,         223,         211,  94.6
NA,NA,a-ovpe-i1,2020-21,Lowell Middlesex Academy Charter (District)-Lowell Middlesex Academy Charter School,04580505,          23,           0,    .0
NA,NA,a-ovpe-i1,2020-21,Lowell-Dr. Janice Adie Day School,01600605,           3,"",""
2.526315789473684,2.53,a-ovpe-i1,2020-21,Lowell-Leblanc Therapeutic Day School,01600320,          10,           6,  60.0
1.9705263157894735,1.97,a-ovpe-i1,2020-21,Lowell-Lowell High,01600505,         873,         409,  46.8
0.648421052631579,1,a-ovpe-i1,2020-21,Lowell-The Career Academy,01600515,          13,           2,  15.4
3.166315789473684,3.17,a-ovpe-i1,2020-21,Ludlow-Ludlow Senior High,01610505,         202,         152,  75.2
3.650526315789474,3.65,a-ovpe-i1,2020-21,Lunenburg-Lunenburg High,01620505,         120,         104,  86.7
2.850526315789474,2.85,a-ovpe-i1,2020-21,Lynn-Classical High,01630505,         328,         222,  67.7
3.6842105263157894,3.68,a-ovpe-i1,2020-21,Lynn-Fecteau-Leary Junior/Senior High School,01630525,           8,           7,  87.5
2.4968421052631578,2.5,a-ovpe-i1,2020-21,Lynn-Lynn English High,01630510,         459,         272,  59.3
3.6252631578947367,3.63,a-ovpe-i1,2020-21,Lynn-Lynn Vocational Technical Institute,01630605,         267,         230,  86.1
4.096842105263158,4.1,a-ovpe-i1,2020-21,Lynnfield-Lynnfield High,01640505,         150,         146,  97.3
2.888421052631579,2.89,a-ovpe-i1,2020-21,MATCH Charter Public School (District)-MATCH Charter Public School,04690505,          86,          59,  68.6
2.943157894736842,2.94,a-ovpe-i1,2020-21,Malden-Malden High,01650505,         452,         316,  69.9
3.991578947368421,3.99,a-ovpe-i1,2020-21,Manchester Essex Regional-Manchester Essex Regional High School,06980510,          96,          91,  94.8
4.012631578947368,4.01,a-ovpe-i1,2020-21,Mansfield-Mansfield High,01670505,         275,         262,  95.3
4.2105263157894735,4.21,a-ovpe-i1,2020-21,Map Academy Charter School (District)-Map Academy Charter School,35170505,          39,          39, 100.0
3.6884210526315786,3.69,a-ovpe-i1,2020-21,Marblehead-Marblehead High,01680505,         226,         198,  87.6
2.917894736842105,2.92,a-ovpe-i1,2020-21,Marlborough-Marlborough High,01700505,         218,         151,  69.3
3.8105263157894735,3.81,a-ovpe-i1,2020-21,Marshfield-Marshfield High,01710505,         263,         238,  90.5
4.2105263157894735,4.21,a-ovpe-i1,2020-21,Martha's Vineyard Charter (District)-Martha's Vineyard Charter School,04660550,           6,           6, 100.0
3.663157894736842,3.66,a-ovpe-i1,2020-21,Martha's Vineyard-Martha's Vineyard Regional High,07000505,         169,         147,  87.0
3.8989473684210525,3.9,a-ovpe-i1,2020-21,Masconomet-Masconomet Regional High School,07050505,         271,         251,  92.6
3.086315789473684,3.09,a-ovpe-i1,2020-21,Mashpee-Mashpee High,01720505,         101,          74,  73.3
3.2336842105263157,3.23,a-ovpe-i1,2020-21,Maynard-Maynard High,01740505,          69,          53,  76.8
3.9115789473684215,3.91,a-ovpe-i1,2020-21,Medfield-Medfield Senior High,01750505,         183,         170,  92.9
2.8842105263157896,2.88,a-ovpe-i1,2020-21,Medford-Medford High,01760505,         311,         213,  68.5
4.008421052631579,4.01,a-ovpe-i1,2020-21,Medway-Medway High,01770505,         147,         140,  95.2
3.8105263157894735,3.81,a-ovpe-i1,2020-21,Melrose-Melrose High,01780505,         220,         199,  90.5
3.877894736842105,3.88,a-ovpe-i1,2020-21,Mendon-Upton-Nipmuc Regional High,07100510,         152,         140,  92.1
2.9515789473684206,2.95,a-ovpe-i1,2020-21,Methuen-Methuen High,01810505,         445,         312,  70.1
3.372631578947368,3.37,a-ovpe-i1,2020-21,Middleborough-Middleborough High,01820505,         211,         169,  80.1
2.6442105263157893,2.64,a-ovpe-i1,2020-21,Milford-Milford High,01850505,         328,         206,  62.8
3.473684210526316,3.47,a-ovpe-i1,2020-21,Millbury-Millbury Junior/Senior High,01860505,         114,          94,  82.5
3.6715789473684213,3.67,a-ovpe-i1,2020-21,Millis-Millis High School,01870505,          94,          82,  87.2
3.953684210526316,3.95,a-ovpe-i1,2020-21,Milton-Milton High,01890505,         295,         277,  93.9
1.6463157894736842,1.65,a-ovpe-i1,2020-21,Minuteman Regional Vocational Technical-Minuteman Regional High,08300605,         179,          70,  39.1
3.7305263157894735,3.73,a-ovpe-i1,2020-21,Mohawk Trail-Mohawk Trail Regional School,07170505,          35,          31,  88.6
2.858947368421053,2.86,a-ovpe-i1,2020-21,Monomoy Regional School District-Monomoy Regional High School,07120515,         112,          76,  67.9
3.385263157894737,3.39,a-ovpe-i1,2020-21,Monson-Monson High School,01910505,          46,          37,  80.4
3.7431578947368425,3.74,a-ovpe-i1,2020-21,Montachusett Regional Vocational Technical-Montachusett Regional Vocational Technical,08320605,         350,         311,  88.9
3.7389473684210524,3.74,a-ovpe-i1,2020-21,Mount Greylock-Mt Greylock Regional High,07150505,         107,          95,  88.8
3.9747368421052633,3.97,a-ovpe-i1,2020-21,Mystic Valley Regional Charter (District)-Mystic Valley Regional Charter School,04700105,         125,         118,  94.4
3.4105263157894736,3.41,a-ovpe-i1,2020-21,Nantucket-Nantucket High,01970505,         137,         111,  81.0
2.526315789473684,2.53,a-ovpe-i1,2020-21,Narragansett-Narragansett Regional High,07200505,          90,          54,  60.0
4.08,4.08,a-ovpe-i1,2020-21,Nashoba Valley Regional Vocational Technical-Nashoba Valley Technical High School,08520605,         195,         189,  96.9
3.642105263157895,3.64,a-ovpe-i1,2020-21,Nashoba-Nashoba Regional,07250505,         223,         193,  86.5
3.8063157894736843,3.81,a-ovpe-i1,2020-21,Natick-Natick High,01980505,         384,         347,  90.4
3.6210526315789475,3.62,a-ovpe-i1,2020-21,Nauset-Nauset Regional High,06600505,         193,         166,  86.0
4.130526315789473,4.13,a-ovpe-i1,2020-21,Needham-Needham High,01990505,         422,         414,  98.1
2.08,2.08,a-ovpe-i1,2020-21,Neighborhood House Charter (District)-Neighborhood House Charter School,04440205,          81,          40,  49.4
1.6926315789473685,1.69,a-ovpe-i1,2020-21,New Bedford-New Bedford High,02010505,         786,         316,  40.2
1.2042105263157896,1.2,a-ovpe-i1,2020-21,New Bedford-Trinity Day Academy,02010510,          14,           4,  28.6
0.7410526315789474,1,a-ovpe-i1,2020-21,New Bedford-Whaling City Junior/Senior High School,02010515,          17,           3,  17.6
3.1031578947368423,3.1,a-ovpe-i1,2020-21,New Heights Charter School of Brockton (District)-New Heights Charter School of Brockton,35130305,          95,          70,  73.7
3.8989473684210525,3.9,a-ovpe-i1,2020-21,Newburyport-Newburyport High,02040505,         204,         189,  92.6
3.991578947368421,3.99,a-ovpe-i1,2020-21,Newton-Newton North High,02070505,         522,         495,  94.8
4.0884210526315785,4.09,a-ovpe-i1,2020-21,Newton-Newton South High,02070510,         414,         402,  97.1
3.9157894736842107,3.92,a-ovpe-i1,2020-21,Norfolk County Agricultural-Norfolk County Agricultural,09150705,         158,         147,  93.0
1.7094736842105265,1.71,a-ovpe-i1,2020-21,North Adams-Drury High,02090505,          96,          39,  40.6
3.4947368421052634,3.49,a-ovpe-i1,2020-21,North Andover-North Andover High,02110505,         336,         279,  83.0
3.7010526315789476,3.7,a-ovpe-i1,2020-21,North Attleborough-North Attleboro High,02120505,         289,         254,  87.9
2.8968421052631577,2.9,a-ovpe-i1,2020-21,North Brookfield-North Brookfield High,02150505,          48,          33,  68.8
3.7936842105263158,3.79,a-ovpe-i1,2020-21,North Middlesex-North Middlesex Regional,07350505,         191,         172,  90.1
3.886315789473684,3.89,a-ovpe-i1,2020-21,North Reading-North Reading High,02170505,         130,         120,  92.3
3.490526315789474,3.49,a-ovpe-i1,2020-21,Northampton-Northampton High,02100505,         193,         160,  82.9
3.7178947368421054,3.72,a-ovpe-i1,2020-21,Northampton-Smith Vocational Agricultural-Smith Vocational and Agricultural High,04060705,         145,         128,  88.3
4.063157894736842,4.06,a-ovpe-i1,2020-21,Northboro-Southboro-Algonquin Regional High,07300505,         317,         306,  96.5
2.648421052631579,2.65,a-ovpe-i1,2020-21,Northbridge-Northbridge High,02140505,         140,          88,  62.9
3.4694736842105267,3.47,a-ovpe-i1,2020-21,Northeast Metropolitan Regional Vocational Technical-Northeast Metro Regional Vocational,08530605,         346,         285,  82.4
3.322105263157895,3.32,a-ovpe-i1,2020-21,Northern Berkshire Regional Vocational Technical-Charles McCann Vocational Technical,08510605,         128,         101,  78.9
4.0336842105263155,4.03,a-ovpe-i1,2020-21,Norton-Norton High,02180505,         168,         161,  95.8
4.1557894736842105,4.16,a-ovpe-i1,2020-21,Norwell-Norwell High,02190505,         158,         156,  98.7
3.68,3.68,a-ovpe-i1,2020-21,Norwood-Norwood High,02200505,         222,         194,  87.4
4.042105263157895,4.04,a-ovpe-i1,2020-21,Old Colony Regional Vocational Technical-Old Colony Regional Vocational Technical,08550605,         150,         144,  96.0
3.886315789473684,3.89,a-ovpe-i1,2020-21,Old Rochester-Old Rochester Regional High,07400505,         155,         143,  92.3
2.0505263157894738,2.05,a-ovpe-i1,2020-21,Oxford-Oxford High,02260505,         115,          56,  48.7
2.5389473684210526,2.54,a-ovpe-i1,2020-21,Palmer-Palmer High,02270505,          63,          38,  60.3
3.8947368421052633,3.89,a-ovpe-i1,2020-21,Pathfinder Regional Vocational Technical-Pathfinder Vocational Technical,08600605,         161,         149,  92.5
1.8147368421052632,1.81,a-ovpe-i1,2020-21,Paulo Freire Social Justice Charter School (District)-Paulo Freire Social Justice Charter School,35010505,          65,          28,  43.1
2.24,2.24,a-ovpe-i1,2020-21,Peabody-Peabody Veterans Memorial High,02290510,         391,         208,  53.2
3.667368421052631,3.67,a-ovpe-i1,2020-21,Pembroke-Pembroke High School,02310505,         194,         169,  87.1
3.486315789473684,3.49,a-ovpe-i1,2020-21,Pentucket-Pentucket Regional Sr High,07450505,         145,         120,  82.8
4.2105263157894735,4.21,a-ovpe-i1,2020-21,Phoenix Academy Public Charter High School Lawrence (District)-Phoenix Academy Public Charter High School Lawrence,35180505,          17,          17, 100.0
4.2105263157894735,4.21,a-ovpe-i1,2020-21,Phoenix Academy Public Charter High School Springfield (District)-Phoenix Academy Public Charter High School Springfield,35080505,          41,          41, 100.0
NA,NA,a-ovpe-i1,2020-21,Phoenix Charter Academy (District)-Phoenix Charter Academy,04930505,         143,           0,    .0
2.905263157894737,2.91,a-ovpe-i1,2020-21,Pioneer Charter School of Science (District)-Pioneer Charter School of Science,04940205,          58,          40,  69.0
2.9010526315789478,2.9,a-ovpe-i1,2020-21,Pioneer Charter School of Science II (PCSS-II) (District)-Pioneer Charter School of Science II (PCSS-II),35060505,          61,          42,  68.9
3.5326315789473686,3.53,a-ovpe-i1,2020-21,Pioneer Valley Chinese Immersion Charter (District)-Pioneer Valley Chinese Immersion Charter School,04970205,          31,          26,  83.9
3.5073684210526315,3.51,a-ovpe-i1,2020-21,Pioneer Valley Performing Arts Charter Public (District)-Pioneer Valley Performing Arts Charter Public School,04790505,          72,          60,  83.3
3.6715789473684213,3.67,a-ovpe-i1,2020-21,Pioneer Valley-Pioneer Valley Regional,07500505,          39,          34,  87.2
2.808421052631579,2.81,a-ovpe-i1,2020-21,Pittsfield-Eagle Education Academy,02360525,           9,           6,  66.7
2.9305263157894736,2.93,a-ovpe-i1,2020-21,Pittsfield-Pittsfield High,02360505,         181,         126,  69.6
2.943157894736842,2.94,a-ovpe-i1,2020-21,Pittsfield-Taconic High,02360510,         226,         158,  69.9
3.136842105263158,3.14,a-ovpe-i1,2020-21,Plymouth-Plymouth North High,02390505,         337,         251,  74.5
3.7010526315789476,3.7,a-ovpe-i1,2020-21,Plymouth-Plymouth South High,02390515,         280,         246,  87.9
2.7326315789473687,2.73,a-ovpe-i1,2020-21,Prospect Hill Academy Charter (District)-Prospect Hill Academy Charter School,04870550,          97,          63,  64.9
1.9242105263157896,1.92,a-ovpe-i1,2020-21,Quabbin-Quabbin Regional High School,07530505,         173,          79,  45.7
3.5663157894736845,3.57,a-ovpe-i1,2020-21,Quaboag Regional-Quaboag Regional High,07780505,          85,          72,  84.7
3.722105263157895,3.72,a-ovpe-i1,2020-21,Quincy-North Quincy High,02430510,         362,         320,  88.4
2.997894736842105,3.0,a-ovpe-i1,2020-21,Quincy-Quincy High,02430505,         344,         245,  71.2
2.1052631578947367,2.11,a-ovpe-i1,2020-21,Ralph C Mahar-Ralph C Mahar Regional,07550505,          84,          42,  50.0
2.214736842105263,2.21,a-ovpe-i1,2020-21,Randolph-Randolph High,02440505,         135,          71,  52.6
3.941052631578947,3.94,a-ovpe-i1,2020-21,Reading-Reading Memorial High,02460505,         299,         280,  93.6
2.5642105263157893,2.56,a-ovpe-i1,2020-21,Revere-Revere High,02480505,         560,         341,  60.9
NA,NA,a-ovpe-i1,2020-21,Revere-Seacoast School,02480520,          19,           0,    .0
3.2757894736842106,3.28,a-ovpe-i1,2020-21,Rising Tide Charter Public (District)-Rising Tide Charter Public School,04830305,          81,          63,  77.8
2.4294736842105262,2.43,a-ovpe-i1,2020-21,Rockland-Rockland Senior High,02510505,         149,          86,  57.7
3.8652631578947365,3.87,a-ovpe-i1,2020-21,Rockport-Rockport High,02520510,          73,          67,  91.8
0.08842105263157896,1,a-ovpe-i1,2020-21,Roxbury Preparatory Charter (District)-Roxbury Preparatory Charter School,04840505,         242,           5,   2.1
3.0989473684210522,3.1,a-ovpe-i1,2020-21,Sabis International Charter (District)-Sabis International Charter School,04410505,         110,          81,  73.6
3.5663157894736845,3.57,a-ovpe-i1,2020-21,Salem Academy Charter (District)-Salem Academy Charter School,04850485,          72,          61,  84.7
NA,NA,a-ovpe-i1,2020-21,Salem-New Liberty Innovation School,02580510,           4,"",""
1.6336842105263156,1.63,a-ovpe-i1,2020-21,Salem-Salem High,02580505,         237,          92,  38.8
