Raw likert calculation,Likert Score,Admin Data Item,Academic Year,Teachers of color (%),School Name,DESE ID,African American (%),Asian (%),Hispanic (%),White (%),Native American (%),Native Hawaiian Pacific Islander (%),Multi-Race Non-Hispanic (%),Females (%),Males (%),FTE Count
0.0,1,"",2021-22,0.0,Norwood - Dr. Philip O. Coakley Middle School,02200305,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  61.1,  38.9,         56.6
2.4,2.4,"",2021-22,2.4,Norwood - F A Cleveland,02200015,   0.0,   0.0,   2.4,  97.6,   0.0,   0.0,   0.0,  95.2,   4.8,         20.7
0.0,1,"",2021-22,0.0,Norwood - George F. Willett,02200075,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  98.0,   2.0,         19.7
0.0,1,"",2021-22,0.0,Norwood - John P Oldham,02200020,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  86.9,  13.1,         17.6
6.6,5,"",2021-22,6.6,Norwood - Norwood High,02200505,   1.3,   0.0,   4.0,  93.3,   1.3,   0.0,   0.0,  60.1,  39.9,         75.3
5.4,5,"",2021-22,5.4,Oak Bluffs - Oak Bluffs Elementary,02210005,   0.0,   0.0,   0.0,  94.6,   0.0,   0.0,   5.4,  86.2,  13.8,         37.0
4.2,4.2,"",2021-22,4.2,Old Colony Regional Vocational Technical - Old Colony Regional Vocational Technical,08550605,   0.0,   2.1,   0.0,  95.7,   0.0,   0.0,   2.1,  44.7,  55.3,         46.9
4.4,4.4,"",2021-22,4.4,Old Rochester - Old Rochester Regional High,07400505,   0.0,   2.2,   2.2,  95.7,   0.0,   0.0,   0.0,  55.5,  44.5,         46.2
0.0,1,"",2021-22,0.0,Old Rochester - Old Rochester Regional Jr High,07400405,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  63.5,  36.5,         27.5
5.3,5,"",2021-22,5.3,Old Sturbridge Academy Charter Public School (District) - Old Sturbridge Academy Charter Public School,35150205,   0.0,   0.0,   5.3,  94.7,   0.0,   0.0,   0.0,  73.7,  26.3,         19.0
0.0,1,"",2021-22,0.0,Orange - Dexter Park,02230010,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  71.8,  28.2,          6.5
0.0,1,"",2021-22,0.0,Orange - Fisher Hill,02230015,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0, 100.0,   0.0,         14.0
0.0,1,"",2021-22,0.0,Orleans - Orleans Elementary,02240005,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  86.4,  13.6,         19.1
0.0,1,"",2021-22,0.0,Oxford - Alfred M Chaffee,02260010,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  97.5,   2.5,         22.2
0.0,1,"",2021-22,0.0,Oxford - Clara Barton,02260005,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  92.0,   8.0,         18.1
5.5,5,"",2021-22,5.5,Oxford - Oxford High,02260505,   0.0,   3.0,   2.5,  94.5,   0.0,   0.0,   0.0,  51.7,  48.3,         39.7
4.0,4.0,"",2021-22,4.0,Oxford - Oxford Middle,02260405,   0.0,   0.0,   4.0,  96.0,   0.0,   0.0,   0.0,  84.1,  15.9,         25.1
7.5,5,"",2021-22,7.5,Palmer - Old Mill Pond,02270008,   0.0,   0.0,   5.0,  92.5,   0.0,   0.0,   2.5,  87.5,  12.5,         40.0
4.2,4.2,"",2021-22,4.2,Palmer - Palmer High,02270505,   0.0,   0.0,   2.1,  95.8,   0.0,   0.0,   2.1,  54.0,  46.0,         47.5
0.0,1,"",2021-22,0.0,Pathfinder Regional Vocational Technical - Pathfinder Vocational Technical,08600605,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  43.0,  57.0,         66.7
58.099999999999994,5,"",2021-22,58.099999999999994,Paulo Freire Social Justice Charter School (District) - Paulo Freire Social Justice Charter School,35010505,  31.9,   0.0,  26.2,  41.9,   0.0,   0.0,   0.0,  63.6,  36.4,         22.0
0.0,1,"",2021-22,0.0,Peabody - Captain Samuel Brown,02290005,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  89.0,  11.0,         18.2
0.0,1,"",2021-22,0.0,Peabody - Center,02290015,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  87.2,  12.8,         20.3
0.0,1,"",2021-22,0.0,Peabody - J Henry Higgins Middle,02290305,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  68.3,  31.7,         91.6
0.0,1,"",2021-22,0.0,Peabody - John E Burke,02290007,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  90.1,   9.9,          5.1
4.5,4.5,"",2021-22,4.5,Peabody - John E. McCarthy,02290016,   0.0,   0.0,   0.0,  95.5,   0.0,   0.0,   4.5,  95.5,   4.5,         22.1
3.5,3.5,"",2021-22,3.5,Peabody - Peabody Veterans Memorial High,02290510,   0.0,   0.0,   2.6,  96.5,   0.0,   0.0,   0.9,  57.8,  42.2,        115.6
0.0,1,"",2021-22,0.0,Peabody - South Memorial,02290035,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  89.4,  10.6,         20.8
0.0,1,"",2021-22,0.0,Peabody - Thomas Carroll,02290010,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  88.8,  11.2,         26.7
0.0,1,"",2021-22,0.0,Peabody - West Memorial,02290045,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  92.7,   7.3,         17.9
0.0,1,"",2021-22,0.0,Peabody - William A Welch Sr,02290027,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  83.9,  16.1,         18.6
22.0,5,"",2021-22,22.0,Pelham - Pelham Elementary,02300005,   0.0,  12.0,  10.0,  78.0,   0.0,   0.0,   0.0,  69.9,  30.1,         10.0
0.0,1,"",2021-22,0.0,Pembroke - Bryantville Elementary,02310003,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  87.1,  12.9,         24.5
0.0,1,"",2021-22,0.0,Pembroke - Hobomock Elementary,02310010,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  91.1,   8.9,         24.2
0.0,1,"",2021-22,0.0,Pembroke - North Pembroke Elementary,02310015,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  92.6,   7.4,         29.0
0.0,1,"",2021-22,0.0,Pembroke - Pembroke Community Middle School,02310305,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  83.2,  16.8,         24.7
0.0,1,"",2021-22,0.0,Pembroke - Pembroke High School,02310505,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  69.7,  30.3,         50.3
0.0,1,"",2021-22,0.0,Pentucket - Dr Frederick N Sweetsir,07450020,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0, 100.0,   0.0,         12.4
1.3,1.3,"",2021-22,1.3,Pentucket - Dr John C Page School,07450015,   0.0,   0.0,   0.0,  98.7,   0.0,   0.0,   1.3,  87.7,  12.3,         19.9
0.9,1,"",2021-22,0.9,Pentucket - Elmer S Bagnall,07450005,   0.0,   0.0,   0.0,  99.1,   0.0,   0.0,   0.9,  98.3,   1.7,         27.2
10.0,5,"",2021-22,10.0,Pentucket - Helen R Donaghue School,07450010,   0.0,   0.0,   8.0,  90.0,   0.0,   0.0,   2.0,  88.4,  11.6,         12.5
3.0,3.0,"",2021-22,3.0,Pentucket - Pentucket Regional Middle,07450405,   0.0,   0.0,   3.0,  97.0,   0.0,   0.0,   0.0,  66.8,  33.2,         20.8
1.5,1.5,"",2021-22,1.5,Pentucket - Pentucket Regional Sr High,07450505,   0.0,   0.0,   0.9,  98.5,   0.0,   0.0,   0.6,  56.5,  43.5,         41.7
0.0,1,"",2021-22,0.0,Petersham - Petersham Center,02340005,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  90.9,   9.1,         11.0
31.6,5,"",2021-22,31.6,Phoenix Academy Public Charter High School Lawrence (District) - Phoenix Academy Public Charter High School Lawrence,35180505,   1.0,   0.0,  30.6,  68.4,   0.0,   0.0,   0.0,  63.8,  36.2,          8.6
40.0,5,"",2021-22,40.0,Phoenix Academy Public Charter High School Springfield (District) - Phoenix Academy Public Charter High School Springfield,35080505,  40.0,   0.0,   0.0,  60.0,   0.0,   0.0,   0.0,  60.0,  40.0,          5.0
60.8,5,"",2021-22,60.8,Phoenix Charter Academy (District) - Phoenix Charter Academy,04930505,  60.8,   0.0,   0.0,  39.2,   0.0,   0.0,   0.0,  52.7,  47.3,          4.9
12.9,5,"",2021-22,12.9,Pioneer Charter School of Science (District) - Pioneer Charter School of Science,04940205,   2.4,   3.0,   7.5,  87.1,   0.0,   0.0,   0.0,  67.7,  32.3,         67.1
37.599999999999994,5,"",2021-22,37.599999999999994,Pioneer Charter School of Science II (PCSS-II) (District) - Pioneer Charter School of Science II (PCSS-II),35060505,  10.4,  21.4,   5.8,  62.4,   0.0,   0.0,   0.0,  51.1,  48.9,         32.7
0.0,1,"",2021-22,0.0,Pioneer Valley - Bernardston Elementary,07500006,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  95.1,   4.9,         12.8
0.0,1,"",2021-22,0.0,Pioneer Valley - Northfield Elementary,07500008,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  97.8,   2.2,         11.9
4.1,4.1,"",2021-22,4.1,Pioneer Valley - Pioneer Valley Regional,07500505,   0.0,   0.0,   4.1,  95.9,   0.0,   0.0,   0.0,  55.0,  45.0,         24.6
46.2,5,"",2021-22,46.2,Pioneer Valley Chinese Immersion Charter (District) - Pioneer Valley Chinese Immersion Charter School,04970205,   1.5,  44.7,   0.0,  53.8,   0.0,   0.0,   0.0,  80.4,  19.6,         67.0
18.900000000000002,5,"",2021-22,18.900000000000002,Pioneer Valley Performing Arts Charter Public (District) - Pioneer Valley Performing Arts Charter Public School,04790505,   8.1,   2.7,   5.4,  81.1,   0.0,   0.0,   2.7,  48.6,  51.4,         37.0
4.7,4.7,"",2021-22,4.7,Pittsfield - Allendale,02360010,   0.0,   0.0,   4.7,  95.3,   0.0,   0.0,   0.0,  97.6,   2.4,         21.2
4.0,4.0,"",2021-22,4.0,Pittsfield - Crosby,02360065,   0.0,   0.0,   4.0,  96.0,   0.0,   0.0,   0.0,  96.0,   4.0,         25.0
0.0,1,"",2021-22,0.0,Pittsfield - Crosby Educational Academy,02360030,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0, 100.0,   0.0,          2.0
0.0,1,"",2021-22,0.0,Pittsfield - Eagle Education Academy,02360525,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  60.0,  40.0,          5.0
3.2,3.2,"",2021-22,3.2,Pittsfield - Egremont,02360035,   0.0,   3.2,   0.0,  96.8,   0.0,   0.0,   0.0,  96.8,   3.2,         31.0
6.6,5,"",2021-22,6.6,Pittsfield - John T Reid Middle,02360305,   0.0,   0.0,   6.6,  93.4,   0.0,   0.0,   0.0,  42.9,  57.1,         45.5
0.0,1,"",2021-22,0.0,Pittsfield - Morningside Community School,02360055,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  96.6,   3.4,         29.0
8.1,5,"",2021-22,8.1,Pittsfield - Pittsfield High,02360505,   1.6,   0.0,   6.5,  91.9,   0.0,   0.0,   0.0,  72.7,  27.3,         61.6
0.0,1,"",2021-22,0.0,Pittsfield - Robert T. Capeless Elementary School,02360045,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  94.3,   5.7,         13.3
3.7,3.7,"",2021-22,3.7,Pittsfield - Silvio O Conte Community,02360105,   0.0,   0.0,   0.0,  96.3,   0.0,   0.0,   3.7,  89.8,  10.2,         26.7
0.0,1,"",2021-22,0.0,Pittsfield - Stearns,02360090,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0, 100.0,   0.0,          7.6
6.7,5,"",2021-22,6.7,Pittsfield - Taconic High,02360510,   0.0,   0.0,   6.7,  93.3,   0.0,   0.0,   0.0,  51.9,  48.1,         74.9
6.6000000000000005,5,"",2021-22,6.6000000000000005,Pittsfield - Theodore Herberg Middle,02360310,   0.0,   2.2,   4.4,  93.4,   0.0,   0.0,   0.0,  68.9,  31.1,         45.8
0.0,1,"",2021-22,0.0,Pittsfield - Williams,02360100,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  90.6,   9.4,         21.4
0.0,1,"",2021-22,0.0,Plainville - Anna Ware Jackson,02380010,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  94.6,   5.4,         18.6
0.0,1,"",2021-22,0.0,Plainville - Beatrice H Wood Elementary,02380005,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  94.4,   5.6,         17.8
0.0,1,"",2021-22,0.0,Plymouth - Cold Spring,02390005,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0, 100.0,   0.0,         13.9
0.0,1,"",2021-22,0.0,Plymouth - Federal Furnace School,02390011,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  73.8,  26.2,         26.7
0.0,1,"",2021-22,0.0,Plymouth - Hedge,02390010,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  90.0,  10.0,         14.0
3.0,3.0,"",2021-22,3.0,Plymouth - Indian Brook,02390012,   0.0,   0.0,   3.0,  97.0,   0.0,   0.0,   0.0,  93.4,   6.6,         33.1
0.0,1,"",2021-22,0.0,Plymouth - Manomet Elementary,02390015,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0, 100.0,   0.0,         17.2
0.0,1,"",2021-22,0.0,Plymouth - Nathaniel Morton Elementary,02390030,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  93.7,   6.3,         31.6
4.5,4.5,"",2021-22,4.5,Plymouth - Plymouth Commun Intermediate,02390405,   3.0,   0.0,   1.5,  95.6,   0.0,   0.0,   0.0,  77.9,  22.1,         67.5
0.0,1,"",2021-22,0.0,Plymouth - Plymouth Early Childhood Center,02390003,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0, 100.0,   0.0,          8.0
2.2,2.2,"",2021-22,2.2,Plymouth - Plymouth North High,02390505,   1.1,   0.0,   1.1,  97.7,   0.0,   0.0,   0.0,  55.9,  44.1,         88.5
4.3,4.3,"",2021-22,4.3,Plymouth - Plymouth South High,02390515,   1.2,   1.9,   0.0,  95.7,   1.2,   0.0,   0.0,  55.3,  44.7,         83.4
2.1,2.1,"",2021-22,2.1,Plymouth - Plymouth South Middle,02390305,   0.0,   2.1,   0.0,  97.9,   0.0,   0.0,   0.0,  74.9,  25.1,         46.7
2.6,2.6,"",2021-22,2.6,Plymouth - South Elementary,02390046,   2.6,   0.0,   0.0,  97.4,   0.0,   0.0,   0.0,  96.9,   3.1,         39.0
4.1,4.1,"",2021-22,4.1,Plymouth - West Elementary,02390047,   0.0,   0.0,   0.0,  95.9,   0.0,   4.1,   0.0,  88.4,  11.6,         24.1
0.0,1,"",2021-22,0.0,Plympton - Dennett Elementary,02400010,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0, 100.0,   0.0,         16.3
37.599999999999994,5,"",2021-22,37.599999999999994,Prospect Hill Academy Charter (District) - Prospect Hill Academy Charter School,04870550,  16.0,   8.1,  10.7,  62.5,   0.0,   0.0,   2.8,  75.6,  24.4,         72.0
0.0,1,"",2021-22,0.0,Provincetown - Provincetown Schools,02420020,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  72.1,  27.9,         21.1
0.0,1,"",2021-22,0.0,Quabbin - Hardwick Elementary,07530005,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  77.1,  22.9,         11.7
0.0,1,"",2021-22,0.0,Quabbin - Hubbardston Center,07530010,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  93.1,   6.9,         13.2
0.0,1,"",2021-22,0.0,Quabbin - New Braintree Grade,07530020,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0, 100.0,   0.0,          3.7
0.0,1,"",2021-22,0.0,Quabbin - Oakham Center,07530025,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  78.8,  21.2,          7.9
4.6,4.6,"",2021-22,4.6,Quabbin - Quabbin Regional High School,07530505,   0.0,   0.0,   2.6,  95.4,   0.0,   0.0,   2.0,  59.9,  40.1,         39.1
0.7,1,"",2021-22,0.7,Quabbin - Quabbin Regional Middle School,07530405,   0.0,   0.0,   0.0,  99.3,   0.0,   0.0,   0.7,  63.3,  36.7,         29.0
0.0,1,"",2021-22,0.0,Quabbin - Ruggles Lane,07530030,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  95.5,   4.5,         19.5
0.0,1,"",2021-22,0.0,Quaboag Regional - Quaboag Regional High,07780505,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  50.2,  49.8,         33.6
0.0,1,"",2021-22,0.0,Quaboag Regional - Quaboag Regional Middle Innovation School,07780305,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  69.5,  30.5,         13.9
0.0,1,"",2021-22,0.0,Quaboag Regional - Warren Elementary,07780005,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  95.4,   4.6,         21.6
0.0,1,"",2021-22,0.0,Quaboag Regional - West Brookfield Elementary,07780010,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  90.6,   9.4,         16.0
0.0,1,"",2021-22,0.0,Quincy - Amelio Della Chiesa Early Childhood Center,02430005,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0, 100.0,   0.0,         14.0
1.0,1.0,"",2021-22,1.0,Quincy - Atherton Hough,02430040,   0.0,   1.0,   0.0,  99.0,   0.0,   0.0,   0.0,  91.1,   8.9,         20.2
11.700000000000001,5,"",2021-22,11.700000000000001,Quincy - Atlantic Middle,02430305,   0.0,   8.8,   0.0,  88.2,   0.0,   0.0,   2.9,  76.4,  23.6,         33.9
7.2,5,"",2021-22,7.2,Quincy - Beechwood Knoll Elementary,02430020,   0.0,   7.2,   0.0,  92.8,   0.0,   0.0,   0.0,  95.2,   4.8,         20.8
2.6,2.6,"",2021-22,2.6,Quincy - Broad Meadows Middle,02430310,   0.0,   2.6,   0.0,  97.4,   0.0,   0.0,   0.0,  68.5,  31.5,         27.0
0.0,1,"",2021-22,0.0,Quincy - Central Middle,02430315,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  74.6,  25.4,         38.2
2.8,2.8,"",2021-22,2.8,Quincy - Charles A Bernazzani Elementary,02430025,   0.0,   2.8,   0.0,  97.2,   0.0,   0.0,   0.0,  91.6,   8.4,         21.3
0.0,1,"",2021-22,0.0,Quincy - Clifford H Marshall Elementary,02430055,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0, 100.0,   0.0,         37.4
20.6,5,"",2021-22,20.6,Quincy - Francis W Parker,02430075,   0.0,  20.6,   0.0,  79.4,   0.0,   0.0,   0.0,  88.4,  11.6,         24.3
5.4,5,"",2021-22,5.4,Quincy - Lincoln-Hancock Community School,02430035,   0.0,   5.4,   0.0,  94.6,   0.0,   0.0,   0.0,  97.5,   2.5,         37.1
5.0,5.0,"",2021-22,5.0,Quincy - Merrymount,02430060,   0.0,   0.8,   4.2,  94.9,   0.0,   0.0,   0.0,  92.0,   8.0,         23.7
5.5,5,"",2021-22,5.5,Quincy - Montclair,02430065,   0.0,   5.5,   0.0,  94.5,   0.0,   0.0,   0.0,  94.9,   5.1,         31.6
11.8,5,"",2021-22,11.8,Quincy - North Quincy High,02430510,   0.0,   4.7,   1.2,  88.2,   0.0,   0.0,   5.9,  57.3,  42.7,         84.8
6.3,5,"",2021-22,6.3,Quincy - Point Webster Middle,02430325,   0.0,   6.3,   0.0,  93.7,   0.0,   0.0,   0.0,  82.8,  17.2,         31.6
9.5,5,"",2021-22,9.5,Quincy - Quincy High,02430505,   0.9,   6.3,   1.8,  90.4,   0.0,   0.0,   0.5,  57.1,  42.9,        110.8
0.6,1,"",2021-22,0.6,Quincy - Snug Harbor Community School,02430090,   0.0,   0.6,   0.0,  99.4,   0.0,   0.0,   0.0,  91.5,   8.5,         33.9
0.0,1,"",2021-22,0.0,Quincy - South West Middle School,02430320,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  83.4,  16.6,         31.6
0.0,1,"",2021-22,0.0,Quincy - Squantum,02430095,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  91.7,   8.3,         26.7
0.0,1,"",2021-22,0.0,Quincy - Wollaston School,02430110,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  95.7,   4.3,         23.3
5.7,5,"",2021-22,5.7,Ralph C Mahar - Ralph C Mahar Regional,07550505,   0.0,   2.0,   3.7,  94.2,   0.0,   0.0,   0.0,  68.0,  32.0,         49.6
26.4,5,"",2021-22,26.4,Randolph - Elizabeth G Lyons Elementary,02440020,  13.6,   6.4,   0.0,  73.5,   0.0,   0.0,   6.4,  83.8,  16.2,         15.5
8.4,5,"",2021-22,8.4,Randolph - J F Kennedy Elementary,02440018,   1.6,   0.5,   6.3,  91.6,   0.0,   0.0,   0.0,  96.2,   3.8,         31.7
23.0,5,"",2021-22,23.0,Randolph - Margaret L Donovan,02440015,   8.0,   9.0,   6.0,  76.9,   0.0,   0.0,   0.0,  97.8,   2.2,         24.9
5.3,5,"",2021-22,5.3,Randolph - Martin E Young Elementary,02440040,   5.3,   0.0,   0.0,  94.7,   0.0,   0.0,   0.0,  94.1,   5.9,         18.9
21.099999999999998,5,"",2021-22,21.099999999999998,Randolph - Randolph Community Middle,02440410,  18.9,   2.2,   0.0,  78.8,   0.0,   0.0,   0.0,  56.4,  43.6,         35.7
18.7,5,"",2021-22,18.7,Randolph - Randolph High,02440505,   6.8,   5.6,   6.3,  81.4,   0.0,   0.0,   0.0,  61.4,  38.6,         44.4
0.0,1,"",2021-22,0.0,Reading - Alice M Barrows,02460002,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  97.5,   2.5,         20.0
3.6,3.6,"",2021-22,3.6,Reading - Arthur W Coolidge Middle,02460305,   0.0,   0.0,   3.6,  96.4,   0.0,   0.0,   0.0,  71.6,  28.4,         27.8
0.0,1,"",2021-22,0.0,Reading - Birch Meadow,02460005,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  93.1,   6.9,         14.4
0.0,1,"",2021-22,0.0,Reading - J Warren Killam,02460017,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  95.7,   4.3,         23.4
4.8,4.8,"",2021-22,4.8,Reading - Joshua Eaton,02460010,   0.0,   0.0,   0.0,  95.2,   0.0,   0.0,   4.8,  92.9,   7.1,         21.0
0.0,1,"",2021-22,0.0,Reading - RISE PreSchool,02460001,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  97.7,   2.3,          8.6
1.1,1.1,"",2021-22,1.1,Reading - Reading Memorial High,02460505,   0.0,   1.1,   0.0,  98.9,   0.0,   0.0,   0.0,  62.5,  37.5,         71.4
0.0,1,"",2021-22,0.0,Reading - Walter S Parker Middle,02460310,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  65.2,  34.8,         37.4
0.0,1,"",2021-22,0.0,Reading - Wood End Elementary School,02460020,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  87.9,  12.1,         14.9
2.0,2.0,"",2021-22,2.0,Revere - A. C. Whelan Elementary School,02480003,   0.0,   2.0,   0.0,  98.0,   0.0,   0.0,   0.0,  90.1,   9.9,         50.5
8.4,5,"",2021-22,8.4,Revere - Abraham Lincoln,02480025,   0.0,   2.1,   6.3,  91.7,   0.0,   0.0,   0.0,  89.6,  10.4,         48.0
0.0,1,"",2021-22,0.0,Revere - Beachmont Veterans Memorial School,02480013,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  85.3,  14.7,         31.2
3.6,3.6,"",2021-22,3.6,Revere - Garfield Elementary School,02480056,   0.0,   1.8,   0.0,  96.4,   0.0,   0.0,   1.8,  90.9,   9.1,         54.9
14.2,5,"",2021-22,14.2,Revere - Garfield Middle School,02480057,   0.0,   7.1,   7.1,  85.9,   0.0,   0.0,   0.0,  58.8,  41.2,         42.5
0.0,1,"",2021-22,0.0,Revere - Paul Revere,02480050,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  96.8,   3.2,         31.5
12.7,5,"",2021-22,12.7,Revere - Revere High,02480505,   3.3,   2.2,   5.1,  87.3,   0.7,   0.0,   1.4,  57.1,  42.9,        138.3
8.799999999999999,5,"",2021-22,8.799999999999999,Revere - Rumney Marsh Academy,02480014,   2.6,   0.0,   4.1,  91.3,   0.0,   0.0,   2.1,  76.4,  23.6,         48.8
0.0,1,"",2021-22,0.0,Revere - Seacoast School,02480520,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  37.0,  63.0,          9.1
3.5,3.5,"",2021-22,3.5,Revere - Staff Sargent James J. Hill Elementary School,02480035,   0.0,   0.0,   2.1,  96.4,   0.0,   1.4,   0.0,  92.5,   7.5,         46.7
4.6,4.6,"",2021-22,4.6,Revere - Susan B. Anthony Middle School,02480305,   2.3,   2.3,   0.0,  95.5,   0.0,   0.0,   0.0,  59.3,  39.5,         44.3
2.0,2.0,"",2021-22,2.0,Richmond - Richmond Consolidated,02490005,   0.0,   0.0,   2.0,  98.0,   0.0,   0.0,   0.0,  88.0,  12.0,         20.0
16.700000000000003,5,"",2021-22,16.700000000000003,Rising Tide Charter Public (District) - Rising Tide Charter Public School,04830305,   4.2,   4.2,   8.3,  83.4,   0.0,   0.0,   0.0,  65.3,  34.7,         48.1
0.0,1,"",2021-22,0.0,River Valley Charter (District) - River Valley Charter School,04820050,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  74.4,  25.6,         22.3
3.2,3.2,"",2021-22,3.2,Rochester - Rochester Memorial,02500005,   3.2,   0.0,   0.0,  96.8,   0.0,   0.0,   0.0,  87.1,  12.9,         31.1
0.0,1,"",2021-22,0.0,Rockland - Jefferson Elementary School,02510060,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  95.2,   4.8,         18.2
2.5,2.5,"",2021-22,2.5,Rockland - John W Rogers Middle,02510305,   0.0,   0.0,   2.5,  97.5,   0.0,   0.0,   0.0,  78.1,  21.9,         39.4
0.0,1,"",2021-22,0.0,Rockland - Memorial Park,02510020,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  95.8,   4.2,         15.7
8.2,5,"",2021-22,8.2,Rockland - R Stewart Esten,02510025,   0.0,   0.0,   4.1,  91.8,   0.0,   0.0,   4.1,  95.9,   4.1,         24.5
6.6000000000000005,5,"",2021-22,6.6000000000000005,Rockland - Rockland Senior High,02510505,   0.0,   0.0,   4.4,  93.4,   0.0,   0.0,   2.2,  61.8,  38.2,         45.8
0.0,1,"",2021-22,0.0,Rockport - Rockport Elementary,02520005,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  92.0,   8.0,         25.0
0.0,1,"",2021-22,0.0,Rockport - Rockport High,02520510,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  58.3,  41.7,         23.6
0.0,1,"",2021-22,0.0,Rockport - Rockport Middle,02520305,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  64.8,  35.2,         20.7
