Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %
5.12,5,a-reso-i1,2021-22,South Hadley - Plains Elementary,02780015,      60,  14.4,        311,  45.3,  54.7,   5.5,  12.9,39.9
5.3,5,a-reso-i1,2021-22,South Hadley - South Hadley High,02780505,     291,  13.5,        553,  52.1,  47.7,   3.8,  17.0,32.9
5.58,5,a-reso-i1,2021-22,South Middlesex Regional Vocational Technical - Joseph P Keefe Technical High School,08290605,     735,  12.1,        828,  41.8,  57.1,  16.2,  37.3,59.8
4.5600000000000005,4.56,a-reso-i1,2021-22,South Shore Charter Public (District) - South Shore Charter Public School,04880550,     496,  17.2,"      1,037",  49.7,  50.0,  10.8,  19.1,32.4
4.9,4.9,a-reso-i1,2021-22,South Shore Regional Vocational Technical - So Shore Vocational Technical High,08730605,     331,  15.5,        646,  32.7,  66.9,   0.3,  27.4,31.3
4.4799999999999995,4.48,a-reso-i1,2021-22,Southampton - William E Norris,02750005,     172,  17.6,        462,  46.3,  53.7,   2.0,  28.4,21.2
4.58,4.58,a-reso-i1,2021-22,Southborough - Albert S. Woodward Memorial School,02760050,      67,  17.1,        269,  46.5,  53.5,  10.0,  15.2,6.7
4.0600000000000005,4.06,a-reso-i1,2021-22,Southborough - Margaret A Neary,02760020,      88,  19.7,        260,  47.7,  51.9,   7.3,  13.1,6.2
4.96,4.96,a-reso-i1,2021-22,Southborough - Mary E Finn School,02760008,      84,  15.2,        342,  49.7,  50.3,  12.9,  19.9,11.4
5.18,5,a-reso-i1,2021-22,Southborough - P Brent Trottier,02760305,     275,  14.1,        383,  49.6,  50.4,   1.6,  18.0,9.4
4.76,4.76,a-reso-i1,2021-22,Southbridge - Charlton Street,02770005,      90,  16.2,        296,  52.4,  47.6,  11.8,  26.0,86.8
4.36,4.36,a-reso-i1,2021-22,Southbridge - Eastford Road,02770010,      90,  18.2,        372,  44.6,  55.4,  19.6,  24.5,85.2
7.040000000000001,5,a-reso-i1,2021-22,Southbridge - Southbridge Academy,02770525,      47,   4.8,         37,  32.4,  67.6,  21.6,  86.5,91.9
4.54,4.54,a-reso-i1,2021-22,Southbridge - Southbridge High School,02770515,     331,  17.3,        444,  46.4,  53.4,  22.5,  20.3,79.5
4.08,4.08,a-reso-i1,2021-22,Southbridge - Southbridge Middle School,02770315,     181,  19.6,        437,  49.2,  50.8,  22.4,  22.4,82.2
4.9,4.9,a-reso-i1,2021-22,Southbridge - West Street,02770020,     113,  15.5,        347,  50.7,  49.3,  16.7,  22.8,85
4.34,4.34,a-reso-i1,2021-22,Southeastern Regional Vocational Technical - Southeastern Regional Vocational Technical,08720605,     655,  18.3,"      1,534",  51.9,  47.3,   3.0,  14.0,45.1
6.1,5,a-reso-i1,2021-22,Southern Berkshire - Mt Everett Regional,07650505,     286,   9.5,        305,  48.9,  50.8,   2.6,  21.3,46.9
5.220000000000001,5,a-reso-i1,2021-22,Southern Berkshire - New Marlborough Central,07650018,      48,  13.9,         66,  45.5,  54.6,   0.0,   4.6,28.8
5.4,5,a-reso-i1,2021-22,Southern Berkshire - South Egremont,07650030,      11,  13.0,         13,  69.2,  30.8,   0.0,   0.0,7.7
4.66,4.66,a-reso-i1,2021-22,Southern Berkshire - Undermountain,07650035,     151,  16.7,        253,  54.2,  45.9,   6.7,  12.3,49.8
5.279999999999999,5,a-reso-i1,2021-22,Southern Worcester County Regional Vocational School District - Bay Path Regional Vocational Technical High School,08760605,"   1,021",  13.6,"      1,174",  42.4,  57.4,   1.0,  13.9,34.8
4.4399999999999995,4.44,a-reso-i1,2021-22,Southwick-Tolland-Granville Regional School District - Powder Mill School,07660315,     208,  17.8,        398,  49.0,  51.0,   6.3,  21.1,41.5
5.12,5,a-reso-i1,2021-22,Southwick-Tolland-Granville Regional School District - Southwick Regional School,07660505,     363,  14.4,        653,  52.5,  47.3,   1.8,  15.8,33.1
5.0200000000000005,5,a-reso-i1,2021-22,Southwick-Tolland-Granville Regional School District - Woodland School,07660010,     196,  14.9,        328,  45.1,  54.9,   5.5,  18.6,38.4
4.58,4.58,a-reso-i1,2021-22,Spencer-E Brookfield - David Prouty High,07670505,     181,  17.1,        330,  47.0,  52.7,   3.3,  16.4,50.6
4.279999999999999,4.28,a-reso-i1,2021-22,Spencer-E Brookfield - East Brookfield Elementary,07670008,      63,  18.6,        241,  47.7,  52.3,   2.1,  26.1,38.2
4.32,4.32,a-reso-i1,2021-22,Spencer-E Brookfield - Knox Trail Middle School,07670415,     197,  18.4,        427,  45.7,  54.1,   3.5,  19.2,52.9
4.36,4.36,a-reso-i1,2021-22,Spencer-E Brookfield - Wire Village School,07670040,      92,  18.2,        418,  44.7,  55.0,   6.2,  22.7,57.2
4.16,4.16,a-reso-i1,2021-22,Springfield - Alfred G. Zanetti Montessori Magnet School,02810095,     198,  19.2,        395,  56.0,  44.1,   4.1,   7.9,47.6
4.2,4.2,a-reso-i1,2021-22,Springfield - Alice B Beal Elementary,02810175,     175,  19.0,        262,  49.2,  50.8,  19.1,  17.6,85.9
4.779999999999999,4.78,a-reso-i1,2021-22,Springfield - Arthur T Talmadge,02810165,     181,  16.1,        219,  47.0,  53.0,  12.8,  28.8,93.2
4.1,4.1,a-reso-i1,2021-22,Springfield - Brightwood,02810025,     247,  19.5,        432,  50.0,  50.0,  26.2,  29.9,95.1
4.34,4.34,a-reso-i1,2021-22,Springfield - Chestnut Accelerated Middle School (Talented and Gifted),02810367,     186,  18.3,        300,  44.3,  55.3,   6.0,  19.7,80
5.7,5,a-reso-i1,2021-22,Springfield - Conservatory of the Arts,02810475,     193,  11.5,        307,  71.3,  28.0,   9.8,  23.8,87.3
4.08,4.08,a-reso-i1,2021-22,Springfield - Daniel B Brunton,02810035,     246,  19.6,        430,  48.1,  51.9,  17.4,  22.8,89.8
6.26,5,a-reso-i1,2021-22,Springfield - Early Childhood Education Center,02810001,      26,   8.7,        220,  41.4,  58.6,  13.6,  65.9,88.6
4.84,4.84,a-reso-i1,2021-22,Springfield - Edward P. Boland School,02810010,     363,  15.8,        634,  46.4,  53.6,  26.0,  37.4,92.6
4.68,4.68,a-reso-i1,2021-22,Springfield - Elias Brookings,02810030,     201,  16.6,        299,  49.5,  50.5,  24.4,  31.8,92
4.92,4.92,a-reso-i1,2021-22,Springfield - Emergence Academy,02810318,      43,  15.4,         85,  52.9,  47.1,  98.8,   7.1,78.8
5.54,5,a-reso-i1,2021-22,Springfield - Forest Park Middle,02810325,     370,  12.3,        493,  47.3,  52.7,  11.8,  28.8,92.1
4.18,4.18,a-reso-i1,2021-22,Springfield - Frank H Freedman,02810075,     168,  19.1,        259,  51.0,  49.0,   8.9,  21.6,85.3
4.5600000000000005,4.56,a-reso-i1,2021-22,Springfield - Frederick Harris,02810080,     391,  17.2,        581,  48.4,  51.6,  12.9,  29.8,78.3
-0.6,1,a-reso-i1,2021-22,Springfield - Gateway to College at Holyoke Community College,02810575,       1,  43.0,         43,  69.8,  30.2,   2.3,  16.3,95.4
3.0,3.0,a-reso-i1,2021-22,Springfield - Gateway to College at Springfield Technical Community College,02810580,       1,  25.0,         25,  72.0,  24.0,   0.0,   8.0,80
4.92,4.92,a-reso-i1,2021-22,Springfield - German Gerena Community School,02810195,     432,  15.4,        600,  47.3,  52.7,  23.0,  21.5,90.5
4.18,4.18,a-reso-i1,2021-22,Springfield - Glenwood,02810065,     182,  19.1,        277,  48.0,  52.0,  20.6,  18.4,86.3
4.66,4.66,a-reso-i1,2021-22,Springfield - Glickman Elementary,02810068,     227,  16.7,        287,  47.0,  53.0,  20.9,  34.8,87.5
5.0600000000000005,5,a-reso-i1,2021-22,Springfield - High School Of Commerce,02810510,     753,  14.7,"      1,270",  47.6,  52.2,  17.7,  22.4,88.1
4.7,4.7,a-reso-i1,2021-22,Springfield - Hiram L Dorman,02810050,     183,  16.5,        242,  48.4,  51.7,  21.5,  21.1,92.2
4.16,4.16,a-reso-i1,2021-22,Springfield - Homer Street,02810085,     245,  19.2,        380,  51.3,  48.7,  19.5,  22.9,92.9
4.12,4.12,a-reso-i1,2021-22,Springfield - Impact Prep at Chestnut,02810366,      90,  19.4,        228,  50.4,  49.6,   9.2,  27.6,97.4
4.7,4.7,a-reso-i1,2021-22,Springfield - Indian Orchard Elementary,02810100,     342,  16.5,        524,  46.4,  53.6,  16.4,  25.2,88.7
4.54,4.54,a-reso-i1,2021-22,Springfield - John F Kennedy Middle,02810328,     306,  17.3,        475,  50.7,  49.3,  13.3,  31.0,91.6
4.9799999999999995,4.98,a-reso-i1,2021-22,Springfield - John J Duggan Middle,02810320,     514,  15.1,        777,  44.9,  54.8,   9.9,  25.2,81.6
5.0,5.0,a-reso-i1,2021-22,Springfield - Kensington International School,02810110,     181,  15.0,        258,  51.6,  48.5,  27.9,  22.5,96.1
5.2,5,a-reso-i1,2021-22,Springfield - Kiley Academy,02810316,     178,  14.0,        225,  48.0,  52.0,  11.6,  29.8,92.4
4.84,4.84,a-reso-i1,2021-22,Springfield - Kiley Prep,02810315,     107,  15.8,        195,  43.1,  56.9,  14.4,  32.3,89.7
4.74,4.74,a-reso-i1,2021-22,Springfield - Liberty,02810115,     198,  16.3,        256,  50.0,  50.0,  22.7,  21.5,90.2
7.1,5,a-reso-i1,2021-22,Springfield - Liberty Preparatory Academy,02810560,       8,   4.5,         10,  10.0,  90.0,   0.0,  10.0,60
3.56,3.56,a-reso-i1,2021-22,Springfield - Lincoln,02810120,     253,  22.2,        487,  49.5,  50.5,  34.5,  27.5,94.5
4.4399999999999995,4.44,a-reso-i1,2021-22,Springfield - Lyceum Academy,02810317,     146,  17.8,        402,  45.3,  54.7,  30.9,  30.4,96.3
4.66,4.66,a-reso-i1,2021-22,Springfield - M Marcus Kiley Middle,02810330,     140,  16.7,        234,  46.6,  53.0,   8.1,  29.1,85
6.0600000000000005,5,a-reso-i1,2021-22,Springfield - Margaret C Ells,02810060,      23,   9.7,        216,  38.9,  61.1,  15.7,  55.1,86.1
4.16,4.16,a-reso-i1,2021-22,Springfield - Mary A. Dryden Veterans Memorial School,02810125,     170,  19.2,        289,  47.4,  52.6,  18.3,  23.2,76.8
4.66,4.66,a-reso-i1,2021-22,Springfield - Mary M Lynch,02810140,     150,  16.7,        208,  56.3,  43.8,   7.7,  17.3,89.9
4.720000000000001,4.72,a-reso-i1,2021-22,Springfield - Mary M Walsh,02810155,     198,  16.4,        267,  46.8,  53.2,  24.3,  30.0,90.6
3.72,3.72,a-reso-i1,2021-22,Springfield - Mary O Pottenger,02810145,     230,  21.4,        403,  49.1,  50.6,  12.9,  17.4,85.4
4.38,4.38,a-reso-i1,2021-22,Springfield - Milton Bradley School,02810023,     323,  18.1,        533,  49.9,  50.1,  25.5,  28.0,96.3
4.76,4.76,a-reso-i1,2021-22,Springfield - Rebecca M Johnson,02810055,     431,  16.2,        631,  46.4,  53.6,  20.1,  29.8,93
4.12,4.12,a-reso-i1,2021-22,Springfield - Rise Academy at Van Sickle,02810480,      95,  19.4,        281,  45.6,  54.5,  13.2,  24.2,90.8
5.42,5,a-reso-i1,2021-22,Springfield - Roger L. Putnam Vocational Technical Academy,02810620,     914,  12.9,"      1,362",  55.2,  44.7,  11.3,  16.2,81.1
5.12,5,a-reso-i1,2021-22,Springfield - STEM Middle Academy,02810350,     164,  14.4,        276,  44.6,  55.4,   9.8,  20.7,84.4
5.16,5,a-reso-i1,2021-22,Springfield - Samuel Bowles,02810020,     197,  14.2,        210,  52.4,  47.6,  15.2,  23.8,89.1
4.42,4.42,a-reso-i1,2021-22,Springfield - South End Middle School,02810355,      77,  17.9,        213,  40.4,  59.6,  16.0,  21.6,97.2
4.7,4.7,a-reso-i1,2021-22,Springfield - Springfield Central High,02810500,"   1,026",  16.5,"      2,090",  46.5,  53.5,  14.4,  18.4,79.8
4.88,4.88,a-reso-i1,2021-22,Springfield - Springfield High School,02810570,     154,  15.6,        249,  41.4,  57.8,  12.5,  32.5,89.2
5.4399999999999995,5,a-reso-i1,2021-22,Springfield - Springfield High School of Science and Technology,02810530,     744,  12.8,"      1,099",  43.2,  56.7,  16.5,  24.8,89.6
5.4799999999999995,5,a-reso-i1,2021-22,Springfield - Springfield International Academy at Johnson,02810215,       5,  12.6,         33,  45.5,  54.6, 100.0,   0.0,84.9
5.1,5,a-reso-i1,2021-22,Springfield - Springfield International Academy at Sci-Tech,02810700,      57,  14.5,        102,  24.5,  75.5, 100.0,   1.0,84.3
6.56,5,a-reso-i1,2021-22,Springfield - Springfield Middle School,02810360,      34,   7.2,         35,  25.7,  74.3,  11.4,  34.3,94.3
6.9799999999999995,5,a-reso-i1,2021-22,Springfield - Springfield Public Day Elementary School,02810005,     135,   5.1,         45,  24.4,  75.6,   4.4,  95.6,95.6
6.9,5,a-reso-i1,2021-22,Springfield - Springfield Public Day High School,02810550,      85,   5.5,         65,  21.5,  78.5,   6.2, 100.0,96.9
6.9,5,a-reso-i1,2021-22,Springfield - Springfield Public Day Middle School,02810345,      70,   5.5,         50,  22.0,  78.0,  10.0, 100.0,94
5.0,5.0,a-reso-i1,2021-22,Springfield - Springfield Realization Academy,02810335,      32,  15.0,         70,  58.6,  41.4,  38.6,  20.0,94.3
6.5,5,a-reso-i1,2021-22,Springfield - Springfield Transition Academy,02810675,      25,   7.5,         83,  26.5,  73.5,   0.0, 100.0,91.6
4.96,4.96,a-reso-i1,2021-22,Springfield - Sumner Avenue,02810160,     340,  15.2,        505,  47.5,  52.5,  23.4,  28.7,91.7
5.32,5,a-reso-i1,2021-22,Springfield - The Springfield Renaissance School an Expeditionary Learning School,02810205,     388,  13.4,        608,  50.7,  49.2,   5.8,  21.2,71.9
4.5600000000000005,4.56,a-reso-i1,2021-22,Springfield - The Springfield Virtual School,02810705,     336,  17.2,        580,  51.4,  48.6,  12.2,  29.0,89.5
4.24,4.24,a-reso-i1,2021-22,Springfield - Thomas M Balliet,02810015,     156,  18.8,        300,  48.7,  51.3,  12.3,  21.7,82.3
5.34,5,a-reso-i1,2021-22,Springfield - Van Sickle Academy,02810485,     218,  13.3,        302,  48.7,  50.7,  17.9,  31.5,88.1
4.4399999999999995,4.44,a-reso-i1,2021-22,Springfield - Warner,02810180,     166,  17.8,        273,  44.7,  55.0,  14.3,  22.7,86.8
4.96,4.96,a-reso-i1,2021-22,Springfield - Washington,02810185,     293,  15.2,        401,  49.1,  50.9,  22.2,  28.2,91
3.94,3.94,a-reso-i1,2021-22,Springfield - White Street,02810190,     243,  20.3,        388,  50.5,  49.5,  26.0,  16.2,90.5
4.9399999999999995,4.94,a-reso-i1,2021-22,Springfield - William N. DeBerry,02810045,     188,  15.3,        221,  48.4,  51.6,  27.6,  29.0,95
2.6,2.6,a-reso-i1,2021-22,Springfield International Charter (District) - Springfield International Charter School,04410505,     659,  27.0,"      1,585",  50.7,  49.2,  10.8,  16.7,60.8
2.44,2.44,a-reso-i1,2021-22,Springfield Preparatory Charter School (District) - Springfield Preparatory Charter School,35100205,      92,  27.8,        433,  46.2,  53.4,  12.9,  20.6,74.8
3.88,3.88,a-reso-i1,2021-22,Stoneham - Colonial Park,02840005,      89,  20.6,        259,  40.9,  59.1,   2.3,  25.1,21.2
3.78,3.78,a-reso-i1,2021-22,Stoneham - Robin Hood,02840025,     138,  21.1,        387,  49.1,  50.9,   6.5,  22.0,22
4.0200000000000005,4.02,a-reso-i1,2021-22,Stoneham - South,02840030,     124,  19.9,        333,  50.5,  49.6,   6.9,  24.9,26.1
4.76,4.76,a-reso-i1,2021-22,Stoneham - Stoneham Central Middle School,02840405,     513,  16.2,        714,  49.2,  50.7,   3.9,  21.0,28.3
5.64,5,a-reso-i1,2021-22,Stoneham - Stoneham High,02840505,     440,  11.8,        579,  50.3,  49.7,   2.6,  18.0,24
5.720000000000001,5,a-reso-i1,2021-22,Stoughton - Edwin A Jones Early Childhood Center,02850012,      13,  11.4,        148,  40.5,  59.5,   0.0,  47.3,52.7
5.2,5,a-reso-i1,2021-22,Stoughton - Helen Hansen Elementary,02850010,     159,  14.0,        279,  45.9,  54.1,   7.5,  24.4,45.2
4.58,4.58,a-reso-i1,2021-22,Stoughton - Joseph H Gibbons,02850025,     161,  17.1,        337,  49.6,  50.2,  11.3,  17.8,44.5
5.08,5,a-reso-i1,2021-22,Stoughton - Joseph R Dawe Jr Elementary,02850014,     209,  14.6,        373,  43.2,  56.8,  11.3,  19.0,43.4
4.5200000000000005,4.52,a-reso-i1,2021-22,Stoughton - O'Donnell Middle School,02850405,     521,  17.4,        858,  47.6,  52.5,   7.5,  18.8,47.6
4.92,4.92,a-reso-i1,2021-22,Stoughton - Richard L. Wilkins Elementary School,02850020,     145,  15.4,        275,  52.4,  47.6,  24.4,  18.2,67.3
4.279999999999999,4.28,a-reso-i1,2021-22,Stoughton - South Elementary,02850015,     113,  18.6,        257,  49.0,  51.0,   6.2,  19.5,33.9
4.62,4.62,a-reso-i1,2021-22,Stoughton - Stoughton High,02850505,     691,  16.9,"      1,077",  47.5,  52.5,   8.8,  14.4,42.8
3.72,3.72,a-reso-i1,2021-22,Sturbridge - Burgess Elementary,02870005,     239,  21.4,        874,  48.6,  51.4,   4.0,  16.6,21.7
5.18,5,a-reso-i1,2021-22,Sturgis Charter Public (District) - Sturgis Charter Public School,04890505,     527,  14.1,        844,  57.8,  41.9,   0.8,  18.5,24.1
4.76,4.76,a-reso-i1,2021-22,Sudbury - Ephraim Curtis Middle,02880305,     651,  16.2,        881,  46.0,  53.8,   0.7,  23.6,6.4
3.96,3.96,a-reso-i1,2021-22,Sudbury - General John Nixon Elementary,02880025,     181,  20.2,        305,  53.8,  46.2,   3.0,  15.4,6.2
4.16,4.16,a-reso-i1,2021-22,Sudbury - Israel Loring School,02880015,     265,  19.2,        422,  51.4,  48.6,   5.0,  23.0,14.7
3.7399999999999998,3.74,a-reso-i1,2021-22,Sudbury - Josiah Haynes,02880010,     205,  21.3,        364,  45.6,  54.4,   2.8,  18.1,6.9
3.8,3.8,a-reso-i1,2021-22,Sudbury - Peter Noyes,02880030,     296,  21.0,        589,  46.5,  53.5,   3.9,  22.9,7.5
5.4,5,a-reso-i1,2021-22,Sunderland - Sunderland Elementary,02890005,     156,  13.0,        187,  47.1,  52.4,   5.4,  26.2,39.6
4.4799999999999995,4.48,a-reso-i1,2021-22,Sutton - Sutton Early Learning,02900003,      95,  17.6,        327,  47.1,  52.9,   1.2,  28.8,26.3
3.8600000000000003,3.86,a-reso-i1,2021-22,Sutton - Sutton Elementary,02900005,     109,  20.7,        288,  47.9,  52.1,   3.8,  26.7,16.3
4.86,4.86,a-reso-i1,2021-22,Sutton - Sutton High School,02900510,     170,  15.7,        367,  48.8,  50.4,   0.8,   6.8,17.7
3.94,3.94,a-reso-i1,2021-22,Sutton - Sutton Middle School,02900305,     111,  20.3,        323,  49.5,  50.5,   0.9,  17.0,17
4.3,4.3,a-reso-i1,2021-22,Swampscott - Clarke,02910005,      88,  18.5,        204,  44.1,  55.9,  21.1,  22.6,34.8
4.12,4.12,a-reso-i1,2021-22,Swampscott - Hadley,02910010,     120,  19.4,        291,  49.1,  50.9,   8.6,  17.9,21.7
4.4399999999999995,4.44,a-reso-i1,2021-22,Swampscott - Stanley,02910020,      92,  17.8,        205,  40.0,  60.0,   2.0,  24.9,12.2
5.3,5,a-reso-i1,2021-22,Swampscott - Swampscott High,02910505,     455,  13.5,        667,  49.6,  50.2,   2.3,  18.9,25.3
4.58,4.58,a-reso-i1,2021-22,Swampscott - Swampscott Middle,02910305,     486,  17.1,        709,  49.9,  49.8,   3.7,  23.1,25
3.3600000000000003,3.36,a-reso-i1,2021-22,Swansea - Elizabeth S Brown,02920006,     115,  23.2,        283,  48.1,  51.9,   1.1,   9.9,35
3.5200000000000005,3.52,a-reso-i1,2021-22,Swansea - Gardner,02920015,     116,  22.4,        268,  50.4,  49.6,   0.8,  10.8,28.4
5.0600000000000005,5,a-reso-i1,2021-22,Swansea - Joseph Case High,02920505,     259,  14.7,        543,  47.3,  52.7,   0.4,  13.1,27.6
4.279999999999999,4.28,a-reso-i1,2021-22,Swansea - Joseph Case Jr High,02920305,     196,  18.6,        502,  52.2,  47.8,   1.0,  12.0,29.9
4.18,4.18,a-reso-i1,2021-22,Swansea - Joseph G Luther,02920020,      95,  19.1,        224,  50.9,  49.1,   0.0,  16.1,25.9
4.74,4.74,a-reso-i1,2021-22,Swansea - Mark G Hoyle Elementary,02920017,     104,  16.3,        238,  46.2,  53.8,   0.0,  20.2,30.7
-0.24000000000000057,1,a-reso-i1,2021-22,TEC Connections Academy Commonwealth Virtual School District - TEC Connections Academy Commonwealth Virtual School,39020900,     716,  41.2,"      2,962",  55.3,  44.5,   4.1,  20.9,54.5
4.2,4.2,a-reso-i1,2021-22,Tantasqua - Tantasqua Regional Jr High,07700405,     392,  19.0,        597,  47.7,  52.3,   1.3,  14.7,29
5.4799999999999995,5,a-reso-i1,2021-22,Tantasqua - Tantasqua Regional Sr High,07700505,     765,  12.6,"      1,194",  46.7,  52.6,   1.4,  11.1,28.5
5.7,5,a-reso-i1,2021-22,Tantasqua - Tantasqua Regional Vocational,07700605,      74,  11.5,        510,  36.5,  62.8,   1.0,  15.9,34.9
3.7399999999999998,3.74,a-reso-i1,2021-22,Taunton - Benjamin Friedman Middle,02930315,     359,  21.3,        766,  47.0,  53.0,   2.7,  20.6,57.2
4.9,4.9,a-reso-i1,2021-22,Taunton - East Taunton Elementary,02930010,     256,  15.5,        510,  52.4,  47.7,   3.5,  23.1,53.3
4.2,4.2,a-reso-i1,2021-22,Taunton - Edmund Hatch Bennett,02930007,     125,  19.0,        303,  50.5,  49.5,   3.3,  17.8,48.2
4.8,4.8,a-reso-i1,2021-22,Taunton - Edward F. Leddy Preschool,02930005,      19,  16.0,        303,  38.3,  61.7,  11.9,  62.1,57.8
4.279999999999999,4.28,a-reso-i1,2021-22,Taunton - Elizabeth Pole,02930027,     243,  18.6,        579,  50.3,  49.6,  15.9,  17.4,73.2
4.279999999999999,4.28,a-reso-i1,2021-22,Taunton - H H Galligan,02930057,     109,  18.6,        259,  47.5,  52.5,  18.5,  18.9,81.1
4.5600000000000005,4.56,a-reso-i1,2021-22,Taunton - James L. Mulcahey Elementary School,02930015,     354,  17.2,        827,  50.4,  49.6,   9.4,  20.8,70.4
3.46,3.46,a-reso-i1,2021-22,Taunton - John F Parker Middle,02930305,     210,  22.7,        493,  46.9,  53.1,   9.9,  18.5,68.2
4.18,4.18,a-reso-i1,2021-22,Taunton - Joseph C Chamberlain,02930008,     189,  19.1,        472,  50.2,  49.8,   5.1,  20.3,54.7
4.2,4.2,a-reso-i1,2021-22,Taunton - Joseph H Martin,02930042,     364,  19.0,        685,  49.8,  50.2,   4.1,  23.1,58
6.58,5,a-reso-i1,2021-22,Taunton - Taunton Alternative High School,02930525,      97,   7.1,        105,  37.1,  62.9,   9.5,  28.6,78.1
3.88,3.88,a-reso-i1,2021-22,Taunton - Taunton High,02930505,"   1,032",  20.6,"      2,794",  49.1,  50.8,   5.8,  16.6,55.4
4.3,4.3,a-reso-i1,2021-22,Tewksbury - Heath-Brook,02950010,     110,  18.5,        310,  44.8,  55.2,  10.0,  15.8,21.6
4.32,4.32,a-reso-i1,2021-22,Tewksbury - John F. Ryan,02950023,     305,  18.4,        517,  52.6,  47.4,   1.2,  19.9,26.1
3.9,3.9,a-reso-i1,2021-22,Tewksbury - John W. Wynn Middle,02950305,     226,  20.5,        521,  48.0,  51.8,   0.8,  16.3,24.8
4.12,4.12,a-reso-i1,2021-22,Tewksbury - L F Dewing,02950001,     158,  19.4,        622,  46.6,  53.4,   6.4,  30.2,23.3
4.42,4.42,a-reso-i1,2021-22,Tewksbury - Louise Davy Trahan,02950025,     108,  17.9,        215,  51.6,  48.4,   3.7,  15.4,20.5
4.36,4.36,a-reso-i1,2021-22,Tewksbury - North Street,02950020,     127,  18.2,        256,  50.8,  49.2,   1.6,  23.4,23.8
4.36,4.36,a-reso-i1,2021-22,Tewksbury - Tewksbury Memorial High,02950505,     408,  18.2,        804,  51.2,  48.4,   1.4,  12.8,21.9
5.2,5,a-reso-i1,2021-22,Tisbury - Tisbury Elementary,02960005,     201,  14.0,        303,  49.5,  50.5,  33.3,  19.8,54.8
4.68,4.68,a-reso-i1,2021-22,Topsfield - Proctor Elementary,02980005,      95,  16.6,        260,  48.5,  51.5,   0.0,  22.3,7.7
4.88,4.88,a-reso-i1,2021-22,Topsfield - Steward Elementary,02980010,     107,  15.6,        368,  48.9,  51.1,   0.3,  22.0,6.3
4.88,4.88,a-reso-i1,2021-22,Tri-County Regional Vocational Technical - Tri-County Regional Vocational Technical,08780605,     818,  15.6,        938,  39.3,  59.7,   0.2,  30.9,26.8
4.46,4.46,a-reso-i1,2021-22,Triton - Newbury Elementary,07730020,     198,  17.7,        395,  45.1,  54.9,   0.0,  22.3,22.3
4.5200000000000005,4.52,a-reso-i1,2021-22,Triton - Pine Grove,07730025,     216,  17.4,        421,  51.5,  48.5,   1.4,  19.2,23
4.4799999999999995,4.48,a-reso-i1,2021-22,Triton - Salisbury Elementary,07730015,     214,  17.6,        437,  51.0,  49.0,   5.0,  18.5,52.4
5.32,5,a-reso-i1,2021-22,Triton - Triton Regional High School,07730505,     341,  13.4,        639,  47.7,  51.6,   0.9,  15.2,31.5
4.68,4.68,a-reso-i1,2021-22,Triton - Triton Regional Middle School,07730405,     221,  16.6,        341,  48.4,  51.6,   0.9,  19.4,36.7
5.1,5,a-reso-i1,2021-22,Truro - Truro Central,03000005,      67,  14.5,        113,  48.7,  51.3,   2.7,  16.8,48.7
3.7399999999999998,3.74,a-reso-i1,2021-22,Tyngsborough - Tyngsborough Elementary,03010020,     369,  21.3,        808,  47.0,  53.0,   9.9,  23.4,28.1
4.92,4.92,a-reso-i1,2021-22,Tyngsborough - Tyngsborough High School,03010505,     343,  15.4,        426,  51.6,  48.4,   0.9,  12.2,19.5
4.5200000000000005,4.52,a-reso-i1,2021-22,Tyngsborough - Tyngsborough Middle,03010305,     246,  17.4,        395,  46.1,  53.9,   1.8,  20.0,22.8
4.5,4.5,a-reso-i1,2021-22,UP Academy Charter School of Boston (District) - UP Academy Charter School of Boston,04800405,     125,  17.5,        296,  46.6,  53.4,  24.0,  30.4,82.4
3.94,3.94,a-reso-i1,2021-22,UP Academy Charter School of Dorchester (District) - UP Academy Charter School of Dorchester,35050405,     177,  20.3,        613,  50.7,  49.3,  32.8,  11.6,83.9
5.3,5,a-reso-i1,2021-22,Up-Island Regional - Chilmark Elementary,07740010,      17,  13.5,         55,  54.6,  45.5,   0.0,  16.4,18.2
5.0200000000000005,5,a-reso-i1,2021-22,Up-Island Regional - West Tisbury Elementary,07740020,     186,  14.9,        356,  49.2,  50.6,   4.8,  19.4,32
5.12,5,a-reso-i1,2021-22,Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Vocational Technical,08790605,     360,  14.4,        715,  40.7,  59.3,   0.4,  27.3,41.3
8.0,5,a-reso-i1,2021-22,Uxbridge - Gateway to College,03040515,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
4.3,4.3,a-reso-i1,2021-22,Uxbridge - Taft Early Learning Center,03040005,     186,  18.5,        545,  46.6,  53.4,   2.8,  22.9,29.4
5.38,5,a-reso-i1,2021-22,Uxbridge - Uxbridge High,03040505,     391,  13.1,        567,  42.9,  57.1,   1.8,  16.1,28.9
3.7600000000000002,3.76,a-reso-i1,2021-22,Uxbridge - Whitin Intermediate,03040405,     204,  21.2,        523,  46.9,  53.2,   2.5,  17.2,31.7
