Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,PK-2 (# ),3-5 (# ),6-8 (# ),9-12 (# ),Multiple Grades (# ),All Grades (# ),FTE Count,Student Count,Student to Art Teacher ratio
5.180952380952382,5,a-sust-i4,2020-21,Revere - A. C. Whelan Elementary School,02480003,1.0,1.1,0.0,0.0,0.0,0.0,2.1,740,352.38095238095235
5.738947368421052,5,a-sust-i4,2020-21,Revere - Abraham Lincoln,02480025,0.8,1.1,0.0,0.0,0.0,0.0,1.9,537,282.63157894736844
6.613333333333333,5,a-sust-i4,2020-21,Revere - Beachmont Veterans Memorial School,02480013,1.0,0.8,0.0,0.0,0.0,0.0,1.8,312,173.33333333333334
5.610909090909091,5,a-sust-i4,2020-21,Revere - Garfield Elementary School,02480056,1.1,1.0,0.0,0.0,0.0,0.0,2.2,657,298.6363636363636
6.485333333333333,5,a-sust-i4,2020-21,Revere - Garfield Middle School,02480057,0.0,0.0,3.0,0.0,0.0,0.0,3.0,568,189.33333333333334
6.5,5,a-sust-i4,2020-21,Revere - Paul Revere,02480050,1.3,1.1,0.0,0.0,0.0,0.0,2.4,450,187.5
5.488253968253968,5,a-sust-i4,2020-21,Revere - Revere High,02480505,0.0,0.0,0.0,5.3,0.3,0.8,6.3,1978,313.968253968254
5.6,5,a-sust-i4,2020-21,Revere - Rumney Marsh Academy,02480014,0.0,0.0,2.0,0.0,0.0,0.0,2.0,600,300.0
-Infinity,1,a-sust-i4,2020-21,Revere - Seacoast School,02480520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,Infinity
6.020740740740741,5,a-sust-i4,2020-21,Revere - Staff Sargent James J. Hill Elementary School,02480035,1.4,1.3,0.0,0.0,0.0,0.0,2.7,668,247.4074074074074
6.466666666666667,5,a-sust-i4,2020-21,Revere - Susan B. Anthony Middle School,02480305,0.0,0.0,3.0,0.0,0.0,0.0,3.0,575,191.66666666666666
6.56969696969697,5,a-sust-i4,2020-21,Somerville - Albert F. Argenziano School at Lincoln Park,02740087,1.1,0.7,1.4,0.0,0.0,0.0,3.3,590,178.7878787878788
6.216,5,a-sust-i4,2020-21,Somerville - Arthur D Healey,02740075,0.8,0.8,0.3,0.0,0.0,0.0,2.0,446,223.0
7.0,5,a-sust-i4,2020-21,Somerville - Benjamin G Brown,02740015,0.6,1.1,0.0,0.0,0.0,0.0,1.8,225,125.0
5.98,5,a-sust-i4,2020-21,Somerville - Capuano Early Childhood Center,02740005,0.8,0.0,0.0,0.0,0.0,0.0,0.8,202,252.5
6.523076923076923,5,a-sust-i4,2020-21,Somerville - E Somerville Community,02740111,1.3,1.6,1.0,0.0,0.0,0.0,3.9,720,184.6153846153846
7.104,5,a-sust-i4,2020-21,Somerville - Full Circle High School,02740510,0.0,0.0,0.0,0.5,0.0,0.0,0.5,56,112.0
6.663703703703703,5,a-sust-i4,2020-21,Somerville - John F Kennedy,02740083,0.4,0.5,1.8,0.0,0.0,0.0,2.7,451,167.03703703703704
6.591304347826087,5,a-sust-i4,2020-21,Somerville - Somerville High,02740505,0.0,0.0,0.0,6.8,0.0,0.0,6.9,1215,176.08695652173913
6.733333333333333,5,a-sust-i4,2020-21,Somerville - West Somerville Neighborhood,02740115,0.7,0.7,1.1,0.0,0.0,0.0,2.4,380,158.33333333333334
7.154594594594595,5,a-sust-i4,2020-21,Somerville - Winter Hill Community,02740120,1.1,0.6,2.0,0.0,0.0,0.0,3.7,391,105.67567567567568
6.604,5,a-sust-i4,2020-21,UP Academy Charter School of Boston (District) - UP Academy Charter School of Boston,04800405,0.0,0.0,2.0,0.0,0.0,0.0,2.0,349,174.5
5.26,5,a-sust-i4,2020-21,UP Academy Charter School of Dorchester (District) - UP Academy Charter School of Dorchester,35050405,0.7,0.6,0.8,0.0,0.0,0.0,2.0,685,342.5
5.856,5,a-sust-i4,2020-21,Wareham - John William Decas,03100003,2.0,0.0,0.0,0.0,0.0,0.0,2.0,536,268.0
6.796,5,a-sust-i4,2020-21,Wareham - Minot Forest,03100017,0.0,2.0,0.0,0.0,0.0,0.0,2.0,301,150.5
-Infinity,1,a-sust-i4,2020-21,Wareham - Wareham Cooperative Alternative School,03100315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Infinity
6.2943999999999996,5,a-sust-i4,2020-21,Wareham - Wareham Middle,03100305,0.0,0.8,1.7,0.0,0.0,0.0,2.5,533,213.2
6.768421052631579,5,a-sust-i4,2020-21,Wareham - Wareham Senior High,03100505,0.0,0.0,0.2,2.0,0.0,1.6,3.8,585,153.94736842105263
6.2026666666666666,5,a-sust-i4,2020-21,Winchester - Ambrose Elementary,03440045,1.2,0.2,0.0,0.0,0.0,0.0,1.5,337,224.66666666666666
6.63304347826087,5,a-sust-i4,2020-21,Winchester - Lincoln Elementary,03440005,1.4,0.9,0.0,0.0,0.0,0.0,2.3,393,170.8695652173913
6.491851851851852,5,a-sust-i4,2020-21,Winchester - Lynch Elementary,03440020,1.2,1.6,0.0,0.0,0.0,0.0,2.7,509,188.5185185185185
6.423272727272727,5,a-sust-i4,2020-21,Winchester - McCall Middle,03440305,0.0,0.0,5.5,0.0,0.0,0.0,5.5,1084,197.0909090909091
5.553333333333333,5,a-sust-i4,2020-21,Winchester - Muraco Elementary,03440040,0.1,1.1,0.0,0.0,0.0,0.0,1.2,367,305.83333333333337
6.303157894736842,5,a-sust-i4,2020-21,Winchester - Vinson-Owen Elementary,03440025,0.6,1.3,0.0,0.0,0.0,0.0,1.9,403,212.10526315789474
6.24625,5,a-sust-i4,2020-21,Winchester - Winchester High School,03440505,0.0,0.0,0.0,6.4,0.0,0.0,6.4,1403,219.21875
6.484,5,a-sust-i4,2019-20,Attleboro - A. Irvin Studley Elementary School,00160001,1.1,0.9,0.0,0.0,0.0,0.0,2.0,379,189.5
3.76,3.76,a-sust-i4,2019-20,Attleboro - Attleboro Community Academy,00160515,0.0,0.0,0.0,0.1,0.0,0.0,0.1,53,530.0
5.168,5,a-sust-i4,2019-20,Attleboro - Attleboro High,00160505,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1770,354.0
6.0128,5,a-sust-i4,2019-20,Attleboro - Cyril K. Brennan Middle School,00160315,0.0,0.6,1.9,0.0,0.0,0.0,2.5,621,248.4
6.176,5,a-sust-i4,2019-20,Attleboro - Hill-Roberts Elementary School,00160045,1.2,0.8,0.0,0.0,0.0,0.0,2.0,456,228.0
6.156,5,a-sust-i4,2019-20,Attleboro - Hyman Fine Elementary School,00160040,1.2,0.8,0.0,0.0,0.0,0.0,2.0,461,230.5
6.363636363636364,5,a-sust-i4,2019-20,Attleboro - Peter Thacher Elementary School,00160050,1.4,0.8,0.0,0.0,0.0,0.0,2.2,450,204.54545454545453
5.38,5,a-sust-i4,2019-20,Attleboro - Robert J. Coelho Middle School,00160305,0.0,0.5,1.5,0.0,0.0,0.0,2.0,655,327.5
6.266666666666667,5,a-sust-i4,2019-20,Attleboro - Thomas Willett Elementary School,00160035,1.0,0.8,0.0,0.0,0.0,0.0,1.8,390,216.66666666666666
6.498666666666667,5,a-sust-i4,2019-20,Attleboro - Wamsutta Middle School,00160320,0.0,0.8,2.3,0.0,0.0,0.0,3.0,563,187.66666666666666
5.937777777777777,5,a-sust-i4,2019-20,Boston - Another Course To College,00350541,0.0,0.0,0.0,0.9,0.0,0.0,0.9,232,257.77777777777777
3.893333333333333,3.89,a-sust-i4,2019-20,Boston - Baldwin Early Learning Center,00350003,0.3,0.0,0.0,0.0,0.0,0.0,0.3,154,513.3333333333334
7.131428571428572,5,a-sust-i4,2019-20,Boston - Beethoven,00350021,2.8,0.0,0.0,0.0,0.0,0.0,2.8,304,108.57142857142858
6.575483870967743,5,a-sust-i4,2019-20,Boston - Blackstone,00350390,1.1,2.0,0.0,0.0,0.0,0.0,3.1,552,178.06451612903226
-Infinity,1,a-sust-i4,2019-20,Boston - Boston Adult Academy,00350548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183,Infinity
7.715223880597016,5,a-sust-i4,2019-20,Boston - Boston Arts Academy,00350546,0.0,0.0,0.0,13.4,0.0,0.0,13.4,477,35.59701492537313
1.0,1.0,a-sust-i4,2019-20,Boston - Boston Collaborative High School,00350755,0.0,0.0,0.0,0.2,0.0,0.0,0.2,175,875.0
-Infinity,1,a-sust-i4,2019-20,Boston - Boston Community Leadership Academy,00350558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506,Infinity
4.1866666666666665,4.19,a-sust-i4,2019-20,Boston - Boston International High School,00350507,0.0,0.0,0.0,0.9,0.0,0.0,0.9,429,476.66666666666663
5.5892682926829265,5,a-sust-i4,2019-20,Boston - Boston Latin,00350560,0.0,0.0,4.3,3.8,0.0,0.0,8.2,2471,301.3414634146342
4.166486486486487,4.17,a-sust-i4,2019-20,Boston - Boston Latin Academy,00350545,0.0,0.0,2.3,1.4,0.0,0.0,3.7,1773,479.18918918918916
6.782222222222223,5,a-sust-i4,2019-20,Boston - Boston Teachers Union School,00350012,0.8,0.6,0.4,0.0,0.0,0.0,1.8,274,152.22222222222223
4.10909090909091,4.11,a-sust-i4,2019-20,Boston - Brighton High,00350505,0.0,0.0,0.0,1.1,0.0,0.0,1.1,535,486.3636363636363
-Infinity,1,a-sust-i4,2019-20,Boston - Carter School,00350036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Infinity
4.576,4.58,a-sust-i4,2019-20,Boston - Charles H Taylor,00350054,0.6,0.4,0.0,0.0,0.0,0.0,1.0,428,428.0
5.973333333333334,5,a-sust-i4,2019-20,Boston - Charles Sumner,00350052,1.2,1.0,0.0,0.0,0.0,0.0,2.1,532,253.33333333333331
3.4346666666666668,3.43,a-sust-i4,2019-20,Boston - Charlestown High,00350515,0.0,0.0,0.0,1.5,0.0,0.0,1.5,856,570.6666666666666
6.643636363636364,5,a-sust-i4,2019-20,Boston - Clarence R Edwards Middle,00350430,0.0,0.0,2.2,0.0,0.0,0.0,2.2,373,169.54545454545453
6.48,5,a-sust-i4,2019-20,Boston - Community Academy,00350518,0.0,0.0,0.0,0.3,0.0,0.0,0.3,57,190.0
6.08,5,a-sust-i4,2019-20,Boston - Community Academy of Science and Health,00350581,0.0,0.0,0.0,1.5,0.0,0.0,1.5,360,240.0
7.138378378378379,5,a-sust-i4,2019-20,Boston - Condon K-8,00350146,3.2,2.8,1.4,0.0,0.0,0.0,7.4,797,107.7027027027027
7.07566265060241,5,a-sust-i4,2019-20,Boston - Curley K-8 School,00350020,4.7,2.4,1.2,0.0,0.0,0.0,8.3,959,115.54216867469879
6.645333333333333,5,a-sust-i4,2019-20,Boston - Curtis Guild,00350062,0.4,1.1,0.0,0.0,0.0,0.0,1.5,254,169.33333333333334
7.176,5,a-sust-i4,2019-20,Boston - Dante Alighieri Montessori School,00350066,0.6,0.5,0.0,0.0,0.0,0.0,1.0,103,103.0
5.797333333333334,5,a-sust-i4,2019-20,Boston - David A Ellis,00350072,1.5,0.0,0.0,0.0,0.0,0.0,1.5,413,275.3333333333333
5.41,5,a-sust-i4,2019-20,Boston - Dearborn,00350074,0.0,0.0,0.8,0.8,0.0,0.0,1.6,518,323.75
7.214,5,a-sust-i4,2019-20,Boston - Dennis C Haley,00350077,1.2,1.4,1.4,0.0,0.0,0.0,4.0,393,98.25
5.909677419354839,5,a-sust-i4,2019-20,Boston - Donald Mckay,00350080,1.0,1.4,0.7,0.0,0.0,0.0,3.1,810,261.2903225806452
7.3888,5,a-sust-i4,2019-20,Boston - Dr. Catherine Ellison-Rosa Parks Early Ed School,00350008,1.8,0.7,0.0,0.0,0.0,0.0,2.5,191,76.4
7.152,5,a-sust-i4,2019-20,Boston - Dr. William Henderson Lower,00350266,2.0,0.0,0.0,0.0,0.0,0.0,2.0,212,106.0
7.136,5,a-sust-i4,2019-20,Boston - ELC - West Zone,00350006,1.0,0.0,0.0,0.0,0.0,0.0,1.0,108,108.0
6.328,5,a-sust-i4,2019-20,Boston - East Boston Early Childhood Center,00350009,1.0,0.0,0.0,0.0,0.0,0.0,1.0,209,209.0
1.3292307692307694,1.33,a-sust-i4,2019-20,Boston - East Boston High,00350530,0.0,0.0,0.0,1.3,0.0,0.0,1.3,1084,833.8461538461538
7.0432,5,a-sust-i4,2019-20,Boston - Edison K-8,00350375,1.6,2.1,1.3,0.0,0.0,0.0,5.0,598,119.6
6.128,5,a-sust-i4,2019-20,Boston - Edward Everett,00350088,0.5,0.5,0.0,0.0,0.0,0.0,1.0,234,234.0
6.889230769230769,5,a-sust-i4,2019-20,Boston - Eliot Elementary,00350096,2.1,2.2,0.8,0.0,0.0,0.0,5.2,722,138.84615384615384
6.92,5,a-sust-i4,2019-20,Boston - Ellis Mendell,00350100,1.5,0.5,0.0,0.0,0.0,0.0,2.0,270,135.0
4.746666666666666,4.75,a-sust-i4,2019-20,Boston - Excel High School,00350522,0.0,0.0,0.0,1.2,0.0,0.0,1.2,488,406.6666666666667
5.888,5,a-sust-i4,2019-20,Boston - Fenway High School,00350540,0.0,0.0,0.0,1.5,0.0,0.0,1.5,396,264.0
7.226666666666666,5,a-sust-i4,2019-20,Boston - Franklin D Roosevelt,00350116,2.5,1.3,0.7,0.0,0.0,0.0,4.5,435,96.66666666666667
4.08,4.08,a-sust-i4,2019-20,Boston - Gardner Pilot Academy,00350326,0.4,0.4,0.0,0.0,0.0,0.0,0.8,392,490.0
6.948571428571428,5,a-sust-i4,2019-20,Boston - George H Conley,00350122,0.9,0.6,0.0,0.0,0.0,0.0,1.4,184,131.42857142857144
7.384615384615385,5,a-sust-i4,2019-20,Boston - Greater Egleston Community High School,00350543,0.0,0.0,0.0,1.3,0.0,0.0,1.3,100,76.92307692307692
5.345454545454546,5,a-sust-i4,2019-20,Boston - Harvard-Kent,00350200,0.6,0.5,0.0,0.0,0.0,0.0,1.1,365,331.8181818181818
7.18,5,a-sust-i4,2019-20,Boston - Haynes Early Education Center,00350010,2.0,0.0,0.0,0.0,0.0,0.0,2.0,205,102.5
4.288,4.29,a-sust-i4,2019-20,Boston - Henry Grew,00350135,0.5,0.0,0.0,0.0,0.0,0.0,0.5,232,464.0
6.872,5,a-sust-i4,2019-20,Boston - Higginson,00350015,1.0,0.0,0.0,0.0,0.0,0.0,1.0,141,141.0
-Infinity,1,a-sust-i4,2019-20,Boston - Higginson/Lewis K-8,00350377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,Infinity
7.565714285714286,5,a-sust-i4,2019-20,Boston - Horace Mann School for the Deaf,00350750,0.3,0.7,0.2,0.3,0.0,0.0,1.4,76,54.28571428571429
-13.04,1,a-sust-i4,2019-20,Boston - Hugh Roe O'Donnell,00350141,0.1,0.0,0.0,0.0,0.0,0.0,0.1,263,2630.0
6.568275862068965,5,a-sust-i4,2019-20,Boston - Jackson Mann,00350013,1.1,0.9,0.9,0.0,0.0,0.0,2.9,519,178.9655172413793
7.3,5,a-sust-i4,2019-20,Boston - James J Chittick,00350154,1.3,1.9,0.0,0.0,0.0,0.0,3.2,280,87.5
7.151111111111112,5,a-sust-i4,2019-20,Boston - James Otis,00350156,1.7,1.9,0.0,0.0,0.0,0.0,3.6,382,106.11111111111111
5.44,5,a-sust-i4,2019-20,Boston - James P Timilty Middle,00350485,0.0,0.0,1.0,0.0,0.0,0.0,1.0,320,320.0
5.710476190476191,5,a-sust-i4,2019-20,Boston - James W Hennigan,00350153,0.4,0.9,0.8,0.0,0.0,0.0,2.1,601,286.1904761904762
6.146666666666667,5,a-sust-i4,2019-20,Boston - Jeremiah E Burke High,00350525,0.0,0.0,0.0,1.8,0.0,0.0,1.8,417,231.66666666666666
7.567407407407407,5,a-sust-i4,2019-20,Boston - John D Philbrick,00350172,1.0,1.7,0.0,0.0,0.0,0.0,2.7,146,54.07407407407407
6.6,5,a-sust-i4,2019-20,Boston - John F Kennedy,00350166,1.7,0.5,0.0,0.0,0.0,0.0,2.2,385,175.0
6.732,5,a-sust-i4,2019-20,Boston - John W McCormack,00350179,0.0,0.0,2.0,0.0,0.0,0.0,2.0,317,158.5
7.262857142857143,5,a-sust-i4,2019-20,Boston - John Winthrop,00350180,1.8,1.0,0.0,0.0,0.0,0.0,2.8,258,92.14285714285715
5.128,5,a-sust-i4,2019-20,Boston - Joseph J Hurley,00350182,0.4,0.4,0.2,0.0,0.0,0.0,1.0,359,359.0
6.7473170731707315,5,a-sust-i4,2019-20,Boston - Joseph Lee,00350183,1.6,1.4,1.1,0.0,0.0,0.0,4.1,642,156.58536585365854
7.499130434782608,5,a-sust-i4,2019-20,Boston - Joseph P Manning,00350184,1.0,1.3,0.0,0.0,0.0,0.0,2.3,144,62.60869565217392
6.128,5,a-sust-i4,2019-20,Boston - Joseph P Tynan,00350181,0.5,0.4,0.0,0.0,0.0,0.0,1.0,234,234.0
6.0125,5,a-sust-i4,2019-20,Boston - Josiah Quincy,00350286,2.1,1.1,0.0,0.0,0.0,0.0,3.2,795,248.4375
6.8053333333333335,5,a-sust-i4,2019-20,Boston - Joyce Kilmer,00350190,1.6,0.9,0.5,0.0,0.0,0.0,3.0,448,149.33333333333334
6.032727272727273,5,a-sust-i4,2019-20,Boston - King K-8,00350376,1.0,0.2,1.1,0.0,0.0,0.0,2.2,541,245.90909090909088
-Infinity,1,a-sust-i4,2019-20,Boston - Lee Academy,00350001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,Infinity
6.789333333333333,5,a-sust-i4,2019-20,Boston - Lilla G. Frederick Middle School,00350383,0.0,0.0,3.0,0.0,0.0,0.0,3.0,454,151.33333333333334
6.142857142857143,5,a-sust-i4,2019-20,Boston - Lyndon,00350262,0.8,1.3,0.7,0.0,0.0,0.0,2.8,650,232.14285714285717
7.472,5,a-sust-i4,2019-20,Boston - Lyon K-8,00350004,0.8,0.8,0.3,0.0,0.0,0.0,2.0,132,66.0
-Infinity,1,a-sust-i4,2019-20,Boston - Lyon Upper 9-12,00350655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,Infinity
-Infinity,1,a-sust-i4,2019-20,Boston - Madison Park High,00350537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021,Infinity
5.816,5,a-sust-i4,2019-20,Boston - Manassah E Bradley,00350215,0.7,0.2,0.0,0.0,0.0,0.0,1.0,273,273.0
7.4896,5,a-sust-i4,2019-20,Boston - Margarita Muniz Academy,00350549,0.0,0.0,0.0,5.0,0.0,0.0,5.0,319,63.8
5.43448275862069,5,a-sust-i4,2019-20,Boston - Mario Umana Academy,00350656,0.4,0.5,2.0,0.0,0.0,0.0,2.9,930,320.6896551724138
6.74,5,a-sust-i4,2019-20,Boston - Mather,00350227,1.8,1.8,0.0,0.0,0.0,0.0,3.6,567,157.5
6.917333333333333,5,a-sust-i4,2019-20,Boston - Mattahunt Elementary School,00350016,2.5,0.5,0.0,0.0,0.0,0.0,3.0,406,135.33333333333334
4.901818181818182,4.9,a-sust-i4,2019-20,Boston - Maurice J Tobin,00350229,0.6,0.1,0.4,0.0,0.0,0.0,1.1,426,387.27272727272725
-Infinity,1,a-sust-i4,2019-20,Boston - Michael J Perkins,00350231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,Infinity
6.995555555555556,5,a-sust-i4,2019-20,Boston - Mildred Avenue K-8,00350378,1.6,1.2,2.7,0.0,0.0,0.0,5.4,678,125.55555555555554
2.0533333333333332,2.05,a-sust-i4,2019-20,Boston - Mission Hill School,00350382,0.0,0.0,0.3,0.0,0.0,0.0,0.3,223,743.3333333333334
7.257777777777777,5,a-sust-i4,2019-20,Boston - Mozart,00350237,1.1,0.7,0.0,0.0,0.0,0.0,1.8,167,92.77777777777777
6.51,5,a-sust-i4,2019-20,Boston - Nathan Hale,00350243,0.4,0.4,0.0,0.0,0.0,0.0,0.8,149,186.25
6.6755555555555555,5,a-sust-i4,2019-20,Boston - New Mission High School,00350542,0.0,0.0,0.0,2.7,0.0,0.0,2.7,447,165.55555555555554
7.0592,5,a-sust-i4,2019-20,Boston - O W Holmes,00350138,2.1,0.4,0.0,0.0,0.0,0.0,2.5,294,117.6
6.538850574712644,5,a-sust-i4,2019-20,Boston - O'Bryant School Math/Science,00350575,0.0,0.0,2.7,6.1,0.0,0.0,8.7,1589,182.64367816091956
5.76,5,a-sust-i4,2019-20,Boston - Oliver Hazard Perry,00350255,0.5,0.2,0.2,0.0,0.0,0.0,0.9,252,280.0
7.2202197802197805,5,a-sust-i4,2019-20,Boston - Orchard Gardens,00350257,3.3,3.7,2.1,0.0,0.0,0.0,9.1,887,97.47252747252747
6.936,5,a-sust-i4,2019-20,Boston - Patrick J Kennedy,00350264,0.7,1.3,0.0,0.0,0.0,0.0,2.0,266,133.0
6.909333333333333,5,a-sust-i4,2019-20,Boston - Paul A Dever,00350268,1.4,1.6,0.0,0.0,0.0,0.0,3.0,409,136.33333333333334
6.584,5,a-sust-i4,2019-20,Boston - Pauline Agassiz Shaw Elementary School,00350014,0.7,0.2,0.0,0.0,0.0,0.0,1.0,177,177.0
6.989473684210527,5,a-sust-i4,2019-20,Boston - Phineas Bates,00350278,1.4,0.4,0.0,0.0,0.0,0.0,1.9,240,126.31578947368422
6.477142857142857,5,a-sust-i4,2019-20,Boston - Quincy Upper School,00350565,0.0,0.0,0.0,2.8,0.0,0.0,2.8,533,190.35714285714286
6.893793103448275,5,a-sust-i4,2019-20,Boston - Rafael Hernandez,00350691,0.8,1.3,0.8,0.0,0.0,0.0,2.9,401,138.27586206896552
5.643870967741935,5,a-sust-i4,2019-20,Boston - Richard J Murphy,00350240,0.5,0.7,1.9,0.0,0.0,0.0,3.1,913,294.51612903225805
7.565714285714286,5,a-sust-i4,2019-20,Boston - Roger Clap,00350298,1.0,1.1,0.0,0.0,0.0,0.0,2.1,114,54.285714285714285
7.26,5,a-sust-i4,2019-20,Boston - Samuel Adams,00350302,1.3,1.1,0.0,0.0,0.0,0.0,2.4,222,92.5
6.85,5,a-sust-i4,2019-20,Boston - Samuel W Mason,00350304,0.8,0.8,0.0,0.0,0.0,0.0,1.6,230,143.75
-2.72,1,a-sust-i4,2019-20,Boston - Sarah Greenwood,00350308,0.0,0.1,0.2,0.0,0.0,0.0,0.3,402,1340.0
6.276363636363636,5,a-sust-i4,2019-20,Boston - Snowden International School at Copley,00350690,0.0,0.0,0.0,2.2,0.0,0.0,2.2,474,215.45454545454544
2.9085714285714284,2.91,a-sust-i4,2019-20,Boston - TechBoston Academy,00350657,0.0,0.0,0.8,0.6,0.0,0.0,1.4,891,636.4285714285714
6.868,5,a-sust-i4,2019-20,Boston - The English High,00350535,0.0,0.0,0.0,4.0,0.0,0.0,4.0,566,141.5
6.8723809523809525,5,a-sust-i4,2019-20,Boston - Thomas J Kenny,00350328,1.0,1.2,0.0,0.0,0.0,0.0,2.1,296,140.95238095238093
4.808421052631578,4.81,a-sust-i4,2019-20,Boston - UP Academy Holland,00350167,0.9,1.0,0.0,0.0,0.0,0.0,1.9,758,398.94736842105266
7.48,5,a-sust-i4,2019-20,Boston - Urban Science Academy,00350579,0.0,0.0,0.0,0.6,0.0,0.0,0.6,39,65.0
6.523870967741936,5,a-sust-i4,2019-20,Boston - Warren-Prescott,00350346,1.3,1.2,0.6,0.0,0.0,0.0,3.1,572,184.51612903225805
5.56,5,a-sust-i4,2019-20,Boston - Washington Irving Middle,00350445,0.0,0.0,0.8,0.0,0.0,0.0,0.8,244,305.0
-Infinity,1,a-sust-i4,2019-20,Boston - West Roxbury Academy,00350658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Infinity
7.0475,5,a-sust-i4,2019-20,Boston - William E Russell,00350366,1.9,1.3,0.0,0.0,0.0,0.0,3.2,381,119.0625
7.405333333333334,5,a-sust-i4,2019-20,Boston - William Ellery Channing,00350360,2.2,0.7,0.0,0.0,0.0,0.0,3.0,223,74.33333333333333
6.288571428571428,5,a-sust-i4,2019-20,Boston - William H Ohrenberger,00350258,0.0,1.5,1.3,0.0,0.0,0.0,2.8,599,213.92857142857144
7.4896,5,a-sust-i4,2019-20,Boston - William McKinley,00350363,0.4,1.6,1.0,2.0,0.0,0.0,5.0,319,63.8
4.858181818181818,4.86,a-sust-i4,2019-20,Boston - William Monroe Trotter,00350370,0.5,0.4,0.1,0.0,0.0,0.0,1.1,432,392.7272727272727
3.2,3.2,a-sust-i4,2019-20,Boston - Winship Elementary,00350374,0.2,0.1,0.0,0.0,0.0,0.0,0.4,240,600.0
5.608,5,a-sust-i4,2019-20,Boston - Young Achievers,00350380,0.5,1.0,0.6,0.0,0.0,0.0,2.0,598,299.0
1.333333333333333,1.33,a-sust-i4,2019-20,Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,04110305,0.0,0.0,0.4,0.3,0.0,0.0,0.6,500,833.3333333333334
-Infinity,1,a-sust-i4,2019-20,Dudley Street Neighborhood Charter School (District) - Dudley Street Neighborhood Charter School,04070405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271,Infinity
4.896,4.9,a-sust-i4,2019-20,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District) - Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),04520505,0.0,0.0,0.0,1.0,0.0,0.0,1.0,388,388.0
6.285217391304348,5,a-sust-i4,2019-20,Lowell - Abraham Lincoln,01600020,1.4,0.9,0.0,0.0,0.0,0.0,2.3,493,214.34782608695653
5.716,5,a-sust-i4,2019-20,Lowell - B.F. Butler Middle School,01600310,0.0,0.4,1.6,0.0,0.0,0.0,2.0,571,285.5
6.373333333333333,5,a-sust-i4,2019-20,Lowell - Bartlett Community Partnership,01600090,1.1,0.7,0.7,0.0,0.0,0.0,2.4,488,203.33333333333334
7.207272727272728,5,a-sust-i4,2019-20,Lowell - Cardinal O'Connell Early Learning Center,01600001,1.1,0.0,0.0,0.0,0.0,0.0,1.1,109,99.09090909090908
6.828235294117647,5,a-sust-i4,2019-20,Lowell - Charles W Morey,01600030,2.2,1.2,0.0,0.0,0.0,0.0,3.4,498,146.47058823529412
6.347826086956522,5,a-sust-i4,2019-20,Lowell - Charlotte M Murkland Elementary,01600080,1.5,0.8,0.0,0.0,0.0,0.0,2.3,475,206.5217391304348
6.728888888888888,5,a-sust-i4,2019-20,Lowell - Dr An Wang School,01600345,0.0,1.1,3.5,0.0,0.0,0.0,4.5,715,158.88888888888889
6.299130434782608,5,a-sust-i4,2019-20,Lowell - Dr Gertrude Bailey,01600002,1.5,0.8,0.0,0.0,0.0,0.0,2.3,489,212.60869565217394
7.807272727272728,5,a-sust-i4,2019-20,Lowell - Dr. Janice Adie Day School,01600605,0.9,0.6,0.7,0.0,0.0,0.0,2.2,53,24.09090909090909
6.423333333333333,5,a-sust-i4,2019-20,Lowell - Greenhalge,01600015,1.7,0.7,0.0,0.0,0.0,0.0,2.4,473,197.08333333333334
5.8566666666666665,5,a-sust-i4,2019-20,Lowell - Henry J Robinson Middle,01600330,0.0,0.5,1.5,0.0,0.4,0.0,2.4,643,267.9166666666667
5.855384615384615,5,a-sust-i4,2019-20,Lowell - James S Daley Middle School,01600315,0.0,0.8,1.2,0.0,0.6,0.0,2.6,697,268.0769230769231
6.4548571428571435,5,a-sust-i4,2019-20,Lowell - James Sullivan Middle School,01600340,0.0,0.8,2.3,0.0,0.5,0.0,3.5,676,193.14285714285714
6.32695652173913,5,a-sust-i4,2019-20,Lowell - John J Shaughnessy,01600050,1.4,0.9,0.0,0.0,0.0,0.0,2.3,481,209.13043478260872
6.358260869565217,5,a-sust-i4,2019-20,Lowell - Joseph McAvinnue,01600010,1.5,0.8,0.0,0.0,0.0,0.0,2.3,472,205.21739130434784
6.636,5,a-sust-i4,2019-20,Lowell - Kathryn P. Stoklosa Middle School,01600360,0.0,1.2,2.8,0.0,0.0,0.0,4.0,682,170.5
