Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,Students,Students Disciplined,% In-School Suspension,% Out-of-School Suspension,% Expulsion,% Removed to Alternate Setting,% Emergency Removal,% Students with a School-Based Arrest,% Students with a Law Enforcement Referral
NA,NA,a-phys-i1,2020-21,Lowell - Peter W Reilly,01600040,     476,       1,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lowell - Pyne Arts,01600018,     491,       1,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lowell - Rogers STEM Academy,01600005,     917,       4,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lowell - S Christa McAuliffe Elementary,01600075,     501,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lowell - The Career Academy,01600515,     126,       3,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lowell - Washington,01600055,     252,       0,"","","","","","",""
7.620493358633776,5,a-phys-i1,2020-21,Lowell Community Charter Public (District) - Lowell Community Charter Public School,04560050,     811,       6,   0.2,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Lowell Middlesex Academy Charter (District) - Lowell Middlesex Academy Charter School,04580505,     100,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Ludlow - Chapin Street Elementary School,01610020,     315,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Ludlow - East Street Elementary School,01610010,     351,       0,"","","","","","",""
6.557874762808349,5,a-phys-i1,2020-21,Ludlow - Ludlow Senior High,01610505,     855,      16,   0.0,   1.9,   0.0,   0.0,   0.0,   0.0,   0.0
6.709677419354839,5,a-phys-i1,2020-21,Ludlow - Paul R Baird Middle,01610305,     599,      11,   0.2,   1.7,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Ludlow - Veterans Park Elementary,01610023,     341,       3,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lunenburg - Advanced Community Experience Program,01620605,       4,"","","","","","","",""
NA,NA,a-phys-i1,2020-21,Lunenburg - Lunenburg High,01620505,     478,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lunenburg - Lunenburg Middle School,01620305,     396,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lunenburg - Lunenburg Primary School,01620010,     416,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lunenburg - Turkey Hill Elementary School,01620025,     358,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynn - A Drewicz Elementary,01630016,     486,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynn - Aborn,01630011,     237,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynn - Breed Middle School,01630405,"   1,368",       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynn - Brickett Elementary,01630020,     351,       1,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynn - Capt William G Shoemaker,01630090,     324,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynn - Classical High,01630505,"   1,750",       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynn - Cobbet Elementary,01630035,     646,       1,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynn - E J Harrington,01630045,     674,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynn - Edward A Sisson,01630095,     453,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynn - Fecteau-Leary Junior/Senior High School,01630525,     115,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynn - Hood,01630055,     513,       0,"","","","","","",""
7.3927893738140416,5,a-phys-i1,2020-21,Lynn - Ingalls,01630060,     717,       6,   0.0,   0.8,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Lynn - Julia F Callahan,01630030,     408,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynn - Lincoln-Thomson,01630070,     216,       0,"","","","","","",""
7.772296015180265,5,a-phys-i1,2020-21,Lynn - Lynn English High,01630510,"   2,114",       6,   0.0,   0.3,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Lynn - Lynn Vocational Technical Institute,01630605,"   1,473",       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynn - Lynn Woods,01630075,     160,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynn - Pickering Middle,01630420,     605,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynn - Robert L Ford,01630050,     510,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynn - Sewell-Anderson,01630085,     287,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynn - Thurgood Marshall Mid,01630305,"   1,351",       4,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynn - Tracy,01630100,     445,       3,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynn - Washington Elementary School,01630005,     473,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynn - William R Fallon,01630080,      33,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynn - Wm P Connery,01630040,     590,       2,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynnfield - Huckleberry Hill,01640010,     459,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynnfield - Lynnfield High,01640505,     604,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynnfield - Lynnfield Middle School,01640405,     702,       3,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynnfield - Lynnfield Preschool,01640005,      36,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Lynnfield - Summer Street,01640020,     400,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,MATCH Charter Public School (District) - MATCH Charter Public School,04690505,"   1,240",       3,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Ma Academy for Math and Science - Ma Academy for Math and Science School,04680505,      98,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Malden - Beebe,01650003,     949,       2,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Malden - Ferryway,01650013,     957,       1,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Malden - Forestdale,01650027,     594,       3,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Malden - Linden,01650047,     867,       5,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Malden - Malden Early Learning Center,01650049,     295,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Malden - Malden High,01650505,"   1,799",       2,"","","","","","",""
7.544592030360532,5,a-phys-i1,2020-21,Malden - Salemwood,01650057,"   1,087",       6,   0.0,   0.6,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Manchester Essex Regional - Essex Elementary,06980020,     195,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Manchester Essex Regional - Manchester Essex Regional High School,06980510,     470,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Manchester Essex Regional - Manchester Essex Regional Middle School,06980030,     342,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Manchester Essex Regional - Manchester Memorial Elementary,06980010,     288,       2,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Mansfield - Everett W Robinson,01670007,     684,       0,"","","","","","",""
7.620493358633776,5,a-phys-i1,2020-21,Mansfield - Harold L Qualters Middle,01670035,     822,       8,   0.7,   0.5,   0.0,   0.0,   0.2,   0.0,   0.1
NA,NA,a-phys-i1,2020-21,Mansfield - Jordan/Jackson Elementary,01670014,     768,       2,"","","","","","",""
7.468690702087287,5,a-phys-i1,2020-21,Mansfield - Mansfield High,01670505,"   1,213",      10,   0.6,   0.7,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Mansfield - Roland Green School,01670003,     105,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Map Academy Charter School (District) - Map Academy Charter School,35170505,     224,       5,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Marblehead - Dr. Samuel C. Eveleth,01680025,      73,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Marblehead - Glover,01680020,     376,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Marblehead - L H Coffin,01680010,     195,       0,"","","","","","",""
7.3927893738140416,5,a-phys-i1,2020-21,Marblehead - Marblehead High,01680505,     960,       8,   0.0,   0.8,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Marblehead - Marblehead Veterans Middle School,01680300,     458,       2,"","","","","","",""
7.772296015180265,5,a-phys-i1,2020-21,Marblehead - Village School,01680016,     723,       8,   1.0,   0.3,   0.0,   0.0,   0.0,   0.0,   0.1
NA,NA,a-phys-i1,2020-21,Marblehead Community Charter Public (District) - Marblehead Community Charter Public School,04640305,     224,       2,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Marion - Sippican,01690005,     424,       1,"","","","","","",""
7.772296015180265,5,a-phys-i1,2020-21,Marlborough - 1 LT Charles W. Whitcomb School,01700045,"   1,192",      11,   0.7,   0.3,   0.0,   0.0,   0.0,   0.0,   0.1
7.924098671726756,5,a-phys-i1,2020-21,Marlborough - Charles Jaworek School,01700030,     732,       6,   0.7,   0.1,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Marlborough - Early Childhood Center,01700006,     212,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Marlborough - Francis J Kane,01700008,     520,       3,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Marlborough - Goodnow Brothers Elementary School,01700020,     786,       0,"","","","","","",""
7.3927893738140416,5,a-phys-i1,2020-21,Marlborough - Marlborough High,01700505,"   1,053",      13,   0.5,   0.8,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Marlborough - Richer,01700025,     556,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Marshfield - Daniel Webster,01710015,     378,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Marshfield - Eames Way School,01710005,     216,       0,"","","","","","",""
7.240986717267552,5,a-phys-i1,2020-21,Marshfield - Furnace Brook Middle,01710310,     927,      10,   0.2,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Marshfield - Gov Edward Winslow,01710020,     383,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Marshfield - Marshfield High,01710505,"   1,229",       3,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Marshfield - Martinson Elementary,01710025,     447,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Marshfield - South River,01710010,     288,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Martha's Vineyard - Martha's Vineyard Regional High,07000505,     705,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Martha's Vineyard Charter (District) - Martha's Vineyard Charter School,04660550,     182,       1,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Martin Luther King Jr. Charter School of Excellence (District) - Martin Luther King Jr. Charter School of Excellence,04920005,     370,       2,"","","","","","",""
7.848197343453511,5,a-phys-i1,2020-21,Masconomet - Masconomet Regional High School,07050505,"   1,118",       9,   0.7,   0.2,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Masconomet - Masconomet Regional Middle School,07050405,     581,       2,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Mashpee - Kenneth Coombs School,01720005,     365,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Mashpee - Mashpee High,01720505,     449,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Mashpee - Mashpee Middle School,01720020,     260,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Mashpee - Quashnet School,01720035,     462,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Mattapoisett - Center,01730005,     244,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Mattapoisett - Old Hammondtown,01730010,     173,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Maynard - Fowler School,01740305,     471,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Maynard - Green Meadow,01740010,     447,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Maynard - Maynard High,01740505,     317,       3,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Medfield - Dale Street,01750005,     409,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Medfield - Medfield Senior High,01750505,     778,       3,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Medfield - Memorial School,01750003,     414,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Medfield - Ralph Wheelock School,01750007,     391,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Medfield - Thomas Blake Middle,01750305,     563,       2,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Medford - Brooks School,01760130,     509,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Medford - Christopher Columbus,01760140,     419,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Medford - Curtis-Tufts,01760510,      23,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Medford - John J McGlynn Elementary School,01760068,     469,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Medford - John J. McGlynn Middle School,01760320,     463,       0,"","","","","","",""
7.3168880455407965,5,a-phys-i1,2020-21,Medford - Madeleine Dugger Andrews,01760315,     456,       6,   0.7,   0.9,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Medford - Medford High,01760505,"   1,283",       3,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Medford - Milton Fuller Roberts,01760150,     512,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Medway - Burke/Memorial Elementary School,01770015,     448,       4,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Medway - John D Mc Govern Elementary,01770013,     337,       0,"","","","","","",""
6.330170777988616,5,a-phys-i1,2020-21,Medway - Medway High,01770505,     638,      15,   0.3,   2.2,   0.0,   0.0,   0.2,   0.0,   0.0
7.544592030360532,5,a-phys-i1,2020-21,Medway - Medway Middle,01770305,     691,       9,   0.7,   0.6,   0.0,   0.0,   0.4,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Melrose - Early Childhood Center,01780003,     189,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Melrose - Herbert Clark Hoover,01780017,     320,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Melrose - Horace Mann,01780025,     273,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Melrose - Lincoln,01780020,     424,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Melrose - Melrose High,01780505,     942,       0,"","","","","","",""
7.3927893738140416,5,a-phys-i1,2020-21,Melrose - Melrose Middle,01780305,     855,       8,   0.2,   0.8,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Melrose - Roosevelt,01780035,     472,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Melrose - Winthrop,01780050,     424,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Mendon-Upton - Henry P Clough,07100179,     359,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Mendon-Upton - Memorial School,07100001,     483,       0,"","","","","","",""
6.557874762808349,5,a-phys-i1,2020-21,Mendon-Upton - Miscoe Hill School,07100015,     738,      22,   2.0,   1.9,   0.0,   0.0,   0.0,   0.0,   0.3
7.165085388994307,5,a-phys-i1,2020-21,Mendon-Upton - Nipmuc Regional High,07100510,     642,       9,   0.3,   1.1,   0.0,   0.0,   0.0,   0.0,   0.3
7.240986717267552,5,a-phys-i1,2020-21,Methuen - Comprehensive Grammar School,01810050,"   1,062",      11,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0
7.620493358633776,5,a-phys-i1,2020-21,Methuen - Donald P Timony Grammar,01810060,"   1,290",      10,   0.2,   0.5,   0.0,   0.0,   0.2,   0.0,   0.0
7.3927893738140416,5,a-phys-i1,2020-21,Methuen - Marsh Grammar School,01810030,"   1,182",      10,   0.0,   0.8,   0.0,   0.0,   0.1,   0.0,   0.0
7.165085388994307,5,a-phys-i1,2020-21,Methuen - Methuen High,01810505,"   1,969",      22,   0.0,   1.1,   0.0,   0.0,   0.0,   0.0,   0.0
6.785578747628084,5,a-phys-i1,2020-21,Methuen - Tenney Grammar School,01810055,"   1,351",      22,   0.0,   1.6,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Middleborough - Henry B. Burkland Elementary School,01820008,     551,       1,"","","","","","",""
8.0,5,a-phys-i1,2020-21,Middleborough - John T. Nichols Middle,01820305,     761,       6,   0.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Middleborough - Mary K. Goode Elementary School,01820010,     575,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Middleborough - Memorial Early Childhood Center,01820011,     266,       0,"","","","","","",""
8.0,5,a-phys-i1,2020-21,Middleborough - Middleborough High,01820505,     845,      12,   1.4,   0.0,   0.0,   0.0,   0.2,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Middleton - Fuller Meadow,01840003,     292,       1,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Middleton - Howe-Manning,01840005,     405,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Milford - Brookside,01850065,     486,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Milford - Memorial,01850010,     472,       0,"","","","","","",""
6.1024667931688805,5,a-phys-i1,2020-21,Milford - Milford High,01850505,"   1,301",      33,   0.0,   2.5,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Milford - Shining Star Early Childhood Center,01850075,     118,       0,"","","","","","",""
4.888045540796964,4.89,a-phys-i1,2020-21,Milford - Stacy Middle,01850305,"   1,072",      45,   0.2,   4.1,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Milford - Woodland,01850090,"   1,008",       4,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Millbury - Elmwood Street,01860017,     531,       0,"","","","","","",""
6.330170777988616,5,a-phys-i1,2020-21,Millbury - Millbury Junior/Senior High,01860505,     744,      27,   1.9,   2.2,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Millbury - Raymond E. Shaw Elementary,01860025,     352,       5,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Millis - Clyde F Brown,01870005,     573,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Millis - Millis High School,01870505,     334,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Millis - Millis Middle,01870020,     277,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Milton - Charles S Pierce Middle,01890410,     968,       2,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Milton - Collicot,01890005,     621,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Milton - Cunningham School,01890007,     645,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Milton - Glover,01890010,     616,       1,"","","","","","",""
7.3927893738140416,5,a-phys-i1,2020-21,Milton - Milton High,01890505,"   1,144",       9,   0.0,   0.8,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Milton - Tucker,01890020,     461,       0,"","","","","","",""
6.481973434535104,5,a-phys-i1,2020-21,Minuteman Regional Vocational Technical - Minuteman Regional High,08300605,     637,      18,   1.1,   2.0,   0.2,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Mohawk Trail - Buckland-Shelburne Regional,07170005,     257,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Mohawk Trail - Colrain Central,07170010,      94,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Mohawk Trail - Mohawk Trail Regional School,07170505,     288,       4,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Mohawk Trail - Sanderson Academy,07170020,     141,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Monomoy Regional School District - Chatham Elementary School,07120001,     164,       2,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Monomoy Regional School District - Harwich Elementary School,07120002,     505,       4,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Monomoy Regional School District - Monomoy Regional High School,07120515,     693,       3,"","","","","","",""
5.191650853889943,5,a-phys-i1,2020-21,Monomoy Regional School District - Monomoy Regional Middle School,07120315,     458,      26,   2.8,   3.7,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Monson - Granite Valley School,01910030,     423,       1,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Monson - Monson High School,01910505,     354,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Monson - Quarry Hill Community School,01910010,     104,       0,"","","","","","",""
6.709677419354839,5,a-phys-i1,2020-21,Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,08320605,"   1,426",      64,   3.2,   1.7,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Mount Greylock - Lanesborough Elementary,07150005,     195,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Mount Greylock - Mt Greylock Regional High,07150505,     531,       4,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Mount Greylock - Williamstown Elementary,07150010,     393,       4,"","","","","","",""
7.620493358633776,5,a-phys-i1,2020-21,Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,04700105,"   1,664",      24,   1.2,   0.5,   0.0,   0.0,   0.0,   0.0,   0.1
NA,NA,a-phys-i1,2020-21,Nahant - Johnson,01960010,     159,       0,"","","","","","",""
5.9506641366223905,5,a-phys-i1,2020-21,Nantucket - Cyrus Peirce,01970010,     440,      15,   1.4,   2.7,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Nantucket - Nantucket Elementary,01970005,     420,       3,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Nantucket - Nantucket High,01970505,     540,       1,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Nantucket - Nantucket Intermediate School,01970020,     328,       1,"","","","","","",""
6.25426944971537,5,a-phys-i1,2020-21,Narragansett - Narragansett Middle,07200305,     353,      10,   0.6,   2.3,   0.0,   0.0,   1.1,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Narragansett - Narragansett Regional High,07200505,     425,       4,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Narragansett - Templeton Elementary School,07200020,     619,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Nashoba - Center School,07250020,     489,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Nashoba - Florence Sawyer School,07250025,     746,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Nashoba - Hale,07250310,     304,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Nashoba - Luther Burbank Middle School,07250305,     247,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Nashoba - Mary Rowlandson Elementary,07250010,     453,       1,"","","","","","",""
7.3927893738140416,5,a-phys-i1,2020-21,Nashoba - Nashoba Regional,07250505,     926,      10,   0.3,   0.8,   0.0,   0.0,   0.1,   0.0,   0.0
6.633776091081593,5,a-phys-i1,2020-21,Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,08520605,     735,      13,   0.3,   1.8,   0.0,   0.0,   0.4,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Natick - Bennett-Hemenway,01980005,     522,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Natick - Brown,01980010,     484,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Natick - J F Kennedy Middle School,01980305,     806,       2,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Natick - Johnson,01980031,     215,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Natick - Lilja Elementary,01980035,     383,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Natick - Memorial,01980043,     417,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Natick - Natick High,01980505,"   1,678",       2,"","","","","","",""
7.620493358633776,5,a-phys-i1,2020-21,Natick - Wilson Middle,01980310,     881,      11,   0.8,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0
7.3927893738140416,5,a-phys-i1,2020-21,Nauset - Nauset Regional High,06600505,     885,       7,   0.1,   0.8,   0.0,   0.0,   0.0,   0.0,   0.0
7.3168880455407965,5,a-phys-i1,2020-21,Nauset - Nauset Regional Middle,06600305,     588,      11,   1.7,   0.9,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,Needham - Broadmeadow,01990005,     526,       1,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Needham - High Rock School,01990410,     399,       3,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Needham - John Eliot,01990020,     435,       1,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Needham - Needham High,01990505,"   1,676",       1,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Needham - Newman Elementary,01990050,     669,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Needham - Pollard Middle,01990405,     907,       3,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Needham - Sunita L. Williams Elementary,01990035,     504,       2,"","","","","","",""
NA,NA,a-phys-i1,2020-21,Needham - William Mitchell,01990040,     478,       0,"","","","","","",""
7.620493358633776,5,a-phys-i1,2020-21,Neighborhood House Charter (District) - Neighborhood House Charter School,04440205,     815,       7,   0.2,   0.5,   0.0,   0.0,   0.4,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,New Bedford - Abraham Lincoln,02010095,     771,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,New Bedford - Alfred J Gomes,02010063,     541,       1,"","","","","","",""
NA,NA,a-phys-i1,2020-21,New Bedford - Betsey B Winslow,02010140,     228,       3,"","","","","","",""
NA,NA,a-phys-i1,2020-21,New Bedford - Carlos Pacheco,02010105,     423,       4,"","","","","","",""
6.937381404174572,5,a-phys-i1,2020-21,New Bedford - Casimir Pulaski,02010123,     651,      10,   0.3,   1.4,   0.0,   0.0,   0.0,   0.0,   0.0
NA,NA,a-phys-i1,2020-21,New Bedford - Charles S Ashley,02010010,     244,       2,"","","","","","",""
NA,NA,a-phys-i1,2020-21,New Bedford - Elizabeth Carter Brooks,02010015,     304,       1,"","","","","","",""
NA,NA,a-phys-i1,2020-21,New Bedford - Ellen R Hathaway,02010075,     349,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,New Bedford - Elwyn G Campbell,02010020,     355,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,New Bedford - Hayden/McFadden,02010078,     702,       4,"","","","","","",""
NA,NA,a-phys-i1,2020-21,New Bedford - Irwin M. Jacobs Elementary School,02010070,     432,       1,"","","","","","",""
NA,NA,a-phys-i1,2020-21,New Bedford - James B Congdon,02010040,     332,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,New Bedford - Jireh Swift,02010130,     183,       1,"","","","","","",""
NA,NA,a-phys-i1,2020-21,New Bedford - John Avery Parker,02010115,     233,       0,"","","","","","",""
NA,NA,a-phys-i1,2020-21,New Bedford - John B Devalles,02010050,     384,       0,"","","","","","",""
7.3168880455407965,5,a-phys-i1,2020-21,New Bedford - Keith Middle School,02010405,"   1,062",      16,   0.7,   0.9,   0.0,   0.1,   0.0,   0.0,   0.0
7.3927893738140416,5,a-phys-i1,2020-21,New Bedford - New Bedford High,02010505,"   2,851",      32,   0.1,   0.8,   0.0,   0.0,   0.4,   0.0,   0.0
