Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,4 Year Private College,4 Year Public College,2 Year Private College,2 Year Public College,Other Post Secondary,Apprenticeship,Work,Military,Other,Unknown,Total
4.960000000000001,4.96,a-cgpr-i1,2017-18,Tewksbury - Tewksbury Memorial High,02950505,  35.6,  34.7,   0.9,  10.7,   4.0,   0.0,   7.1,   5.3,   0.4,   1.3,     225
5.125333333333333,5,a-cgpr-i1,2017-18,Tri-County Regional Vocational Technical - Tri-County Regional Vocational Technical,08780605,  15.8,  20.6,   1.4,  15.3,   2.4,  10.0,  30.6,   2.9,   0.0,   1.0,     209
4.954666666666666,4.95,a-cgpr-i1,2017-18,Triton - Triton Regional High School,07730505,  24.6,  52.0,   0.0,  10.5,   2.3,   0.0,   3.5,   2.3,   1.8,   2.9,     171
5.1626666666666665,5,a-cgpr-i1,2017-18,Tyngsborough - Tyngsborough High School,03010505,  30.4,  47.2,   0.0,  12.8,   0.0,   0.0,   6.4,   0.8,   0.0,   2.4,     125
4.672,4.67,a-cgpr-i1,2017-18,Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Vocational Technical,08790605,  17.9,  16.7,   0.6,  16.7,   6.5,   0.0,  29.2,   7.1,   0.0,   5.4,     168
5.008,5,a-cgpr-i1,2017-18,Uxbridge - Gateway to College,03040515,   3.0,   9.1,   0.0,  60.6,   0.0,   0.0,  21.2,   6.1,   0.0,   0.0,      33
5.2,5,a-cgpr-i1,2017-18,Uxbridge - Uxbridge High,03040505,  22.9,  35.6,   1.7,  15.3,   5.9,   0.0,  16.1,   2.5,   0.0,   0.0,     118
5.189333333333332,5,a-cgpr-i1,2017-18,Wachusett - Wachusett Regional High,07750505,  38.8,  38.4,   0.0,  14.7,   2.3,   0.0,   3.1,   0.8,   1.2,   0.6,     482
5.253333333333334,5,a-cgpr-i1,2017-18,Wakefield - Wakefield Memorial High,03050505,  36.7,  37.5,   0.4,  11.4,   3.8,   0.0,   8.7,   0.8,   0.8,   0.0,     264
5.2586666666666675,5,a-cgpr-i1,2017-18,Walpole - Walpole High,03070505,  42.3,  42.7,   0.4,   6.2,   2.6,   0.0,   4.4,   0.7,   0.0,   0.7,     274
5.04,5,a-cgpr-i1,2017-18,Waltham - Waltham Sr High,03080505,  26.4,  31.7,   0.0,  21.4,   4.1,   0.0,  10.9,   3.5,   1.2,   0.9,     341
4.943999999999999,4.94,a-cgpr-i1,2017-18,Ware - Ware Junior/Senior High School,03090505,  16.4,  23.6,   0.0,  29.1,   0.0,   0.0,  23.6,   3.6,   0.0,   3.6,      55
5.114666666666667,5,a-cgpr-i1,2017-18,Wareham - Wareham Cooperative Alternative School,03100315,   0.0,  16.7,   0.0,   4.2,   0.0,   0.0,  75.0,   0.0,   0.0,   4.2,      24
4.928,4.93,a-cgpr-i1,2017-18,Wareham - Wareham Senior High,03100505,  20.2,  31.9,   0.0,  23.5,   5.0,   0.0,  11.8,   1.7,   0.0,   5.9,     119
4.832,4.83,a-cgpr-i1,2017-18,Watertown - Watertown High,03140505,  44.7,  34.0,   0.0,   9.4,   0.6,   0.6,   1.3,   0.0,   1.3,   8.2,     159
5.205333333333335,5,a-cgpr-i1,2017-18,Wayland - Wayland High School,03150505,  63.4,  30.5,   0.0,   0.9,   1.9,   0.0,   0.9,   0.0,   1.9,   0.5,     213
5.018666666666667,5,a-cgpr-i1,2017-18,Webster - Bartlett High School,03160505,  32.9,  23.5,   1.2,  27.1,   0.0,   0.0,   9.4,   2.4,   0.0,   3.5,      85
5.103999999999999,5,a-cgpr-i1,2017-18,Wellesley - Wellesley Sr High,03170505,  60.8,  30.3,   0.3,   1.8,   2.0,   0.0,   0.5,   0.0,   1.0,   3.3,     393
5.242666666666666,5,a-cgpr-i1,2017-18,West Boylston - West Boylston Junior/Senior High,03220505,  35.6,  33.9,   0.0,  18.6,   5.1,   0.0,   5.1,   0.0,   1.7,   0.0,      59
5.0986666666666665,5,a-cgpr-i1,2017-18,West Bridgewater - West Bridgewater Junior/Senior,03230505,  40.2,  31.5,   1.1,  12.0,   4.3,   1.1,   5.4,   1.1,   0.0,   3.3,      92
4.8,4.8,a-cgpr-i1,2017-18,West Springfield - 21st Century Skills Academy,03320515,   0.0,   0.0,   0.0,  30.0,  10.0,   0.0,  50.0,   0.0,   0.0,  10.0,      10
4.810666666666666,4.81,a-cgpr-i1,2017-18,West Springfield - West Springfield High,03320505,  18.9,  20.4,   0.0,  44.7,   1.1,   0.0,   5.1,   5.1,   1.8,   2.9,     275
5.034666666666666,5,a-cgpr-i1,2017-18,Westborough - Westborough High,03210505,  45.5,  43.3,   0.0,   3.0,   1.1,   0.0,   1.5,   0.0,   3.7,   1.9,     268
5.093333333333334,5,a-cgpr-i1,2017-18,Westfield - Westfield High,03250505,  30.6,  22.7,   0.3,  30.9,   0.3,   0.0,  10.7,   3.2,   0.6,   0.6,     317
4.165333333333333,4.17,a-cgpr-i1,2017-18,Westfield - Westfield Technical Academy,03250605,   2.3,  17.2,   0.0,  19.5,   1.6,   0.0,  37.5,   3.9,   0.0,  18.0,     128
4.794666666666666,4.79,a-cgpr-i1,2017-18,Westford - Westford Academy,03260505,  41.3,  42.9,   0.0,   4.4,   0.0,   0.3,   1.0,   0.5,   0.0,   9.6,     385
5.221333333333334,5,a-cgpr-i1,2017-18,Weston - Weston High,03300505,  74.1,  19.7,   0.7,   0.7,   0.7,   0.0,   2.0,   0.7,   0.7,   0.7,     147
5.253333333333333,5,a-cgpr-i1,2017-18,Westport - Westport Junior/Senior High School,03310515,  18.5,  35.4,   1.5,  32.3,   0.0,   0.0,  10.8,   0.0,   1.5,   0.0,      65
5.290666666666667,5,a-cgpr-i1,2017-18,Westwood - Westwood High,03350505,  53.7,  39.0,   0.0,   3.3,   2.4,   0.0,   0.8,   0.0,   0.8,   0.0,     246
4.879999999999999,4.88,a-cgpr-i1,2017-18,Weymouth - Weymouth High School,03360505,  22.7,  30.1,   0.0,  21.4,   2.1,   1.7,  13.5,   3.1,   1.5,   4.0,     481
5.061333333333334,5,a-cgpr-i1,2017-18,Whitman-Hanson - Whitman Hanson Regional,07800505,  30.3,  30.6,   3.7,  20.4,   3.4,   0.0,   6.5,   4.4,   0.7,   0.0,     294
4.634666666666666,4.63,a-cgpr-i1,2017-18,Whittier Regional Vocational Technical - Whittier Regional Vocational,08850605,  15.0,  16.3,   1.3,  23.7,   2.3,   0.0,  28.3,   3.0,   0.3,   9.7,     300
5.082666666666666,5,a-cgpr-i1,2017-18,Wilmington - Wilmington High,03420505,  42.7,  35.3,   0.0,   8.2,   2.6,   0.0,   6.5,   1.7,   1.3,   1.7,     232
5.333333333333333,5,a-cgpr-i1,2017-18,Winchendon - Murdock Academy for Success,03430405,   0.0,   0.0,   0.0,  33.3,   0.0,   0.0,  66.7,   0.0,   0.0,   0.0,       6
4.746666666666667,4.75,a-cgpr-i1,2017-18,Winchendon - Murdock High School,03430515,   3.6,  20.0,   0.0,  52.7,   0.0,   0.0,  12.7,   9.1,   1.8,   0.0,      55
5.242666666666667,5,a-cgpr-i1,2017-18,Winchester - Winchester High School,03440505,  58.2,  34.5,   0.0,   2.5,   0.3,   0.3,   2.5,   0.6,   0.3,   0.6,     316
4.677333333333334,4.68,a-cgpr-i1,2017-18,Winthrop - Winthrop High School,03460505,  42.9,  24.8,   2.9,  17.1,   0.0,   0.0,   0.0,   1.0,   1.9,   9.5,     105
4.906666666666667,4.91,a-cgpr-i1,2017-18,Woburn - Woburn High,03470505,  32.1,  31.3,   0.0,  17.9,   3.0,   0.9,   6.8,   1.8,   0.3,   6.0,     336
4.917333333333333,4.92,a-cgpr-i1,2017-18,Worcester - Burncoat Senior High,03480503,  16.2,  22.0,   0.8,  43.6,   2.1,   0.0,   7.5,   1.7,   0.0,   6.2,     241
5.146666666666666,5,a-cgpr-i1,2017-18,Worcester - Claremont Academy,03480350,  15.1,  22.1,   0.0,  38.4,   5.8,   0.0,  15.1,   0.0,   0.0,   3.5,      86
5.0986666666666665,5,a-cgpr-i1,2017-18,Worcester - Doherty Memorial High,03480512,  20.8,  31.4,   0.8,  30.8,   2.3,   0.0,   9.5,   2.3,   0.0,   2.1,     389
5.002666666666667,5,a-cgpr-i1,2017-18,Worcester - North High,03480515,   5.6,  24.4,   0.3,  48.1,   0.0,   0.0,  15.4,   2.2,   0.9,   3.1,     324
4.986666666666666,4.99,a-cgpr-i1,2017-18,Worcester - South High Community,03480520,  11.4,  21.9,   0.7,  43.1,   1.0,   0.0,  15.4,   1.3,   0.0,   5.2,     306
5.024000000000001,5,a-cgpr-i1,2017-18,Worcester - University Pk Campus School,03480285,  37.1,  37.1,   0.0,  17.1,   0.0,   0.0,   2.9,   5.7,   0.0,   0.0,      35
5.056,5,a-cgpr-i1,2017-18,Worcester - Worcester Technical High,03480605,  25.9,  25.6,   0.9,  32.0,   0.6,   0.0,   9.8,   2.7,   0.0,   2.4,     328
5.136000000000001,5,a-cgpr-i1,2018-19,Abby Kelley Foster Charter Public (District) - Abby Kelley Foster Charter Public School,04450105,  31.7,  48.8,   1.2,  13.4,   0.0,   0.0,   1.2,   2.4,   0.0,   1.2,      82
4.9173333333333344,4.92,a-cgpr-i1,2018-19,Abington - Abington High,00010505,  36.5,  31.7,   0.0,  19.2,   1.9,   2.9,   0.0,   1.0,   5.8,   1.0,     104
5.333333333333333,5,a-cgpr-i1,2018-19,Academy Of the Pacific Rim Charter Public (District) - Academy Of the Pacific Rim Charter Public School,04120530,  31.6,  47.4,   0.0,  10.5,  10.5,   0.0,   0.0,   0.0,   0.0,   0.0,      38
5.104000000000001,5,a-cgpr-i1,2018-19,Acton-Boxborough - Acton-Boxborough Regional High,06000505,  46.4,  46.0,   0.4,   1.9,   0.6,   0.0,   0.4,   0.0,   0.0,   4.3,     483
5.141333333333333,5,a-cgpr-i1,2018-19,Adams-Cheshire - Hoosac Valley High School,06030505,  31.3,  22.5,   0.0,  15.0,   6.3,   0.0,  21.3,   2.5,   0.0,   1.3,      80
5.338666666666668,5,a-cgpr-i1,2018-19,Advanced Math and Science Academy Charter (District) - Advanced Math and Science Academy Charter School,04300305,   0.9,  46.2,  51.3,   0.0,   0.0,   0.0,   1.7,   0.0,   0.0,   0.0,     117
4.986666666666666,4.99,a-cgpr-i1,2018-19,Agawam - Agawam High,00050505,  28.8,  20.8,   0.4,  32.3,   0.0,   0.0,  11.2,   1.5,   1.9,   3.1,     260
4.981333333333333,4.98,a-cgpr-i1,2018-19,Amesbury - Amesbury High,00070505,  28.7,  36.9,   0.0,  18.0,   0.8,   0.0,   9.0,   4.9,   0.0,   1.6,     122
5.333333333333333,5,a-cgpr-i1,2018-19,Amesbury - Amesbury Innovation High School,00070515,   0.0,   0.0,   0.0,  60.0,  13.3,   0.0,  26.7,   0.0,   0.0,   0.0,      15
5.029333333333333,5,a-cgpr-i1,2018-19,Amherst-Pelham - Amherst Regional High,06050505,  36.1,  24.0,   0.0,  27.4,   1.0,   0.5,   5.3,   1.0,   1.0,   3.8,     208
4.816,4.82,a-cgpr-i1,2018-19,Andover - Andover High,00090505,  50.9,  35.8,   0.2,   3.2,   0.0,   0.0,   0.2,   0.7,   3.9,   5.0,     438
5.050666666666666,5,a-cgpr-i1,2018-19,Arlington - Arlington High,00100505,  51.0,  37.2,   0.6,   3.8,   0.6,   0.0,   1.5,   0.6,   3.8,   0.9,     341
5.157333333333333,5,a-cgpr-i1,2018-19,Ashburnham-Westminster - Oakmont Regional High School,06100505,  24.8,  42.0,   0.0,  19.7,   0.6,   0.0,   9.6,   2.5,   0.6,   0.0,     157
5.157333333333334,5,a-cgpr-i1,2018-19,Ashland - Ashland High,00140505,  32.8,  47.5,   0.0,  10.9,   0.0,   0.0,   5.5,   1.6,   0.0,   1.6,     183
5.002666666666667,5,a-cgpr-i1,2018-19,Assabet Valley Regional Vocational Technical - Assabet Valley Vocational High School,08010605,  14.0,  21.7,   0.4,  15.8,   1.8,   0.0,  40.1,   5.9,   0.4,   0.0,     272
5.023999999999999,5,a-cgpr-i1,2018-19,Athol-Royalston - Athol High,06150505,  16.2,  11.8,   0.0,  25.0,   4.4,   0.0,  36.8,   4.4,   1.5,   0.0,      68
5.333333333333333,5,a-cgpr-i1,2018-19,Atlantis Charter (District) - Atlantis Charter School,04910550,  12.7,  33.3,   0.0,  54.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,      63
2.5066666666666664,2.51,a-cgpr-i1,2018-19,Attleboro - Attleboro Community Academy,00160515,   0.0,   0.0,   0.0,  35.3,   5.9,   2.9,   2.9,   2.9,  47.1,   2.9,      34
5.1306666666666665,5,a-cgpr-i1,2018-19,Attleboro - Attleboro High,00160505,  29.3,  31.0,   0.3,  20.0,   3.0,   0.0,  12.6,   3.0,   0.5,   0.3,     365
5.157333333333334,5,a-cgpr-i1,2018-19,Auburn - Auburn Senior High,00170505,  30.6,  37.7,   1.1,  19.1,   2.2,   0.0,   6.0,   2.7,   0.0,   0.5,     183
4.458666666666667,4.46,a-cgpr-i1,2018-19,Avon - Avon Middle High School,00180510,  32.7,  22.4,   0.0,  26.5,   0.0,   0.0,   2.0,   2.0,  12.2,   2.0,      49
5.066666666666666,5,a-cgpr-i1,2018-19,Ayer Shirley School District - Ayer Shirley Regional High School,06160505,  20.8,  46.5,   0.0,  20.8,   0.0,   0.0,   6.9,   1.0,   0.0,   4.0,     101
4.992,4.99,a-cgpr-i1,2018-19,Barnstable - Barnstable High,00200505,  26.6,  33.8,   0.6,  22.6,   2.0,   0.0,   8.0,   2.6,   0.3,   3.4,     349
5.216,5,a-cgpr-i1,2018-19,Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,  34.0,  27.7,   0.0,  34.0,   2.1,   0.0,   0.0,   0.0,   2.1,   0.0,      47
5.013333333333334,5,a-cgpr-i1,2018-19,Bedford - Bedford High,00230505,  30.5,  45.7,   0.0,  10.2,   1.5,   0.5,   5.6,   1.0,   4.6,   0.5,     197
4.688,4.69,a-cgpr-i1,2018-19,Belchertown - Belchertown High,00240505,  29.1,  25.6,   0.6,  29.7,   0.0,   0.6,   2.3,   1.7,   3.5,   7.0,     172
4.709333333333334,4.71,a-cgpr-i1,2018-19,Bellingham - Bellingham High School,00250505,  28.5,  34.3,   0.0,  12.4,   2.9,   0.0,  10.2,   2.9,   8.8,   0.0,     137
5.333333333333333,5,a-cgpr-i1,2018-19,Bellingham - Keough Memorial Academy,00250510,   0.0,  14.3,   0.0,  28.6,   0.0,   0.0,  57.1,   0.0,   0.0,   0.0,       7
5.28,5,a-cgpr-i1,2018-19,Belmont - Belmont High,00260505,  64.7,  30.0,   1.0,   2.3,   0.7,   0.0,   0.3,   0.7,   0.3,   0.0,     300
5.333333333333333,5,a-cgpr-i1,2018-19,Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School,04140305,  33.3,  43.3,   0.0,  16.7,   6.7,   0.0,   0.0,   0.0,   0.0,   0.0,      30
5.04,5,a-cgpr-i1,2018-19,Berkshire Hills - Monument Mt Regional High,06180505,  42.1,  29.4,   0.8,  11.1,   2.4,   0.0,   8.7,   1.6,   4.0,   0.0,     126
5.007999999999999,5,a-cgpr-i1,2018-19,Berlin-Boylston - Tahanto Regional High,06200505,  28.8,  56.3,   0.0,   7.5,   0.0,   0.0,   1.3,   3.8,   0.0,   2.5,      80
4.848,4.85,a-cgpr-i1,2018-19,Beverly - Beverly High,00300505,  29.2,  42.0,   0.8,  13.6,   1.5,   0.0,   3.8,   1.1,   0.4,   7.6,     264
5.072,5,a-cgpr-i1,2018-19,Billerica - Billerica Memorial High School,00310505,  32.2,  40.8,   0.0,  16.1,   1.1,   0.4,   4.5,   1.5,   1.1,   2.2,     267
5.226666666666667,5,a-cgpr-i1,2018-19,Blackstone Valley Regional Vocational Technical - Blackstone Valley,08050605,  31.6,  44.2,   0.7,   5.3,   0.3,   8.6,   7.3,   1.7,   0.3,   0.0,     301
5.136,5,a-cgpr-i1,2018-19,Blackstone-Millville - Blackstone Millville RHS,06220505,  20.0,  38.1,   1.0,  12.4,   3.8,   0.0,  21.0,   1.9,   0.0,   1.9,     105
5.077333333333335,5,a-cgpr-i1,2018-19,Blue Hills Regional Vocational Technical - Blue Hills Regional Vocational Technical,08060605,  15.8,  23.4,   0.0,  29.7,   1.9,   0.0,  24.4,   1.9,   0.0,   2.9,     209
4.895999999999999,4.9,a-cgpr-i1,2018-19,Boston - Another Course To College,00350541,   8.2,  46.9,   0.0,  30.6,   2.0,   0.0,   4.1,   2.0,   0.0,   6.1,      49
2.8213333333333335,2.82,a-cgpr-i1,2018-19,Boston - Boston Adult Academy,00350548,   5.9,  12.7,   1.0,  18.6,   4.9,   0.0,   9.8,   1.0,   1.0,  45.1,     102
4.7413333333333325,4.74,a-cgpr-i1,2018-19,Boston - Boston Arts Academy,00350546,  30.3,  30.3,   1.0,  18.2,   1.0,   1.0,   7.1,   1.0,   0.0,  10.1,      99
1.5146666666666666,1.51,a-cgpr-i1,2018-19,Boston - Boston Collaborative High School,00350755,   2.0,   0.0,   2.0,  12.2,   2.0,   2.0,   8.2,   0.0,   0.0,  71.4,      49
4.229333333333333,4.23,a-cgpr-i1,2018-19,Boston - Boston Community Leadership Academy,00350558,   9.3,  30.9,   1.0,  27.8,   4.1,   0.0,   6.2,   0.0,   1.0,  19.6,      97
4.592,4.59,a-cgpr-i1,2018-19,Boston - Boston International High School,00350507,  12.3,  30.8,   1.5,  18.5,   9.2,   0.0,  13.8,   0.0,   0.0,  13.8,      65
5.231999999999999,5,a-cgpr-i1,2018-19,Boston - Boston Latin,00350560,  51.2,  44.3,   0.0,   1.6,   0.5,   0.0,   0.5,   0.8,   0.5,   0.5,     379
5.072,5,a-cgpr-i1,2018-19,Boston - Boston Latin Academy,00350545,  29.8,  55.0,   0.0,   6.9,   1.9,   0.0,   1.5,   1.1,   1.5,   2.3,     262
3.3760000000000003,3.38,a-cgpr-i1,2018-19,Boston - Brighton High,00350505,   4.3,  21.6,   0.0,  25.2,   1.4,   0.7,  10.1,   0.0,   0.7,  36.0,     139
3.3333333333333335,3.33,a-cgpr-i1,2018-19,Boston - Charlestown High,00350515,   9.5,  22.6,   2.4,  17.3,   3.0,   0.0,   7.7,   1.2,   1.8,  34.5,     168
0.6719999999999999,1,a-cgpr-i1,2018-19,Boston - Community Academy,00350518,   0.0,   0.0,   0.0,   6.3,   0.0,   0.0,   6.3,   0.0,   0.0,  87.5,      16
3.6959999999999997,3.7,a-cgpr-i1,2018-19,Boston - Community Academy of Science and Health,00350581,   7.7,  18.7,   2.2,  24.2,  11.0,   0.0,   5.5,   4.4,   0.0,  26.4,      91
4.405333333333333,4.41,a-cgpr-i1,2018-19,Boston - Dearborn,00350074,  10.3,  34.5,   3.4,  13.8,  10.3,   0.0,  10.3,   0.0,   3.4,  13.8,      29
4.7893333333333326,4.79,a-cgpr-i1,2018-19,Boston - Dr. William Henderson Upper,00350426,  14.3,  38.8,   0.0,  16.3,   6.1,   0.0,  14.3,   0.0,   2.0,   8.2,      49
3.92,3.92,a-cgpr-i1,2018-19,Boston - East Boston High,00350530,   7.2,  25.3,   1.5,  18.1,   3.0,   0.9,  17.5,   4.5,   1.2,  20.8,     332
3.818666666666667,3.82,a-cgpr-i1,2018-19,Boston - Excel High School,00350522,   6.7,  30.6,   0.7,  16.4,   4.5,   0.0,  12.7,   2.2,   3.0,  23.1,     134
4.746666666666667,4.75,a-cgpr-i1,2018-19,Boston - Fenway High School,00350540,  24.4,  40.2,   0.0,  13.4,   6.1,   0.0,   4.9,   2.4,   2.4,   6.1,      82
0.9866666666666667,1,a-cgpr-i1,2018-19,Boston - Greater Egleston Community High School,00350543,   0.0,   3.7,   0.0,  11.1,   0.0,   3.7,   0.0,   3.7,   3.7,  74.1,      27
5.333333333333333,5,a-cgpr-i1,2018-19,Boston - Horace Mann School for the Deaf,00350750,  12.5,  25.0,   0.0,  50.0,   0.0,   0.0,  12.5,   0.0,   0.0,   0.0,       8
4.08,4.08,a-cgpr-i1,2018-19,Boston - Jeremiah E Burke High,00350525,   7.8,  28.1,   2.3,  22.7,   3.9,   0.0,  11.7,   0.8,   0.0,  22.7,     128
2.5813333333333337,2.58,a-cgpr-i1,2018-19,Boston - Lyon Upper 9-12,00350655,   9.7,  22.6,   0.0,   9.7,   3.2,   3.2,   0.0,   0.0,   3.2,  48.4,      31
3.973333333333333,3.97,a-cgpr-i1,2018-19,Boston - Madison Park High,00350537,   3.9,  15.0,   2.0,  28.8,   6.5,   3.3,  15.0,   2.0,   1.3,  22.2,     153
4.496,4.5,a-cgpr-i1,2018-19,Boston - Margarita Muniz Academy,00350549,   5.9,  33.3,   3.9,  29.4,   5.9,   0.0,   5.9,   0.0,   0.0,  15.7,      51
4.837333333333333,4.84,a-cgpr-i1,2018-19,Boston - New Mission High School,00350542,  15.1,  62.8,   1.2,   2.3,   1.2,   0.0,   8.1,   1.2,   0.0,   8.1,      86
4.4479999999999995,4.45,a-cgpr-i1,2018-19,Boston - O'Bryant School Math/Science,00350575,  22.6,  49.0,   0.0,   8.6,   1.2,   0.4,   1.6,   1.6,   1.6,  13.6,     257
4.741333333333333,4.74,a-cgpr-i1,2018-19,Boston - Quincy Upper School,00350565,  28.9,  46.7,   0.0,   6.7,   2.2,   0.0,   4.4,   2.2,   2.2,   6.7,      45
4.042666666666666,4.04,a-cgpr-i1,2018-19,Boston - Snowden International School at Copley,00350690,  15.2,  31.3,   0.0,  17.2,   2.0,   0.0,  10.1,   1.0,   1.0,  22.2,      99
3.701333333333333,3.7,a-cgpr-i1,2018-19,Boston - TechBoston Academy,00350657,   7.3,  29.0,   2.4,  21.0,   1.6,   0.0,   8.1,   0.8,   1.6,  28.2,     124
2.714666666666667,2.71,a-cgpr-i1,2018-19,Boston - The English High,00350535,   3.9,  14.1,   0.8,  21.1,   0.8,   0.0,  10.2,   1.6,   3.1,  44.5,     128
3.242666666666667,3.24,a-cgpr-i1,2018-19,Boston - Urban Science Academy,00350579,   6.3,  20.3,   0.0,  26.6,   2.5,   0.0,   5.1,   0.0,   0.0,  39.2,      79
4.0,4.0,a-cgpr-i1,2018-19,Boston - West Roxbury Academy,00350658,  10.0,  25.0,   0.0,  25.8,   5.0,   0.0,   9.2,   0.0,   3.3,  21.7,     120
1.2053333333333334,1.21,a-cgpr-i1,2018-19,Boston - William McKinley,00350363,   0.0,   0.0,   4.5,   4.5,   0.0,   0.0,  13.6,   0.0,   0.0,  77.3,      22
5.1146666666666665,5,a-cgpr-i1,2018-19,Boston Collegiate Charter (District) - Boston Collegiate Charter School,04490305,  37.5,  55.6,   0.0,   2.8,   0.0,   0.0,   0.0,   1.4,   0.0,   2.8,      72
5.056,5,a-cgpr-i1,2018-19,Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,04240505,   0.0,  28.1,   0.0,  22.8,  29.8,   1.8,  12.3,   0.0,   3.5,   1.8,      57
4.586666666666667,4.59,a-cgpr-i1,2018-19,Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,04110305,  12.0,  44.0,   0.0,  22.0,   6.0,   0.0,   2.0,   0.0,   4.0,  10.0,      50
5.237333333333334,5,a-cgpr-i1,2018-19,Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,04160305,  43.1,  44.8,   0.0,  10.3,   0.0,   0.0,   0.0,   0.0,   0.0,   1.7,      58
4.933333333333334,4.93,a-cgpr-i1,2018-19,Bourne - Bourne High School,00360505,  29.9,  29.0,   0.0,  22.4,   1.9,   0.0,   9.3,   1.9,   0.0,   5.6,     107
5.157333333333334,5,a-cgpr-i1,2018-19,Braintree - Braintree High,00400505,  31.7,  42.0,   0.3,  11.1,   2.7,   0.0,   8.9,   3.3,   0.0,   0.0,     369
4.906666666666666,4.91,a-cgpr-i1,2018-19,Bridgewater-Raynham - Bridgewater-Raynham Regional,06250505,  31.3,  43.7,   0.8,  11.6,   0.3,   0.0,   4.3,   3.0,   1.0,   4.0,     396
0.0,1,a-cgpr-i1,2018-19,Bridgewater-Raynham - Therapeutic Day School,06250415,"","","","","","","","","","",       2
4.256,4.26,a-cgpr-i1,2018-19,Bristol County Agricultural - Bristol County Agricultural High,09100705,   0.0,  50.5,   0.0,  27.5,   0.0,   0.0,   1.8,   3.7,  14.7,   1.8,     109
4.666666666666666,4.67,a-cgpr-i1,2018-19,Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,08100605,  13.6,  15.7,   0.0,  20.6,   2.8,  11.5,  23.3,   3.1,   1.4,   8.0,     287
3.3013333333333335,3.3,a-cgpr-i1,2018-19,Brockton - Brockton Champion High School,00440515,   0.0,   0.0,   0.0,  38.1,   4.8,   0.0,  19.0,   0.0,   0.0,  38.1,      21
4.901333333333333,4.9,a-cgpr-i1,2018-19,Brockton - Brockton High,00440505,  15.4,  27.1,   1.0,  38.0,   3.1,   0.2,   7.1,   2.1,   0.6,   5.4,     897
0.4266666666666667,1,a-cgpr-i1,2018-19,Brockton - Edison Academy,00440520,   0.0,   0.0,   0.0,   4.3,   0.0,   0.0,   3.7,   0.6,   0.0,  91.4,     162
0.0,1,a-cgpr-i1,2018-19,Brockton - Huntington Therapeutic Day School,00440400,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 100.0,       8
5.002666666666666,5,a-cgpr-i1,2018-19,Brookline - Brookline High,00460505,  54.7,  34.8,   0.4,   3.3,   0.0,   0.0,   0.6,   0.6,   2.9,   2.7,     488
5.189333333333333,5,a-cgpr-i1,2018-19,Burlington - Burlington High,00480505,  31.9,  44.8,   0.0,   9.7,   4.0,   0.0,   6.9,   2.0,   0.4,   0.4,     248
4.704,4.7,a-cgpr-i1,2018-19,Cambridge - Cambridge Rindge and Latin,00490506,  37.4,  31.7,   0.0,  12.4,   1.3,   0.6,   4.8,   0.2,   3.6,   8.0,     476
5.098666666666667,5,a-cgpr-i1,2018-19,Canton - Canton High,00500505,  59.4,  27.7,   0.4,   5.4,   1.8,   0.0,   0.9,   0.9,   1.3,   2.2,     224
4.704,4.7,a-cgpr-i1,2018-19,Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,08150605,  11.7,  14.4,   0.0,  25.2,   0.0,   0.0,  36.9,   3.6,   6.3,   1.8,     111
5.002666666666666,5,a-cgpr-i1,2018-19,Carver - Carver Middle/High School,00520405,  35.8,  25.9,   0.0,  21.0,   1.2,   0.0,   9.9,   1.2,   1.2,   3.7,      81
5.189333333333334,5,a-cgpr-i1,2018-19,Central Berkshire - Wahconah Regional High,06350505,  24.8,  28.3,   2.1,  29.7,   1.4,   0.0,  11.0,   2.8,   0.0,   0.0,     145
5.082666666666666,5,a-cgpr-i1,2018-19,Chelmsford - Chelmsford High,00560505,  34.9,  42.7,   0.0,  10.5,   1.7,   0.0,   5.5,   2.3,   1.2,   1.2,     344
4.085333333333334,4.09,a-cgpr-i1,2018-19,Chelsea - Chelsea High,00570505,  14.4,  11.7,   0.0,  41.1,   0.0,   0.0,   9.4,   1.0,   6.7,  15.7,     299
0.0,1,a-cgpr-i1,2018-19,Chelsea - Chelsea Opportunity Academy,00570515,"","","","","","","","","","",       1
0.0,1,a-cgpr-i1,2018-19,Chicopee - Chicopee Academy,00610021,"","","","","","","","","","",       3
5.098666666666668,5,a-cgpr-i1,2018-19,Chicopee - Chicopee Comprehensive High School,00610510,  17.3,  17.6,   0.0,  37.2,   0.9,   0.0,  22.6,   4.3,   0.0,   0.0,     323
4.314666666666667,4.31,a-cgpr-i1,2018-19,Chicopee - Chicopee High,00610505,  26.2,  13.4,   1.2,  33.7,   1.7,   0.0,   4.7,   4.1,   0.0,  15.1,     172
