Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,American Indian or Alaska Native,Asian,Black or African American,Hispanic or Latino,"Multi-Race, Not Hispanic or Latino",Native Hawaiian or Other Pacific Islander,White,Female,Male,Nonbinary
NA,NA,"",2016-17,Southampton - William E Norris,02750005,   0.2,   1.5,   0.4,   4.4,   2.3,   0.4,  90.8,  48.5,  51.5
NA,NA,"",2016-17,Southborough - Albert S. Woodward Memorial School,02760050,   0.0,  18.4,   1.6,   6.9,   5.7,   0.0,  67.3,  49.4,  50.6
NA,NA,"",2016-17,Southborough - Margaret A Neary,02760020,   0.3,  16.1,   0.3,   6.4,   5.4,   0.0,  71.5,  49.3,  50.7
NA,NA,"",2016-17,Southborough - Mary E Finn School,02760008,   0.3,  15.7,   1.7,   4.8,   5.5,   0.0,  72.0,  46.4,  53.6
NA,NA,"",2016-17,Southborough - P Brent Trottier,02760305,   0.0,  14.4,   0.4,   4.4,   3.3,   0.0,  77.6,  49.5,  50.5
NA,NA,"",2016-17,Southbridge - Charlton Street,02770005,   0.2,   1.4,   3.1,  46.6,   3.6,   0.0,  45.1,  47.7,  52.3
NA,NA,"",2016-17,Southbridge - Eastford Road,02770010,   0.4,   2.4,   2.0,  51.6,   0.0,   0.0,  43.7,  51.2,  48.8
NA,NA,"",2016-17,Southbridge - Southbridge High School,02770515,   0.2,   0.8,   1.8,  54.2,   0.6,   0.0,  42.4,  47.9,  52.1
NA,NA,"",2016-17,Southbridge - Southbridge Middle School,02770315,   0.6,   1.0,   1.4,  57.8,   1.6,   0.0,  37.7,  48.1,  51.9
NA,NA,"",2016-17,Southbridge - West Street,02770020,   0.7,   2.3,   1.4,  52.2,   2.1,   0.0,  41.3,  50.6,  49.4
NA,NA,"",2016-17,Southeastern Regional Vocational Technical - Southeastern Regional Vocational Technical,08720605,   0.1,   1.4,  32.6,  11.7,   3.9,   0.0,  50.4,  48.8,  51.2
NA,NA,"",2016-17,Southern Berkshire - Mt Everett Regional,07650505,   0.0,   0.0,   0.7,   6.8,   5.5,   0.0,  87.0,  49.0,  51.0
NA,NA,"",2016-17,Southern Berkshire - New Marlborough Central,07650018,   3.3,   0.0,   0.0,   1.1,   3.3,   0.0,  92.2,  50.0,  50.0
NA,NA,"",2016-17,Southern Berkshire - South Egremont,07650030,   0.0,   0.0,   0.0,   7.7,   0.0,   0.0,  92.3,  30.8,  69.2
NA,NA,"",2016-17,Southern Berkshire - Undermountain,07650035,   0.3,   0.0,   1.2,   7.6,   5.2,   0.0,  85.8,  47.0,  53.0
NA,NA,"",2016-17,Southern Worcester County Regional Vocational Technical - Bay Path Regional Vocational Technical High School,08760605,   0.1,   0.4,   0.5,   6.7,   0.9,   0.0,  91.3,  42.0,  58.0
NA,NA,"",2016-17,Southwick-Tolland-Granville Regional School District - Granville Village School,07660215,   1.2,   0.0,   0.0,   1.2,   4.9,   0.0,  92.7,  47.6,  52.4
NA,NA,"",2016-17,Southwick-Tolland-Granville Regional School District - Powder Mill School,07660315,   0.0,   1.3,   2.3,   5.9,   1.8,   0.0,  88.8,  51.3,  48.7
NA,NA,"",2016-17,Southwick-Tolland-Granville Regional School District - Southwick Regional School,07660505,   0.0,   0.4,   1.9,   3.8,   1.1,   0.0,  92.8,  49.4,  50.6
NA,NA,"",2016-17,Southwick-Tolland-Granville Regional School District - Woodland School,07660010,   0.0,   0.6,   1.5,   7.7,   2.4,   0.0,  87.9,  47.6,  52.4
NA,NA,"",2016-17,Spencer-E Brookfield - David Prouty High,07670505,   0.0,   1.2,   1.2,   8.6,   5.0,   0.0,  84.0,  45.6,  54.4
NA,NA,"",2016-17,Spencer-E Brookfield - East Brookfield Elementary,07670008,   0.5,   0.5,   0.9,   6.1,   4.7,   0.0,  87.3,  45.8,  54.2
NA,NA,"",2016-17,Spencer-E Brookfield - Knox Trail Middle School,07670415,   0.2,   0.5,   1.0,   9.7,   3.4,   0.0,  85.3,  45.2,  54.8
NA,NA,"",2016-17,Spencer-E Brookfield - Wire Village School,07670040,   0.0,   1.4,   0.9,   8.8,   3.5,   0.0,  85.3,  50.7,  49.3
NA,NA,"",2016-17,Springfield - Alfred G. Zanetti Montessori Magnet School,02810095,   0.0,   0.2,  25.3,  48.4,   4.1,   0.0,  21.9,  53.0,  47.0
NA,NA,"",2016-17,Springfield - Alice B Beal Elementary,02810175,   0.0,   9.1,  13.8,  54.0,   2.9,   0.0,  20.3,  49.3,  50.7
NA,NA,"",2016-17,Springfield - Arthur T Talmadge,02810165,   0.4,   1.9,  30.0,  48.1,   3.3,   0.0,  16.3,  47.0,  53.0
NA,NA,"",2016-17,Springfield - Balliet Middle School,02810360,   0.0,   0.0,  19.6,  73.9,   0.0,   0.0,   6.5,  30.4,  69.6
NA,NA,"",2016-17,Springfield - Brightwood,02810025,   0.0,   0.0,  16.4,  82.4,   0.0,   0.0,   1.2,  48.0,  52.0
NA,NA,"",2016-17,Springfield - Chestnut Accelerated Middle School (North),02810365,   0.3,   0.3,   8.7,  88.3,   0.0,   0.0,   2.3,  46.0,  54.0
NA,NA,"",2016-17,Springfield - Chestnut Accelerated Middle School (South),02810366,   0.0,   0.3,  12.9,  83.9,   0.0,   0.0,   2.8,  50.5,  49.5
NA,NA,"",2016-17,Springfield - Chestnut Accelerated Middle School (Talented and Gifted),02810367,   0.4,   2.8,  21.1,  60.4,   2.1,   0.4,  13.0,  56.1,  43.9
NA,NA,"",2016-17,Springfield - Conservatory of the Arts,02810475,   0.0,   0.0,  25.8,  61.4,   1.2,   0.0,  11.6,  76.0,  24.0
NA,NA,"",2016-17,Springfield - Daniel B Brunton,02810035,   0.0,   1.5,  20.3,  60.8,   1.7,   0.2,  15.5,  50.7,  49.3
NA,NA,"",2016-17,Springfield - Early Childhood Education Center,02810001,   0.0,   1.4,  19.4,  65.3,   2.8,   0.0,  11.1,  36.1,  63.9
NA,NA,"",2016-17,Springfield - Edward P. Boland School,02810010,   0.1,   1.3,  10.0,  78.0,   1.6,   0.0,   8.9,  43.7,  56.3
NA,NA,"",2016-17,Springfield - Elias Brookings,02810030,   0.8,   0.3,  24.0,  64.9,   1.6,   0.0,   8.4,  48.3,  51.7
NA,NA,"",2016-17,Springfield - Forest Park Middle,02810325,   0.1,   7.8,  17.8,  67.8,   1.0,   0.1,   5.3,  51.1,  48.9
NA,NA,"",2016-17,Springfield - Frank H Freedman,02810075,   0.0,   1.0,  25.1,  55.2,   1.6,   0.0,  17.1,  44.1,  55.9
NA,NA,"",2016-17,Springfield - Frederick Harris,02810080,   0.0,   3.2,  19.7,  56.9,   3.2,   0.0,  17.0,  48.8,  51.2
NA,NA,"",2016-17,Springfield - Gateway to College at Holyoke Community College,02810575,   0.0,   0.0,  22.2,  48.1,   0.0,   0.0,  29.6,  63.0,  37.0
NA,NA,"",2016-17,Springfield - Gateway to College at Springfield Technical Community College,02810580,   0.0,   0.0,  20.8,  64.6,   2.1,   0.0,  12.5,  60.4,  39.6
NA,NA,"",2016-17,Springfield - German Gerena Community School,02810195,   0.0,   0.7,  14.5,  80.7,   0.5,   0.0,   3.6,  50.1,  49.9
NA,NA,"",2016-17,Springfield - Glenwood,02810065,   0.0,   2.3,  14.0,  66.8,   2.7,   0.0,  14.3,  46.2,  53.8
NA,NA,"",2016-17,Springfield - Glickman Elementary,02810068,   0.0,   3.6,  22.8,  53.8,   2.2,   0.0,  17.5,  49.9,  50.1
NA,NA,"",2016-17,Springfield - High School Of Commerce,02810510,   0.0,   1.5,  19.8,  69.3,   1.1,   0.0,   8.2,  46.8,  53.2
NA,NA,"",2016-17,Springfield - Hiram L Dorman,02810050,   0.0,   1.2,  27.9,  57.6,   0.9,   0.0,  12.4,  50.2,  49.8
NA,NA,"",2016-17,Springfield - Homer Street,02810085,   0.0,   1.6,  24.1,  64.2,   0.9,   0.0,   9.2,  47.5,  52.5
NA,NA,"",2016-17,Springfield - Indian Orchard Elementary,02810100,   0.0,   1.7,  17.0,  62.6,   3.2,   0.0,  15.6,  47.1,  52.9
NA,NA,"",2016-17,Springfield - John F Kennedy Middle,02810328,   0.2,   0.7,  19.1,  70.6,   0.9,   0.0,   8.5,  45.1,  54.9
NA,NA,"",2016-17,Springfield - John J Duggan Middle,02810320,   0.0,   2.5,  27.4,  53.6,   1.0,   0.0,  15.5,  41.7,  58.3
NA,NA,"",2016-17,Springfield - Kensington International School,02810110,   0.0,   5.2,  21.2,  67.6,   1.3,   0.0,   4.6,  48.7,  51.3
NA,NA,"",2016-17,Springfield - Liberty,02810115,   0.0,   2.1,   8.7,  74.0,   0.7,   0.0,  14.6,  51.4,  48.6
NA,NA,"",2016-17,Springfield - Liberty Preparatory Academy,02810560,   0.0,   7.7,  15.4,  38.5,   0.0,   0.0,  38.5,  30.8,  69.2
NA,NA,"",2016-17,Springfield - Lincoln,02810120,   0.0,   0.2,  10.1,  85.6,   0.7,   0.0,   3.2,  42.6,  57.4
NA,NA,"",2016-17,Springfield - M Marcus Kiley Middle,02810330,   0.2,   3.0,  21.2,  62.4,   0.8,   0.0,  12.6,  46.7,  53.3
NA,NA,"",2016-17,Springfield - Margaret C Ells,02810060,   0.5,   0.5,  26.5,  53.0,   2.7,   0.0,  16.9,  41.6,  58.4
NA,NA,"",2016-17,Springfield - Mary A. Dryden Veterans Memorial School,02810125,   0.0,   7.2,  14.5,  52.1,   2.7,   0.3,  23.2,  52.7,  47.3
NA,NA,"",2016-17,Springfield - Mary M Lynch,02810140,   0.0,   0.0,  18.0,  73.3,   1.1,   0.0,   7.5,  52.3,  47.7
NA,NA,"",2016-17,Springfield - Mary M Walsh,02810155,   0.0,   1.0,  14.3,  68.8,   2.3,   0.0,  13.6,  44.8,  55.2
NA,NA,"",2016-17,Springfield - Mary O Pottenger,02810145,   0.2,   2.0,  11.4,  69.7,   1.3,   0.0,  15.2,  48.4,  51.6
NA,NA,"",2016-17,Springfield - Milton Bradley School,02810023,   0.0,   0.0,  16.7,  80.0,   0.5,   0.0,   2.8,  47.7,  52.3
NA,NA,"",2016-17,Springfield - Rebecca M Johnson,02810055,   0.1,   0.3,  28.0,  65.2,   1.4,   0.0,   5.0,  48.9,  51.1
NA,NA,"",2016-17,Springfield - Roger L. Putnam Vocational Technical Academy,02810620,   0.0,   1.6,  19.5,  65.5,   0.9,   0.0,  12.6,  54.2,  45.8
NA,NA,"",2016-17,Springfield - Samuel Bowles,02810020,   0.0,   0.3,  16.8,  68.5,   2.1,   0.3,  12.0,  48.6,  51.4
NA,NA,"",2016-17,Springfield - South End Middle School,02810355,   0.0,   0.4,  14.2,  81.7,   1.2,   0.0,   2.4,  50.4,  49.6
NA,NA,"",2016-17,Springfield - Springfield Central High,02810500,   0.0,   6.0,  24.1,  51.5,   1.1,   0.1,  17.0,  48.2,  51.8
NA,NA,"",2016-17,Springfield - Springfield High School,02810570,   0.0,   0.0,  25.6,  59.8,   1.7,   0.0,  12.8,  31.6,  68.4
NA,NA,"",2016-17,Springfield - Springfield High School of Science and Technology,02810530,   0.0,   2.3,  17.3,  68.4,   0.7,   0.1,  11.3,  41.2,  58.8
NA,NA,"",2016-17,Springfield - Springfield Public Day Elementary School,02810005,   0.0,   0.0,  25.9,  59.3,   0.0,   0.0,  14.8,  18.5,  81.5
NA,NA,"",2016-17,Springfield - Springfield Public Day High School,02810550,   0.0,   0.0,  23.4,  66.7,   1.8,   0.0,   8.1,  30.6,  69.4
NA,NA,"",2016-17,Springfield - Springfield Public Day Middle School,02810345,   0.0,   0.0,  25.0,  64.3,   0.0,   0.0,  10.7,  12.5,  87.5
NA,NA,"",2016-17,Springfield - STEM Middle Academy,02810350,   0.0,   1.4,  25.7,  59.7,   0.0,   0.0,  13.2,  35.1,  64.9
NA,NA,"",2016-17,Springfield - Sumner Avenue,02810160,   0.2,   4.7,  17.0,  61.3,   3.0,   0.0,  13.9,  47.7,  52.3
NA,NA,"",2016-17,Springfield - The Springfield Renaissance School an Expeditionary Learning School,02810205,   0.0,   1.4,  25.2,  47.0,   0.8,   0.1,  25.4,  48.4,  51.6
NA,NA,"",2016-17,Springfield - Thomas M Balliet,02810015,   0.0,   1.2,  23.8,  61.0,   2.5,   0.0,  11.5,  48.9,  51.1
NA,NA,"",2016-17,Springfield - Van Sickle Academy,02810480,   0.0,   1.8,  19.1,  69.1,   1.5,   0.0,   8.5,  47.3,  52.7
NA,NA,"",2016-17,Springfield - Van Sickle International Baccalaureate,02810485,   0.0,   2.5,  11.8,  72.9,   0.5,   0.0,  12.3,  44.4,  55.6
NA,NA,"",2016-17,Springfield - Warner,02810180,   0.7,   2.9,  16.5,  60.6,   2.9,   0.4,  16.1,  46.6,  53.4
NA,NA,"",2016-17,Springfield - Washington,02810185,   0.0,   7.1,  19.6,  58.3,   3.5,   0.2,  11.3,  45.4,  54.6
NA,NA,"",2016-17,Springfield - White Street,02810190,   0.0,   4.9,  16.3,  68.8,   1.3,   0.0,   8.7,  48.8,  51.2
NA,NA,"",2016-17,Springfield - William N. DeBerry,02810045,   0.3,   0.0,  16.1,  79.5,   1.0,   0.0,   3.0,  51.0,  49.0
NA,NA,"",2016-17,Springfield Preparatory Charter School (District) - Springfield Preparatory Charter School,35100205,   0.0,   1.8,  24.5,  64.4,   3.1,   0.0,   6.1,  49.1,  50.9
NA,NA,"",2016-17,Stoneham - Colonial Park,02840005,   0.0,   3.8,   1.5,   5.3,   4.1,   0.0,  85.3,  42.9,  57.1
NA,NA,"",2016-17,Stoneham - Robin Hood,02840025,   0.3,   7.1,   0.8,   8.2,   1.6,   0.0,  82.1,  49.2,  50.8
NA,NA,"",2016-17,Stoneham - South,02840030,   1.2,   3.6,   2.7,   7.8,   4.8,   0.0,  79.9,  51.5,  48.5
NA,NA,"",2016-17,Stoneham - Stoneham Central Middle School,02840405,   0.0,   4.5,   1.6,   7.1,   3.7,   0.1,  83.0,  49.4,  50.6
NA,NA,"",2016-17,Stoneham - Stoneham High,02840505,   0.1,   3.5,   2.8,   5.2,   2.1,   0.0,  86.3,  50.7,  49.3
NA,NA,"",2016-17,Stoughton - Edwin A Jones Early Childhood Center,02850012,   0.0,   1.1,  27.8,   8.9,   5.6,   0.0,  56.7,  37.8,  62.2
NA,NA,"",2016-17,Stoughton - Helen Hansen Elementary,02850010,   0.0,   2.4,  18.1,  10.9,   4.0,   1.2,  63.3,  51.2,  48.8
NA,NA,"",2016-17,Stoughton - Joseph H Gibbons,02850025,   0.0,   6.1,  12.1,   7.2,   7.7,   0.0,  66.9,  48.8,  51.2
NA,NA,"",2016-17,Stoughton - Joseph R Dawe Jr Elementary,02850014,   0.0,   9.8,  26.5,  10.6,   4.0,   0.5,  48.7,  43.1,  56.9
NA,NA,"",2016-17,Stoughton - O'Donnell Middle School,02850405,   0.1,   6.6,  22.8,   8.9,   4.1,   0.1,  57.2,  48.8,  51.2
NA,NA,"",2016-17,Stoughton - South Elementary,02850015,   0.4,  10.6,  19.6,   6.3,   5.9,   2.0,  55.3,  50.6,  49.4
NA,NA,"",2016-17,Stoughton - Stoughton High,02850505,   0.0,   5.5,  22.2,   5.9,   1.8,   0.1,  64.5,  48.2,  51.8
NA,NA,"",2016-17,Stoughton - West Elementary,02850020,   0.6,   4.1,  21.8,  16.8,   7.2,   0.3,  49.3,  49.6,  50.4
NA,NA,"",2016-17,Sturbridge - Burgess Elementary,02870005,   0.3,   1.4,   0.5,   4.6,   3.9,   0.0,  89.2,  43.9,  56.1
NA,NA,"",2016-17,Sturgis Charter Public (District) - Sturgis Charter Public School,04890505,   0.6,   2.6,   1.7,   4.4,   5.3,   0.1,  85.2,  59.1,  40.9
NA,NA,"",2016-17,Sudbury - Ephraim Curtis Middle,02880305,   0.0,   6.6,   2.3,   3.1,   3.9,   0.1,  84.1,  48.5,  51.5
NA,NA,"",2016-17,Sudbury - General John Nixon Elementary,02880025,   0.0,   9.0,   5.3,   2.2,   8.1,   0.3,  75.1,  50.4,  49.6
NA,NA,"",2016-17,Sudbury - Israel Loring School,02880015,   0.8,  11.9,   2.1,   3.9,   5.5,   1.0,  74.7,  46.8,  53.2
NA,NA,"",2016-17,Sudbury - Josiah Haynes,02880010,   0.0,   8.8,   3.1,   1.6,   6.7,   0.0,  79.8,  44.4,  55.6
NA,NA,"",2016-17,Sudbury - Peter Noyes,02880030,   0.0,  10.1,   2.9,   4.0,   7.9,   0.0,  75.1,  48.1,  51.9
NA,NA,"",2016-17,Sunderland - Sunderland Elementary,02890005,   0.0,   8.2,   5.8,  10.1,  10.9,   0.0,  65.0,  40.9,  59.1
NA,NA,"",2016-17,Sutton - Sutton Early Learning,02900003,   0.0,   1.3,   0.9,   1.3,   4.4,   0.0,  92.1,  50.6,  49.4
NA,NA,"",2016-17,Sutton - Sutton Elementary,02900005,   0.0,   2.1,   0.9,   2.1,   5.4,   0.3,  89.1,  51.4,  48.6
NA,NA,"",2016-17,Sutton - Sutton High School,02900510,   0.2,   0.9,   0.2,   1.6,   4.5,   0.0,  92.5,  50.9,  49.1
NA,NA,"",2016-17,Sutton - Sutton Middle School,02900305,   0.0,   1.9,   1.1,   1.6,   4.3,   0.0,  91.2,  46.9,  53.1
NA,NA,"",2016-17,Swampscott - Clarke,02910005,   1.0,   3.4,   1.5,   9.2,   1.5,   0.0,  83.5,  50.0,  50.0
NA,NA,"",2016-17,Swampscott - Hadley,02910010,   0.0,   3.4,   3.4,   9.4,   3.7,   0.0,  80.1,  46.5,  53.5
NA,NA,"",2016-17,Swampscott - Stanley,02910020,   0.4,   1.4,   0.7,   7.9,   3.2,   0.0,  86.3,  49.3,  50.7
NA,NA,"",2016-17,Swampscott - Swampscott High,02910505,   0.0,   2.1,   4.6,   9.7,   1.6,   0.4,  81.5,  50.8,  49.2
NA,NA,"",2016-17,Swampscott - Swampscott Middle,02910305,   0.3,   2.7,   3.9,  11.4,   1.9,   0.0,  79.8,  49.2,  50.8
NA,NA,"",2016-17,Swansea - Elizabeth S Brown,02920006,   0.0,   1.3,   0.3,   0.7,   0.0,   0.0,  97.7,  48.8,  51.2
NA,NA,"",2016-17,Swansea - Gardner,02920015,   0.4,   0.4,   0.4,   0.8,   0.4,   0.0,  97.5,  45.7,  54.3
NA,NA,"",2016-17,Swansea - Joseph Case High,02920505,   0.2,   1.3,   1.7,   1.7,   1.1,   0.0,  93.9,  47.3,  52.7
NA,NA,"",2016-17,Swansea - Joseph Case Jr High,02920305,   0.0,   0.6,   0.6,   1.4,   1.6,   0.0,  95.8,  47.7,  52.3
NA,NA,"",2016-17,Swansea - Joseph G Luther,02920020,   0.5,   0.5,   0.9,   3.6,   1.8,   0.0,  92.7,  47.7,  52.3
NA,NA,"",2016-17,Swansea - Mark G Hoyle Elementary,02920017,   0.4,   1.5,   0.0,   1.5,   5.3,   0.0,  91.3,  46.0,  54.0
NA,NA,"",2016-17,Tantasqua - Tantasqua Regional Jr High,07700405,   0.0,   1.2,   0.7,   4.5,   2.7,   0.0,  90.9,  52.9,  47.1
NA,NA,"",2016-17,Tantasqua - Tantasqua Regional Sr High,07700505,   0.1,   1.4,   0.5,   4.1,   2.6,   0.0,  91.2,  56.4,  43.6
NA,NA,"",2016-17,Tantasqua - Tantasqua Regional Vocational,07700605,   0.6,   0.4,   0.2,   5.0,   2.2,   0.0,  91.5,  38.6,  61.4
NA,NA,"",2016-17,Taunton - Benjamin Friedman Middle,02930315,   0.5,   1.0,   8.5,  10.8,   4.4,   0.2,  74.6,  49.6,  50.4
NA,NA,"",2016-17,Taunton - East Taunton Elementary,02930010,   0.5,   0.5,  11.7,   8.2,   3.6,   0.0,  75.5,  50.4,  49.6
NA,NA,"",2016-17,Taunton - Edmund Hatch Bennett,02930007,   0.3,   0.9,   8.7,   9.0,   2.4,   0.0,  78.7,  46.8,  53.2
NA,NA,"",2016-17,Taunton - Edward F. Leddy Preschool,02930005,   0.0,   2.4,  11.9,  11.9,   3.3,   0.3,  70.2,  42.9,  57.1
NA,NA,"",2016-17,Taunton - Elizabeth Pole,02930027,   0.0,   1.6,  17.7,  14.9,   8.0,   0.3,  57.4,  49.8,  50.2
NA,NA,"",2016-17,Taunton - H H Galligan,02930057,   0.4,   0.8,  22.0,  17.1,   4.5,   1.2,  54.1,  49.2,  50.8
NA,NA,"",2016-17,Taunton - Hopewell,02930035,   0.3,   0.3,  13.4,   9.6,   7.9,   0.0,  68.5,  52.1,  47.9
NA,NA,"",2016-17,Taunton - John F Parker Middle,02930305,   0.4,   2.0,  19.2,  15.2,   7.5,   0.2,  55.4,  51.7,  48.3
NA,NA,"",2016-17,Taunton - Joseph C Chamberlain,02930008,   0.2,   1.5,   7.2,   4.3,   4.7,   0.0,  82.0,  47.3,  52.7
NA,NA,"",2016-17,Taunton - Joseph H Martin,02930042,   0.3,   1.7,  14.0,  10.5,   3.9,   0.0,  69.7,  47.5,  52.5
NA,NA,"",2016-17,Taunton - Mulcahey Elementary School,02930015,   0.0,   0.6,  18.0,  15.1,   5.1,   0.2,  60.9,  46.8,  53.2
NA,NA,"",2016-17,Taunton - Taunton Alternative High School,02930525,   0.0,   0.0,  15.7,  14.6,   5.6,   0.0,  64.0,  37.1,  62.9
NA,NA,"",2016-17,Taunton - Taunton High,02930505,   0.1,   1.8,  14.5,  11.8,   3.6,   0.3,  67.9,  49.8,  50.1
NA,NA,"",2016-17,TEC Connections Academy Commonwealth Virtual School District - TEC Connections Academy Commonwealth Virtual School,39020900,   0.4,   3.3,   6.3,  12.2,   7.1,   0.2,  70.5,  56.6,  43.4
NA,NA,"",2016-17,Tewksbury - Heath-Brook,02950010,   0.0,   2.4,   1.8,   3.0,   2.1,   0.0,  90.8,  50.3,  49.7
NA,NA,"",2016-17,Tewksbury - John F. Ryan,02950023,   0.4,   3.0,   2.4,   1.7,   0.7,   0.2,  91.6,  46.1,  53.9
NA,NA,"",2016-17,Tewksbury - John W. Wynn Middle,02950305,   0.0,   3.2,   2.8,   2.3,   1.3,   0.0,  90.4,  54.8,  45.2
NA,NA,"",2016-17,Tewksbury - L F Dewing,02950001,   0.0,   3.4,   4.1,   5.3,   0.4,   0.2,  86.7,  47.2,  52.8
NA,NA,"",2016-17,Tewksbury - Louise Davy Trahan,02950025,   0.0,   3.5,   0.8,   2.0,   1.2,   0.0,  92.5,  54.1,  45.9
NA,NA,"",2016-17,Tewksbury - North Street,02950020,   0.0,   3.1,   5.8,   1.9,   1.6,   0.0,  87.5,  42.4,  57.6
NA,NA,"",2016-17,Tewksbury - Tewksbury Memorial High,02950505,   0.0,   2.6,   1.5,   2.9,   0.3,   0.2,  92.6,  47.2,  52.8
NA,NA,"",2016-17,Tisbury - Tisbury Elementary,02960005,   2.2,   0.9,   3.1,  26.2,   7.8,   0.0,  59.8,  46.7,  53.3
NA,NA,"",2016-17,Topsfield - Proctor Elementary,02980005,   0.0,   1.6,   0.8,   2.9,   2.5,   0.0,  92.2,  52.5,  47.5
NA,NA,"",2016-17,Topsfield - Steward Elementary,02980010,   0.8,   1.6,   0.3,   1.8,   2.4,   0.0,  93.2,  49.2,  50.8
NA,NA,"",2016-17,Tri-County Regional Vocational Technical - Tri-County Regional Vocational Technical,08780605,   0.4,   0.7,   0.4,   4.6,   4.5,   0.2,  89.2,  44.9,  55.0
NA,NA,"",2016-17,Triton - Newbury Elementary,07730020,   0.0,   1.6,   0.7,   1.6,   0.9,   0.5,  94.8,  44.8,  55.2
NA,NA,"",2016-17,Triton - Pine Grove,07730025,   0.2,   0.6,   0.4,   1.1,   2.8,   0.0,  94.9,  49.0,  50.7
NA,NA,"",2016-17,Triton - Salisbury Elementary,07730015,   0.0,   3.6,   2.6,   4.3,   3.2,   0.6,  85.6,  49.8,  50.2
NA,NA,"",2016-17,Triton - Triton Regional High School,07730505,   0.0,   1.7,   0.8,   2.2,   0.6,   0.0,  94.7,  52.1,  47.9
NA,NA,"",2016-17,Triton - Triton Regional Middle School,07730405,   0.5,   2.0,   1.0,   2.8,   1.8,   0.3,  91.6,  49.2,  50.8
NA,NA,"",2016-17,Truro - Truro Central,03000005,   0.0,   0.0,   6.0,  12.1,  11.2,   0.0,  70.7,  55.2,  44.8
NA,NA,"",2016-17,Tyngsborough - Tyngsborough Elementary,03010020,   0.1,   6.7,   4.1,   5.1,   2.9,   0.0,  81.1,  46.4,  53.6
NA,NA,"",2016-17,Tyngsborough - Tyngsborough High School,03010505,   0.0,   6.1,   2.2,   3.6,   3.0,   0.0,  85.2,  50.7,  49.3
NA,NA,"",2016-17,Tyngsborough - Tyngsborough Middle,03010305,   0.2,   5.0,   1.7,   3.6,   3.3,   0.0,  86.2,  51.3,  48.7
NA,NA,"",2016-17,UP Academy Charter School of Boston (District) - UP Academy Charter School of Boston,04800405,   0.2,   5.7,  46.8,  39.4,   1.9,   0.4,   5.5,  44.3,  55.7
NA,NA,"",2016-17,UP Academy Charter School of Dorchester (District) - UP Academy Charter School of Dorchester,35050405,   0.4,   1.6,  56.7,  38.0,   2.2,   0.0,   1.1,  50.8,  49.2
NA,NA,"",2016-17,Up-Island Regional - Chilmark Elementary,07740010,   0.0,   2.3,   0.0,   2.3,   9.1,   0.0,  86.4,  43.2,  56.8
NA,NA,"",2016-17,Up-Island Regional - West Tisbury Elementary,07740020,   4.0,   0.9,   2.9,   6.0,   5.2,   0.0,  81.1,  45.0,  55.0
NA,NA,"",2016-17,Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Vocational Technical,08790605,   0.6,   1.7,   4.4,   1.4,   4.4,   0.0,  87.6,  38.2,  61.8
NA,NA,"",2016-17,Uxbridge - Gateway to College,03040515,   2.2,   2.2,   0.0,  17.4,   2.2,   2.2,  73.9,  58.7,  41.3
NA,NA,"",2016-17,Uxbridge - McCloskey Middle School,03040015,   0.0,   1.9,   1.2,   4.8,   2.1,   0.0,  90.0,  47.3,  52.7
NA,NA,"",2016-17,Uxbridge - Taft Early Learning Center,03040005,   0.0,   0.8,   1.0,   2.7,   2.3,   0.0,  93.1,  44.7,  55.3
NA,NA,"",2016-17,Uxbridge - Uxbridge High,03040505,   0.6,   1.5,   1.5,   2.7,   1.7,   0.2,  91.9,  46.5,  53.5
NA,NA,"",2016-17,Uxbridge - Whitin Elementary School,03040020,   1.0,   1.7,   0.7,   3.6,   1.7,   0.0,  91.2,  47.0,  52.8
NA,NA,"",2016-17,Veritas Preparatory Charter School (District) - Veritas Preparatory Charter School,04980405,   0.0,   1.3,  19.5,  70.9,   1.6,   0.0,   6.7,  47.9,  52.1
NA,NA,"",2016-17,Wachusett - Central Tree Middle,07750310,   0.0,   2.2,   1.2,   3.2,   4.0,   0.0,  89.3,  44.8,  55.2
NA,NA,"",2016-17,Wachusett - Chocksett Middle School,07750315,   0.0,   1.6,   1.3,   3.7,   1.1,   0.0,  92.3,  48.0,  52.0
NA,NA,"",2016-17,Wachusett - Davis Hill Elementary,07750018,   0.0,   1.8,   2.9,   5.3,   2.4,   0.0,  87.7,  48.5,  51.5
NA,NA,"",2016-17,Wachusett - Dawson,07750020,   0.0,   4.3,   3.0,   4.5,   3.0,   0.0,  85.2,  47.5,  52.5
NA,NA,"",2016-17,Wachusett - Early Childhood Center,07750001,   0.7,   4.7,   1.3,   6.7,   2.0,   0.7,  84.0,  44.7,  55.3
NA,NA,"",2016-17,Wachusett - Glenwood Elementary School,07750060,   0.0,   3.1,   1.4,   5.6,   3.6,   0.0,  86.4,  51.7,  48.3
NA,NA,"",2016-17,Wachusett - Houghton Elementary,07750027,   0.0,   2.6,   1.3,   5.9,   2.6,   0.0,  87.8,  48.0,  52.0
NA,NA,"",2016-17,Wachusett - Leroy E.Mayo,07750032,   0.0,   5.7,   2.0,   4.9,   1.2,   0.0,  86.2,  46.7,  53.3
