Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,American Indian or Alaska Native,Asian,Black or African American,Hispanic or Latino,"Multi-Race, Not Hispanic or Latino",Native Hawaiian or Other Pacific Islander,White,Female,Male,Nonbinary
NA,NA,"",2022-23,Blackstone-Millville - Blackstone Millville RHS,06220505,   0.0,   1.5,   2.3,   8.1,   4.5,   0.0,  83.6,  48.2,  51.0,   0.8
NA,NA,"",2022-23,Blackstone-Millville - Frederick W. Hartnett Middle School,06220405,   0.0,   0.3,   1.5,   9.9,   4.7,   0.0,  83.7,  44.6,  54.8,   0.6
NA,NA,"",2022-23,Blackstone-Millville - John F Kennedy Elementary,06220008,   0.0,   1.8,   2.8,  10.1,   4.6,   0.0,  80.7,  54.1,  45.9,   0.0
NA,NA,"",2022-23,Blackstone-Millville - Millville Elementary,06220010,   0.0,   0.8,   2.7,   6.0,   2.7,   0.0,  87.6,  50.5,  49.5,   0.0
NA,NA,"",2022-23,Blue Hills Regional Vocational Technical - Blue Hills Regional Vocational Technical,08060605,   0.9,   2.5,  19.6,  18.4,   7.6,   0.0,  51.1,  48.2,  51.8,   0.0
NA,NA,"",2022-23,Boston - Adams Elementary School,00350302,   0.0,   1.6,   4.8,  73.9,   2.0,   0.0,  17.7,  47.4,  52.6,   0.0
NA,NA,"",2022-23,Boston - Alighieri Dante Montessori School,00350066,   0.0,   3.7,   1.9,  52.8,   8.3,   0.0,  33.3,  44.4,  55.6,   0.0
NA,NA,"",2022-23,Boston - Another Course To College,00350541,   0.0,   0.0,  42.6,  50.9,   2.6,   0.0,   3.9,  39.1,  60.4,   0.4
NA,NA,"",2022-23,Boston - Baldwin Early Learning Pilot Academy,00350003,   0.0,  25.0,  10.5,  31.4,   8.1,   0.0,  25.0,  51.2,  48.8,   0.0
NA,NA,"",2022-23,Boston - Bates Elementary School,00350278,   0.4,   2.2,  23.5,  30.3,   5.1,   0.0,  38.6,  43.0,  57.0,   0.0
NA,NA,"",2022-23,Boston - Beethoven Elementary School,00350021,   0.0,   6.5,  21.7,  34.2,   6.1,   0.0,  31.6,  46.4,  53.6,   0.0
NA,NA,"",2022-23,Boston - Blackstone Elementary School,00350390,   0.0,   2.0,  27.4,  64.6,   1.9,   0.0,   4.1,  47.5,  52.5,   0.0
NA,NA,"",2022-23,Boston - Boston Adult Tech Academy,00350548,   0.8,   2.5,  33.9,  59.5,   0.8,   0.0,   2.5,  43.0,  57.0,   0.0
NA,NA,"",2022-23,Boston - Boston Arts Academy,00350546,   0.0,   1.2,  37.0,  48.8,   3.6,   0.0,   9.3,  69.8,  29.1,   1.0
NA,NA,"",2022-23,Boston - Boston Collaborative High School,00350755,   1.1,   2.8,  35.4,  50.6,   2.2,   0.0,   7.9,  50.6,  48.9,   0.6
NA,NA,"",2022-23,Boston - Boston Community Leadership Academy,00350558,   0.2,   4.2,  31.9,  57.7,   2.2,   0.0,   3.8,  50.3,  49.0,   0.7
NA,NA,"",2022-23,Boston - Boston International High School & Newcomers Academy,00350507,   0.4,   6.1,  28.4,  62.3,   0.4,   0.4,   1.9,  36.7,  63.3,   0.0
NA,NA,"",2022-23,Boston - Boston Latin Academy,00350545,   0.1,  17.1,  24.6,  27.7,   4.2,   0.2,  26.0,  57.1,  42.7,   0.2
NA,NA,"",2022-23,Boston - Boston Latin School,00350560,   0.1,  29.1,  12.3,  15.2,   4.8,   0.2,  38.4,  52.7,  46.9,   0.4
NA,NA,"",2022-23,Boston - Boston Teachers Union K-8 Pilot,00350012,   0.3,   1.0,  26.8,  37.1,   5.4,   0.0,  29.4,  47.8,  52.2,   0.0
NA,NA,"",2022-23,Boston - Bradley Elementary School,00350215,   0.0,   5.9,   6.6,  45.3,   2.4,   0.7,  39.1,  51.6,  48.4,   0.0
NA,NA,"",2022-23,Boston - Brighton High School,00350505,   0.8,   3.9,  29.7,  57.7,   2.4,   0.0,   5.5,  44.7,  55.3,   0.0
NA,NA,"",2022-23,Boston - Burke High School,00350525,   0.7,   1.9,  54.0,  36.0,   4.3,   0.0,   3.1,  44.8,  55.2,   0.0
NA,NA,"",2022-23,Boston - Carter School,00350036,   0.0,   7.7,  50.0,  26.9,   0.0,   3.8,  11.5,  38.5,  61.5,   0.0
NA,NA,"",2022-23,Boston - Channing Elementary School,00350360,   0.0,   2.6,  45.5,  45.0,   2.6,   0.0,   4.2,  42.9,  57.1,   0.0
NA,NA,"",2022-23,Boston - Charlestown High School,00350515,   0.1,   6.7,  23.4,  62.8,   1.8,   0.1,   5.2,  44.2,  55.7,   0.1
NA,NA,"",2022-23,Boston - Chittick Elementary School,00350154,   0.0,   0.9,  61.6,  30.6,   3.0,   0.4,   3.4,  44.4,  55.6,   0.0
NA,NA,"",2022-23,Boston - Clap Elementary School,00350298,   0.0,   7.3,  27.3,  44.5,   5.5,   0.0,  15.5,  45.5,  54.5,   0.0
NA,NA,"",2022-23,Boston - Community Academy,00350518,   0.0,   0.0,  67.3,  30.9,   0.0,   0.0,   1.8,  34.5,  63.6,   1.8
NA,NA,"",2022-23,Boston - Community Academy of Science and Health,00350581,   0.0,   5.5,  55.6,  32.9,   4.0,   0.3,   1.7,  47.6,  52.4,   0.0
NA,NA,"",2022-23,Boston - Condon K-8 School,00350146,   0.5,   6.3,  30.9,  44.1,   3.9,   0.3,  14.0,  45.8,  54.2,   0.0
NA,NA,"",2022-23,Boston - Conley Elementary School,00350122,   0.6,   0.6,  27.6,  49.7,   3.1,   1.2,  17.2,  43.6,  56.4,   0.0
NA,NA,"",2022-23,Boston - Curley K-8 School,00350020,   0.1,   4.2,  17.3,  39.3,   7.2,   0.1,  31.8,  43.6,  56.4,   0.0
NA,NA,"",2022-23,Boston - Dearborn 6-12 STEM Academy,00350074,   0.0,   1.3,  57.3,  35.5,   3.7,   0.7,   1.5,  47.9,  51.9,   0.2
NA,NA,"",2022-23,Boston - Dever Elementary School,00350268,   0.5,   2.9,  21.7,  62.8,   1.1,   0.3,  10.7,  42.5,  57.5,   0.0
NA,NA,"",2022-23,Boston - East Boston Early Education Center,00350009,   0.0,   0.5,   5.3,  63.6,   3.7,   0.0,  26.7,  47.1,  52.9,   0.0
NA,NA,"",2022-23,Boston - East Boston High School,00350530,   0.0,   1.1,   5.3,  81.5,   0.9,   0.1,  11.1,  43.7,  56.1,   0.2
NA,NA,"",2022-23,Boston - Edison K-8 School,00350375,   0.8,  10.4,  14.4,  58.1,   4.2,   0.2,  12.0,  46.4,  53.6,   0.0
NA,NA,"",2022-23,Boston - Eliot K-8 Innovation School,00350096,   0.0,  10.8,   5.4,  14.1,   5.9,   0.2,  63.5,  48.2,  51.8,   0.0
NA,NA,"",2022-23,Boston - Ellis Elementary School,00350072,   0.0,   0.3,  31.8,  61.3,   1.6,   0.0,   5.0,  52.2,  47.8,   0.0
NA,NA,"",2022-23,Boston - Ellison-Parks Early Education School,00350008,   0.0,   3.7,  49.7,  39.8,   2.6,   0.0,   4.2,  51.8,  48.2,   0.0
NA,NA,"",2022-23,Boston - English High School,00350535,   0.0,   0.8,  34.4,  57.8,   2.6,   0.2,   4.3,  45.5,  54.5,   0.0
NA,NA,"",2022-23,Boston - Everett Elementary School,00350088,   1.5,  15.2,  38.3,  34.6,   2.2,   0.4,   7.8,  49.4,  50.6,   0.0
NA,NA,"",2022-23,Boston - Excel High School,00350522,   0.0,  13.8,  32.3,  41.9,   3.2,   0.2,   8.5,  41.0,  58.8,   0.2
NA,NA,"",2022-23,Boston - Fenway High School,00350540,   0.0,   2.4,  28.9,  61.5,   1.6,   0.0,   5.6,  51.7,  48.0,   0.3
NA,NA,"",2022-23,Boston - Frederick Pilot Middle School,00350383,   0.6,   8.7,  33.7,  52.3,   1.9,   0.3,   2.5,  47.1,  52.9,   0.0
NA,NA,"",2022-23,Boston - Gardner Pilot Academy,00350326,   0.0,   4.7,  12.4,  67.6,   3.6,   0.0,  11.7,  48.2,  51.3,   0.5
NA,NA,"",2022-23,Boston - Greater Egleston High School,00350543,   2.2,   1.1,  43.3,  48.9,   4.4,   0.0,   0.0,  50.0,  50.0,   0.0
NA,NA,"",2022-23,Boston - Greenwood Sarah K-8 School,00350308,   0.0,   0.3,  12.6,  85.0,   0.8,   0.0,   1.3,  50.8,  49.2,   0.0
NA,NA,"",2022-23,Boston - Grew Elementary School,00350135,   0.9,   0.0,  36.3,  42.5,   9.4,   0.0,  10.8,  40.1,  59.9,   0.0
NA,NA,"",2022-23,Boston - Guild Elementary School,00350062,   0.0,   0.4,   2.4,  78.9,   1.2,   0.0,  17.1,  47.4,  52.6,   0.0
NA,NA,"",2022-23,Boston - Hale Elementary School,00350243,   0.0,   5.3,  47.9,  30.2,   6.5,   0.0,  10.1,  50.3,  49.7,   0.0
NA,NA,"",2022-23,Boston - Haley Pilot School,00350077,   0.0,   1.3,  38.5,  35.3,   4.3,   0.0,  20.5,  49.1,  50.9,   0.0
NA,NA,"",2022-23,Boston - Harvard-Kent Elementary School,00350200,   0.0,  15.8,  15.8,  29.2,   4.1,   0.0,  35.1,  46.2,  53.8,   0.0
NA,NA,"",2022-23,Boston - Haynes Early Education Center,00350010,   0.5,   0.0,  46.8,  43.8,   4.4,   0.0,   4.4,  51.7,  48.3,   0.0
NA,NA,"",2022-23,Boston - Henderson K-12 Inclusion School Lower,00350266,   0.0,  11.8,  34.8,  25.7,   8.6,   1.6,  17.6,  48.1,  51.9,   0.0
NA,NA,"",2022-23,Boston - Henderson K-12 Inclusion School Upper,00350426,   0.8,   7.2,  44.1,  30.6,   3.5,   0.3,  13.5,  45.6,  54.2,   0.2
NA,NA,"",2022-23,Boston - Hennigan K-8 School,00350153,   0.0,   3.7,  24.6,  64.6,   1.4,   0.4,   5.3,  51.1,  48.9,   0.0
NA,NA,"",2022-23,Boston - Hernandez K-8 School,00350691,   0.0,   0.0,   3.5,  81.6,   3.8,   0.0,  11.1,  52.5,  47.5,   0.0
NA,NA,"",2022-23,Boston - Higginson Inclusion K0-2 School,00350015,   0.0,   0.8,  31.7,  62.5,   2.5,   0.0,   2.5,  46.7,  53.3,   0.0
NA,NA,"",2022-23,Boston - Higginson-Lewis K-8 School,00350377,   0.0,   1.1,  33.9,  58.2,   4.5,   0.0,   2.3,  39.5,  60.5,   0.0
NA,NA,"",2022-23,Boston - Holmes Elementary School,00350138,   0.0,   1.1,  55.4,  37.1,   4.3,   0.0,   2.1,  41.8,  58.2,   0.0
NA,NA,"",2022-23,Boston - Horace Mann School for the Deaf Hard of Hearing,00350750,   0.0,   5.7,  30.0,  48.6,   1.4,   0.0,  14.3,  31.4,  68.6,   0.0
NA,NA,"",2022-23,Boston - Hurley K-8 School,00350182,   0.3,   1.7,   4.0,  71.0,   3.1,   0.0,  19.9,  55.1,  44.6,   0.3
NA,NA,"",2022-23,Boston - Kennedy John F Elementary School,00350166,   0.3,   1.6,  20.5,  54.9,   5.3,   0.0,  17.3,  48.8,  51.2,   0.0
NA,NA,"",2022-23,Boston - Kennedy Patrick J Elementary School,00350264,   0.0,   1.1,   2.3,  90.5,   0.0,   0.0,   6.1,  45.5,  54.5,   0.0
NA,NA,"",2022-23,Boston - Kenny Elementary School,00350328,   0.0,  11.4,  30.7,  27.8,   6.0,   0.0,  24.1,  46.5,  53.5,   0.0
NA,NA,"",2022-23,Boston - Kilmer K-8 School,00350190,   0.3,   8.1,  18.2,  21.2,   5.1,   0.0,  47.2,  44.2,  55.6,   0.3
NA,NA,"",2022-23,Boston - King Elementary School,00350376,   1.1,   0.9,  52.3,  39.1,   3.2,   0.0,   3.4,  44.8,  55.2,   0.0
NA,NA,"",2022-23,Boston - Lee Academy,00350001,   0.0,   2.7,  52.4,  33.7,   7.5,   0.0,   3.7,  43.3,  56.7,   0.0
NA,NA,"",2022-23,Boston - Lee K-8 School,00350183,   0.4,   4.8,  53.8,  33.3,   3.3,   0.2,   4.3,  42.1,  57.9,   0.0
NA,NA,"",2022-23,Boston - Lyndon K-8 School,00350262,   0.0,   4.8,  10.6,  21.0,   6.0,   0.2,  57.5,  48.6,  51.4,   0.0
NA,NA,"",2022-23,Boston - Lyon High School,00350655,   0.0,   5.2,  21.6,  50.9,   7.8,   0.0,  14.7,  37.1,  62.1,   0.9
NA,NA,"",2022-23,Boston - Lyon K-8 School,00350004,   0.0,   8.7,  24.6,  35.7,   8.7,   0.0,  22.2,  45.2,  54.8,   0.0
NA,NA,"",2022-23,Boston - Madison Park Technical Vocational High School,00350537,   0.2,   1.5,  38.5,  53.9,   2.8,   0.5,   2.7,  40.8,  59.1,   0.1
NA,NA,"",2022-23,Boston - Manning Elementary School,00350184,   0.0,   4.4,  11.9,  21.3,  10.6,   0.0,  51.9,  53.1,  46.9,   0.0
NA,NA,"",2022-23,Boston - Margarita Muniz Academy,00350549,   0.0,   0.0,   5.4,  93.0,   0.6,   0.3,   0.6,  52.5,  47.5,   0.0
NA,NA,"",2022-23,Boston - Mario Umana Academy,00350656,   0.2,   0.9,   1.7,  92.3,   1.0,   0.0,   4.0,  47.7,  52.3,   0.0
NA,NA,"",2022-23,Boston - Mason Elementary School,00350304,   0.0,   2.1,  54.8,  34.6,   3.7,   0.0,   4.8,  45.7,  53.7,   0.5
NA,NA,"",2022-23,Boston - Mather Elementary School,00350227,   0.8,  27.6,  43.1,  20.0,   3.9,   0.2,   4.3,  49.9,  50.1,   0.0
NA,NA,"",2022-23,Boston - Mattahunt Elementary School,00350016,   0.4,   0.8,  64.4,  28.0,   3.1,   0.0,   3.3,  37.7,  62.3,   0.0
NA,NA,"",2022-23,Boston - McKay K-8 School,00350080,   0.0,   1.0,   2.8,  85.8,   0.9,   0.0,   9.5,  49.5,  50.5,   0.0
NA,NA,"",2022-23,Boston - McKinley Schools,00350363,   0.6,   1.9,  46.2,  38.0,   4.4,   0.0,   8.9,  22.8,  76.6,   0.6
NA,NA,"",2022-23,Boston - Mendell Elementary School,00350100,   0.3,   3.5,  28.5,  29.5,   6.1,   0.0,  32.1,  47.4,  52.6,   0.0
NA,NA,"",2022-23,Boston - Mildred Avenue K-8 School,00350378,   0.8,   1.1,  59.1,  31.9,   4.2,   0.0,   2.9,  47.1,  52.9,   0.0
NA,NA,"",2022-23,Boston - Mozart Elementary School,00350237,   0.6,   0.0,  23.9,  21.6,   8.5,   0.0,  45.5,  39.2,  60.8,   0.0
NA,NA,"",2022-23,Boston - Murphy K-8 School,00350240,   0.5,  51.2,  17.3,  17.1,   4.1,   0.2,   9.6,  47.4,  52.5,   0.1
NA,NA,"",2022-23,Boston - New Mission High School,00350542,   0.0,   2.8,  47.9,  41.2,   2.0,   0.2,   6.0,  49.0,  50.7,   0.3
NA,NA,"",2022-23,Boston - O'Bryant School of Math & Science,00350575,   0.1,  19.1,  31.3,  35.1,   2.3,   0.2,  11.9,  52.3,  47.6,   0.1
NA,NA,"",2022-23,Boston - O'Donnell Elementary School,00350141,   0.4,   1.1,   2.8,  89.3,   1.1,   0.0,   5.3,  52.7,  47.3,   0.0
NA,NA,"",2022-23,Boston - Ohrenberger School,00350258,   0.2,   4.7,  33.0,  39.0,   3.1,   0.0,  20.0,  45.5,  54.5,   0.0
NA,NA,"",2022-23,Boston - Orchard Gardens K-8 School,00350257,   0.6,   1.1,  52.1,  41.3,   1.4,   0.4,   3.2,  47.7,  52.3,   0.0
NA,NA,"",2022-23,Boston - Otis Elementary School,00350156,   0.2,   2.4,   4.1,  73.9,   2.2,   0.0,  17.1,  49.5,  50.5,   0.0
NA,NA,"",2022-23,Boston - Perkins Elementary School,00350231,   1.3,   8.9,  38.6,  34.8,   4.4,   0.0,  12.0,  50.6,  49.4,   0.0
NA,NA,"",2022-23,Boston - Perry Elementary School,00350255,   0.5,   4.4,  15.4,  14.3,   2.2,   0.0,  63.2,  47.8,  52.2,   0.0
NA,NA,"",2022-23,Boston - Philbrick Elementary School,00350172,   0.9,   3.5,  41.2,  33.3,   7.0,   0.0,  14.0,  53.5,  46.5,   0.0
NA,NA,"",2022-23,Boston - Quincy Elementary School,00350286,   0.0,  56.8,  11.9,  10.0,   6.6,   0.0,  14.6,  51.8,  48.2,   0.0
NA,NA,"",2022-23,Boston - Quincy Upper School,00350565,   0.2,  51.5,  18.7,  22.1,   2.1,   0.0,   5.5,  47.5,  52.3,   0.2
NA,NA,"",2022-23,Boston - Roosevelt K-8 School,00350116,   0.3,   4.2,  36.3,  36.9,   5.9,   0.0,  16.3,  49.0,  51.0,   0.0
NA,NA,"",2022-23,Boston - Russell Elementary School,00350366,   0.3,   6.6,  29.2,  54.8,   1.7,   0.6,   6.9,  49.9,  50.1,   0.0
NA,NA,"",2022-23,Boston - Shaw Elementary School,00350014,   1.1,   0.5,  59.4,  33.2,   4.3,   0.0,   1.6,  49.2,  50.8,   0.0
NA,NA,"",2022-23,Boston - Snowden International High School,00350690,   0.2,   3.9,  30.5,  57.5,   2.6,   0.0,   5.4,  49.2,  50.8,   0.0
NA,NA,"",2022-23,Boston - Sumner Elementary School,00350052,   0.4,   1.7,  15.1,  55.8,   4.3,   0.0,  22.9,  48.1,  51.9,   0.0
NA,NA,"",2022-23,Boston - Taylor Elementary School,00350054,   0.8,   1.4,  75.1,  19.6,   1.4,   0.0,   1.7,  45.5,  54.5,   0.0
NA,NA,"",2022-23,Boston - TechBoston Academy,00350657,   0.1,   2.2,  57.6,  32.6,   4.8,   0.0,   2.6,  43.5,  56.5,   0.0
NA,NA,"",2022-23,Boston - Tobin K-8 School,00350229,   0.2,   4.9,  26.3,  62.7,   1.9,   0.0,   4.0,  48.6,  51.4,   0.0
NA,NA,"",2022-23,Boston - Trotter Elementary School,00350370,   0.3,   2.4,  54.5,  34.0,   2.4,   2.0,   4.4,  48.1,  51.9,   0.0
NA,NA,"",2022-23,Boston - Tynan Elementary School,00350181,   0.0,   6.6,  32.0,  35.5,   7.6,   0.5,  17.8,  39.6,  60.4,   0.0
NA,NA,"",2022-23,Boston - UP Academy Holland,00350167,   1.3,   1.9,  47.8,  43.2,   2.8,   0.2,   2.8,  50.0,  50.0,   0.0
NA,NA,"",2022-23,Boston - Warren-Prescott K-8 School,00350346,   0.0,   3.8,  11.3,  19.1,   5.9,   0.0,  59.8,  46.3,  53.7,   0.0
NA,NA,"",2022-23,Boston - West Zone Early Learning Center,00350006,   0.0,   9.0,  25.2,  54.1,   0.9,   0.0,  10.8,  48.6,  51.4,   0.0
NA,NA,"",2022-23,Boston - Winship Elementary School,00350374,   0.3,  13.6,  12.7,  38.2,   7.7,   0.0,  27.5,  53.3,  46.7,   0.0
NA,NA,"",2022-23,Boston - Winthrop Elementary School,00350180,   0.4,   2.1,  57.4,  34.6,   1.7,   0.4,   3.4,  53.2,  46.8,   0.0
NA,NA,"",2022-23,Boston - Young Achievers K-8 School,00350380,   0.6,   0.4,  42.7,  51.6,   3.1,   0.4,   1.2,  43.5,  56.5,   0.0
NA,NA,"",2022-23,Boston Collegiate Charter (District) - Boston Collegiate Charter School,04490305,   0.0,   3.4,  29.1,  19.6,   4.4,   0.1,  43.3,  47.4,  52.3,   0.3
NA,NA,"",2022-23,Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,04240505,   0.6,   1.9,  49.2,  46.7,   0.0,   0.0,   1.6,  52.6,  46.4,   0.9
NA,NA,"",2022-23,Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,04110305,   0.6,   2.9,  43.3,  42.9,   2.7,   0.0,   7.6,  50.0,  50.0,   0.0
NA,NA,"",2022-23,Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,04160305,   0.3,   0.3,  63.7,  29.9,   3.7,   0.9,   1.2,  49.9,  50.1,   0.0
NA,NA,"",2022-23,Boston Renaissance Charter Public (District) - Boston Renaissance Charter Public School,04810550,   0.1,   0.0,  57.6,  37.4,   3.6,   0.0,   1.3,  52.9,  47.1,   0.0
NA,NA,"",2022-23,Bourne - Bourne High School,00360505,   1.1,   4.3,   1.4,   4.6,   4.8,   0.0,  83.8,  53.6,  46.4,   0.0
NA,NA,"",2022-23,Bourne - Bourne Intermediate School,00360030,   0.5,   2.4,   1.1,   6.8,   6.5,   0.3,  82.4,  52.2,  47.8,   0.0
NA,NA,"",2022-23,Bourne - Bourne Middle School,00360325,   0.7,   1.2,   1.9,   6.5,   6.3,   0.0,  83.5,  50.6,  49.4,   0.0
NA,NA,"",2022-23,Bourne - Bournedale Elementary School,00360005,   0.0,   2.5,   0.7,   7.2,  10.0,   0.0,  79.6,  47.3,  52.7,   0.0
NA,NA,"",2022-23,Boxford - Harry Lee Cole,00380005,   0.0,   2.3,   1.1,   4.3,   3.4,   0.0,  88.8,  47.7,  52.3,   0.0
NA,NA,"",2022-23,Boxford - Spofford Pond,00380013,   0.0,   2.3,   0.0,   3.1,   5.5,   0.0,  89.1,  47.9,  52.1,   0.0
NA,NA,"",2022-23,Braintree - Archie T Morrison,00400033,   0.3,  27.9,   7.9,   7.2,   5.2,   0.0,  51.5,  54.1,  45.9,   0.0
NA,NA,"",2022-23,Braintree - Braintree High,00400505,   0.1,  23.8,   6.2,   6.6,   1.6,   0.2,  61.4,  49.6,  50.1,   0.3
NA,NA,"",2022-23,Braintree - Donald Ross,00400050,   0.5,  27.2,  12.1,  11.7,   2.4,   0.0,  46.1,  55.8,  44.2,   0.0
NA,NA,"",2022-23,Braintree - East Middle School,00400305,   0.1,  25.0,   5.9,   7.3,   2.8,   0.0,  58.9,  47.1,  52.8,   0.1
NA,NA,"",2022-23,Braintree - Highlands,00400015,   0.0,  23.7,   1.7,   4.9,   1.0,   0.0,  68.7,  48.2,  51.8,   0.0
NA,NA,"",2022-23,Braintree - Hollis,00400005,   0.3,  27.9,   4.2,   6.0,   3.6,   0.0,  58.0,  46.5,  53.2,   0.3
NA,NA,"",2022-23,Braintree - Liberty,00400025,   0.0,  33.4,   3.0,   5.7,   2.7,   0.8,  54.4,  43.4,  56.6,   0.0
NA,NA,"",2022-23,Braintree - Mary E Flaherty School,00400020,   0.0,  29.0,   3.4,   5.5,   6.6,   0.0,  55.5,  45.2,  54.8,   0.0
NA,NA,"",2022-23,Braintree - Monatiquot Kindergarten Center,00400009,   0.0,  30.0,   4.0,  13.0,   2.5,   0.5,  50.0,  46.0,  54.0,   0.0
NA,NA,"",2022-23,Braintree - South Middle School,00400310,   0.2,  24.7,   2.9,   5.1,   2.3,   0.2,  64.6,  51.4,  48.4,   0.2
NA,NA,"",2022-23,Brewster - Eddy Elementary,00410010,   0.0,   0.5,   1.0,  11.4,   6.5,   0.0,  80.6,  48.8,  51.2,   0.0
NA,NA,"",2022-23,Brewster - Stony Brook Elementary,00410005,   0.0,   2.2,   3.9,  10.4,   7.4,   0.0,  76.1,  54.8,  45.2,   0.0
NA,NA,"",2022-23,Bridge Boston Charter School (District) - Bridge Boston Charter School,04170205,   0.0,   1.2,  65.6,  26.9,   3.6,   0.3,   2.4,  53.6,  46.4,   0.0
NA,NA,"",2022-23,Bridgewater-Raynham - Bridgewater Middle School,06250320,   0.1,   2.2,  11.7,   4.3,   5.3,   0.0,  76.4,  48.4,  51.6,   0.0
NA,NA,"",2022-23,Bridgewater-Raynham - Bridgewater-Raynham Regional,06250505,   0.1,   2.4,  11.4,   3.8,   5.2,   0.1,  76.9,  48.7,  51.2,   0.1
NA,NA,"",2022-23,Bridgewater-Raynham - Laliberte Elementary School,06250050,   0.0,   3.6,   9.4,   5.4,   5.0,   0.0,  76.6,  46.9,  53.1,   0.0
NA,NA,"",2022-23,Bridgewater-Raynham - Merrill Elementary School,06250020,   0.0,   4.3,   6.8,   8.5,   6.5,   0.0,  73.9,  47.4,  52.6,   0.0
NA,NA,"",2022-23,Bridgewater-Raynham - Mitchell Elementary School,06250002,   0.1,   2.2,   9.8,   8.9,   6.4,   0.0,  72.6,  48.3,  51.7,   0.0
NA,NA,"",2022-23,Bridgewater-Raynham - Raynham Middle School,06250315,   0.1,   2.2,  10.3,   3.0,   4.3,   0.0,  80.0,  49.9,  50.1,   0.0
NA,NA,"",2022-23,Bridgewater-Raynham - Therapeutic Day School,06250415,   0.0,   0.0,   7.1,   7.1,   7.1,   0.0,  78.6,  35.7,  64.3,   0.0
NA,NA,"",2022-23,Bridgewater-Raynham - Williams Intermediate School,06250300,   0.0,   2.6,   9.4,   8.0,   4.4,   0.1,  75.5,  46.6,  53.4,   0.0
NA,NA,"",2022-23,Brimfield - Brimfield Elementary,00430005,   0.7,   1.0,   1.4,   4.2,   0.7,   0.0,  92.0,  50.9,  49.1,   0.0
NA,NA,"",2022-23,Bristol County Agricultural - Bristol County Agricultural High,09100705,   0.2,   0.2,   2.7,  12.4,   0.5,   0.0,  84.0,  68.7,  31.1,   0.2
NA,NA,"",2022-23,Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,08100605,   0.1,   0.8,   4.6,   7.0,   3.7,   0.0,  83.8,  43.1,  56.8,   0.1
NA,NA,"",2022-23,Brockton - Ashfield Middle School,00440421,   0.0,   2.0,  53.1,  15.2,   3.1,   0.2,  26.3,  46.9,  52.9,   0.2
NA,NA,"",2022-23,Brockton - Barrett Russell Early Childhood Center,00440008,   0.4,   2.2,  59.4,  21.4,   3.9,   0.0,  12.7,  44.5,  55.5,   0.0
NA,NA,"",2022-23,Brockton - Brockton Champion High School,00440515,   0.0,   0.0,  56.5,  15.9,   6.5,   0.0,  21.0,  42.8,  57.2,   0.0
NA,NA,"",2022-23,Brockton - Brockton High,00440505,   0.1,   2.7,  61.3,  18.3,   4.1,   0.2,  13.3,  44.7,  55.2,   0.2
NA,NA,"",2022-23,Brockton - Brockton Virtual Learning Academy,00440705,   0.6,   3.5,  51.4,  17.3,  10.4,   0.0,  16.8,  49.1,  50.3,   0.6
NA,NA,"",2022-23,Brockton - Brookfield,00440010,   0.2,   1.4,  51.5,  20.0,   5.8,   0.0,  21.1,  48.3,  51.7,   0.0
NA,NA,"",2022-23,Brockton - Downey,00440110,   0.5,   1.4,  59.1,  17.4,   6.1,   0.2,  15.4,  42.6,  57.4,   0.0
NA,NA,"",2022-23,Brockton - Dr W Arnone Community School,00440001,   0.5,   0.3,  58.1,  26.7,   6.7,   0.4,   7.2,  48.3,  51.7,   0.0
NA,NA,"",2022-23,Brockton - East Middle School,00440405,   0.2,   0.9,  61.3,  15.7,   4.4,   0.2,  17.3,  43.8,  56.2,   0.0
NA,NA,"",2022-23,Brockton - Edgar B Davis,00440023,   0.5,   0.9,  65.4,  17.3,   5.7,   0.3,   9.9,  51.6,  48.4,   0.0
NA,NA,"",2022-23,Brockton - Edison Academy,00440520,   0.0,   1.2,  61.8,  29.9,   2.5,   0.4,   4.1,  40.2,  59.8,   0.0
NA,NA,"",2022-23,Brockton - Gilmore Elementary School,00440055,   0.0,   0.2,  73.7,  18.4,   3.5,   0.2,   4.0,  48.9,  51.1,   0.0
NA,NA,"",2022-23,Brockton - Hancock,00440045,   0.2,   2.4,  52.4,  21.4,   4.7,   0.3,  18.5,  53.2,  46.8,   0.0
NA,NA,"",2022-23,Brockton - Huntington Therapeutic Day School,00440400,   0.0,   0.0,  53.1,  16.3,   6.1,   0.0,  24.5,  28.6,  67.3,   4.1
NA,NA,"",2022-23,Brockton - John F Kennedy,00440017,   0.4,   1.4,  58.5,  19.7,   2.9,   0.0,  17.2,  51.7,  48.3,   0.0
NA,NA,"",2022-23,Brockton - Louis F Angelo Elementary,00440065,   0.6,   3.5,  53.2,  21.9,   2.9,   0.0,  17.8,  44.4,  55.6,   0.0
NA,NA,"",2022-23,Brockton - Manthala George Jr. School,00440003,   0.1,   0.3,  52.8,  33.9,   3.8,   0.3,   8.9,  51.3,  48.7,   0.0
NA,NA,"",2022-23,Brockton - Mary E. Baker School,00440002,   0.3,   1.6,  49.3,  21.0,   7.4,   0.4,  19.9,  50.4,  49.6,   0.0
