Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced,% ELA,% Math,% Science and Technology,% Computer and Information Science,% History and Social Sciences,% Arts,% All Other Subjects,Ch 74 Secondary Cooperative Program
3.329725829725829,3.33,a-curv-i7,2024-25,Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School (District)-Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School,04520505,         168,         155,  92.3,  61.3,  58.9,  24.4,   0.0,  38.1,   0.0,  38.7,   0.0
-13.552883464943767,1,a-curv-i7,2024-25,Essex North Shore Agricultural and Technical School District-Essex North Shore Agricultural and Technical School,08170505,         859,         678,  78.9,   5.6,  50.3,  24.4,   0.0,  30.2,   0.0,   0.0,  49.5
0.0,1,a-curv-i7,2024-25,Everett-Devens School,00930030,           7,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2.289960570215347,2.29,a-curv-i7,2024-25,Everett-Everett High,00930505,"       1,137",         643,  56.6,  11.9,  46.3,  15.7,   6.1,   6.9,   1.0,   0.0,   0.0
1.336206896551724,1.34,a-curv-i7,2024-25,Excel Academy Charter (District)-Excel Academy Charter School,04100205,         324,         321,  99.1,  66.0,  97.8,  25.0,   4.0,  56.2,   2.8,  21.3,   0.0
-7.683982683982684,1,a-curv-i7,2024-25,Fairhaven-Fairhaven High,00940505,         286,         140,  49.0,  14.7,  43.0,   8.7,   0.0,  20.3,   1.0,   5.9,   0.0
3.526731205302634,3.53,a-curv-i7,2024-25,Fall River-B M C Durfee High,00950505,"       1,303",         853,  65.5,  19.0,  51.1,  41.7,   5.7,  20.6,   1.0,  13.2,   2.8
0.0,1,a-curv-i7,2024-25,Fall River-Resiliency Preparatory Academy,00950525,          71,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
0.0,1,a-curv-i7,2024-25,Fall River-Stone PK-12 School,00950340,           8,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
-9.288482834994461,1,a-curv-i7,2024-25,Falmouth-Falmouth High,00960505,         347,         270,  77.8,  20.7,  66.9,  18.4,   5.2,  41.5,   5.5,   7.5,   0.0
-0.13183125599232978,1,a-curv-i7,2024-25,Fitchburg-Fitchburg High,00970505,         555,         328,  59.1,  22.0,  44.7,  12.4,  11.4,  21.1,   0.2,  18.6,   0.0
0.21258503401360543,1,a-curv-i7,2024-25,Fitchburg-Goodrich Academy,00970510,         134,          12,   9.0,   0.0,   7.5,   1.5,   0.0,   0.0,   0.0,   0.0,   0.0
16.269841269841265,5,a-curv-i7,2024-25,Four Rivers Charter Public (District)-Four Rivers Charter Public School,04130505,          74,          53,  71.6,   0.0,  71.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2.645502645502645,2.65,a-curv-i7,2024-25,Foxborough Regional Charter (District)-Foxborough Regional Charter School,04460550,         165,         137,  83.0,  21.8,  59.4,  41.2,   3.6,  33.3,   2.4,  14.5,   0.0
-8.618804664723033,1,a-curv-i7,2024-25,Foxborough-Foxborough High,00990505,         395,         273,  69.1,  22.0,  52.7,  20.8,   3.0,  41.3,   1.5,   9.9,   0.0
3.9285714285714284,3.93,a-curv-i7,2024-25,Framingham-Framingham High School,01000515,"       1,137",         764,  67.2,  15.1,  50.1,  35.6,   2.2,  24.1,   2.4,  11.0,   0.0
