Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total
NA,NA,"",2021-22,Wareham - John William Decas,03100003,      65,     190,     163,     188,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     606
NA,NA,"",2021-22,Wareham - Minot Forest,03100017,       0,       0,       0,       0,     146,     173,       0,       0,       0,       0,       0,       0,       0,       0,       0,     319
NA,NA,"",2021-22,Wareham - Wareham Cooperative Alternative School,03100315,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       3,      10,       8,      17,       0,      38
NA,NA,"",2021-22,Wareham - Wareham Middle,03100305,       0,       0,       0,       0,       0,       0,     125,     164,     173,       0,       0,       0,       0,       0,       0,     462
NA,NA,"",2021-22,Wareham - Wareham Senior High,03100505,       0,       0,       0,       0,       0,       0,       0,       0,       0,     203,     126,      99,      94,      86,      10,     618
NA,NA,"",2021-22,Winchester - Ambrose Elementary,03440045,       0,      65,      49,      62,      59,      53,      57,       0,       0,       0,       0,       0,       0,       0,       0,     345
NA,NA,"",2021-22,Winchester - Lincoln Elementary,03440005,       0,      38,      50,      54,      61,      62,      82,       0,       0,       0,       0,       0,       0,       0,       0,     347
NA,NA,"",2021-22,Winchester - Lynch Elementary,03440020,      43,      69,      64,      84,      78,      84,      84,       0,       0,       0,       0,       0,       0,       0,       0,     506
NA,NA,"",2021-22,Winchester - McCall Middle,03440305,       0,       0,       0,       0,       0,       0,       0,     349,     338,     372,       0,       0,       0,       0,       0,"   1,059"
NA,NA,"",2021-22,Winchester - Muraco Elementary,03440040,       0,      51,      40,      68,      57,      62,      67,       0,       0,       0,       0,       0,       0,       0,       0,     345
NA,NA,"",2021-22,Winchester - Vinson-Owen Elementary,03440025,      18,      57,      59,      77,      76,      63,      61,       0,       0,       0,       0,       0,       0,       0,       0,     411
NA,NA,"",2021-22,Winchester - Winchester High School,03440505,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     323,     341,     342,     343,       0,"   1,349"
NA,NA,"",2020-21,Attleboro - A. Irvin Studley Elementary School,00160001,       0,      49,      62,      70,      68,      75,       0,       0,       0,       0,       0,       0,       0,       0,       0,     324
NA,NA,"",2020-21,Attleboro - Attleboro Community Academy,00160515,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       1,       5,       6,      36,       0,      48
NA,NA,"",2020-21,Attleboro - Attleboro High,00160505,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     449,     443,     465,     420,      15,"   1,792"
NA,NA,"",2020-21,Attleboro - Cyril K. Brennan Middle School,00160315,       0,       0,       0,       0,       0,       0,     159,     163,     134,     164,       0,       0,       0,       0,       0,     620
NA,NA,"",2020-21,Attleboro - Hill-Roberts Elementary School,00160045,       0,      53,      92,      83,      82,      97,       0,       0,       0,       0,       0,       0,       0,       0,       0,     407
NA,NA,"",2020-21,Attleboro - Hyman Fine Elementary School,00160040,       0,      73,      98,      84,      98,      86,       0,       0,       0,       0,       0,       0,       0,       0,       0,     439
NA,NA,"",2020-21,Attleboro - Peter Thacher Elementary School,00160050,       0,      90,      97,      86,      89,      94,       0,       0,       0,       0,       0,       0,       0,       0,       0,     456
NA,NA,"",2020-21,Attleboro - Robert J. Coelho Middle School,00160305,       0,       0,       0,       0,       0,       0,     147,     136,     170,     180,       0,       0,       0,       0,       0,     633
NA,NA,"",2020-21,Attleboro - Thomas Willett Elementary School,00160035,       0,      70,      67,      74,      70,      70,       0,       0,       0,       0,       0,       0,       0,       0,       0,     351
NA,NA,"",2020-21,Attleboro - Wamsutta Middle School,00160320,       0,       0,       0,       0,       0,       0,     150,     134,     159,     135,       0,       0,       0,       0,       0,     578
NA,NA,"",2020-21,Boston - Another Course To College,00350541,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      59,      60,      56,      61,       0,     236
NA,NA,"",2020-21,Boston - Baldwin Early Learning Center,00350003,      76,      42,      29,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     147
NA,NA,"",2020-21,Boston - Beethoven,00350021,      42,      76,      73,      88,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     279
NA,NA,"",2020-21,Boston - Blackstone,00350390,      60,      77,      63,      89,      72,      87,      69,       0,       0,       0,       0,       0,       0,       0,       0,     517
NA,NA,"",2020-21,Boston - Boston Adult Academy,00350548,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      82,      51,       0,     133
NA,NA,"",2020-21,Boston - Boston Arts Academy,00350546,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     130,     135,     117,     100,       0,     482
NA,NA,"",2020-21,Boston - Boston Collaborative High School,00350755,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      13,      36,     108,       3,     160
NA,NA,"",2020-21,Boston - Boston Community Leadership Academy,00350558,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     121,     111,     123,     103,      20,     478
NA,NA,"",2020-21,Boston - Boston International High School,00350507,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     122,      97,      83,      96,       0,     398
NA,NA,"",2020-21,Boston - Boston Latin,00350560,       0,       0,       0,       0,       0,       0,       0,       0,     419,     417,     424,     430,     378,     415,       0,"   2,483"
NA,NA,"",2020-21,Boston - Boston Latin Academy,00350545,       0,       0,       0,       0,       0,       0,       0,       0,     257,     281,     309,     338,     267,     335,       0,"   1,787"
NA,NA,"",2020-21,Boston - Boston Teachers Union School,00350012,      27,      25,      25,      19,      24,      25,      24,      47,      31,      30,       0,       0,       0,       0,       0,     277
NA,NA,"",2020-21,Boston - Brighton High,00350505,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      57,      99,     109,     125,      12,     402
NA,NA,"",2020-21,Boston - Carter School,00350036,       0,       0,       0,       0,       0,       0,       0,       0,       1,       1,       4,       1,       4,       2,      14,      27
NA,NA,"",2020-21,Boston - Charles H Taylor,00350054,      18,      31,      47,      59,      61,      53,      58,       0,       0,       0,       0,       0,       0,       0,       0,     327
NA,NA,"",2020-21,Boston - Charles Sumner,00350052,      55,      73,      67,      76,      76,      73,      72,       0,       0,       0,       0,       0,       0,       0,       0,     492
