Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded
4.85,4.85,a-degr-i1,2020-21,Melrose - Melrose High,01780505,       236,    97.0,     1.3,     0.0,     0.4,     1.3,     0.0
4.75,4.75,a-degr-i1,2020-21,Mendon-Upton - Nipmuc Regional High,07100510,       161,    95.0,     1.2,     0.0,     0.6,     3.1,     0.0
4.5649999999999995,4.56,a-degr-i1,2020-21,Methuen - Methuen High,01810505,       483,    91.3,     2.1,     1.7,     0.0,     5.0,     0.0
4.765,4.77,a-degr-i1,2020-21,Middleborough - Middleborough High,01820505,       190,    95.3,     2.6,     0.0,     0.0,     2.1,     0.0
4.16,4.16,a-degr-i1,2020-21,Milford - Milford High,01850505,       304,    83.2,     5.9,     0.0,     0.3,    10.5,     0.0
4.515,4.52,a-degr-i1,2020-21,Millbury - Millbury Junior/Senior High,01860505,       124,    90.3,     1.6,     2.4,     0.0,     5.6,     0.0
4.68,4.68,a-degr-i1,2020-21,Millis - Millis High School,01870505,        94,    93.6,     1.1,     3.2,     1.1,     1.1,     0.0
4.7700000000000005,4.77,a-degr-i1,2020-21,Milton - Milton High,01890505,       280,    95.4,     3.6,     0.0,     0.4,     0.7,     0.0
4.525,4.53,a-degr-i1,2020-21,Minuteman Regional Vocational Technical - Minuteman Regional High,08300605,       147,    90.5,     4.1,     0.0,     0.7,     4.8,     0.0
4.32,4.32,a-degr-i1,2020-21,Mohawk Trail - Mohawk Trail Regional School,07170505,        59,    86.4,     1.7,     0.0,     0.0,    11.9,     0.0
4.83,4.83,a-degr-i1,2020-21,Monomoy Regional School District - Monomoy Regional High School,07120515,       116,    96.6,     2.6,     0.0,     0.0,     0.9,     0.0
4.515,4.52,a-degr-i1,2020-21,Monson - Monson High School,01910505,        62,    90.3,     4.8,     1.6,     0.0,     3.2,     0.0
4.87,4.87,a-degr-i1,2020-21,Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,08320605,       342,    97.4,     2.3,     0.0,     0.0,     0.3,     0.0
4.720000000000001,4.72,a-degr-i1,2020-21,Mount Greylock - Mt Greylock Regional High,07150505,        89,    94.4,     4.5,     0.0,     0.0,     1.1,     0.0
4.9399999999999995,4.94,a-degr-i1,2020-21,Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,04700105,        86,    98.8,     0.0,     0.0,     0.0,     1.2,     0.0
4.65,4.65,a-degr-i1,2020-21,Nantucket - Nantucket High,01970505,       114,    93.0,     3.5,     1.8,     0.0,     1.8,     0.0
4.404999999999999,4.4,a-degr-i1,2020-21,Narragansett - Narragansett Regional High,07200505,        59,    88.1,     1.7,     0.0,     0.0,    10.2,     0.0
4.85,4.85,a-degr-i1,2020-21,Nashoba - Nashoba Regional,07250505,       236,    97.0,     2.1,     0.0,     0.0,     0.8,     0.0
4.775,4.78,a-degr-i1,2020-21,Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,08520605,       177,    95.5,     2.8,     0.0,     0.0,     1.7,     0.0
4.8149999999999995,4.81,a-degr-i1,2020-21,Natick - Natick High,01980505,       406,    96.3,     2.0,     0.0,     0.5,     1.2,     0.0
4.585,4.59,a-degr-i1,2020-21,Nauset - Nauset Regional High,06600505,       242,    91.7,     4.1,     0.0,     0.8,     3.3,     0.0
4.904999999999999,4.9,a-degr-i1,2020-21,Needham - Needham High,01990505,       419,    98.1,     1.2,     0.0,     0.5,     0.2,     0.0
3.8899999999999997,3.89,a-degr-i1,2020-21,Neighborhood House Charter (District) - Neighborhood House Charter School,04440205,        63,    77.8,    15.9,     0.0,     1.6,     4.8,     0.0
4.225,4.23,a-degr-i1,2020-21,New Bedford - New Bedford High,02010505,       543,    84.5,     3.5,     1.8,     0.0,    10.1,     0.0
2.0,2.0,a-degr-i1,2020-21,New Bedford - Trinity Day Academy,02010510,        15,    40.0,    13.3,     0.0,     0.0,    46.7,     0.0
1.1099999999999999,1.11,a-degr-i1,2020-21,New Bedford - Whaling City Junior/Senior High School,02010515,        27,    22.2,    18.5,     0.0,     0.0,    59.3,     0.0
4.6450000000000005,4.65,a-degr-i1,2020-21,New Heights Charter School of Brockton (District) - New Heights Charter School of Brockton,35130305,        85,    92.9,     7.1,     0.0,     0.0,     0.0,     0.0
4.76,4.76,a-degr-i1,2020-21,Newburyport - Newburyport High,02040505,       207,    95.2,     1.0,     0.0,     0.0,     3.9,     0.0
4.8549999999999995,4.85,a-degr-i1,2020-21,Newton - Newton North High,02070505,       491,    97.1,     1.6,     0.0,     0.2,     1.0,     0.0
4.92,4.92,a-degr-i1,2020-21,Newton - Newton South High,02070510,       488,    98.4,     0.8,     0.0,     0.0,     0.8,     0.0
4.925,4.93,a-degr-i1,2020-21,Norfolk County Agricultural - Norfolk County Agricultural,09150705,       130,    98.5,     0.0,     0.0,     0.0,     1.5,     0.0
4.12,4.12,a-degr-i1,2020-21,North Adams - Drury High,02090505,        91,    82.4,     7.7,     1.1,     0.0,     8.8,     0.0
4.904999999999999,4.9,a-degr-i1,2020-21,North Andover - North Andover High,02110505,       371,    98.1,     0.8,     0.0,     0.3,     0.8,     0.0
4.755,4.76,a-degr-i1,2020-21,North Attleborough - North Attleboro High,02120505,       267,    95.1,     2.2,     0.4,     0.0,     2.2,     0.0
4.0,4.0,a-degr-i1,2020-21,North Brookfield - North Brookfield High,02150505,        30,    80.0,     6.7,     0.0,     3.3,    10.0,     0.0
4.6450000000000005,4.65,a-degr-i1,2020-21,North Middlesex - North Middlesex Regional,07350505,       212,    92.9,     2.8,     0.5,     0.0,     3.8,     0.0
4.8950000000000005,4.9,a-degr-i1,2020-21,North Reading - North Reading High,02170505,       189,    97.9,     1.1,     0.0,     0.0,     1.1,     0.0
4.715,4.72,a-degr-i1,2020-21,Northampton - Northampton High,02100505,       228,    94.3,     3.1,     0.0,     0.4,     2.2,     0.0
4.76,4.76,a-degr-i1,2020-21,Northampton-Smith Vocational Agricultural - Smith Vocational and Agricultural High,04060705,       124,    95.2,     0.0,     0.0,     0.0,     4.8,     0.0
4.8950000000000005,4.9,a-degr-i1,2020-21,Northboro-Southboro - Algonquin Regional High,07300505,       389,    97.9,     1.3,     0.0,     0.0,     0.8,     0.0
4.3549999999999995,4.35,a-degr-i1,2020-21,Northbridge - Northbridge High,02140505,       124,    87.1,     1.6,     0.8,     1.6,     8.9,     0.0
4.915,4.92,a-degr-i1,2020-21,Northeast Metropolitan Regional Vocational Technical - Northeast Metro Regional Vocational,08530605,       303,    98.3,     0.7,     0.0,     0.0,     0.7,     0.3
4.65,4.65,a-degr-i1,2020-21,Northern Berkshire Regional Vocational Technical - Charles McCann Vocational Technical,08510605,       115,    93.0,     2.6,     0.0,     0.0,     4.3,     0.0
4.779999999999999,4.78,a-degr-i1,2020-21,Norton - Norton High,02180505,       182,    95.6,     1.1,     0.0,     0.0,     3.3,     0.0
4.970000000000001,4.97,a-degr-i1,2020-21,Norwell - Norwell High,02190505,       166,    99.4,     0.0,     0.0,     0.0,     0.6,     0.0
4.8149999999999995,4.81,a-degr-i1,2020-21,Norwood - Norwood High,02200505,       244,    96.3,     2.0,     0.4,     0.0,     1.2,     0.0
4.96,4.96,a-degr-i1,2020-21,Old Colony Regional Vocational Technical - Old Colony Regional Vocational Technical,08550605,       130,    99.2,     0.0,     0.0,     0.0,     0.8,     0.0
4.74,4.74,a-degr-i1,2020-21,Old Rochester - Old Rochester Regional High,07400505,       192,    94.8,     2.1,     0.0,     0.0,     3.1,     0.0
4.485,4.49,a-degr-i1,2020-21,Oxford - Oxford High,02260505,        97,    89.7,     3.1,     1.0,     0.0,     6.2,     0.0
4.755,4.76,a-degr-i1,2020-21,Palmer - Palmer High,02270505,        81,    95.1,     2.5,     0.0,     0.0,     2.5,     0.0
4.455,4.46,a-degr-i1,2020-21,Pathfinder Regional Vocational Technical - Pathfinder Vocational Technical,08600605,       147,    89.1,     6.8,     0.0,     0.0,     4.1,     0.0
4.015,4.02,a-degr-i1,2020-21,Paulo Freire Social Justice Charter School (District) - Paulo Freire Social Justice Charter School,35010505,        66,    80.3,    19.7,     0.0,     0.0,     0.0,     0.0
4.34,4.34,a-degr-i1,2020-21,Peabody - Peabody Veterans Memorial High,02290510,       364,    86.8,     6.0,     0.3,     0.0,     6.9,     0.0
4.755,4.76,a-degr-i1,2020-21,Pembroke - Pembroke High School,02310505,       206,    95.1,     4.4,     0.0,     0.0,     0.5,     0.0
4.845000000000001,4.85,a-degr-i1,2020-21,Pentucket - Pentucket Regional Sr High,07450505,       193,    96.9,     0.0,     0.5,     0.0,     2.6,     0.0
0.41500000000000004,1,a-degr-i1,2020-21,Phoenix Academy Public Charter High School Lawrence (District) - Phoenix Academy Public Charter High School Lawrence,35180505,        36,     8.3,    80.6,     0.0,     0.0,    11.1,     0.0
0.305,1,a-degr-i1,2020-21,Phoenix Academy Public Charter High School Springfield (District) - Phoenix Academy Public Charter High School Springfield,35080505,        49,     6.1,    59.2,     0.0,     0.0,    34.7,     0.0
0.41500000000000004,1,a-degr-i1,2020-21,Phoenix Charter Academy (District) - Phoenix Charter Academy,04930505,        72,     8.3,    40.3,     0.0,     0.0,    51.4,     0.0
4.9,4.9,a-degr-i1,2020-21,Pioneer Charter School of Science (District) - Pioneer Charter School of Science,04940205,        51,    98.0,     2.0,     0.0,     0.0,     0.0,     0.0
4.9,4.9,a-degr-i1,2020-21,Pioneer Charter School of Science II (PCSS-II) (District) - Pioneer Charter School of Science II (PCSS-II),35060505,        51,    98.0,     2.0,     0.0,     0.0,     0.0,     0.0
5.0,5.0,a-degr-i1,2020-21,Pioneer Valley - Pioneer Valley Regional,07500505,        50,   100.0,     0.0,     0.0,     0.0,     0.0,     0.0
4.83,4.83,a-degr-i1,2020-21,Pioneer Valley Chinese Immersion Charter (District) - Pioneer Valley Chinese Immersion Charter School,04970205,        29,    96.6,     0.0,     0.0,     0.0,     3.4,     0.0
4.665,4.67,a-degr-i1,2020-21,Pioneer Valley Performing Arts Charter Public (District) - Pioneer Valley Performing Arts Charter Public School,04790505,        60,    93.3,     1.7,     0.0,     3.3,     1.7,     0.0
4.34,4.34,a-degr-i1,2020-21,Pittsfield - Pittsfield High,02360505,       204,    86.8,     3.9,     0.0,     1.0,     8.3,     0.0
4.475,4.48,a-degr-i1,2020-21,Pittsfield - Taconic High,02360510,       219,    89.5,     1.4,     0.0,     0.5,     8.7,     0.0
4.765,4.77,a-degr-i1,2020-21,Plymouth - Plymouth North High,02390505,       299,    95.3,     1.7,     0.0,     0.0,     3.0,     0.0
4.91,4.91,a-degr-i1,2020-21,Plymouth - Plymouth South High,02390515,       277,    98.2,     0.0,     0.4,     0.0,     1.4,     0.0
4.720000000000001,4.72,a-degr-i1,2020-21,Prospect Hill Academy Charter (District) - Prospect Hill Academy Charter School,04870550,        72,    94.4,     4.2,     0.0,     0.0,     1.4,     0.0
4.36,4.36,a-degr-i1,2020-21,Quabbin - Quabbin Regional High School,07530505,       164,    87.2,     7.9,     0.0,     0.0,     4.9,     0.0
4.529999999999999,4.53,a-degr-i1,2020-21,Quaboag Regional - Quaboag Regional High,07780505,        96,    90.6,     4.2,     2.1,     1.0,     2.1,     0.0
4.575,4.58,a-degr-i1,2020-21,Quincy - North Quincy High,02430510,       329,    91.5,     6.7,     0.6,     0.3,     0.9,     0.0
4.675,4.68,a-degr-i1,2020-21,Quincy - Quincy High,02430505,       417,    93.5,     2.2,     0.2,     0.2,     3.8,     0.0
4.535,4.54,a-degr-i1,2020-21,Ralph C Mahar - Ralph C Mahar Regional,07550505,        97,    90.7,     4.1,     0.0,     0.0,     5.2,     0.0
3.835,3.84,a-degr-i1,2020-21,Randolph - Randolph High,02440505,       189,    76.7,     9.0,     3.7,     0.0,    10.6,     0.0
4.91,4.91,a-degr-i1,2020-21,Reading - Reading Memorial High,02460505,       326,    98.2,     1.5,     0.0,     0.0,     0.3,     0.0
4.505,4.51,a-degr-i1,2020-21,Revere - Revere High,02480505,       494,    90.1,     2.0,     0.0,     0.4,     7.5,     0.0
1.44,1.44,a-degr-i1,2020-21,Revere - Seacoast School,02480520,        52,    28.8,    34.6,     0.0,     0.0,    36.5,     0.0
4.925,4.93,a-degr-i1,2020-21,Rising Tide Charter Public (District) - Rising Tide Charter Public School,04830305,        66,    98.5,     0.0,     0.0,     0.0,     1.5,     0.0
4.59,4.59,a-degr-i1,2020-21,Rockland - Rockland Senior High,02510505,       134,    91.8,     2.2,     0.0,     0.0,     6.0,     0.0
4.85,4.85,a-degr-i1,2020-21,Rockport - Rockport High,02520510,        66,    97.0,     0.0,     0.0,     0.0,     3.0,     0.0
4.425,4.43,a-degr-i1,2020-21,Roxbury Preparatory Charter (District) - Roxbury Preparatory Charter School,04840505,       104,    88.5,     5.8,     0.0,     0.0,     5.8,     0.0
4.85,4.85,a-degr-i1,2020-21,Sabis International Charter (District) - Sabis International Charter School,04410505,        99,    97.0,     1.0,     0.0,     0.0,     2.0,     0.0
0.2,1,a-degr-i1,2020-21,Salem - New Liberty Innovation School,02580510,        25,     4.0,    28.0,     0.0,     0.0,    68.0,     0.0
4.445,4.45,a-degr-i1,2020-21,Salem - Salem High,02580505,       244,    88.9,     2.5,     1.2,     0.4,     7.0,     0.0
1.875,1.88,a-degr-i1,2020-21,Salem - Salem Prep High School,02580515,         8,    37.5,    25.0,     0.0,     0.0,    37.5,     0.0
4.915,4.92,a-degr-i1,2020-21,Salem Academy Charter (District) - Salem Academy Charter School,04850485,        59,    98.3,     1.7,     0.0,     0.0,     0.0,     0.0
4.84,4.84,a-degr-i1,2020-21,Sandwich - Sandwich High,02610505,       156,    96.8,     0.0,     0.0,     0.0,     3.2,     0.0
4.404999999999999,4.4,a-degr-i1,2020-21,Saugus - Saugus High,02620505,       176,    88.1,     5.7,     0.6,     0.6,     5.1,     0.0
4.84,4.84,a-degr-i1,2020-21,Scituate - Scituate High School,02640505,       249,    96.8,     2.8,     0.0,     0.0,     0.4,     0.0
4.805,4.81,a-degr-i1,2020-21,Seekonk - Seekonk High,02650505,       152,    96.1,     1.3,     0.0,     0.7,     2.0,     0.0
4.65,4.65,a-degr-i1,2020-21,Sharon - Sharon High,02660505,       270,    93.0,     4.4,     0.4,     1.1,     1.1,     0.0
4.904999999999999,4.9,a-degr-i1,2020-21,Shawsheen Valley Regional Vocational Technical - Shawsheen Valley Vocational Technical High School,08710605,       311,    98.1,     1.3,     0.0,     0.0,     0.6,     0.0
4.904999999999999,4.9,a-degr-i1,2020-21,Shrewsbury - Shrewsbury Sr High,02710505,       464,    98.1,     0.6,     0.0,     0.0,     1.3,     0.0
4.83,4.83,a-degr-i1,2020-21,Silver Lake - Silver Lake Regional High,07600505,       268,    96.6,     0.4,     0.0,     0.4,     2.6,     0.0
5.0,5.0,a-degr-i1,2020-21,Sizer School: A North Central Charter Essential (District) - Sizer School: A North Central Charter Essential School,04740505,        49,   100.0,     0.0,     0.0,     0.0,     0.0,     0.0
4.83,4.83,a-degr-i1,2020-21,Somerset Berkley Regional School District - Somerset Berkley Regional High School,07630505,       237,    96.6,     1.7,     0.0,     0.0,     1.7,     0.0
1.8399999999999999,1.84,a-degr-i1,2020-21,Somerville - Full Circle High School,02740510,        19,    36.8,    15.8,     0.0,     0.0,    47.4,     0.0
4.595000000000001,4.6,a-degr-i1,2020-21,Somerville - Somerville High,02740505,       271,    91.9,     5.9,     0.0,     0.0,     2.2,     0.0
4.83,4.83,a-degr-i1,2020-21,South Hadley - South Hadley High,02780505,       146,    96.6,     2.1,     0.0,     0.0,     1.4,     0.0
4.57,4.57,a-degr-i1,2020-21,South Middlesex Regional Vocational Technical - Joseph P Keefe Technical High School,08290605,       186,    91.4,     2.2,     1.1,     0.0,     5.4,     0.0
4.615,4.62,a-degr-i1,2020-21,South Shore Charter Public (District) - South Shore Charter Public School,04880550,        78,    92.3,     6.4,     0.0,     0.0,     1.3,     0.0
4.745,4.75,a-degr-i1,2020-21,South Shore Regional Vocational Technical - So Shore Vocational Technical High,08730605,       157,    94.9,     0.6,     0.0,     0.0,     4.5,     0.0
0.7150000000000001,1,a-degr-i1,2020-21,Southbridge - Southbridge Academy,02770525,         7,    14.3,    14.3,     0.0,     0.0,    71.4,     0.0
2.945,2.95,a-degr-i1,2020-21,Southbridge - Southbridge High School,02770515,       107,    58.9,     9.3,     3.7,     0.0,    28.0,     0.0
4.945,4.95,a-degr-i1,2020-21,Southeastern Regional Vocational Technical - Southeastern Regional Vocational Technical,08720605,       361,    98.9,     0.6,     0.0,     0.0,     0.6,     0.0
4.61,4.61,a-degr-i1,2020-21,Southern Berkshire - Mt Everett Regional,07650505,        51,    92.2,     2.0,     0.0,     0.0,     5.9,     0.0
4.904999999999999,4.9,a-degr-i1,2020-21,Southern Worcester County Regional Vocational Technical - Bay Path Regional Vocational Technical High School,08760605,       268,    98.1,     0.7,     0.0,     0.4,     0.7,     0.0
4.665,4.67,a-degr-i1,2020-21,Southwick-Tolland-Granville Regional School District - Southwick Regional School,07660505,       104,    93.3,     1.0,     0.0,     1.0,     4.8,     0.0
4.51,4.51,a-degr-i1,2020-21,Spencer-E Brookfield - David Prouty High,07670505,        61,    90.2,     1.6,     0.0,     1.6,     6.6,     0.0
4.6899999999999995,4.69,a-degr-i1,2020-21,Springfield - Conservatory of the Arts,02810475,        32,    93.8,     0.0,     0.0,     0.0,     6.3,     0.0
2.7800000000000002,2.78,a-degr-i1,2020-21,Springfield - Gateway to College at Holyoke Community College,02810575,        18,    55.6,    38.9,     0.0,     0.0,     5.6,     0.0
4.545,4.55,a-degr-i1,2020-21,Springfield - Gateway to College at Springfield Technical Community College,02810580,        11,    90.9,     9.1,     0.0,     0.0,     0.0,     0.0
4.34,4.34,a-degr-i1,2020-21,Springfield - High School Of Commerce,02810510,       220,    86.8,     2.7,     0.5,     0.5,     9.5,     0.0
4.904999999999999,4.9,a-degr-i1,2020-21,Springfield - John J Duggan Middle,02810320,        53,    98.1,     0.0,     0.0,     0.0,     1.9,     0.0
4.84,4.84,a-degr-i1,2020-21,Springfield - Roger L. Putnam Vocational Technical Academy,02810620,       314,    96.8,     2.2,     0.0,     0.0,     1.0,     0.0
4.68,4.68,a-degr-i1,2020-21,Springfield - Springfield Central High,02810500,       481,    93.6,     0.4,     0.0,     0.2,     5.8,     0.0
1.0,1.0,a-degr-i1,2020-21,Springfield - Springfield High School,02810570,        70,    20.0,    35.7,     0.0,     0.0,    44.3,     0.0
4.575,4.58,a-degr-i1,2020-21,Springfield - Springfield High School of Science and Technology,02810530,       294,    91.5,     0.0,     0.0,     0.3,     8.2,     0.0
1.605,1.61,a-degr-i1,2020-21,Springfield - Springfield Public Day High School,02810550,        28,    32.1,    10.7,     0.0,     0.0,    57.1,     0.0
4.88,4.88,a-degr-i1,2020-21,Springfield - The Springfield Renaissance School an Expeditionary Learning School,02810205,        82,    97.6,     0.0,     0.0,     0.0,     2.4,     0.0
4.755,4.76,a-degr-i1,2020-21,Stoneham - Stoneham High,02840505,       182,    95.1,     1.6,     0.0,     0.0,     3.3,     0.0
4.525,4.53,a-degr-i1,2020-21,Stoughton - Stoughton High,02850505,       264,    90.5,     3.4,     0.4,     0.4,     5.3,     0.0
4.9,4.9,a-degr-i1,2020-21,Sturgis Charter Public (District) - Sturgis Charter Public School,04890505,       197,    98.0,     0.5,     0.0,     0.0,     1.5,     0.0
4.88,4.88,a-degr-i1,2020-21,Sutton - Sutton High School,02900510,        83,    97.6,     0.0,     0.0,     0.0,     2.4,     0.0
4.7299999999999995,4.73,a-degr-i1,2020-21,Swampscott - Swampscott High,02910505,       184,    94.6,     3.3,     0.5,     0.0,     1.6,     0.0
4.925,4.93,a-degr-i1,2020-21,Swansea - Joseph Case High,02920505,       134,    98.5,     0.7,     0.0,     0.0,     0.7,     0.0
4.775,4.78,a-degr-i1,2020-21,Tantasqua - Tantasqua Regional Sr High,07700505,       176,    95.5,     1.7,     0.0,     0.6,     2.3,     0.0
4.91,4.91,a-degr-i1,2020-21,Tantasqua - Tantasqua Regional Vocational,07700605,       112,    98.2,     0.9,     0.0,     0.0,     0.9,     0.0
3.965,3.97,a-degr-i1,2020-21,Taunton - Taunton Alternative High School,02930525,       116,    79.3,    12.1,     0.9,     0.0,     7.8,     0.0
4.720000000000001,4.72,a-degr-i1,2020-21,Taunton - Taunton High,02930505,       429,    94.4,     2.1,     0.0,     0.5,     3.0,     0.0
2.395,2.4,a-degr-i1,2020-21,TEC Connections Academy Commonwealth Virtual School District - TEC Connections Academy Commonwealth Virtual School,39020900,       503,    47.9,    11.9,     0.2,     4.8,    35.0,     0.2
4.8149999999999995,4.81,a-degr-i1,2020-21,Tewksbury - Tewksbury Memorial High,02950505,       217,    96.3,     2.3,     0.0,     0.0,     1.4,     0.0
4.91,4.91,a-degr-i1,2020-21,Tri-County Regional Vocational Technical - Tri-County Regional Vocational Technical,08780605,       220,    98.2,     0.9,     0.0,     0.5,     0.5,     0.0
4.6450000000000005,4.65,a-degr-i1,2020-21,Triton - Triton Regional High School,07730505,       155,    92.9,     1.9,     1.3,     0.0,     3.9,     0.0
4.87,4.87,a-degr-i1,2020-21,Tyngsborough - Tyngsborough High School,03010505,       114,    97.4,     0.0,     0.9,     0.0,     1.8,     0.0
5.0,5.0,a-degr-i1,2020-21,Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Vocational Technical,08790605,       172,   100.0,     0.0,     0.0,     0.0,     0.0,     0.0
2.5,2.5,a-degr-i1,2020-21,Uxbridge - Gateway to College,03040515,        28,    50.0,    32.1,     0.0,     3.6,    14.3,     0.0
4.3549999999999995,4.35,a-degr-i1,2020-21,Uxbridge - Uxbridge High,03040505,       116,    87.1,     3.4,     3.4,     1.7,     4.3,     0.0
4.82,4.82,a-degr-i1,2020-21,Wachusett - Wachusett Regional High,07750505,       505,    96.4,     1.6,     0.0,     0.2,     1.8,     0.0
4.785,4.79,a-degr-i1,2020-21,Wakefield - Wakefield Memorial High,03050505,       256,    95.7,     2.0,     1.2,     0.0,     1.2,     0.0
4.76,4.76,a-degr-i1,2020-21,Walpole - Walpole High,03070505,       272,    95.2,     2.6,     0.0,     0.4,     1.8,     0.0
4.154999999999999,4.15,a-degr-i1,2020-21,Waltham - Waltham Sr High,03080505,       431,    83.1,     5.8,     0.0,     0.7,    10.4,     0.0
3.715,3.72,a-degr-i1,2020-21,Ware - Ware Junior/Senior High School,03090505,        70,    74.3,    15.7,     0.0,     0.0,    10.0,     0.0
0.8,1,a-degr-i1,2020-21,Wareham - Wareham Cooperative Alternative School,03100315,        25,    16.0,    36.0,     0.0,     0.0,    48.0,     0.0
4.0649999999999995,4.06,a-degr-i1,2020-21,Wareham - Wareham Senior High,03100505,        75,    81.3,     8.0,     1.3,     0.0,     9.3,     0.0
4.42,4.42,a-degr-i1,2020-21,Watertown - Watertown High,03140505,       190,    88.4,     3.7,     0.0,     1.1,     6.8,     0.0
4.955,4.96,a-degr-i1,2020-21,Wayland - Wayland High School,03150505,       229,    99.1,     0.4,     0.0,     0.0,     0.4,     0.0
3.29,3.29,a-degr-i1,2020-21,Webster - Bartlett High School,03160505,       111,    65.8,    16.2,     0.0,     2.7,    15.3,     0.0
4.8950000000000005,4.9,a-degr-i1,2020-21,Wellesley - Wellesley Sr High,03170505,       383,    97.9,     1.8,     0.0,     0.0,     0.3,     0.0
4.779999999999999,4.78,a-degr-i1,2020-21,West Boylston - West Boylston Junior/Senior High,03220505,        68,    95.6,     2.9,     0.0,     0.0,     1.5,     0.0
4.8149999999999995,4.81,a-degr-i1,2020-21,West Bridgewater - West Bridgewater Junior/Senior,03230505,       107,    96.3,     2.8,     0.0,     0.0,     0.9,     0.0
4.535,4.54,a-degr-i1,2020-21,West Springfield - West Springfield High,03320505,       302,    90.7,     3.6,     0.0,     0.3,     5.3,     0.0
4.89,4.89,a-degr-i1,2020-21,Westborough - Westborough High,03210505,       317,    97.8,     1.3,     0.0,     0.0,     0.9,     0.0
4.725,4.73,a-degr-i1,2020-21,Westfield - Westfield High,03250505,       291,    94.5,     2.1,     0.7,     0.3,     2.4,     0.0
4.745,4.75,a-degr-i1,2020-21,Westfield - Westfield Technical Academy,03250605,       137,    94.9,     1.5,     0.0,     0.0,     3.6,     0.0
4.955,4.96,a-degr-i1,2020-21,Westford - Westford Academy,03260505,       438,    99.1,     0.2,     0.0,     0.0,     0.7,     0.0
5.0,5.0,a-degr-i1,2020-21,Weston - Weston High,03300505,       162,   100.0,     0.0,     0.0,     0.0,     0.0,     0.0
4.3950000000000005,4.4,a-degr-i1,2020-21,Westport - Westport Junior/Senior High School,03310515,        91,    87.9,     2.2,     2.2,     0.0,     7.7,     0.0
4.92,4.92,a-degr-i1,2020-21,Westwood - Westwood High,03350505,       245,    98.4,     1.6,     0.0,     0.0,     0.0,     0.0
4.5200000000000005,4.52,a-degr-i1,2020-21,Weymouth - Weymouth High School,03360505,       450,    90.4,     5.8,     0.2,     0.2,     3.3,     0.0
4.55,4.55,a-degr-i1,2020-21,Whitman-Hanson - Whitman Hanson Regional,07800505,       289,    91.0,     5.2,     0.3,     0.0,     3.5,     0.0
4.925,4.93,a-degr-i1,2020-21,Whittier Regional Vocational Technical - Whittier Regional Vocational,08850605,       270,    98.5,     0.0,     0.0,     0.4,     1.1,     0.0
4.765,4.77,a-degr-i1,2020-21,Wilmington - Wilmington High,03420505,       193,    95.3,     2.1,     0.5,     0.0,     2.1,     0.0
1.335,1.34,a-degr-i1,2020-21,Winchendon - Murdock Academy for Success,03430405,        15,    26.7,    26.7,     0.0,     0.0,    46.7,     0.0
4.3,4.3,a-degr-i1,2020-21,Winchendon - Murdock High School,03430515,        57,    86.0,    12.3,     0.0,     0.0,     1.8,     0.0
4.945,4.95,a-degr-i1,2020-21,Winchester - Winchester High School,03440505,       364,    98.9,     0.8,     0.0,     0.0,     0.3,     0.0
4.545,4.55,a-degr-i1,2020-21,Winthrop - Winthrop High School,03460505,       154,    90.9,     0.0,     2.6,     1.3,     5.2,     0.0
4.64,4.64,a-degr-i1,2020-21,Woburn - Woburn High,03470505,       318,    92.8,     3.8,     0.0,     0.0,     3.5,     0.0
4.32,4.32,a-degr-i1,2020-21,Worcester - Burncoat Senior High,03480503,       272,    86.4,     6.3,     0.0,     0.7,     6.6,     0.0
4.13,4.13,a-degr-i1,2020-21,Worcester - Claremont Academy,03480350,        86,    82.6,     9.3,     0.0,     0.0,     8.1,     0.0
4.625,4.63,a-degr-i1,2020-21,Worcester - Doherty Memorial High,03480512,       400,    92.5,     2.0,     0.3,     0.0,     5.3,     0.0
4.365,4.37,a-degr-i1,2020-21,Worcester - North High,03480515,       331,    87.3,     4.5,     0.3,     0.3,     7.6,     0.0
4.34,4.34,a-degr-i1,2020-21,Worcester - South High Community,03480520,       333,    86.8,     6.3,     0.0,     0.9,     6.0,     0.0
4.87,4.87,a-degr-i1,2020-21,Worcester - University Pk Campus School,03480285,        39,    97.4,     2.6,     0.0,     0.0,     0.0,     0.0
4.945,4.95,a-degr-i1,2020-21,Worcester - Worcester Technical High,03480605,       350,    98.9,     0.9,     0.0,     0.0,     0.3,     0.0
4.7700000000000005,4.77,a-degr-i1,2019-20,Abby Kelley Foster Charter Public (District) - Abby Kelley Foster Charter Public School,04450105,        87,    95.4,     1.1,     0.0,     0.0,     3.4,     0.0
4.745,4.75,a-degr-i1,2019-20,Abington - Abington High,00010505,       117,    94.9,     2.6,     0.0,     0.0,     2.6,     0.0
4.665,4.67,a-degr-i1,2019-20,Academy Of the Pacific Rim Charter Public (District) - Academy Of the Pacific Rim Charter Public School,04120530,        45,    93.3,     4.4,     0.0,     2.2,     0.0,     0.0
