Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded
3.9858823529411764,3.99,a-degr-i3,2020-21,Boston - Snowden International School at Copley,00350690,       118,    84.7,     2.5,     2.5,     0.8,     9.3,     0.0
4.423529411764706,4.42,a-degr-i3,2020-21,Boston - TechBoston Academy,00350657,       133,    94.0,     0.0,     0.8,     1.5,     3.8,     0.0
3.783529411764706,3.78,a-degr-i3,2020-21,Boston - The English High,00350535,       158,    80.4,     3.8,     2.5,     0.0,    13.3,     0.0
2.150588235294118,2.15,a-degr-i3,2020-21,Boston - William McKinley,00350363,        35,    45.7,    22.9,     8.6,     0.0,    22.9,     0.0
4.432941176470588,4.43,a-degr-i3,2020-21,Boston Collegiate Charter (District) - Boston Collegiate Charter School,04490305,        69,    94.2,     2.9,     1.4,     0.0,     1.4,     0.0
0.49411764705882355,1,a-degr-i3,2020-21,Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,04240505,       152,    10.5,    34.9,     5.9,     4.6,    44.1,     0.0
4.221176470588236,4.22,a-degr-i3,2020-21,Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,04110305,        78,    89.7,     6.4,     0.0,     0.0,     3.8,     0.0
4.64,4.64,a-degr-i3,2020-21,Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,04160305,        71,    98.6,     0.0,     0.0,     0.0,     1.4,     0.0
4.508235294117647,4.51,a-degr-i3,2020-21,Bourne - Bourne High School,00360505,       120,    95.8,     1.7,     0.0,     0.0,     2.5,     0.0
4.522352941176471,4.52,a-degr-i3,2020-21,Braintree - Braintree High,00400505,       435,    96.1,     0.0,     1.4,     0.2,     2.3,     0.0
4.578823529411765,4.58,a-degr-i3,2020-21,Bridgewater-Raynham - Bridgewater-Raynham Regional,06250505,       370,    97.3,     0.8,     0.3,     0.0,     1.6,     0.0
4.5600000000000005,4.56,a-degr-i3,2020-21,Bristol County Agricultural - Bristol County Agricultural High,09100705,        98,    96.9,     0.0,     0.0,     0.0,     3.1,     0.0
4.5317647058823525,4.53,a-degr-i3,2020-21,Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,08100605,       295,    96.3,     0.0,     0.0,     0.0,     3.7,     0.0
1.9717647058823529,1.97,a-degr-i3,2020-21,Brockton - Brockton Champion High School,00440515,        31,    41.9,     6.5,    16.1,     3.2,    32.3,     0.0
4.0329411764705885,4.03,a-degr-i3,2020-21,Brockton - Brockton High,00440505,       838,    85.7,     3.2,     4.5,     0.2,     6.3,     0.0
3.468235294117647,3.47,a-degr-i3,2020-21,Brockton - Edison Academy,00440520,       232,    73.7,     2.2,     4.3,     0.4,    19.4,     0.0
3.849411764705882,3.85,a-degr-i3,2020-21,Brockton - Huntington Therapeutic Day School,00440400,        11,    81.8,     0.0,     0.0,     0.0,    18.2,     0.0
4.0329411764705885,4.03,a-degr-i3,2020-21,Brooke Charter School (District) - Brooke Charter School,04280305,        42,    85.7,     4.8,     0.0,     0.0,     9.5,     0.0
4.602352941176471,4.6,a-degr-i3,2020-21,Brookline - Brookline High,00460505,       502,    97.8,     1.4,     0.0,     0.2,     0.6,     0.0
4.668235294117647,4.67,a-degr-i3,2020-21,Burlington - Burlington High,00480505,       244,    99.2,     0.0,     0.0,     0.0,     0.8,     0.0
4.456470588235295,4.46,a-degr-i3,2020-21,Cambridge - Cambridge Rindge and Latin,00490506,       488,    94.7,     1.0,     0.8,     0.0,     3.5,     0.0
4.578823529411765,4.58,a-degr-i3,2020-21,Canton - Canton High,00500505,       261,    97.3,     0.4,     0.0,     0.0,     2.3,     0.0
4.357647058823529,4.36,a-degr-i3,2020-21,Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,08150605,       135,    92.6,     0.7,     0.7,     0.0,     5.9,     0.0
4.574117647058824,4.57,a-degr-i3,2020-21,Carver - Carver Middle/High School,00520405,       106,    97.2,     0.0,     1.9,     0.0,     0.9,     0.0
4.564705882352941,4.56,a-degr-i3,2020-21,Central Berkshire - Wahconah Regional High,06350505,       134,    97.0,     0.0,     0.0,     0.0,     3.0,     0.0
4.588235294117647,4.59,a-degr-i3,2020-21,Chelmsford - Chelmsford High,00560505,       367,    97.5,     0.3,     1.9,     0.0,     0.3,     0.0
3.8635294117647057,3.86,a-degr-i3,2020-21,Chelsea - Chelsea High,00570505,       296,    82.1,     0.7,     5.7,     0.0,    11.5,     0.0
1.2470588235294118,1.25,a-degr-i3,2020-21,Chelsea - Chelsea Opportunity Academy,00570515,        34,    26.5,    41.2,     2.9,     0.0,    29.4,     0.0
1.1058823529411765,1.11,a-degr-i3,2020-21,Chicopee - Chicopee Academy,00610021,        17,    23.5,     0.0,     5.9,     5.9,    64.7,     0.0
4.357647058823529,4.36,a-degr-i3,2020-21,Chicopee - Chicopee Comprehensive High School,00610510,       296,    92.6,     0.3,     0.3,     0.3,     6.4,     0.0
4.192941176470588,4.19,a-degr-i3,2020-21,Chicopee - Chicopee High,00610505,       256,    89.1,     0.0,     0.8,     1.6,     8.6,     0.0
3.9905882352941173,3.99,a-degr-i3,2020-21,City on a Hill Charter Public School Circuit Street (District) - City on a Hill Charter Public School Circuit Street,04370505,        79,    84.8,     3.8,     6.3,     1.3,     3.8,     0.0
4.48,4.48,a-degr-i3,2020-21,Clinton - Clinton Senior High,00640505,       126,    95.2,     0.0,     0.8,     0.0,     4.0,     0.0
4.141176470588236,4.14,a-degr-i3,2020-21,Codman Academy Charter Public (District) - Codman Academy Charter Public School,04380505,        25,    88.0,     4.0,     0.0,     0.0,     8.0,     0.0
4.705882352941177,4.71,a-degr-i3,2020-21,Cohasset - Cohasset High School,00650505,       127,   100.0,     0.0,     0.0,     0.0,     0.0,     0.0
4.705882352941177,4.71,a-degr-i3,2020-21,Community Charter School of Cambridge (District) - Community Charter School of Cambridge,04360305,        33,   100.0,     0.0,     0.0,     0.0,     0.0,     0.0
4.6917647058823535,4.69,a-degr-i3,2020-21,Concord-Carlisle - Concord Carlisle High,06400505,       310,    99.7,     0.3,     0.0,     0.0,     0.0,     0.0
4.527058823529412,4.53,a-degr-i3,2020-21,Danvers - Danvers High,00710505,       237,    96.2,     1.7,     0.0,     0.8,     1.3,     0.0
4.442352941176471,4.44,a-degr-i3,2020-21,Dartmouth - Dartmouth High,00720505,       270,    94.4,     1.1,     0.7,     0.0,     3.7,     0.0
4.447058823529412,4.45,a-degr-i3,2020-21,Dedham - Dedham High,00730505,       183,    94.5,     0.5,     0.0,     0.0,     4.9,     0.0
4.254117647058824,4.25,a-degr-i3,2020-21,Dennis-Yarmouth - Dennis-Yarmouth Regional High,06450505,       178,    90.4,     1.7,     0.6,     0.0,     7.3,     0.0
4.555294117647058,4.56,a-degr-i3,2020-21,Dighton-Rehoboth - Dighton-Rehoboth Regional High School,06500505,       216,    96.8,     0.5,     0.0,     0.5,     2.3,     0.0
4.357647058823529,4.36,a-degr-i3,2020-21,Douglas - Douglas High School,00770505,        94,    92.6,     0.0,     0.0,     1.1,     6.4,     0.0
4.592941176470588,4.59,a-degr-i3,2020-21,Dover-Sherborn - Dover-Sherborn Regional High,06550505,       170,    97.6,     0.0,     2.4,     0.0,     0.0,     0.0
4.541176470588235,4.54,a-degr-i3,2020-21,Dracut - Dracut Senior High,00790505,       231,    96.5,     0.4,     0.0,     0.0,     3.0,     0.0
4.343529411764706,4.34,a-degr-i3,2020-21,Dudley-Charlton Reg - Shepherd Hill Regional High,06580505,       286,    92.3,     1.0,     1.4,     0.0,     5.2,     0.0
4.649411764705882,4.65,a-degr-i3,2020-21,Duxbury - Duxbury High,00820505,       248,    98.8,     0.4,     0.0,     0.0,     0.8,     0.0
4.550588235294118,4.55,a-degr-i3,2020-21,East Bridgewater - East Bridgewater JR./SR. High School,00830505,       151,    96.7,     0.0,     0.0,     0.7,     2.6,     0.0
4.625882352941177,4.63,a-degr-i3,2020-21,East Longmeadow - East Longmeadow High,00870505,       173,    98.3,     0.6,     0.0,     0.0,     1.2,     0.0
4.225882352941176,4.23,a-degr-i3,2020-21,Easthampton - Easthampton High,00860505,       118,    89.8,     1.7,     0.0,     2.5,     5.9,     0.0
4.569411764705882,4.57,a-degr-i3,2020-21,Easton - Oliver Ames High,00880505,       275,    97.1,     1.1,     0.0,     0.0,     1.8,     0.0
4.705882352941177,4.71,a-degr-i3,2020-21,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District) - Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),04520505,        88,   100.0,     0.0,     0.0,     0.0,     0.0,     0.0
4.625882352941177,4.63,a-degr-i3,2020-21,Essex North Shore Agricultural and Technical School District - Essex North Shore Agricultural and Technical School,08170505,       350,    98.3,     0.0,     0.0,     0.9,     0.9,     0.0
0.5882352941176471,1,a-degr-i3,2020-21,Everett - Devens School,00930030,         8,    12.5,    12.5,     0.0,    12.5,    62.5,     0.0
4.065882352941177,4.07,a-degr-i3,2020-21,Everett - Everett High,00930505,       450,    86.4,     1.1,     1.6,     0.0,    10.9,     0.0
4.705882352941177,4.71,a-degr-i3,2020-21,Excel Academy Charter (District) - Excel Academy Charter School,04100205,       158,   100.0,     0.0,     0.0,     0.0,     0.0,     0.0
4.376470588235295,4.38,a-degr-i3,2020-21,Fairhaven - Fairhaven High,00940505,       201,    93.0,     0.0,     0.0,     0.0,     7.0,     0.0
4.188235294117647,4.19,a-degr-i3,2020-21,Fall River - B M C Durfee High,00950505,       520,    89.0,     2.1,     1.0,     0.2,     7.7,     0.0
2.6164705882352943,2.62,a-degr-i3,2020-21,Fall River - Resiliency Preparatory Academy,00950525,       126,    55.6,     0.8,     2.4,     1.6,    39.7,     0.0
2.0188235294117645,2.02,a-degr-i3,2020-21,Fall River - Stone PK-12 School,00950340,         7,    42.9,     0.0,     0.0,     0.0,    57.1,     0.0
4.141176470588236,4.14,a-degr-i3,2020-21,Falmouth - Falmouth High,00960505,       208,    88.0,     1.0,     0.0,     1.9,     9.1,     0.0
4.404705882352941,4.4,a-degr-i3,2020-21,Fitchburg - Fitchburg High,00970505,       266,    93.6,     0.0,     1.5,     0.0,     4.9,     0.0
4.037647058823529,4.04,a-degr-i3,2020-21,Fitchburg - Goodrich Academy,00970510,       106,    85.8,     0.0,     2.8,     0.9,    10.4,     0.0
4.117647058823529,4.12,a-degr-i3,2020-21,Four Rivers Charter Public (District) - Four Rivers Charter Public School,04130505,        32,    87.5,     0.0,     0.0,     9.4,     3.1,     0.0
4.630588235294118,4.63,a-degr-i3,2020-21,Foxborough - Foxborough High,00990505,       182,    98.4,     0.0,     0.5,     0.0,     1.1,     0.0
4.5600000000000005,4.56,a-degr-i3,2020-21,Foxborough Regional Charter (District) - Foxborough Regional Charter School,04460550,        65,    96.9,     0.0,     0.0,     0.0,     3.1,     0.0
4.249411764705882,4.25,a-degr-i3,2020-21,Framingham - Framingham High School,01000515,       586,    90.3,     1.0,     1.2,     0.3,     7.2,     0.0
4.550588235294118,4.55,a-degr-i3,2020-21,Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,04780505,        60,    96.7,     0.0,     1.7,     1.7,     0.0,     0.0
4.592941176470588,4.59,a-degr-i3,2020-21,Franklin - Franklin High,01010505,       453,    97.6,     1.1,     0.2,     0.0,     1.1,     0.0
4.527058823529412,4.53,a-degr-i3,2020-21,Franklin County Regional Vocational Technical - Franklin County Technical,08180605,       105,    96.2,     0.0,     0.0,     0.0,     3.8,     0.0
4.592941176470588,4.59,a-degr-i3,2020-21,Freetown-Lakeville - Apponequet Regional High,06650505,       205,    97.6,     0.5,     1.0,     0.0,     1.0,     0.0
4.352941176470588,4.35,a-degr-i3,2020-21,Frontier - Frontier Regional,06700505,       106,    92.5,     0.9,     0.9,     0.9,     4.7,     0.0
