RecordedDate,ResponseId,UserLanguage,District,school,t-prep-q1,t-prep-q2,t-prep-q3,t-pcom-q1,t-pcom-q2,t-pcom-q3,t-pcom-q4,t-pcom-q5,t-ieff-q1,t-ieff-q2,t-ieff-q3,t-ieff-q4,t-qupd-q3,t-qupd-q2,t-qupd-q1,t-qupd-q4,t-coll-q1,t-coll-q2,t-coll-q3,t-prtr-q1,t-prtr-q2,t-prtr-q3,t-inle-q1,t-inle-q2,t-inle-q3,t-pvic-q1,t-pvic-q2,t-pvic-q3,t-psup-q1,t-psup-q2,t-psup-q3,t-psup-q4,t-acch-q1,t-acch-q2,t-acch-q3,t-reso-q1,t-reso-q2,t-reso-q3,t-reso-q4,t-reso-q5,t-sust-q1,t-sust-q2,t-sust-q3,t-sust-q4,t-cure-q1,t-cure-q2,t-cure-q3,t-cure-q4,t-peng-q1,t-peng-q2,t-peng-q3,t-peng-q4,t-ceng-q1,t-ceng-q2,t-ceng-q3,t-ceng-q4,t-psol-q1,t-psol-q2,t-psol-q3,t-expa-q2,t-expa-q3,t-phya-q2,t-phya-q3,t-curv-q1,t-curv-q3,t-curv-q2,t-curv-q4,t-sach-q1,t-sach-q2,t-sach-q3,Q88,Duration
2021-06-09T13:09:00,R_1mru2Lj7nevsyZ6,EN,4,1,5,4,5,4,4,5,5,2,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,5,4,3,3,3,3,3,3,5,5,4,4,3,3,3,3,3,3,3,4,3,4,4,5,5,4,3,3,4,3,3,1,541
2021-06-09T13:09:00,R_A4Fi1cotQjl3D69,EN,4,8,5,4,4,4,4,5,4,2,4,4,4,5,3,3,3,3,5,3,4,4,4,5,4,4,3,3,3,4,4,3,4,4,4,3,1,4,2,3,3,4,3,3,3,3,4,4,4,4,5,2,2,2,4,4,3,3,4,4,4,2,2,4,5,3,3,3,3,3,2,3,1,1053
2021-06-09T13:09:00,R_ONlTjvtJ4MwXO8h,EN,4,3,4,5,5,4,3,3,2,1,4,4,4,4,3,3,1,3,4,3,3,3,3,3,2,2,1,3,3,3,4,4,3,3,3,3,3,3,2,4,2,3,2,2,4,4,5,5,4,5,3,2,2,1,1,2,1,1,3,3,3,2,4,1,4,3,2,3,3,2,2,1,1,453
2021-06-09T13:09:00,R_DN2Gh0dAo3aJ7Db,EN,4,3,4,4,3,4,4,4,4,2,4,3,3,3,3,3,3,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,2,3,3,2,3,2,3,3,3,4,4,2,2,1,3,3,2,2,1,3,2,3,4,3,4,4,4,3,3,3,3,3,1,451
2021-06-09T13:09:00,R_22QVEBM60gBzQyB,EN,4,8,5,5,5,5,5,5,4,1,5,4,5,4,4,4,3,3,5,5,4,4,4,5,4,4,5,2,3,3,4,4,4,3,5,3,3,3,4,4,4,4,4,4,4,4,3,3,4,5,5,1,2,1,5,4,2,4,3,4,4,1,2,2,4,4,4,4,4,4,4,3,1,1057
2021-06-09T13:09:00,R_1dFYXDJzfzFOMai,EN,4,8,5,5,5,5,4,5,4,3,4,4,4,5,2,NA,3,3,4,3,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,3,4,3,2,2,3,3,3,2,5,4,4,5,4,5,5,NA,NA,NA,3,4,2,3,4,4,4,1,1,3,4,5,4,4,4,4,4,4,1,1048
2021-06-09T13:09:00,R_2zJdf0gl558gj1p,EN,4,3,5,5,5,2,2,5,1,1,4,3,3,5,1,1,1,1,5,5,4,2,1,2,1,1,1,3,3,5,5,5,5,5,3,1,3,1,3,5,1,1,4,2,3,3,3,3,4,4,4,1,1,1,2,2,1,1,4,4,4,1,2,1,2,3,3,3,4,5,1,2,1,431
2021-06-09T13:08:00,R_296qRMdUWEmd4l4,EN,4,1,5,4,5,4,4,5,4,1,4,4,3,4,3,3,4,3,4,4,4,3,2,1,3,4,2,3,3,4,3,3,3,3,4,4,4,3,1,1,2,3,4,2,4,3,5,4,4,5,2,2,2,2,3,3,1,3,3,4,3,2,2,3,3,3,4,4,4,3,3,3,1,412
2021-06-09T13:08:00,R_24AF0l1kmIICUy7,EN,4,8,5,5,5,2,2,3,3,2,4,4,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,4,4,4,4,3,4,3,3,2,2,3,4,2,3,4,4,3,3,4,2,3,3,3,4,4,4,3,3,1,993
2021-06-09T13:08:00,R_1C9GJzWBkpMqbB1,EN,4,8,NA,NA,4,4,3,3,2,NA,3,NA,4,NA,2,2,5,3,NA,NA,3,3,3,5,3,4,3,3,3,4,3,3,3,3,3,3,3,3,NA,3,2,4,4,3,4,4,NA,3,3,5,5,1,1,1,3,2,1,2,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,1,958
2021-06-09T13:08:00,R_x4xXNAUddpIg5ah,EN,4,8,5,5,5,4,2,4,4,1,5,4,4,4,3,2,3,3,3,4,4,5,5,4,5,5,4,3,3,3,4,4,4,3,4,4,4,4,4,4,3,5,4,3,5,4,3,4,3,4,4,2,2,3,5,4,4,3,3,3,3,2,5,4,5,3,4,4,3,3,3,3,1,985
2021-06-09T13:08:00,R_r1qlCfbZMy6AAdX,EN,4,8,5,5,4,4,3,5,3,1,5,5,4,4,3,4,3,2,5,2,3,3,3,3,2,3,1,5,5,4,4,4,4,4,4,4,2,2,2,2,3,3,4,2,4,3,4,4,5,5,5,1,1,1,3,2,2,2,5,4,3,1,4,3,4,4,4,4,3,2,4,3,1,983
2021-06-09T13:07:00,R_1NFxrUC6CS4AOq1,EN,4,7,5,4,4,4,3,4,4,4,4,4,3,3,3,4,3,4,4,4,3,5,4,3,3,4,4,5,5,4,4,4,4,3,3,4,3,3,4,3,2,3,3,3,4,4,4,4,4,4,5,4,4,5,5,4,5,4,4,3,4,4,4,4,5,4,4,4,4,3,3,3,2,366
2021-06-09T13:07:00,R_2SBxaX7d9J3acr9,EN,4,8,5,4,5,3,4,5,3,1,5,4,4,5,3,3,3,2,4,2,4,5,4,3,3,3,1,4,4,4,4,3,4,4,3,3,3,2,2,1,3,4,4,3,4,3,2,3,4,3,5,1,1,1,4,3,2,3,3,3,4,4,4,3,3,3,4,3,4,3,3,3,1,908
2021-06-09T13:07:00,R_395dLaxaQYXG7qF,EN,4,6,5,5,5,4,4,4,3,5,4,5,5,4,5,5,5,4,5,3,5,3,3,4,4,4,3,4,4,5,5,5,4,4,4,4,4,3,3,4,2,5,4,2,3,3,4,4,4,4,5,3,3,3,4,4,5,5,4,3,4,3,3,3,4,4,4,4,5,4,4,4,1,12849
2021-06-09T13:07:00,R_1InDL4H4SbwhueK,EN,4,8,5,4,5,4,4,5,4,2,4,4,4,4,4,3,4,4,4,3,4,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,4,4,3,2,3,5,4,3,5,5,4,3,3,4,5,2,2,1,5,3,2,2,3,4,4,4,5,3,4,4,5,5,4,3,3,3,1,737
2021-06-09T13:06:00,R_3p5seUumdUby7vk,EN,4,8,4,4,5,2,2,4,3,1,4,3,4,3,3,3,2,2,4,3,3,3,3,4,3,3,3,3,4,4,4,4,4,4,3,3,2,3,3,3,3,3,4,3,4,4,3,3,3,4,5,3,3,3,4,4,3,4,2,3,3,4,4,3,3,3,4,3,4,3,3,3,2,848
2021-06-09T13:06:00,R_1pxt7Y5xrQE0GHU,EN,4,8,5,5,5,5,4,4,3,2,4,4,4,3,4,4,4,4,4,4,4,4,3,4,5,4,4,3,3,4,4,4,4,4,4,3,4,2,3,3,2,3,4,3,4,3,3,3,4,4,3,3,3,2,5,5,4,4,3,3,3,4,4,4,4,4,3,3,4,3,3,3,1,847
2021-06-09T13:06:00,R_2qk0GJp7k4AMdgg,EN,4,8,5,5,5,2,2,2,3,1,5,4,5,3,1,1,2,3,4,3,4,3,2,2,3,3,3,3,3,3,4,3,4,3,3,2,2,4,3,2,2,2,2,2,2,2,1,1,1,2,3,1,2,1,3,3,1,3,2,2,1,2,2,2,4,2,3,4,2,2,2,2,1,831
2021-06-09T13:06:00,R_Zb0HocVEd8ZdFxD,EN,4,8,4,4,4,3,3,3,3,2,4,4,4,4,3,3,3,3,4,3,3,3,3,2,3,4,2,3,4,3,2,3,2,2,3,3,2,3,2,2,2,2,3,3,3,3,4,4,4,4,4,1,2,1,3,4,2,2,3,3,3,4,5,4,4,4,4,4,4,2,2,2,1,842
2021-06-09T13:06:00,R_VJgvz1V3USMswFz,EN,4,8,4,4,4,4,3,5,3,1,4,4,4,4,2,2,2,1,5,3,5,4,3,4,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,2,2,4,4,3,4,4,4,3,3,4,2,1,1,1,2,2,2,2,3,3,3,3,4,3,3,3,3,2,2,3,3,3,1,826
2021-06-09T13:05:00,R_3PjIA3RZNMshdYo,EN,4,6,5,5,5,5,5,4,5,4,5,5,5,4,3,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,3,4,4,4,4,5,3,5,5,5,1,4,5,4,3,5,3,3,5,5,4,1,1,1,5,5,5,4,4,4,4,4,5,4,4,5,4,5,4,5,4,3,1,737
2021-06-09T13:05:00,R_3em0ddFwcRpN1xE,EN,4,8,5,5,5,3,3,4,3,2,4,4,4,4,3,3,4,3,4,3,4,4,4,4,4,3,3,3,3,3,4,4,4,3,4,4,4,3,3,3,3,4,4,3,5,5,3,2,3,4,5,2,2,2,4,4,3,4,2,3,4,3,4,3,4,4,4,4,4,4,3,3,1,828
2021-06-09T13:05:00,R_125psX2wmdSPAkm,EN,4,8,5,5,5,4,4,4,4,1,5,4,5,5,2,3,3,2,5,3,5,5,5,5,5,5,3,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,2,2,3,5,5,NA,5,4,4,3,4,4,4,4,4,4,5,4,3,3,3,1,811
2021-06-09T13:05:00,R_2QFmPlI3xWrnzZq,EN,4,8,5,5,5,4,5,5,4,2,5,5,5,5,5,4,4,5,5,4,3,5,5,5,5,5,5,3,4,4,5,4,4,4,5,5,5,5,5,5,4,5,4,3,5,5,3,3,2,4,5,2,2,2,5,5,4,4,4,4,4,2,3,4,3,5,5,5,5,4,4,4,2,779
2021-06-09T13:05:00,R_A1CYldqJFE9UiDD,EN,4,8,5,5,5,4,4,5,4,1,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,4,NA,4,4,4,5,4,5,4,4,4,4,2,1,4,3,4,4,4,4,4,3,4,4,4,3,3,2,1,5,5,3,5,3,4,4,4,4,3,4,3,3,4,3,3,3,2,1,710
2021-06-09T13:04:00,R_wRbmUfq5E3zYFqh,EN,4,8,5,5,5,5,5,4,4,3,4,3,4,4,4,2,2,3,4,3,4,5,4,4,4,3,3,3,3,4,4,4,4,3,4,4,3,4,5,4,3,4,4,3,4,4,3,4,4,4,4,1,2,1,3,4,2,3,4,3,3,4,4,3,3,3,4,4,3,3,3,3,2,778
2021-06-09T13:04:00,R_1FRpmHe5VtitliT,EN,4,8,NA,NA,4,4,4,5,4,NA,4,4,4,3,3,3,3,4,5,2,3,5,5,5,4,4,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,5,3,3,5,4,2,2,2,2,2,NA,NA,1,4,3,3,4,3,4,4,3,4,3,4,4,4,4,4,NA,NA,NA,1,688
2021-06-09T13:04:00,R_2AMOPpXH1PLdp0c,EN,4,8,5,5,5,5,4,5,4,3,4,4,5,4,4,3,4,4,4,3,5,5,5,5,4,4,3,4,3,4,5,3,4,3,3,3,3,4,3,3,3,4,5,5,5,5,5,3,3,4,4,2,3,3,5,4,3,3,3,4,3,4,5,4,5,3,3,4,4,4,3,3,2,764
2021-06-09T13:04:00,R_30jaVByJWP2MxZg,EN,4,8,4,4,4,4,3,3,3,2,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,4,4,3,4,3,3,3,3,3,2,2,3,3,3,3,4,4,3,3,3,3,5,3,3,2,4,3,3,4,3,3,4,3,3,3,3,3,3,4,4,3,3,2,1,730
2021-06-09T13:04:00,R_6g3NuGAVPrA74TD,EN,4,8,5,4,5,3,3,4,5,1,4,5,5,4,1,1,1,1,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,4,3,4,4,3,2,2,4,4,2,3,2,4,3,3,3,5,1,2,2,5,5,2,5,3,3,4,3,3,3,3,4,4,3,3,3,3,3,1,732
2021-06-09T13:04:00,R_2VjSQXpLAD6YwuO,EN,4,6,5,4,5,5,5,5,4,2,4,4,4,3,3,4,4,4,5,3,5,5,3,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,2,3,4,3,2,3,4,3,3,4,4,4,2,1,1,5,5,4,4,3,3,3,2,3,2,3,4,4,4,4,3,2,2,1,875
2021-06-09T13:03:00,R_8HYqfLozzv6P54Z,EN,4,8,4,5,4,4,4,5,3,2,4,4,4,4,2,1,2,2,3,2,3,4,3,3,3,3,2,3,3,4,4,3,3,3,3,3,3,3,2,2,2,3,3,2,3,2,3,3,4,3,3,2,2,1,3,2,2,2,3,3,3,3,4,4,4,4,4,4,3,3,3,3,2,718
2021-06-09T13:03:00,R_3oMeqbhBwuQWL88,EN,4,8,4,4,5,2,2,5,2,1,4,4,3,4,2,2,1,1,3,2,3,2,1,1,1,2,1,2,3,3,3,3,3,3,3,2,5,1,1,1,1,3,4,2,4,3,3,3,3,4,5,NA,NA,NA,3,2,1,1,4,4,4,4,4,4,4,3,4,3,3,5,3,3,1,695
2021-06-09T13:03:00,R_3fr7G9tc2iMXXm3,EN,4,8,4,5,4,4,4,4,2,2,4,4,4,4,4,4,4,4,5,3,4,5,4,4,4,4,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,4,2,4,3,3,2,3,3,2,2,2,2,3,3,3,3,3,3,3,4,5,4,5,4,4,3,3,3,3,3,1,685
2021-06-09T13:03:00,R_UMCvcodFQdAOrTz,EN,4,8,5,4,5,3,3,4,3,3,4,4,5,5,3,3,3,4,5,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,3,3,4,3,3,3,4,3,4,4,3,3,3,3,5,2,2,2,4,4,2,4,3,3,4,3,3,4,4,4,4,4,4,3,3,3,2,660
2021-06-09T13:02:00,R_27QzHfB9eOueSIs,EN,4,8,4,4,4,3,3,3,2,1,4,4,4,4,4,3,3,3,4,3,3,2,1,2,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,1,2,3,4,3,3,3,5,5,5,5,5,2,1,2,5,5,3,4,4,4,4,1,4,2,4,4,4,4,4,2,2,2,1,594
2021-06-09T13:02:00,R_8D5qubNYfJmZ0MV,EN,4,8,4,4,4,3,3,5,5,3,3,3,4,4,4,4,3,3,4,3,5,4,2,4,4,4,5,3,4,2,4,4,4,3,4,4,4,4,3,3,3,5,5,3,5,5,4,3,3,4,5,2,2,2,4,4,4,4,3,3,4,4,5,4,5,4,3,4,5,3,4,4,1,624
2021-06-09T13:02:00,R_2cCJbdRREsYvmrp,EN,4,8,4,3,5,2,2,2,2,4,4,4,5,5,2,3,1,2,3,2,3,4,4,4,3,2,3,3,3,4,4,4,4,4,2,3,3,3,4,4,4,4,2,2,2,NA,3,3,4,4,4,NA,NA,NA,3,4,3,4,3,3,3,NA,NA,3,3,3,3,3,3,4,3,3,1,646
2021-06-09T13:02:00,R_dd6MuayK7yRKg3n,EN,4,8,5,4,5,4,4,5,5,3,4,4,4,5,3,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,1,2,1,3,3,3,4,4,3,3,2,3,3,2,4,4,4,4,4,3,3,1,611
2021-06-09T13:02:00,R_3JIrfHqxqal3vSa,EN,4,8,5,5,4,5,5,4,4,3,4,4,4,4,2,3,3,3,4,4,4,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,5,5,4,5,5,5,5,4,5,4,2,2,2,5,5,3,4,4,4,3,3,3,4,4,4,3,4,4,4,3,4,1,635
2021-06-09T13:02:00,R_3qWj3ZfQOudy9Xf,EN,4,8,4,4,3,4,3,5,2,2,4,4,4,3,4,3,3,3,4,1,3,4,4,5,4,4,4,2,3,4,4,3,3,2,3,2,3,3,2,3,3,3,3,1,3,3,3,4,4,4,5,1,1,1,3,3,2,2,3,3,4,3,3,3,3,5,4,3,3,3,2,2,1,601
2021-06-09T13:02:00,R_2zHntHEkgX4V7AW,EN,4,8,5,5,4,1,1,5,3,1,5,4,5,4,3,3,2,2,2,2,1,5,5,5,2,1,1,2,3,2,1,1,2,2,1,2,1,1,3,2,3,5,4,4,4,3,5,4,4,5,3,1,1,1,4,3,3,3,2,2,3,1,3,3,4,1,2,4,3,1,1,1,2,581
2021-06-09T13:01:00,R_bNNAiq0sUGjy4z7,EN,4,8,4,2,4,3,3,4,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,4,3,5,5,3,3,3,4,5,2,2,3,3,3,2,2,4,4,4,4,4,4,4,2,3,3,3,3,3,3,2,591
2021-06-09T13:01:00,R_3k6vpN14Oab0zy3,EN,4,8,5,5,4,4,4,3,2,2,4,4,4,4,1,2,2,3,4,4,3,4,5,4,4,4,5,3,4,4,3,3,3,3,4,4,4,3,4,3,2,4,3,3,4,3,4,3,4,3,3,2,2,1,4,4,5,4,3,3,3,3,3,1,2,3,4,4,4,3,3,3,1,586
2021-06-09T13:01:00,R_BrAMyAybxJCDBiV,EN,4,8,4,4,3,4,4,5,4,1,4,4,4,4,3,3,3,4,4,4,4,5,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,4,3,4,4,4,4,4,5,5,2,3,3,4,4,4,4,3,3,3,4,5,3,4,4,4,4,4,3,4,3,1,590
2021-06-09T13:01:00,R_3dKVPfOTTHvpxnp,EN,4,8,4,3,4,3,3,3,3,4,4,4,4,3,4,3,2,3,4,4,4,4,4,4,4,4,4,5,5,4,4,3,4,3,3,3,3,3,3,3,2,4,4,3,4,4,3,3,4,5,4,1,1,1,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,2,1,589
2021-06-09T13:01:00,R_b4z840nLYzQZWgN,EN,4,8,4,4,4,4,4,5,4,3,5,4,5,4,4,2,4,3,3,2,4,4,3,4,3,4,3,4,4,3,4,5,4,4,4,4,3,3,3,3,3,4,4,3,5,5,5,5,5,5,4,3,3,3,4,4,3,4,3,3,4,3,4,4,5,4,4,4,3,3,3,3,2,560
2021-06-09T13:01:00,R_1FIFafvjobE0rOw,EN,4,8,4,5,5,3,3,5,3,3,4,5,4,4,2,2,3,3,4,3,4,5,2,2,3,3,4,4,3,4,4,4,4,4,3,3,3,3,2,3,2,3,4,4,4,3,4,4,4,5,5,2,2,3,3,3,2,3,4,4,4,3,4,3,4,4,3,3,3,3,3,3,1,552
2021-06-09T13:00:00,R_27ezE0skdZntxGB,EN,4,8,5,5,5,3,3,3,3,3,4,4,4,4,3,4,4,3,4,4,4,2,1,2,1,1,1,3,3,4,2,3,3,3,3,3,4,1,1,1,3,4,NA,4,NA,NA,4,4,5,5,5,1,2,2,2,2,3,2,2,3,4,4,4,4,4,4,3,3,3,2,2,2,2,544
2021-06-09T13:00:00,R_zVko38BBpyoozHX,EN,4,8,5,4,5,4,3,4,4,2,5,5,5,5,3,3,3,2,4,4,3,4,4,5,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,4,2,2,4,3,3,2,2,3,3,3,3,2,2,2,3,3,4,3,3,4,5,3,5,3,4,4,4,4,3,3,1,532
2021-06-09T13:00:00,R_2veVdOmECKzZUZu,EN,4,8,5,5,5,3,2,4,1,2,5,4,3,5,2,2,3,3,3,1,4,4,4,4,3,3,2,5,4,4,5,5,4,4,2,3,3,4,2,3,2,4,4,2,4,2,3,3,3,5,3,1,1,1,2,2,1,2,3,2,3,2,4,2,4,4,3,3,2,4,3,3,1,512
2021-06-09T13:00:00,R_ebzbWt7sRNo0bzH,EN,4,8,5,5,5,4,4,5,4,3,5,4,4,4,3,3,3,4,5,2,4,4,5,4,4,3,3,3,3,3,4,5,4,3,3,3,3,2,2,2,3,4,1,1,1,1,5,5,5,5,5,3,3,1,5,5,5,4,4,3,2,4,5,4,5,3,2,3,4,3,2,2,4,505
2021-06-09T13:00:00,R_x4uJVw9QYr0SjC1,EN,4,8,5,4,4,3,3,3,3,1,4,4,4,5,4,3,3,3,3,3,4,4,4,4,4,4,3,3,4,4,3,2,3,2,2,4,2,1,1,2,3,3,4,4,4,3,3,3,4,3,4,1,1,2,4,4,1,3,3,3,2,4,4,4,4,2,3,2,2,2,2,2,1,506
2021-06-09T13:00:00,R_dbOYVP7DxgtZzlD,EN,4,8,4,4,3,3,3,4,5,1,3,2,3,3,4,4,2,4,4,3,3,5,5,5,4,4,3,3,4,4,4,3,4,3,4,3,3,4,4,4,3,5,5,3,5,5,3,3,4,5,4,1,1,1,5,5,3,4,4,3,3,3,4,4,5,3,4,3,4,2,2,2,1,509
2021-06-09T13:00:00,R_1rDoEeVpe6zNYEa,EN,4,4,5,5,5,4,4,5,4,1,5,5,5,5,3,4,4,3,5,4,4,5,5,4,5,5,5,5,5,5,4,4,4,4,2,4,2,3,4,3,3,5,3,3,NA,NA,3,3,4,4,5,NA,NA,NA,5,5,NA,5,NA,3,3,3,3,3,3,3,4,5,4,2,3,3,1,876
2021-06-09T13:00:00,R_1QrSxhsOXG59BC8,EN,4,8,5,5,5,2,2,3,2,2,5,3,3,3,2,2,1,2,4,1,3,3,3,5,4,4,3,4,4,2,3,2,4,3,4,3,3,4,4,4,5,4,4,2,5,3,2,2,2,3,1,1,1,1,5,5,3,5,2,2,3,4,4,4,4,3,4,4,4,3,2,2,1,472
2021-06-09T13:00:00,R_27oZSAiP2JwRh5K,EN,4,8,5,4,5,4,3,4,2,1,4,4,3,2,3,1,2,2,4,3,3,4,3,4,2,2,3,3,3,4,4,3,3,3,4,4,5,4,3,2,2,5,5,4,4,4,3,3,5,5,5,NA,NA,1,3,2,NA,3,4,4,3,4,4,4,4,4,4,1,2,4,3,3,1,490
2021-06-09T13:00:00,R_UoNCPCn841rKCjv,EN,4,8,4,4,4,4,3,4,3,2,5,4,5,4,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,3,3,4,3,3,2,3,2,2,2,2,2,2,3,4,3,3,3,3,4,4,3,1,1,1,4,3,3,3,2,3,3,3,3,3,3,4,3,3,2,2,2,2,2,470
2021-06-09T12:59:00,R_2qC4p5PhG268RVF,EN,4,8,4,4,4,4,4,4,3,2,4,3,4,4,3,3,1,3,5,3,4,5,4,5,4,3,3,4,4,4,4,4,4,4,4,4,3,3,2,3,3,5,3,3,4,3,4,3,3,4,4,2,2,2,4,4,2,4,3,3,3,3,4,3,4,4,4,4,3,3,3,3,2,471
2021-06-09T12:59:00,R_32JHrsxRF4kBhTU,EN,4,8,4,5,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,4,4,4,4,4,5,5,2,2,2,4,4,2,3,3,3,4,4,5,4,5,4,4,4,4,3,4,3,1,457
2021-06-09T12:59:00,R_2ZE4vkzjHmHvFOK,EN,4,8,5,5,5,4,3,4,5,4,4,5,3,4,3,3,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,3,3,4,3,3,3,3,4,4,3,4,3,4,3,2,3,4,4,1,2,2,4,3,2,3,4,4,4,3,4,3,4,4,3,4,4,4,2,2,1,430
2021-06-09T12:58:00,R_5jukBl9p7mccIbT,EN,4,8,5,5,5,2,2,4,3,3,5,2,3,3,3,3,1,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,2,1,2,3,3,3,3,3,3,4,4,3,4,2,3,2,3,3,3,3,1,387
2021-06-09T12:58:00,R_2P6lboNZ2m1yNqg,EN,4,8,4,4,5,4,4,2,3,4,5,5,5,4,3,2,3,3,4,2,4,5,4,4,4,4,4,3,3,3,3,2,4,3,4,4,4,2,3,3,3,4,4,3,3,3,3,3,4,4,5,2,2,1,4,4,3,3,3,3,3,3,4,4,4,4,5,3,4,2,4,2,1,385
2021-06-09T12:58:00,R_1Q01sFvYNxFO2uS,EN,4,6,5,5,4,4,5,5,4,2,4,4,4,5,5,3,4,5,5,3,5,5,5,5,5,4,5,4,4,4,5,4,5,4,5,5,3,5,3,3,3,5,5,3,2,5,3,5,3,5,5,2,2,1,5,5,3,5,3,4,2,3,4,3,4,4,4,5,5,5,3,3,1,4660
2021-06-09T12:56:00,R_AmvdGSuPFXOvyi5,EN,4,6,5,5,5,5,5,5,5,2,5,4,5,4,4,4,4,4,5,5,5,4,4,4,4,4,4,5,5,5,5,4,4,4,3,4,3,3,3,3,2,4,4,3,4,4,4,4,4,4,5,2,2,2,4,4,3,4,4,4,4,3,4,3,4,5,4,4,4,4,3,2,NA,492
2021-06-09T12:55:00,R_3kMQBbSM6Z0GLzD,EN,4,6,5,5,5,5,5,5,4,1,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,5,5,5,4,4,4,4,4,4,4,4,5,5,3,4,4,4,4,4,3,3,3,3,5,1,4,2,4,4,4,4,2,3,3,4,5,3,4,2,4,4,3,3,2,2,1,927
2021-06-09T12:55:00,R_2pR0fjLVks6O3Im,EN,4,4,4,4,4,4,4,5,4,1,4,4,4,4,2,2,2,3,5,4,5,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,5,4,2,4,3,3,3,4,5,5,2,2,2,4,4,4,4,3,3,4,3,3,4,4,4,4,3,2,4,4,4,1,773
2021-06-09T12:55:00,R_1mqPR1enMHmHZrl,EN,4,4,5,4,5,4,4,3,3,2,4,4,4,3,1,4,4,3,4,3,4,5,5,5,4,4,4,4,4,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,3,3,3,3,3,5,4,3,3,2,4,4,3,4,3,3,2,3,3,3,3,4,4,3,3,3,3,3,1,862
2021-06-09T12:54:00,R_1LpnSCJ5ZN4tAmF,EN,4,4,5,4,5,4,3,4,3,3,5,4,4,5,4,3,4,4,4,5,5,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,3,4,4,3,3,4,3,4,4,3,3,3,3,5,2,3,2,5,5,4,5,2,3,3,2,3,3,4,4,3,5,4,3,2,3,1,887
2021-06-09T12:54:00,R_xsCKap72VlHE9lD,EN,4,6,5,5,5,4,4,5,4,1,4,4,4,4,2,4,4,4,4,3,4,4,5,5,4,4,3,5,5,4,5,5,5,4,4,4,4,4,4,3,2,3,5,2,2,3,4,5,5,5,5,4,3,3,5,5,5,5,4,2,2,2,3,2,3,5,4,4,5,4,3,4,1,1095
2021-06-09T12:53:00,R_2rTJ870olvz6Mw4,EN,4,4,4,4,4,4,3,4,3,NA,4,4,4,NA,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,5,4,5,4,4,3,3,4,4,4,4,4,4,4,4,4,NA,4,4,4,3,3,NA,NA,4,4,3,4,NA,4,4,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,4,1155
2021-06-09T12:53:00,R_pxYb5ql3FcVwU7f,EN,4,4,5,5,5,4,4,5,4,2,4,4,4,4,3,4,4,3,5,2,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,2,2,2,3,3,3,3,2,4,3,2,3,2,3,3,3,3,3,4,2,2,2,951
