RecordedDate,ResponseId,UserLanguage,District,school,dist & school concat,DESE ID,t-prep-q1,t-prep-q2,t-prep-q3,t-pcom-q1,t-pcom-q2,t-pcom-q3,t-pcom-q4,t-pcom-q5,t-ieff-q1,t-ieff-q2,t-ieff-q3,t-ieff-q4,t-qupd-q1,t-qupd-q2,t-qupd-q3,t-qupd-q4,t-coll-q1,t-coll-q2,t-coll-q3,t-prtr-q1,t-prtr-q2,t-prtr-q3,t-inle-q1,t-inle-q2,t-inle-q3,t-pvic-q1,t-pvic-q2,t-pvic-q3,t-psup-q1,t-psup-q2,t-psup-q3,t-psup-q4,t-acch-q1,t-acch-q2,t-acch-q3,t-reso-q1,t-reso-q2,t-reso-q3,t-reso-q4,t-reso-q5,t-sust-q1,t-sust-q2,t-sust-q3,t-sust-q4,t-curv-q1,t-curv-q2,t-curv-q3,t-curv-q4,t-cure-q1,t-cure-q2,t-cure-q3,t-cure-q4,t-peng-q1,t-peng-q2,t-peng-q3,t-peng-q4,t-ceng-q1,t-ceng-q2,t-ceng-q3,t-ceng-q4,t-sach-q1,t-sach-q2,t-sach-q3,t-psol-q1,t-psol-q2,t-psol-q3,t-expa-q2,t-expa-q3,t-phya-q2,t-phya-q3
2020-01-07T12:58:0,R_2uF0fPux6ajspBn,EN,6,7,67,03440505,5,5,5,4,5,4,2,2,5,5,5,5,1,2,1,1,3,4,5,2,2,2,2,3,2,4,5,4,5,4,5,4,4,5,3,2,2,2,3,5,4,2,3,3,4,5,5,5,5,5,5,5,5,5,5,5,3,4,3,5,5,4,4,5,5,5,3,4,4,5
2020-01-07T12:49:0,R_2wtyvrzUbzieY8l,EN,6,7,67,03440505,4,4,5,2,2,5,1,1,5,5,4,5,1,2,1,2,2,4,1,2,2,1,3,2,2,2,3,2,3,3,4,2,3,2,4,3,3,2,3,5,2,2,3,3,5,2,5,3,3,4,3,4,5,5,4,1,1,4,2,3,4,5,3,4,3,3,4,4,3,5
2020-01-07T13:8:0,R_2YVuYy7Pq86WoGi,EN,6,7,67,03440505,5,5,5,2,2,2,1,2,4,4,5,4,2,2,2,3,2,1,2,4,4,3,2,2,2,3,3,3,3,4,4,4,4,3,3,3,3,4,3,5,3,3,3,3,3,4,5,4,3,4,3,3,5,5,4,5,2,3,2,4,4,5,4,1,2,3,3,5,3,4
2020-01-07T13:17:0,R_24IxjCpeq3g16Zf,EN,6,7,67,03440505,4,4,4,4,4,3,3,4,5,4,3,3,3,3,3,3,3,3,3,4,4,5,4,4,3,3,2,4,3,3,3,3,3,3,3,4,3,3,3,4,5,3,3,3,4,4,4,4,3,4,4,4,5,5,3,1,4,4,2,4,4,4,4,2,4,3,4,4,1,4
2020-01-07T14:2:0,R_3nl8Kw5aOIwKUvr,EN,6,7,67,03440505,4,4,5,4,4,5,4,3,4,4,4,3,3,3,4,3,3,3,3,3,4,3,4,3,3,3,3,4,3,4,3,3,4,3,4,3,4,4,4,4,3,3,3,3,4,5,4,4,4,4,3,4,3,3,3,2,3,3,3,3,3,4,4,3,3,4,3,5,3,5
2020-01-07T14:7:0,R_6QkgrD6DdQRdBjb,EN,6,7,67,03440505,5,5,4,2,4,4,3,2,3,2,5,3,4,3,1,3,3,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,5,4,3,4,5,4,4,5,5,1,1,1,3,2,5,5,3,5,4,4,4,4,4,3,3,4,4,3,4,3,4
2020-01-07T12:40:0,R_1itb3KxZbBpKKgg,EN,6,7,67,03440505,5,5,3,4,4,5,4,3,5,5,4,4,3,1,3,2,2,4,3,1,1,2,2,1,1,2,2,3,3,4,4,3,4,3,4,4,4,4,4,4,4,1,4,2,5,4,4,4,1,2,2,4,5,4,4,4,5,4,2,3,4,5,4,4,4,4,3,4,4,5
2020-01-08T7:46:0,R_7WH3e4rYz92DzSV,EN,6,7,67,03440505,4,4,4,4,4,3,4,2,4,4,4,3,2,2,2,3,2,2,3,5,5,5,4,4,4,3,3,4,4,4,4,4,4,3,4,3,3,2,3,4,2,,2,3,4,4,4,3,2,1,2,3,3,3,3,3,3,4,3,4,4,4,4,3,3,3,3,4,3,4
2020-01-07T12:32:0,R_1JXUn3W9JwFSnXy,EN,6,7,67,03440505,4,4,4,3,3,5,4,1,4,4,4,4,4,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,4,4,4,3,4,3,4,2,2,3,3,4,3,3,3,3,3,3,4,4,2,2,2,4,5,4,4,4,2,3,4,3,3,4,3,2,3,3,5,5,4,5
2020-01-07T14:7:0,R_3NJlcG5uv1Bs66n,EN,6,7,67,03440505,5,4,5,4,3,3,3,2,4,4,4,3,2,1,2,3,5,3,4,4,3,4,3,2,3,3,3,4,4,4,5,3,4,3,4,2,2,2,3,4,2,2,3,2,4,4,5,3,1,1,1,3,2,4,3,1,4,4,2,3,3,4,4,3,4,3,2,5,2,5
2020-01-07T14:7:0,R_Qmu0lebkwXFCNYl,EN,6,7,67,03440505,5,5,4,4,4,5,3,3,4,4,4,4,4,4,5,4,3,,4,4,4,4,3,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,,,2,4,4,3,4,4,4,4,4,3,3,3,5,3,5
2020-01-07T14:8:0,R_3FJS7YZZ2YUmOjG,EN,6,7,67,03440505,4,5,4,5,5,5,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,4,5,4,5,3,4,4,4,4,5,3,3,3,4,4,5,5,4,4,4,4,4,3,4,4,5,5,5,5,4,5,4,4,4,4,4,4,3,5
2020-01-07T14:7:0,R_2dWJrOwkAd98xlD,EN,6,7,67,03440505,5,5,5,3,2,5,2,2,5,4,5,5,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,5,4,4,3,4,2,3,4,4,3,4,4,5,2,4,3,3,3,3,4,3,5,4,5,2,3,2,3,4,4,4,4,4,4,3,5,4,5
2020-01-07T14:8:0,R_yD4KGPCQIsPzRJf,EN,6,7,67,03440505,5,5,5,4,4,5,4,2,5,4,5,4,3,3,2,2,5,4,5,4,4,5,4,4,5,3,3,4,3,3,4,4,5,4,4,3,3,3,4,5,4,3,4,4,5,4,3,4,5,5,4,5,5,5,4,2,5,5,3,4,5,5,5,4,4,4,3,4,4,5
2020-01-07T14:53:0,R_bjilqxiPHjmHNfj,EN,6,7,67,03440505,4,5,4,4,4,5,3,4,4,4,4,4,3,3,3,3,3,3,4,3,3,2,3,3,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,5,5,4,4,4,4,4,4,4,4,5,5,5,5,3,3,3,3,4,4,4,4,3,4,4,4,4,4
2020-01-07T12:55:0,R_24H05NwEnL2wf7M,EN,6,7,67,03440505,3,3,3,2,2,5,2,3,3,4,4,4,4,4,4,4,3,3,3,4,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,2,4,3,3,3,2,3,3,4,4,4,4,4,4,4,2,3,3,4,4,4,4,4,3,3,3,3,3,3,3
2020-01-07T14:14:0,R_3htlKnAFkiF7GL8,EN,6,7,67,03440505,5,5,5,4,4,5,1,3,5,5,5,4,2,1,2,3,5,5,3,2,3,3,3,2,2,3,3,3,3,4,4,3,3,1,3,4,4,5,4,4,4,4,4,4,3,3,5,5,3,3,4,3,4,3,4,,,,,4,4,4,4,3,2,4,,,,
2020-01-07T14:10:0,R_1IWSieTTQYtuP8v,EN,6,7,67,03440505,4,5,5,4,4,5,3,2,4,4,4,4,3,4,3,4,4,4,4,5,5,4,4,4,3,3,3,4,5,4,5,4,4,4,4,3,3,3,5,5,5,3,5,4,4,4,4,4,3,3,3,4,5,3,3,2,3,5,3,4,4,5,4,3,4,4,,,,
2020-01-07T14:12:0,R_1CjTdv8361RWTKh,EN,6,7,67,03440505,5,5,4,4,4,3,3,3,4,4,3,3,3,2,2,3,4,3,4,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,5,3,4,3,2,5,4,3,3,3,3,4,4,4,4,4,3,4,4,4,4,,2,4,3,4,3,3,3,3,3,3,,,3,5
2020-01-08T7:27:0,R_NUU5pXI1MH1Dh0B,EN,6,7,67,03440505,4,5,5,4,3,3,4,2,4,4,5,5,4,4,4,4,4,3,4,5,4,4,4,4,4,5,5,4,4,4,4,4,5,4,4,4,5,5,4,4,4,3,4,5,4,5,4,4,5,4,5,5,5,3,4,4,4,4,4,4,4,5,5,4,4,4,3,5,5,5
2020-01-07T12:34:0,R_2CZHhbl2iMuyXqi,EN,6,7,67,03440505,5,5,5,3,3,3,3,2,5,5,5,5,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4,4,4,5,3,4,4,4,4,4,5,3,3,4,4,4,5,5,4,4,3,4,4,4,4,4,3,4,4,3,4,4,5,4,4,4,3,3,4,3,5
2020-01-07T12:38:0,R_3RkF14H7XTCQzBO,EN,6,7,67,03440505,3,3,4,4,3,3,3,1,4,3,4,4,3,3,2,3,3,3,3,4,3,4,4,4,2,3,4,4,3,3,3,4,4,4,5,4,4,4,4,5,3,4,4,4,4,4,4,4,3,3,3,3,5,4,5,4,3,4,3,4,3,4,4,3,4,4,3,5,4,5
2020-01-07T12:39:0,R_1Qhbzq3TZjvZowP,EN,6,7,67,03440505,5,5,5,4,4,3,1,1,5,4,5,3,2,2,2,2,3,5,3,5,5,4,3,3,4,4,4,4,3,3,4,3,3,4,5,3,4,4,5,5,4,4,4,4,4,5,5,4,2,1,3,2,2,2,2,1,3,4,1,3,3,3,3,3,3,3,3,5,3,3
2020-01-07T14:12:0,R_PAiAsAytAzlSRUZ,EN,6,7,67,03440505,4,4,4,5,4,5,4,2,4,3,3,4,3,4,4,3,5,3,5,4,4,4,5,4,4,5,5,5,4,5,5,4,5,3,4,4,4,4,4,5,4,5,5,5,3,4,4,5,4,3,3,3,2,5,5,5,4,5,4,4,4,2,2,3,2,5,4,5,3,5
2020-01-07T14:12:0,R_3npCjusiECgqJNI,EN,6,7,67,03440505,5,5,5,4,4,5,4,3,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,4,4,2,3,3,3,3,4,3,5,5,5,3,3,3,4,5,3,3,4,4,5,5,5,5,4,4,4,4,5,4,4,3,5,5,4,5,2,3,3,4,2,3,3,3,3,4
2020-01-07T12:48:0,R_25zpgNQ6u7WNEq6,EN,6,7,67,03440505,5,5,5,4,4,3,3,2,4,4,4,4,3,2,2,3,5,5,3,3,4,3,3,3,3,3,4,3,4,4,4,3,4,3,4,3,3,3,4,4,3,2,4,3,4,2,4,3,5,5,3,5,2,4,3,1,4,4,1,3,4,4,4,4,4,4,3,5,3,5
2020-01-07T14:12:0,R_6xppjNcqpq4i32F,EN,6,7,67,03440505,5,5,5,3,3,5,3,2,5,5,5,4,4,5,5,5,5,4,3,4,4,4,5,3,4,3,3,3,4,4,4,4,4,3,4,3,5,4,5,4,3,1,1,3,4,4,5,5,4,5,5,5,5,2,3,2,3,4,2,5,4,4,3,4,4,5,4,5,4,5
2020-01-07T14:13:0,R_33r3E9qTII6nG2w,EN,6,7,67,03440505,5,5,4,4,3,4,4,1,4,4,5,4,3,3,3,3,5,4,4,5,5,4,4,4,4,3,3,4,4,4,4,4,5,5,5,5,4,4,3,5,4,3,4,4,5,5,5,5,2,1,2,3,5,4,3,2,4,4,4,4,5,5,5,3,4,5,5,5,3,5
2020-01-07T13:43:0,R_4Z5XvX7wQZhEXKx,EN,6,7,67,03440505,5,4,5,5,5,5,5,,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,3,3,3,4,3,3,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,3,4,3,3,1,4,4,5,3,3,3,4,3,4,3,4,4,5,5,5,4,4
2020-01-07T13:21:0,R_3h3o1Ub8bAjadaI,EN,6,7,67,03440505,5,5,5,1,3,2,2,1,5,5,5,3,3,1,2,1,3,1,4,5,5,4,3,1,3,5,5,5,3,3,5,4,5,4,5,3,4,4,4,5,3,5,5,5,4,3,5,5,1,1,2,1,3,5,4,1,2,3,1,2,5,5,5,3,4,3,5,5,4,5
2020-01-07T14:18:0,R_24cUA7XQOicINNu,EN,6,7,67,03440505,3,5,3,4,4,4,3,3,3,3,4,5,4,4,4,4,2,4,4,2,3,5,5,4,3,3,4,3,3,2,4,3,4,4,4,4,4,3,4,5,4,3,4,4,3,4,3,4,4,4,4,4,3,3,3,2,4,3,4,4,4,4,4,3,4,2,3,3,3,4
2020-01-07T13:29:0,R_1gcN222BTHu98UE,EN,6,7,67,03440505,5,5,5,4,4,3,3,2,4,3,4,4,2,2,2,3,3,2,3,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,3,3,5,4,5,4,3,3,3,3,2,3,4,2,2,3,3,2,4,5,5,3,3,4,4,4,4,5
2020-01-07T14:15:0,R_2pQx9ygCBSffFAk,EN,6,7,67,03440505,4,4,4,4,3,3,3,2,4,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,NA,NA,,4,4,4,4,3,3,4,3,3,3,3,4,3,2,,3,3,4,3,4,3,3,2,2,2,4,4,2,3,3,2,3,3,4,3,2,3,3,3,4,3,5
2020-01-07T13:7:0,R_2uOMUbNsl6Qquqw,EN,6,7,67,03440505,5,5,4,2,4,4,4,2,4,4,5,4,4,4,4,4,3,4,5,5,5,5,4,4,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,2,5,5,4,4,3,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,3,2,3
2020-01-07T14:16:0,R_pisBIXbvCZ1quhH,EN,6,7,67,03440505,5,5,4,4,4,4,3,2,4,4,4,4,4,3,2,2,3,3,4,3,2,2,3,3,2,3,3,4,3,3,4,3,4,3,3,3,3,2,4,4,4,4,3,3,3,4,4,3,3,3,3,4,3,3,3,3,2,3,2,3,3,4,3,3,4,3,3,4,4,5
2020-01-07T13:5:0,R_3hF3NUJswiLHYuL,EN,6,7,67,03440505,5,5,5,4,4,4,4,2,4,3,4,4,3,5,3,4,3,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,5,2,5,4,5,5,4,5,5,3,5,5,5,5,5,4,4,4,5,5,5,5,4,4,2,3,2,5,5,5,5,4,4,4,4,5,4,5
2020-01-07T12:42:0,R_3nDyy8Pq51Xyqp9,EN,6,7,67,03440505,5,4,5,5,4,5,4,1,4,4,5,4,4,4,3,3,4,3,3,3,2,2,3,2,2,3,3,3,4,4,4,3,5,3,5,3,4,3,3,4,5,3,4,4,4,3,5,5,4,5,3,4,2,5,4,2,2,4,3,3,4,4,4,4,4,4,4,5,4,5
2020-01-07T12:42:0,R_3k5GaJkSTLe8N6I,EN,6,7,67,03440505,5,5,5,3,2,5,1,2,4,5,2,4,1,3,1,1,3,3,4,2,4,1,4,4,3,5,5,4,4,4,4,4,5,3,5,1,1,2,1,4,5,3,5,5,2,5,5,3,2,2,5,2,4,3,4,4,4,4,3,4,4,4,4,4,4,3,2,4,3,3
2020-01-07T14:1:0,R_231TiYsxhXqavVs,EN,6,7,67,03440505,5,5,5,4,4,5,4,3,5,4,5,4,3,4,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,3,4,5,4,4,4,3,5,4,4,4,2,4,4,4,4,4,4,4,3,3,3,3,5,3,5
2020-01-07T13:16:0,R_1Eh9s8IgOvyFLMV,EN,6,7,67,03440505,5,5,5,5,5,5,3,4,4,4,4,5,4,4,4,1,4,4,4,2,1,2,2,2,4,3,3,4,5,4,5,4,3,3,4,4,4,4,4,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,3,5,5,3,4,4,5,5,4,5,4,5,5,5,5
2020-01-07T12:45:0,R_ONGGpLi1Mp6i5FL,EN,6,7,67,03440505,5,5,5,4,3,5,3,1,4,4,4,3,3,4,3,3,2,3,3,4,4,3,4,3,4,4,2,3,3,3,4,3,4,4,5,4,4,4,5,5,4,3,4,5,3,3,5,4,2,2,4,3,5,5,5,2,4,4,2,4,4,4,4,3,3,4,4,5,3,5
2020-01-07T13:24:0,R_240Dc2C9ZVxhWMj,EN,6,7,67,03440505,5,5,5,2,2,4,1,4,5,5,5,4,3,3,2,3,2,3,3,2,2,2,2,3,2,3,NA,4,4,4,3,4,5,3,5,5,5,5,5,4,5,3,4,4,4,4,5,5,4,2,1,1,2,5,5,4,5,2,4,3,4,4,4,4,3,3,5,5,3,
2020-01-07T13:33:0,R_3hAZR5cLkznYdrj,EN,6,7,67,03440505,5,5,5,4,4,4,3,2,4,3,4,3,2,2,2,2,2,4,3,3,3,4,4,4,3,3,3,4,4,4,4,3,3,3,2,3,3,2,4,5,3,4,4,4,2,4,4,4,3,2,3,3,3,4,3,2,3,3,3,3,4,3,3,3,4,3,4,5,4,4
2020-01-07T13:59:0,R_3g4R47UpnNIROrF,EN,6,7,67,03440505,5,4,5,4,4,2,4,4,4,4,4,4,4,4,3,3,1,1,2,5,5,5,4,4,4,4,4,5,3,3,4,4,4,4,4,3,4,3,4,5,4,4,3,3,3,5,5,4,3,4,4,4,3,3,3,1,4,4,3,4,4,5,5,4,4,3,3,3,2,2
2020-01-07T14:1:0,R_3PYWcUt30KYDJaO,EN,6,7,67,03440505,5,5,5,4,3,3,2,2,5,3,3,3,3,2,2,2,4,4,3,5,4,4,4,4,3,4,4,4,4,3,4,4,3,2,2,4,3,3,3,3,3,3,3,3,4,2,4,4,2,2,2,2,3,2,2,2,3,2,3,3,4,3,3,2,3,3,3,4,3,4
2020-01-07T13:59:0,R_3JlKrChjgqgdBIq,EN,6,7,67,03440505,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2020-01-07T14:4:0,R_3HGt1v8z28YbI0e,EN,6,7,67,03440505,5,5,5,4,3,4,4,3,5,4,4,4,2,2,2,2,4,2,3,5,4,4,4,4,4,3,3,4,4,4,4,4,4,3,5,3,3,3,4,4,4,3,4,4,4,4,5,4,2,3,2,2,4,3,4,2,4,2,3,3,4,5,4,3,4,4,3,3,3,3
2020-01-07T13:56:0,R_VVd5AIGWdsAdkTD,EN,6,7,67,03440505,5,5,5,4,4,5,5,3,5,4,4,4,3,3,3,3,4,4,4,3,3,3,3,3,2,4,4,4,4,,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,4,4,4,3,4,4,3,4,4,4,4,4,4,4,5,5,3,5
2020-01-07T14:3:0,R_Z3K5HP3HoTDmiYN,EN,6,7,67,03440505,5,4,4,4,3,5,3,2,4,4,4,3,3,3,4,5,2,4,3,2,3,2,4,4,3,2,2,3,3,3,3,3,4,3,5,3,2,3,3,4,3,3,2,2,4,4,5,5,1,2,4,3,5,4,4,4,3,3,5,3,3,5,3,2,4,4,4,5,3,5
2020-01-07T14:3:0,R_3r2WYL9wOYi0dJD,EN,6,7,67,03440505,4,4,4,3,2,3,3,2,4,4,4,4,2,2,2,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,5,3,3,3,3,3,4,4,2,2,2,2,3,2,3,2,2,4,4,3,3,3,4,4,4,4,3,3,4,3,5
2020-01-07T13:1:0,R_2OUTeGTsbFWCkdc,EN,6,7,67,03440505,5,5,4,3,3,5,4,1,3,4,5,4,2,3,1,2,2,3,3,4,3,3,5,4,3,4,5,4,4,3,4,4,3,3,5,3,4,4,3,4,3,2,3,3,4,4,4,4,4,4,3,4,5,4,4,3,3,4,3,3,4,1,5,3,3,3,3,4,4,5
2020-01-07T13:7:0,R_3I9xXxeXMOm3vnR,EN,6,7,67,03440505,5,4,4,3,3,4,3,2,5,5,4,4,1,2,2,2,4,3,3,2,3,2,3,2,1,3,3,3,4,4,4,4,5,4,5,3,3,2,4,4,3,3,4,4,4,4,5,4,4,4,3,4,4,3,3,1,2,3,3,3,4,4,4,3,4,4,2,5,4,5
2020-01-07T13:14:0,R_22xiUeYRUyaRmAV,EN,6,7,67,03440505,4,4,4,4,4,5,3,3,4,4,5,2,3,3,3,3,3,3,4,4,3,4,4,4,4,3,3,3,2,2,3,2,3,4,4,3,3,2,3,4,4,3,3,3,3,4,4,3,2,2,3,4,5,3,4,1,3,3,4,4,3,3,3,2,2,3,4,4,3,5
2020-01-07T13:53:0,R_A7nIFzSDsseqxUZ,EN,6,7,67,03440505,4,4,4,5,4,2,2,2,3,4,3,4,3,3,3,2,1,,1,3,3,4,4,4,3,3,3,4,3,4,4,4,4,2,5,1,4,3,3,4,5,1,5,4,,,5,3,,4,1,4,5,4,3,1,2,4,3,3,3,4,3,4,3,4,4,5,4,5
2020-01-07T14:7:0,R_3Oz0UT7OT0Wi81P,EN,6,7,67,03440505,5,5,5,5,4,4,4,1,5,5,5,5,2,2,2,2,4,3,4,5,5,5,4,4,4,3,4,4,5,5,5,4,5,4,5,2,2,2,2,4,3,2,4,4,4,4,5,4,4,4,4,4,3,5,4,2,4,4,4,4,4,4,5,3,4,4,3,5,4,5
2020-01-07T14:8:0,R_afMA6sq6pl9mlLH,EN,6,7,67,03440505,4,5,5,3,2,3,4,1,4,3,4,4,3,3,4,3,1,3,3,4,4,4,4,4,3,3,3,2,3,3,3,3,4,3,4,3,4,2,3,4,4,1,3,3,4,3,4,4,4,3,3,4,4,3,3,2,2,4,2,4,3,4,4,3,3,3,4,5,4,5
2020-01-07T15:18:0,R_OMVnSl338AnBUGd,EN,6,7,67,03440505,5,5,5,5,5,3,2,1,4,4,4,4,3,3,4,4,4,4,5,2,3,3,1,2,2,3,3,4,3,3,4,4,4,3,5,3,3,2,3,3,3,2,2,2,4,4,5,5,4,4,3,4,2,3,3,2,3,4,2,4,4,4,4,5,4,4,5,5,5,5
2020-01-07T18:17:0,R_1oi42fPH6TBL49q,EN,6,7,67,03440505,5,5,5,5,4,5,4,2,5,5,5,5,2,3,3,2,5,5,5,5,5,5,4,4,2,3,3,3,3,3,3,3,4,3,3,2,1,1,5,5,4,3,4,3,5,5,5,4,5,5,5,5,2,5,5,2,3,5,5,4,4,4,4,5,4,5,5,5,3,5
2020-01-08T6:56:0,R_21BeyLxvjCel1pP,EN,6,7,67,03440505,4,3,5,4,4,3,4,2,3,2,4,4,3,3,3,4,3,3,4,5,5,5,5,4,3,3,3,2,3,4,4,3,3,3,3,3,3,3,4,5,4,4,5,5,3,4,4,4,4,3,3,3,1,4,4,5,3,4,3,4,3,2,3,3,4,3,3,3,4,4
2020-01-08T7:53:0,R_3aqX4BAZvbVWv17,EN,6,7,67,03440505,5,3,4,3,4,4,3,,4,3,4,3,,,,4,,,4,4,4,,4,4,3,3,NA,4,4,4,4,4,3,3,4,,2,,3,4,3,3,3,3,,,,,,,,,,4,4,,,4,4,4,3,4,4,4,3,3,3,3,3,5
2020-01-08T11:59:0,R_2P7pZor01ZTiwgB,EN,6,7,67,03440505,5,5,5,4,4,5,5,2,5,5,5,5,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,5,5,4,5,4,4,4,5,5,4,3,4,4,5,5,5,5,4,4,4,5,2,3,3,1,4,5,3,5,5,5,4,4,4,3,4,5,3,4
2020-01-15T5:49:0,R_1iePzXZP23unBDT,EN,6,6,66,03440305,,,,4,3,5,3,,,,,,,,,,4,4,4,5,4,4,,,,NA,NA,,,,,,4,3,4,3,5,4,3,4,4,3,4,3,,,,,,,,,,,,,3,4,4,4,,4,4,,,,3,4,,
2020-01-14T14:19:0,R_2xWOCLAsxN2XRTB,EN,6,6,66,03440305,5,5,5,4,2,5,,2,4,,5,,,,,,,,,,,,3,3,,2,2,3,3,3,4,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,3
2020-01-07T14:17:0,R_VVAvAdJkJUy2ECZ,EN,6,6,66,03440305,3,3,3,4,2,4,2,1,2,3,3,3,2,2,1,3,3,4,3,2,1,2,2,1,1,3,4,4,4,4,4,3,2,3,3,4,4,3,2,3,3,2,2,2,2,2,2,2,3,4,2,2,3,3,3,2,4,3,4,1,4,4,4,3,3,2,2,2,2,3
2020-01-07T14:23:0,R_2CPzCrNOuQoibTQ,EN,6,6,66,03440305,5,5,5,4,3,3,5,2,5,5,5,5,4,5,5,5,4,5,4,5,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,5,5,5,5,5,4,4,4,4,5,5,5,5,4,3,,,3,5,5,3,4,4,4,4,5,5,5,4,4,4,2,4,4,4
2020-01-07T14:17:0,R_3L84QBLRAKXIr0d,EN,6,6,66,03440305,5,4,5,3,3,4,3,2,4,4,4,4,3,3,3,3,4,3,4,4,3,3,3,4,2,3,3,3,3,4,4,3,4,4,2,3,3,4,1,1,4,3,3,3,3,2,4,4,4,4,4,5,5,5,5,5,3,4,3,4,3,4,4,4,4,4,3,3,3,3
2020-01-07T14:17:0,R_1qWJl0HnyxTQcSy,EN,6,6,66,03440305,4,4,4,4,4,5,4,3,4,4,4,4,4,4,3,4,4,2,3,4,3,5,4,4,4,3,3,4,4,4,4,4,4,4,4,4,5,5,3,4,4,3,4,4,3,3,4,4,5,5,5,5,5,3,3,5,3,3,3,3,4,4,4,3,4,4,4,5,4,4
2020-01-07T14:17:0,R_1gzEIZ8pw8pptcM,EN,6,6,66,03440305,5,5,5,4,4,5,5,3,4,3,4,4,3,5,3,4,4,2,4,4,3,3,3,3,2,3,3,3,3,3,4,3,4,4,4,3,4,4,4,4,4,3,2,2,4,4,4,4,3,3,3,4,5,3,3,3,3,3,3,3,4,4,4,2,3,3,2,3,3,4
2020-01-07T14:18:0,R_2U3HsxEc3YZHVYQ,EN,6,6,66,03440305,5,5,5,4,4,5,5,5,5,5,4,4,1,2,2,3,5,5,4,4,4,4,3,3,4,4,4,5,5,5,5,4,5,4,3,3,3,3,2,2,3,3,3,3,4,5,5,5,5,5,5,5,5,3,3,2,2,4,4,4,4,4,4,4,4,4,3,4,3,4
2020-01-07T14:17:0,R_yIKunjfjXU54QJX,EN,6,6,66,03440305,5,5,5,4,4,4,3,3,5,4,4,5,4,4,4,4,4,2,4,2,1,2,4,3,2,3,3,3,4,4,4,3,4,5,4,4,4,4,4,4,4,2,3,5,4,3,4,4,3,4,4,4,5,1,3,2,3,4,2,3,4,4,3,3,3,4,3,3,3,3
2020-01-07T14:17:0,R_1gv8mzqRVjEIXGr,EN,6,6,66,03440305,5,4,4,3,2,4,1,2,5,5,5,3,4,3,4,3,2,1,2,1,2,2,1,2,1,3,3,4,3,3,4,3,3,3,3,2,2,2,2,3,3,2,3,1,4,3,4,2,2,3,2,3,5,3,3,2,1,3,2,3,3,2,2,3,3,3,3,4,2,3
2020-01-07T14:18:0,R_2SHmoa0CvIsdhR9,EN,6,6,66,03440305,5,4,4,4,4,5,4,2,4,4,4,4,4,3,3,4,4,3,5,3,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,2,3,4,2,4,4,4,4,5,4,4,4,4,5,5,4,4,3,3,4,3,3,4,4,4,4,4,4,3,4,3,4
2020-01-07T14:18:0,R_2zGav2MXNkUIgcy,EN,6,6,66,03440305,5,5,5,2,1,3,1,1,5,5,5,5,1,1,1,1,3,2,2,2,1,2,1,2,1,4,3,3,4,3,4,3,3,3,3,3,2,1,1,1,3,1,1,2,5,3,5,3,2,2,2,2,5,1,1,1,3,2,1,3,4,5,4,3,3,5,4,4,3,3
