StartDate,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,language,district,t-prep-q1,t-prep-q2,t-prep-q3,t-pcom-q1,t-pcom-q2,t-pcom-q3,t-pcom-q4,t-pcom-q5,t-qupd-q3,t-qupd-q2,t-qupd-q1,t-qupd-q4,t-coll-q1,t-coll-q2,t-coll-q3,t-prtr-q1,t-prtr-q2,t-prtr-q3,t-inle-q1,t-inle-q2,t-inle-q3,t-pvic-q1,t-pvic-q2,t-pvic-q3,t-psup-q1,t-psup-q2,t-psup-q3,t-psup-q4,t-acch-q1,t-acch-q2,t-acch-q3,t-reso-q1,t-reso-q2,t-reso-q3,t-reso-q4,t-reso-q5,t-sust-q1,t-sust-q2,t-sust-q3,t-sust-q4,t-curv-q1,t-curv-q2,t-curv-q3,t-curv-q4,t-cure-q1,t-cure-q2,t-cure-q3,t-cure-q4,t-peng-q1,t-peng-q2,t-peng-q3,t-peng-q4,t-ceng-q1,t-ceng-q2,t-ceng-q3,t-ceng-q4,t-sach-q1,t-sach-q2,t-sach-q3,t-psol-q1,t-psol-q2,t-psol-q3,t-expa-q2,t-expa-q3,t-phya-q2,t-phya-q3,X.1,Q131,Q132,,Q83_1,Q84_1,,DESE ID
3/27/18 8:59,100,767,TRUE,2018-03-27T9:11:0,R_6RaTxf7DrS7TOXn,EN,Boston,3,3,4,4,3,4,1,2,2,1,3,1,4,3,2,2,1,2,1,1,1,2,2,2,3,3,3,2,2,3,1,3,4,4,3,3,3,5,3,3,3,3,2,2,4,3,4,4,3,1,2,2,4,3,3,3,3,2,2,4,3,4,3,5,3,4,NA,4,3,,9,7,,350074
3/26/18 11:13,100,79181,TRUE,2018-03-27T9:13:0,R_3nDhJofI16p1pq7,EN,Boston,5,4,5,5,5,5,5,5,4,4,5,4,2,4,5,4,4,5,4,4,4,4,5,4,5,5,5,4,3,2,3,3,3,4,2,2,5,5,5,5,4,4,3,5,4,2,2,2,3,4,1,2,5,4,5,5,5,3,4,4,4,4,4,4,4,5,NA,3,3,,9,6,,350004
3/27/18 9:07,100,604,TRUE,2018-03-27T9:18:0,R_spdCc6WchQ6U7Rf,EN,Boston,5,5,5,2,2,3,1,1,2,2,2,2,1,1,2,2,2,4,1,1,2,3,4,3,3,2,3,3,2,2,3,3,3,3,3,3,4,4,5,4,4,4,4,3,4,3,5,4,2,1,1,1,4,3,1,2,3,3,3,3,3,4,3,4,3,4,NA,4,3,,9,7,,350658
3/27/18 9:09,100,506,TRUE,2018-03-27T9:18:0,R_5o35qYlOGSLcTG9,EN,Boston,5,4,5,3,3,5,2,5,2,2,1,2,4,4,4,3,3,3,3,4,3,2,1,1,3,,4,2,3,3,3,4,5,4,3,3,3,3,3,3,3,4,3,4,5,5,5,5,1,3,4,5,5,5,4,5,5,4,4,4,4,4,3,3,2,2,NA,4,3,,4,,,350375
3/27/18 9:10,100,976,TRUE,2018-03-27T9:26:0,R_D7fIyGN0jGCZJId,EN,Boston,5,5,5,3,3,3,3,4,5,5,4,3,4,4,4,4,5,5,4,3,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,4,3,5,4,4,5,3,5,4,3,4,5,3,1,2,1,3,4,3,4,3,2,3,5,4,3,3,5,3,5,NA,3,3,,9,4,,4110305
3/27/18 8:34,100,3541,TRUE,2018-03-27T9:33:0,R_21nbYB0A9hIwiMw,EN,Boston,5,4,5,4,3,5,4,3,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,4,4,4,5,4,2,3,1,2,2,1,3,2,3,4,1,1,3,3,2,3,5,5,5,5,3,2,2,3,3,1,1,1,5,1,3,1,3,4,3,3,4,4,NA,2,2,,9,9,,350062
3/27/18 9:31,100,633,TRUE,2018-03-27T9:41:0,R_CfDROgJerlvWP1n,EN,Boston,5,4,4,4,3,4,3,3,4,3,3,4,4,4,4,5,4,4,3,3,4,3,4,4,4,3,4,3,4,3,3,3,2,3,1,1,4,3,5,4,4,4,4,4,4,4,4,4,2,3,3,2,4,4,3,4,3,2,3,4,4,4,4,5,3,4,NA,3,3,,8,6,,350565
3/27/18 9:34,100,833,TRUE,2018-03-27T9:48:0,R_3qO7fKAJpwetndG,EN,Boston,5,5,5,2,2,5,1,3,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5,4,3,3,4,4,3,3,4,2,1,1,3,2,3,1,1,2,5,4,5,3,4,4,4,5,3,3,3,2,4,4,4,4,5,3,4,4,4,4,1,1,2,2,NA,4,4,,9,2,,350181
3/27/18 10:09,100,691,TRUE,2018-03-27T10:20:0,R_2rI9IaEqqftDHqA,EN,Boston,4,4,5,2,2,3,2,2,3,3,2,2,4,2,3,2,1,1,4,3,2,4,4,3,4,4,4,4,3,3,4,3,3,3,1,2,2,2,1,1,4,4,4,4,4,3,2,4,3,2,3,1,5,4,3,4,3,3,3,3,3,3,1,2,2,3,NA,4,3,,8,8,,350156
3/27/18 10:56,100,643,TRUE,2018-03-27T11:6:0,R_1NbxR968Dlnv3A5,EN,Boston,5,5,5,4,4,5,4,4,4,4,4,4,4,3,5,5,5,5,2,2,1,3,3,4,5,5,5,4,3,4,3,3,3,3,4,4,4,1,4,3,4,4,3,4,4,4,4,4,5,1,2,5,3,3,2,3,5,3,3,3,3,3,4,5,4,5,NA,3,3,,7,3,,350515
3/27/18 11:02,100,559,TRUE,2018-03-27T11:12:0,R_2EsdCyELp1ahhqZ,EN,Boston,5,4,4,2,2,3,4,2,1,2,2,1,2,3,4,2,1,4,2,2,2,3,3,4,4,3,4,3,3,4,2,1,3,4,2,2,3,3,5,2,3,2,4,3,4,3,3,4,1,1,1,1,4,2,2,2,3,1,1,3,2,4,1,4,1,4,NA,4,3,,8,8,,350579
3/27/18 11:15,100,466,TRUE,2018-03-27T11:23:0,R_xl6WZJZHvsH1kaZ,EN,Boston,5,5,4,3,4,4,3,2,2,3,3,2,3,2,4,5,5,4,5,3,3,4,5,5,4,4,4,4,3,3,3,5,3,3,3,4,3,4,4,4,4,5,3,3,4,4,5,5,2,1,1,1,5,5,5,3,3,2,2,4,3,4,5,5,1,2,NA,3,4,,9,6,,350549
3/27/18 11:11,100,887,TRUE,2018-03-27T11:26:0,R_1IMMwwLFGTkzNb1,EN,Boston,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,1,4,5,3,5,3,4,3,3,3,3,3,4,3,3,3,2,3,3,4,4,2,3,4,5,5,4,3,4,4,4,4,3,2,2,2,4,4,2,2,4,4,3,3,3,3,3,3,3,3,NA,4,4,,9,6,,350360
3/23/18 11:20,100,346321,TRUE,2018-03-27T11:32:0,R_1hPQWcPTIuqeHC0,EN,Boston,5,5,5,2,2,5,1,5,5,4,4,5,4,4,4,4,1,4,4,2,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,3,3,5,2,5,4,4,4,4,2,1,,1,4,4,4,4,3,1,1,4,4,5,3,4,3,5,NA,4,4,,9,5,,350575
3/20/18 10:49,54,5717,FALSE,2018-03-27T12:25:0,R_12ltDpd4vVq69Dh,EN,Boston,5,5,5,,,,,,4,5,5,5,5,5,5,5,4,3,,,,NA,NA,,,,,,4,4,4,,,,,,5,4,4,4,4,4,5,4,,,,,5,5,5,3,,,,,4,3,3,3,3,4,3,3,4,5,NA,,,,,,,350156
3/27/18 12:36,100,582,TRUE,2018-03-27T12:46:0,R_2zNGmq7TM9z2f1f,EN,Boston,4,4,4,4,4,3,4,3,3,3,2,4,2,2,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,4,4,2,1,2,4,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,4,4,5,4,4,4,4,4,4,4,3,3,4,4,NA,3,3,,7,7,,350020
3/27/18 12:42,100,791,TRUE,2018-03-27T12:55:0,R_1FhUXWagaNGoIxA,EN,Boston,4,4,5,4,4,4,3,2,4,5,5,4,4,4,4,2,2,5,3,3,4,3,3,3,2,2,2,2,4,1,3,2,4,3,3,1,2,1,2,2,4,2,2,2,4,3,3,4,4,1,2,1,3,3,2,3,3,2,2,3,3,3,1,1,2,3,NA,3,3,,9,5,,350138
3/27/18 11:57,100,3728,TRUE,2018-03-27T12:59:0,R_20ZosZYaPyOVlyd,EN,Boston,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,NA,NA,,,,,,5,5,5,5,5,4,1,,5,5,5,,5,5,,5,5,4,5,5,2,5,5,4,5,5,5,5,,,,,3,,4,4,2,2,NA,3,4,,8,8,,350036
3/27/18 12:57,100,940,TRUE,2018-03-27T13:13:0,R_BG79U5ZsE3oMAdb,EN,Boston,5,5,5,4,4,5,4,2,5,4,4,5,3,2,4,5,5,4,4,4,4,4,4,4,3,4,4,3,4,3,3,3,3,3,2,3,4,4,3,2,4,4,4,3,3,5,4,5,2,3,2,1,4,4,3,4,4,3,3,3,3,3,1,1,3,3,NA,3,3,,9,5,,350116
3/27/18 13:07,100,467,TRUE,2018-03-27T13:15:0,R_Apq7ziKOn1lro7T,EN,Boston,5,5,5,5,4,5,4,5,3,4,4,4,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,5,4,4,4,3,3,4,3,3,3,4,4,5,4,3,4,4,4,3,3,3,3,5,5,4,4,5,4,4,4,5,5,4,4,4,4,NA,3,3,,9,7,,350141
3/27/18 13:05,100,855,TRUE,2018-03-27T13:19:0,R_3iQZb3dEzNIPFH2,EN,Boston,5,5,5,4,4,4,4,3,3,4,4,4,4,4,3,2,3,4,3,3,3,3,3,3,4,3,4,2,4,4,4,3,3,5,4,1,3,3,4,3,4,4,3,4,4,4,5,5,3,2,2,2,5,4,3,5,3,3,3,3,3,4,2,2,5,5,NA,4,4,,7,6,,350579
3/27/18 13:08,100,941,TRUE,2018-03-27T13:24:0,R_2YhTbLXzPOEpqxS,EN,Boston,5,4,5,4,3,4,4,3,4,4,4,3,4,4,4,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,3,3,3,3,4,2,3,3,3,2,4,4,4,4,4,4,4,4,2,1,1,1,4,4,3,3,3,3,2,4,3,4,1,3,3,4,NA,3,3,,9,6,,350579
3/27/18 13:29,100,703,TRUE,2018-03-27T13:41:0,R_3G8tSrIMSY69O2x,EN,Boston,4,4,4,4,5,5,3,3,3,4,4,3,4,2,4,3,3,2,3,4,2,3,2,4,4,4,4,4,3,4,3,4,3,3,3,4,4,5,5,3,4,4,4,3,3,4,4,5,2,2,2,1,3,4,2,3,3,2,3,4,4,4,3,3,4,5,NA,4,3,,9,5,,350012
3/27/18 13:39,100,758,TRUE,2018-03-27T13:52:0,R_2CkdSxtjNGUEuwX,EN,Boston,4,4,5,5,5,5,4,4,4,4,3,4,4,4,4,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,3,3,3,5,4,3,4,4,4,4,5,4,4,4,4,4,2,5,5,4,5,5,5,5,4,4,4,3,4,4,3,4,4,4,NA,3,3,,8,6,,350021
3/27/18 14:16,100,483,TRUE,2018-03-27T14:24:0,R_3CnJNfnWrSm33JD,EN,Boston,5,5,5,5,5,4,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,3,3,4,4,4,5,4,4,3,5,5,5,3,2,2,4,4,4,4,4,4,5,5,4,4,5,5,5,5,5,4,3,4,2,3,4,4,4,4,4,5,3,3,3,3,NA,3,4,,9,9,,350100
3/27/18 14:39,100,383,TRUE,2018-03-27T14:45:0,R_27O1XoMRVjlM00A,EN,Boston,4,4,5,5,5,5,5,3,4,3,3,4,4,4,5,4,4,4,5,5,5,3,4,4,5,4,4,4,4,4,4,3,3,3,2,4,5,2,3,3,3,3,4,5,4,4,4,5,2,3,4,3,4,4,5,5,3,4,4,4,4,4,4,5,3,5,NA,4,4,,7,5,,350546
3/27/18 14:55,100,436,TRUE,2018-03-27T15:2:0,R_22Y4XagQxm8icud,EN,Boston,5,5,5,4,4,4,4,2,4,4,2,3,4,4,4,4,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,5,4,4,4,2,3,3,4,3,4,4,4,3,4,3,3,3,4,4,4,3,5,NA,3,3,,9,7,,350004
3/23/18 10:31,100,363066,TRUE,2018-03-27T15:22:0,R_1jdeLZ4RyPXWirH,EN,Boston,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,4,5,4,4,4,5,5,4,4,5,4,5,4,5,5,4,5,5,5,5,5,4,5,2,1,3,2,5,5,5,5,4,3,4,2,4,5,4,4,4,4,NA,4,4,,7,5,,350535
3/27/18 15:44,100,834,TRUE,2018-03-27T15:58:0,R_3ltOoWPXMhXaeXi,EN,Boston,3,4,4,5,4,4,4,3,3,4,3,3,4,3,4,3,3,4,4,4,3,3,3,2,3,4,3,2,3,3,4,3,2,3,3,2,4,3,3,3,4,4,3,3,4,3,4,4,3,5,4,3,4,5,4,4,3,2,3,4,3,3,3,3,4,4,NA,3,3,,8,7,,350374
3/27/18 15:49,100,605,TRUE,2018-03-27T15:59:0,R_XvnjtYooht9woV3,EN,Boston,4,4,4,3,3,4,1,2,3,3,4,4,3,3,4,3,5,5,4,3,3,3,3,3,4,4,3,3,3,4,4,3,4,3,2,4,4,2,4,4,4,4,4,2,5,5,5,5,2,4,2,2,2,2,2,3,3,3,2,4,4,4,3,4,3,4,NA,4,3,,9,9,,350122
3/27/18 15:57,100,527,TRUE,2018-03-27T16:6:0,R_2zNCAqmkX2bfIp7,EN,Boston,4,4,5,4,4,4,4,4,3,3,4,3,4,4,4,5,5,5,4,4,4,4,5,4,4,4,4,4,4,4,5,3,4,4,3,4,3,3,2,2,4,4,4,4,4,4,4,5,5,4,4,3,4,4,3,4,4,3,3,4,4,4,3,4,3,4,NA,4,4,,9,6,,350122
3/22/18 21:13,100,423858,TRUE,2018-03-27T18:57:0,R_1Hq9DI2WnemcNJ4,EN,Boston,4,4,5,3,3,5,2,4,4,4,4,4,4,5,4,1,1,1,3,3,5,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,3,2,3,NA,3,,,6,8,,350156
3/27/18 19:25,100,764,TRUE,2018-03-27T19:38:0,R_3G6rm9KXe6YMYCQ,EN,Boston,5,5,5,2,2,4,1,1,2,3,1,1,3,1,2,5,4,3,3,3,2,4,4,4,4,4,5,4,3,2,3,1,1,1,1,1,1,3,3,1,4,3,3,4,1,1,5,2,3,2,1,1,2,1,1,1,3,3,3,3,3,3,1,4,2,4,NA,1,3,,4,5,,350575
3/27/18 17:15,100,9975,TRUE,2018-03-27T20:1:0,R_1QLoYMwEBwducIy,EN,Boston,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,4,5,5,5,5,5,5,5,5,3,4,4,4,5,5,5,5,5,3,3,4,4,5,3,3,3,3,NA,4,4,,9,8,,350141
3/27/18 20:04,100,710,TRUE,2018-03-27T20:16:0,R_2XaiivSLLo3q1pS,EN,Boston,4,4,4,5,4,5,4,3,3,5,4,3,5,2,4,4,4,4,3,3,3,3,4,4,5,5,4,4,4,3,4,3,2,2,1,2,3,3,2,3,4,4,4,3,4,5,4,5,3,2,2,2,2,3,3,3,4,3,3,4,4,4,4,5,3,4,NA,4,2,,7,6,,350001
3/27/18 20:28,100,889,TRUE,2018-03-27T20:43:0,R_2YA5tmmSAEO4ERM,EN,Boston,5,5,5,4,4,5,5,5,4,4,3,4,4,4,4,3,3,4,4,3,2,4,5,5,4,4,4,4,4,4,3,4,3,4,3,3,5,5,5,5,3,4,4,4,4,4,4,4,2,2,2,2,3,4,3,2,4,3,3,3,4,4,4,5,2,2,NA,4,4,,9,8,,4110305
3/27/18 18:55,100,7584,TRUE,2018-03-27T21:1:0,R_PHAvXBLLapznQ9b,EN,Boston,5,4,5,4,3,5,1,4,2,3,1,3,2,1,2,1,1,1,1,1,1,3,4,4,4,3,4,3,2,1,1,2,3,4,3,3,1,2,2,1,4,3,5,2,4,4,3,5,2,2,2,1,3,2,3,2,4,3,4,1,3,3,3,4,3,4,NA,3,2,,7,5,,350257
3/23/18 23:24,100,337642,TRUE,2018-03-27T21:11:0,R_1GUZhfkYIWjUTZT,EN,Boston,5,5,5,4,5,5,4,3,4,3,4,4,4,4,5,4,4,5,5,5,4,3,4,4,4,4,5,4,4,4,3,4,3,4,3,3,4,3,5,5,4,4,4,3,4,4,5,4,3,3,3,2,4,4,3,4,5,4,4,3,4,3,3,4,3,4,NA,3,4,,9,6,,350328
3/27/18 20:57,100,861,TRUE,2018-03-27T21:12:0,R_2ZBrTM3paZVW5Fp,EN,Boston,5,5,5,5,4,5,4,3,4,5,5,5,4,3,5,5,5,5,5,5,5,3,3,4,4,5,4,4,4,3,4,3,5,3,4,1,4,1,4,4,4,4,4,3,3,4,5,5,5,1,2,2,5,3,4,3,5,3,2,3,4,5,2,2,3,3,NA,3,4,,7,,,350153
3/27/18 7:07,100,84187,TRUE,2018-03-28T6:30:0,R_9H4NPxvunDNfYsN,EN,Boston,5,4,4,5,5,5,5,5,5,4,4,4,5,5,5,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,5,5,5,5,4,3,3,4,4,4,5,4,4,4,NA,3,4,,9,9,,350122
3/27/18 8:20,100,84989,TRUE,2018-03-28T7:57:0,R_20UQO8NPwdwHEN3,EN,Boston,,,,4,4,5,3,2,3,3,3,3,5,3,5,,,,4,4,3,NA,NA,,4,4,4,3,4,4,4,3,3,2,3,3,4,3,3,3,,,,,,,,,3,,,,3,3,,,,,,,,,3,3,3,3,NA,,,,9,,,350370
3/28/18 8:53,100,785,TRUE,2018-03-28T9:6:0,R_9BKpQ7i3y72hv0J,EN,Boston,5,5,5,4,4,5,1,4,3,5,2,1,3,3,3,5,3,1,5,5,5,4,4,3,5,4,4,3,5,5,3,5,5,5,3,4,3,2,3,3,5,4,5,5,5,5,5,5,5,2,3,2,5,2,2,2,3,1,5,2,1,5,1,1,1,1,NA,4,4,,9,2,,350542
3/28/18 9:12,100,484,TRUE,2018-03-28T9:20:0,R_Zza4ZUYlMiMp47D,EN,Boston,4,4,4,2,2,3,1,2,2,2,1,2,1,4,3,1,1,2,2,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,2,1,1,2,2,3,2,2,4,3,3,2,1,1,1,3,3,1,1,3,2,1,1,1,1,1,1,3,3,NA,3,3,,9,,,350302
3/28/18 9:37,100,984,TRUE,2018-03-28T9:54:0,R_3dFmG8ehVBMKH8N,EN,Boston,4,5,4,5,2,4,4,4,5,4,3,4,1,1,1,3,1,1,3,4,3,1,3,1,3,2,2,1,2,3,2,2,2,1,2,2,1,1,2,3,4,4,3,4,4,4,3,4,4,1,1,1,4,1,2,1,1,1,1,4,1,3,3,4,4,5,NA,3,2,,7,4,,350445
3/28/18 9:46,100,819,TRUE,2018-03-28T10:0:0,R_29sHXw8UeQrzOnM,EN,Boston,5,5,5,5,5,5,5,3,3,4,4,4,5,3,5,4,4,4,5,5,5,3,4,4,5,5,5,4,4,4,4,4,3,4,4,3,5,4,4,4,5,5,5,5,4,4,4,4,4,3,3,3,5,5,4,5,3,2,3,4,4,4,3,3,3,4,NA,4,4,,9,9,,350153
3/27/18 15:58,100,67535,TRUE,2018-03-28T10:43:0,R_UYqbjON8hrz2Nzz,EN,Boston,4,4,4,2,3,4,1,1,2,3,3,2,2,2,1,2,2,1,1,1,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,3,4,4,1,2,3,1,3,3,4,3,2,1,1,1,2,2,2,2,3,1,1,3,3,4,3,3,2,2,NA,3,3,,6,6,,350052
3/23/18 9:47,100,437198,TRUE,2018-03-28T11:13:0,R_3kChF8P3pGfl674,EN,Boston,4,3,4,2,2,3,3,2,3,3,3,1,3,3,3,1,1,1,1,1,1,4,4,4,3,3,3,3,1,3,4,1,1,1,2,1,3,2,2,2,2,1,1,2,3,3,3,4,2,2,2,2,3,2,1,2,4,2,3,2,1,1,2,3,3,4,NA,3,2,,7,5,,350240
3/28/18 11:23,100,545,TRUE,2018-03-28T11:32:0,R_2yrUeBPkPatrJlP,EN,Boston,4,3,4,5,5,3,4,1,2,2,2,3,3,4,4,4,4,4,4,4,4,3,2,3,3,4,3,3,4,4,4,4,3,4,3,4,3,3,3,3,4,4,4,3,4,4,4,4,2,3,2,1,3,4,2,3,4,4,3,2,4,4,1,1,4,5,NA,3,3,,8,8,,350378
3/28/18 11:36,100,477,TRUE,2018-03-28T11:44:0,R_1pXVcT79ubamgx2,EN,Boston,5,5,5,4,4,5,5,2,2,3,2,3,4,4,4,4,5,4,4,5,5,3,4,3,4,4,4,4,5,5,5,2,1,2,1,3,4,3,4,3,5,4,4,3,5,5,5,5,3,3,3,2,5,5,5,5,4,3,3,4,4,4,4,3,3,3,NA,4,4,,9,7,,350122
3/28/18 11:58,100,738,TRUE,2018-03-28T12:11:0,R_DUK5cekk7kdOEtX,EN,Boston,4,4,4,3,4,4,4,2,4,3,3,3,5,5,5,2,3,4,4,5,2,3,3,3,4,3,4,3,3,3,3,4,3,3,1,2,2,2,1,3,4,4,3,4,3,3,4,4,3,3,3,4,4,4,2,4,3,3,3,2,3,3,3,3,4,4,NA,3,4,,7,5,,350240
3/28/18 9:48,100,8764,TRUE,2018-03-28T12:14:0,R_2Pqj8rtfcomGHfz,EN,Boston,5,5,5,5,5,5,5,2,5,5,5,5,4,5,5,5,4,3,5,5,5,4,4,4,5,4,5,4,5,5,5,4,3,3,2,3,3,4,4,3,4,3,5,3,4,4,4,4,5,5,5,5,5,5,5,5,4,3,3,5,3,4,2,1,3,4,NA,4,4,,9,5,,350156
3/28/18 12:03,100,752,TRUE,2018-03-28T12:15:0,R_31NNbveEA16mjrU,EN,Boston,4,4,4,4,4,5,4,1,2,2,4,3,4,3,4,4,2,4,4,4,3,3,4,4,4,4,4,4,4,3,3,2,2,2,1,1,5,2,3,3,4,3,4,3,4,4,5,5,2,3,2,2,3,3,3,4,4,3,3,2,4,3,3,3,4,5,NA,4,4,,4,5,,350286
3/28/18 12:06,100,710,TRUE,2018-03-28T12:18:0,R_3fr8v5QwXsgEc17,EN,Boston,,5,4,4,4,5,3,,4,4,4,4,4,3,4,5,4,5,4,4,3,3,NA,4,5,4,5,5,4,4,4,,3,3,4,4,4,4,4,4,5,4,5,4,4,5,5,5,,4,1,,4,4,4,5,,4,,,,4,3,3,3,4,NA,4,4,,8,5,,350286
3/28/18 12:05,100,882,TRUE,2018-03-28T12:20:0,R_cSnktJQRZGp0ikN,EN,Boston,5,4,4,2,2,3,2,3,2,2,2,2,3,2,2,3,3,2,3,3,3,4,NA,,3,3,3,3,3,2,3,3,2,2,2,2,2,2,2,1,3,3,3,3,3,3,4,3,3,4,4,2,4,3,3,3,3,3,3,3,3,3,1,1,2,2,NA,3,3,,5,2,,350286
3/28/18 12:45,100,520,TRUE,2018-03-28T12:54:0,R_2TRE7vBPSaKq304,EN,Boston,5,5,4,5,5,5,5,5,4,5,4,3,4,3,5,4,5,4,5,3,3,4,4,4,5,4,4,4,4,3,3,3,4,4,3,3,5,3,5,5,4,3,3,4,2,2,3,2,3,2,2,1,3,3,3,3,3,3,2,3,3,4,2,3,1,2,NA,3,4,,9,7,,4110305
3/28/18 12:57,100,712,TRUE,2018-03-28T13:9:0,R_29iSTe6fmD1NtS3,EN,Boston,5,5,2,4,4,5,3,2,1,2,2,2,4,4,5,2,1,2,3,4,3,3,3,4,4,4,4,4,4,4,4,4,2,2,2,1,3,3,3,2,5,5,5,5,4,4,4,4,5,5,5,3,4,3,3,3,4,3,3,3,3,3,2,3,3,3,NA,3,3,,7,5,,350328
3/28/18 13:29,100,716,TRUE,2018-03-28T13:41:0,R_3g6gRI8T00FHOCI,EN,Boston,5,5,5,4,4,4,3,2,4,5,5,5,5,3,5,4,2,4,3,4,3,3,3,3,3,3,3,2,3,4,2,2,2,2,4,3,2,2,3,2,2,2,3,2,4,4,5,4,2,5,4,2,3,3,2,4,3,3,3,2,3,4,3,3,3,3,NA,4,4,,,,,350020
3/28/18 12:58,100,3132,TRUE,2018-03-28T13:50:0,R_2xQNxYy8D8ycvws,EN,Boston,2,4,5,2,3,5,2,3,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,4,3,4,4,3,3,4,4,2,2,2,3,3,2,2,3,3,3,3,3,3,5,5,5,5,3,2,2,2,4,4,2,3,3,2,2,2,2,4,1,1,1,2,NA,4,2,,9,4,,350116
3/28/18 13:44,100,810,TRUE,2018-03-28T13:57:0,R_2WNl24s7OUrvaHy,EN,Boston,5,4,5,5,5,5,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,3,3,3,3,4,4,4,3,3,3,4,5,3,5,5,3,4,4,4,4,3,3,4,2,2,2,1,4,4,3,3,3,3,2,3,3,3,3,4,3,3,NA,4,4,,8,6,,441006
3/28/18 13:44,100,853,TRUE,2018-03-28T13:58:0,R_24eXbE07cfx6z0T,EN,Boston,4,5,4,5,5,5,4,4,4,4,4,3,4,4,5,4,4,4,4,3,3,4,4,4,4,3,4,3,4,4,4,3,4,3,3,4,5,4,5,5,3,4,3,4,3,3,4,3,3,2,3,2,4,4,4,4,3,3,2,4,4,3,3,5,3,5,NA,2,3,,6,5,,441006
3/28/18 13:47,100,890,TRUE,2018-03-28T14:1:0,R_30l7ypesH0BSCjc,EN,Boston,5,4,5,2,4,4,3,2,3,2,2,1,4,5,4,1,1,1,2,3,2,3,4,3,4,4,3,3,4,3,3,3,3,3,3,4,5,3,5,5,,,3,3,4,3,3,5,2,3,4,3,3,2,2,2,3,4,3,4,4,4,4,4,4,4,NA,4,2,,4,4,,441006
3/28/18 13:50,100,694,TRUE,2018-03-28T14:2:0,R_2BmTq4apbWVS5Le,EN,Boston,3,4,3,3,4,3,3,3,3,3,4,4,3,2,3,4,4,3,4,3,2,4,3,5,2,3,3,3,3,3,4,4,4,4,3,4,4,3,5,4,2,3,3,3,3,3,3,4,2,2,3,1,3,3,2,3,3,2,2,5,5,3,3,5,1,3,NA,3,3,,6,6,,441006
3/28/18 13:48,100,855,TRUE,2018-03-28T14:3:0,R_3QXDfjSPdB6zKux,EN,Boston,5,5,5,5,4,5,4,3,4,3,4,4,4,4,5,5,4,5,5,5,5,4,4,4,4,4,5,4,4,4,3,4,2,2,3,3,5,4,5,5,3,4,3,4,4,4,4,5,3,3,2,3,3,4,3,4,4,3,4,3,3,4,3,3,2,4,NA,3,4,,9,5,,441006
3/28/18 13:47,100,987,TRUE,2018-03-28T14:4:0,R_2ePAeMRzXBEmKBS,EN,Boston,5,5,5,5,4,4,3,4,3,2,2,2,3,4,4,3,3,3,4,3,3,4,4,4,3,3,3,4,4,4,3,3,3,3,3,4,5,3,5,5,3,5,5,4,3,4,4,4,3,1,2,1,4,3,3,3,4,3,3,4,4,3,3,3,3,4,NA,3,3,,5,3,,441006
3/28/18 13:48,100,952,TRUE,2018-03-28T14:4:0,R_1fmh4xdz3nxkjzF,EN,Boston,4,4,4,5,4,4,3,2,4,3,3,3,4,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,4,3,4,2,4,3,3,5,4,5,5,3,3,3,2,2,3,3,4,4,2,2,2,4,3,2,4,4,2,2,3,3,3,3,4,2,4,NA,2,3,,,,,441006
