Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,District,school,Birth.Month,Birth.Day,Birth.Year,grade,s-emsa-q1,s-emsa-q2,s-emsa-q3,s-tint-q1,s-tint-q2,s-tint-q3,s-tint-q4,s-tint-q5,s-acpr-q1,s-acpr-q2,s-acpr-q3,s-acpr-q4,s-cure-q1,s-cure-q2,s-cure-q3,s-cure-q4,s-sten-q1,s-sten-q2,s-sten-q3,s-sper-q1,s-sper-q2,s-sper-q3,s-sper-q4,s-civp-q1,s-civp-q2,s-civp-q3,s-civp-q4,s-grmi-q1,s-grmi-q2,s-grmi-q3,s-grmi-q4,s-appa-q1,s-appa-q2,s-appa-q3,s-peff-q1,s-peff-q2,s-peff-q3,s-peff-q4,s-peff-q5,s-peff-q6,s-sbel-q1,s-sbel-q2,s-sbel-q3,s-sbel-q4,s-sbel-q5,s-phys-q1,s-phys-q2,s-phys-q3,s-phys-q4,s-vale-q1,s-vale-q2,s-vale-q3,s-vale-q4,s-acst-q1,s-acst-q2,s-acst-q3,s-sust-q1,s-sust-q2,s-grit-q1,s-grit-q2,s-grit-q3,s-grit-q4,s-expa-q1,s-poaf-q1,s-poaf-q2,s-poaf-q3,s-poaf-q4,Q90,Q90_3_TEXT,Q91,Q91_7_TEXT,Q_Language,MathTeacher,ScienceTeacher,SocialTeacher,EnglishTeacher,,ALL NA?
1,2020-01-27T6:45:0,R_cx4SbR2eq4fk2Fr,anonymous,EN,1,7,1,25,111,4,2,5,3,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,5,NA,NA,NA,4,3,5,1,1,5,1,1,1,1,1,1,2,1,3,3,4,4,5,2,5,5,1,2,4,5,4,4,2,4,1,1,5,2,,5,,EN,,,,,,
1,2020-01-27T6:47:0,R_zSTJgGTMSpqHfLr,anonymous,EN,1,7,8,7,111,4,5,5,4,4,4,3,3,4,4,4,4,4,4,1,3,4,4,5,2,1,2,3,2,4,3,4,4,3,4,4,4,3,4,4,5,5,5,5,4,5,4,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,6,,EN,,,,,,
1,2020-01-27T6:47:0,R_1QE2tL0hHuqcg7G,anonymous,EN,1,7,11,12,110,4,3,4,5,3,1,3,4,2,5,5,3,5,3,2,3,3,3,2,4,1,1,3,3,4,4,5,3,3,4,4,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,5,2,3,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,2,,EN,,,,,,
1,2020-01-27T6:48:0,R_1f26Y0txIhh63Tl,anonymous,EN,1,7,12,1,110,4,3,NA,5,2,2,3,3,2,4,3,2,4,2,3,3,2,3,3,2,2,2,1,4,4,2,3,2,4,2,2,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,4,2,2,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,5,,EN,,,,,,
1,2020-01-27T6:48:0,R_3JauTdo6gv2rTSW,anonymous,EN,1,7,5,24,111,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,1,3,4,1,NA,NA,NA,NA,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,3,4,1,1,1,1,3,3,3,3,3,5,3,3,4,4,3,1,2,1,3,4,2,2,3,1,3,2,3,1,,7,black/hatian,EN,,,,,,
1,2020-01-27T6:48:0,R_1jf9EvnJDfLzbcZ,anonymous,EN,1,7,11,9,110,4,4,5,5,4,1,4,4,5,4,3,3,5,NA,1,2,2,2,1,5,NA,NA,NA,NA,1,1,4,2,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,3,4,5,2,NA,NA,NA,NA,2,,,,EN,,,,,,
1,2020-01-27T6:49:0,R_2EcSzJiJV20OU6c,anonymous,EN,1,7,12,18,110,4,3,3,2,3,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,NA,NA,NA,5,4,3,4,3,4,2,2,2,1,3,3,3,3,2,4,4,3,3,3,2,2,3,3,4,3,3,4,2,3,3,3,3,1,,6,,EN,,,,,,
1,2020-01-27T6:49:0,R_1mWOyL5OJKQp7tJ,anonymous,EN,1,7,7,16,111,4,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,5,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,5,4,4,3,5,5,3,1,4,4,4,5,5,5,4,3,4,3,4,5,3,2,2,4,4,3,4,2,3,3,3,4,2,,6,,EN,,,,,,
1,2020-01-27T6:50:0,R_scai1v9iFoEHaEx,anonymous,EN,1,7,8,29,110,4,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,5,4,4,4,5,5,5,4,4,5,4,5,NA,4,5,5,3,4,4,4,2,1,2,3,4,4,5,3,3,3,3,3,4,1,,7,vietnamese/asian,EN,,,,,,
1,2020-01-27T6:50:0,R_3JsE8DlsdLOEStg,anonymous,EN,1,7,11,28,110,4,2,3,2,3,2,3,4,4,3,2,2,4,3,3,2,1,3,3,2,4,2,4,3,2,1,4,2,2,4,3,4,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,5,3,4,4,2,3,3,3,1,,2,,EN,,,,,,
1,2020-01-27T6:51:0,R_4SjpNagOl5AINcR,anonymous,EN,1,7,7,9,111,4,4,5,3,2,1,1,3,3,2,3,4,3,1,1,2,3,3,3,2,2,1,1,2,2,4,3,3,4,4,3,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,2,2,3,3,1,3,2,3,2,,7,puerto rican,EN,,,,,,
1,2020-01-27T6:51:0,R_216up1awEwgue1J,anonymous,EN,1,7,6,4,111,4,3,5,5,3,2,3,4,4,4,4,4,4,3,3,4,3,3,3,2,3,5,4,5,2,4,5,4,4,3,3,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,5,4,3,3,4,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,7,portguese,EN,,,,,,
1,2020-01-27T6:52:0,R_2ur3u2sl83hdb5t,anonymous,EN,1,7,2,15,111,4,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,5,4,5,2,4,5,3,3,3,3,4,4,5,3,5,3,NA,3,2,5,3,4,3,2,3,2,1,4,3,4,3,5,3,2,,1,,EN,,,,,,
1,2020-01-27T6:53:0,R_vjbFzIHV6JJAYGR,anonymous,EN,1,7,5,17,111,4,4,4,3,4,4,3,5,5,5,3,4,4,2,1,5,2,4,4,4,5,2,3,4,3,5,4,4,4,5,5,4,1,3,5,4,4,3,2,5,4,4,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,6,,EN,,,,,,
1,2020-01-27T6:54:0,R_2ymyDjuzxb6qCo0,anonymous,EN,1,7,3,5,111,4,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,4,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,4,4,3,3,3,3,4,3,3,2,4,5,3,4,5,3,5,4,4,3,4,4,2,3,4,2,5,2,3,3,4,4,2,,"6,7",american/mexico/irish/more,EN,,,,,,
1,2020-01-27T6:57:0,R_30hMt2FJyO7CLqC,anonymous,EN,1,7,6,9,111,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,4,2,4,NA,NA,NA,NA,3,1,5,2,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,5,4,5,4,5,5,4,4,4,5,5,4,5,2,4,3,3,2,4,3,4,4,3,4,3,2,3,4,4,2,,7,american,EN,,,,,,
1,2020-01-27T7:1:0,R_2wjlrgNanJR649Z,anonymous,EN,1,7,7,22,111,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,5,4,4,4,4,4,4,5,3,4,4,3,3,3,4,3,5,5,5,3,4,2,2,2,4,3,3,4,2,,5,,EN,,,,,,
1,2020-01-27T7:50:0,R_swd9ytKotv7FeeZ,anonymous,EN,1,6,6,22,111,4,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,4,5,3,2,2,4,4,3,2,2,2,4,4,3,5,1,3,1,2,2,2,3,1,1,2,3,2,1,3,2,3,3,3,1,,5,,EN,,,,,,
1,2020-01-27T7:52:0,R_31Zu0PdfWfNRgaA,anonymous,EN,1,6,8,23,110,4,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,5,4,4,3,2,4,4,5,5,4,4,4,5,5,5,4,3,4,4,2,2,4,5,4,4,4,3,5,2,2,4,4,4,2,,5,,EN,,,,,,
1,2020-01-27T7:52:0,R_rinuPPV4USvmH97,anonymous,EN,1,6,1,28,111,4,5,5,5,5,4,5,5,5,5,5,2,5,2,5,5,5,5,4,5,1,3,3,3,5,5,5,5,5,5,5,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,5,5,5,5,4,5,4,1,,6,,EN,,,,,,
1,2020-01-27T7:53:0,R_3HjiJD1sErPRD5Z,anonymous,EN,1,6,5,22,111,4,2,2,2,5,3,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,NA,NA,NA,5,5,5,4,4,5,5,1,2,2,5,4,1,5,3,5,5,5,4,3,2,4,5,3,1,5,2,5,4,2,2,2,5,1,,5,,EN,,,,,,
1,2020-01-27T7:54:0,R_1JKMl8jvfCn3Fyb,anonymous,EN,1,6,10,27,110,4,3,5,3,5,4,5,5,5,5,4,4,5,3,3,4,4,5,5,5,4,4,5,5,NA,NA,NA,NA,4,5,3,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,5,4,5,2,4,4,5,5,1,,5,,EN,,,,,,
1,2020-01-27T7:55:0,R_1f1Jq48fKo3ItMO,anonymous,EN,1,6,9,22,110,4,3,3,5,3,2,4,3,4,4,3,4,5,2,2,1,1,3,5,3,1,3,1,2,2,2,4,2,3,3,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,1,1,1,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,5,,EN,,,,,,
1,2020-01-27T7:55:0,R_3R417rabPTCCcZc,anonymous,EN,1,6,9,28,110,4,4,4,5,4,1,4,5,4,5,4,4,4,1,3,2,1,5,5,4,3,4,2,3,3,4,3,4,4,4,3,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,5,2,4,4,5,5,2,,5,,EN,,,,,,
1,2020-01-27T7:55:0,R_31YKfyy6Fak0ipk,anonymous,EN,1,6,3,20,111,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,4,5,5,NA,NA,NA,NA,3,4,5,3,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,3,5,4,5,5,5,4,5,5,5,5,5,5,5,4,2,1,2,1,1,4,4,5,4,2,5,3,4,4,2,,2,,EN,,,,,,
1,2020-01-27T7:55:0,R_1kT8Upq6GZv7ogt,anonymous,EN,1,6,1,22,111,4,3,1,3,5,4,5,5,5,5,5,3,5,3,3,2,5,5,5,5,1,4,3,5,5,5,3,4,5,3,2,5,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,2,4,5,5,5,2,4,1,,6,,EN,,,,,,
1,2020-01-27T7:55:0,R_s6B6umlX9ZZKhDH,anonymous,EN,1,6,4,19,111,4,5,5,5,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,NA,NA,NA,5,4,4,4,4,5,4,5,3,5,4,2,4,5,5,5,5,4,4,4,3,3,3,3,4,4,3,5,5,4,4,4,4,2,,5,,EN,,,,,,
1,2020-01-27T7:55:0,R_1oiDj9iCzh56q6e,anonymous,EN,1,6,3,4,111,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,5,4,5,5,NA,NA,NA,NA,5,5,4,1,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,2,5,3,4,4,5,5,1,5,3,4,2,5,4,2,2,1,1,4,2,2,3,1,1,3,3,4,1,2,2,,6,,EN,,,,,,
1,2020-01-27T7:56:0,R_RFGN00ozpwgBXEJ,anonymous,EN,1,6,6,14,111,4,4,4,5,5,3,4,5,5,5,5,5,5,3,3,2,2,3,4,3,4,4,3,4,1,5,3,4,2,5,1,3,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,4,3,3,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,5,,EN,,,,,,
1,2020-01-27T7:57:0,R_BQz1D2rVmayvJbr,anonymous,EN,1,6,9,11,111,4,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,5,5,4,5,5,3,3,4,3,5,4,4,5,3,5,4,5,5,2,1,1,5,5,4,5,4,4,5,3,5,5,4,1,,3,,EN,,,,,,
1,2020-01-27T7:57:0,R_2659QomiUNdZIp3,anonymous,EN,1,6,1,31,111,4,4,2,3,3,2,5,5,5,2,4,3,3,3,3,3,5,5,5,3,3,4,3,3,2,1,3,4,2,2,3,2,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,5,5,2,5,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,4,,EN,,,,,,
1,2020-01-27T7:57:0,R_2VdyyB2gbYGFOBz,anonymous,EN,1,6,2,6,111,4,3,4,5,5,3,4,5,5,5,5,4,5,3,3,4,4,4,3,3,3,3,2,3,4,4,4,4,4,4,3,4,4,2,3,4,5,4,4,2,5,4,4,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,6,,EN,,,,,,
1,2020-01-27T7:58:0,R_3huNppTIuRmKjBJ,anonymous,EN,1,6,5,31,111,4,2,3,3,4,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,4,4,3,4,3,4,4,2,3,2,3,4,4,3,4,4,3,5,5,4,3,3,2,3,4,4,4,5,5,3,3,4,4,2,,2,,EN,,,,,,
1,2020-01-27T7:58:0,R_WkPuMrQhKaFGZPj,anonymous,EN,1,6,9,24,110,4,3,3,5,3,3,4,4,5,5,5,5,5,3,3,4,5,3,5,3,3,4,2,5,3,3,4,3,5,5,4,4,3,4,3,4,4,4,4,3,5,3,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,5,,EN,,,,,,
1,2020-01-27T7:58:0,R_BRfu0aGDBIfeTQJ,anonymous,EN,1,6,11,19,110,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,4,4,NA,NA,NA,NA,3,4,5,4,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,4,4,5,5,4,5,4,5,5,5,5,5,3,4,5,4,4,3,5,3,5,4,4,5,5,5,4,5,4,2,,5,,EN,,,,,,
1,2020-01-27T8:4:0,R_28REXRCYPZXGRLu,anonymous,EN,1,6,7,2,111,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,4,4,2,NA,NA,NA,NA,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,5,4,5,4,4,4,3,4,5,5,4,4,4,4,3,3,4,3,3,1,4,3,3,5,5,5,5,5,3,2,,5,,EN,,,,,,
1,2020-01-27T8:4:0,R_2qBZPUo1RNDI8oH,anonymous,EN,1,6,5,15,111,4,2,3,3,2,4,5,5,4,5,5,5,5,3,2,4,1,3,3,3,3,5,4,5,2,5,3,3,NA,NA,NA,NA,5,4,5,4,4,5,4,3,5,2,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,5,,EN,,,,,,
1,2020-02-12T9:37:0,R_24kfeVmhZhLDuG5,anonymous,EN,1,8,1,31,111,4,3,4,5,4,2,4,5,5,5,5,5,5,1,1,3,3,3,4,5,4,4,4,4,2,5,1,4,5,5,5,3,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,4,5,3,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,6,,EN,,,,,,
1,2020-01-28T6:41:0,R_21HP6gOinT9x5GQ,anonymous,EN,1,7,5,9,111,4,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,4,NA,5,4,4,5,5,4,5,4,3,5,5,5,4,5,5,3,5,4,3,4,3,5,4,4,4,4,2,3,1,3,4,2,,"1,6",,EN,,,,,,
1,2020-01-28T6:41:0,R_vAozSszzZ7U4Dap,anonymous,EN,1,7,11,4,110,4,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,3,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,5,5,5,4,4,5,3,3,3,4,3,2,5,3,4,5,4,4,4,4,4,2,4,5,4,5,4,5,5,4,4,4,4,2,,5,,EN,,,,,,
1,2020-01-28T6:41:0,R_BAk9DGSQ5R6qPCN,anonymous,EN,1,7,3,2,111,4,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,5,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2,4,4,4,4,5,5,4,4,3,4,3,3,5,3,4,4,4,3,5,4,3,4,3,3,3,5,3,4,4,4,4,4,4,2,,"2,5",,EN,,,,,,
1,2020-02-06T12:17:0,R_2xYqMOW78vQ9lh8,anonymous,EN,1,5,1,9,111,4,3,1,3,3,1,4,3,4,2,3,3,2,1,5,3,3,1,2,2,5,5,2,4,2,3,5,4,3,5,1,3,5,1,5,2,4,3,2,3,3,1,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,3,,EN,,,,,,
1,2020-02-12T7:49:0,R_2bWsSgxVQYqAB4e,anonymous,EN,1,1,2,10,105,10,2,3,2,4,4,4,4,5,5,5,5,5,4,4,3,5,4,5,2,5,5,5,5,4,3,5,5,4,4,5,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,4,3,3,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,5,,EN,,,,English teacher,,
1,2020-01-28T6:43:0,R_WdGCZvNp5Q45fEt,anonymous,EN,1,7,3,26,111,4,4,3,5,5,5,5,5,5,5,5,4,4,4,5,4,3,2,3,5,4,2,3,4,5,5,4,5,3,5,3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,5,5,5,5,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,7,"white/french canaidian,columbion",EN,,,,,,
1,2020-01-28T6:44:0,R_6gLJMSFgPEjN4g9,anonymous,EN,1,7,5,15,111,4,3,4,4,5,4,4,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,5,4,5,4,4,4,4,4,5,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,4,5,4,4,5,5,4,1,,4,,EN,,,,,,
1,2020-01-28T6:45:0,R_2Slfow33W9UXpA6,anonymous,EN,1,7,4,28,110,4,NA,5,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,NA,NA,4,NA,2,NA,NA,2,,,,EN,,,,,,
1,2020-01-28T6:45:0,R_3MxL92amP6XIuxm,anonymous,EN,1,7,5,29,111,4,4,5,5,4,3,3,5,3,4,4,1,1,1,1,4,1,3,4,4,2,2,1,1,1,1,4,1,4,5,3,3,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,3,3,5,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,6,,EN,,,,,,
1,2020-01-28T6:49:0,R_AhNeTF4XonBe67n,anonymous,EN,1,7,6,17,111,4,3,4,3,3,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,4,4,3,3,4,4,5,4,3,4,4,4,5,4,3,5,4,4,4,4,2,2,2,2,4,4,2,4,3,3,4,3,2,1,,6,,EN,,,,,,
1,2020-01-28T6:50:0,R_3ikw6tb2ld8CY2l,anonymous,EN,1,7,10,19,110,4,2,2,2,4,4,4,5,5,1,4,4,3,4,4,1,4,5,5,4,3,4,4,4,4,5,NA,4,1,1,1,4,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,5,5,4,2,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,5,,EN,,,,,,
1,2020-02-24T8:31:0,R_3NJvwwdZdwCZOF3,anonymous,EN,1,2,2,14,107,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,5,5,4,NA,NA,NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,5,4,5,4,4,5,5,4,4,5,3,5,3,5,5,5,5,4,4,1,1,1,4,4,4,5,4,5,5,2,4,3,4,1,,5,,EN,Math teacher,,,,,
1,2020-02-06T7:47:0,R_2455lA1R2aLysGR,anonymous,EN,1,5,2,17,111,4,5,5,5,4,1,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,5,4,5,3,5,5,5,4,4,4,4,4,5,5,5,5,1,4,4,4,3,4,3,2,3,4,2,4,4,3,5,3,3,1,,7,brown,EN,,,,,,
1,2020-01-28T6:51:0,R_3JdTu1kRYxgpoho,anonymous,EN,1,7,3,23,111,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,3,3,2,NA,NA,NA,NA,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,4,3,3,4,3,3,4,3,4,5,3,4,4,4,5,4,3,3,4,4,4,3,3,3,4,3,3,5,2,,6,,EN,,,,,,
1,2020-01-28T6:52:0,R_DIXbhwTLE9emeaJ,anonymous,EN,1,7,3,11,111,4,5,5,5,2,3,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,NA,NA,NA,5,3,5,4,4,5,5,4,3,4,4,4,5,4,5,2,1,2,2,4,4,4,4,4,4,2,4,4,1,3,2,2,4,2,,1,,EN,,,,,,
0,2020-01-28T6:54:0,R_2vjerJn6XjO6ozS,anonymous,EN,1,7,12,4,110,4,NA,NA,NA,1,1,2,5,5,5,1,3,5,1,1,3,3,5,5,1,4,5,3,2,1,5,5,NA,5,4,5,3,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,5,5,4,2,1,5,4,5,NA,,,,EN,,,,,,
1,2020-01-28T6:54:0,R_d0hXng7mdbVRKoh,anonymous,EN,1,7,12,14,110,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,4,4,2,NA,NA,NA,NA,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,4,4,4,5,4,4,3,4,5,5,5,3,3,4,4,5,3,5,4,4,4,3,3,1,4,2,4,3,3,alien,4,,EN,,,,,,
1,2020-01-28T6:59:0,R_1gS0wPENSHUjLMh,anonymous,EN,1,7,6,4,111,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,5,3,3,NA,NA,NA,NA,3,3,4,1,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,4,5,5,4,4,4,4,5,5,1,5,5,3,4,4,NA,NA,NA,2,4,5,4,3,4,2,3,5,5,4,2,,5,,EN,,,,,,
1,2020-01-28T7:47:0,R_3Q0qe8obH0VViwL,anonymous,EN,1,1,6,7,111,4,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,5,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,5,5,4,5,5,5,4,4,3,3,5,5,4,5,5,5,4,4,5,2,4,4,4,4,3,3,4,3,2,3,5,4,1,,3,,EN,,,,,,
1,2020-01-28T7:48:0,R_3GxgKqdyvJ4aWdg,anonymous,EN,1,6,10,12,110,4,4,5,4,5,3,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,NA,NA,NA,5,4,5,5,5,5,5,4,4,3,5,4,4,4,5,5,5,5,4,3,4,4,4,5,5,5,4,5,4,2,4,5,4,1,,5,,EN,,,,,,
