Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,Admin Grade 9,Grade 10,Grade 11,Grade 12,SP,Total,% of All Students,# of All Students
1.408239700374532,1.41,a-cppm-i2,2023-24,Springfield High School of Science and Technology,02810530,       1,      52,      34,      16,       0,     103,   9.4,"   1,097"
1.6629213483146068,1.66,a-cppm-i2,2023-24,Springfield International Academy at Sci-Tech,02810700,       0,       0,       8,       0,       0,       8,  11.1,      72
0.9438202247191011,1,a-cppm-i2,2023-24,Swampscott High,02910505,       0,      12,      19,      11,       0,      42,   6.3,     666
11.07116104868914,5,a-cppm-i2,2023-24,Taconic High,02360510,     234,     174,     128,     111,       0,     647,  73.9,     875
14.876404494382022,5,a-cppm-i2,2023-24,Tantasqua Regional Vocational,07700605,     154,     137,     131,     110,       0,     532,  99.3,     536
10.786516853932584,5,a-cppm-i2,2023-24,Taunton High,02930505,     432,     350,     384,     310,       2,"   1,478",  72.0,"   2,053"
1.198501872659176,1.2,a-cppm-i2,2023-24,TechBoston Academy,00350657,       0,       0,      25,      26,       0,      51,   8.0,     634
0.2846441947565543,1,a-cppm-i2,2023-24,Tewksbury Memorial High,02950505,       0,       0,       2,      12,       0,      14,   1.9,     719
14.966292134831463,5,a-cppm-i2,2023-24,Tri-County Regional Vocational Technical,08780605,     255,     258,     229,     221,       0,     963,  99.9,     964
10.786516853932584,5,a-cppm-i2,2023-24,Trinity Day Academy,02010510,       8,      10,       9,       9,       0,      36,  72.0,      50
0.2247191011235955,1,a-cppm-i2,2023-24,Turners Fall High,06740505, , , , , ,       3,   1.5,     202
4.868913857677903,4.87,a-cppm-i2,2023-24,University Pk Campus School,03480285,       0,       9,      18,      25,       0,      52,  32.5,     160
14.981273408239701,5,a-cppm-i2,2023-24,Upper Cape Cod Vocational Technical,08790605,     235,     221,     192,     178,       0,     826, 100.0,     826
10.42696629213483,5,a-cppm-i2,2023-24,Uxbridge High,03040505,      70,      86,      73,      84,       0,     313,  69.6,     450
13.228464419475655,5,a-cppm-i2,2023-24,Veritas Preparatory Charter School,04980405,     102,      72,       0,       0,       0,     174,  88.3,     197
0.2846441947565543,1,a-cppm-i2,2023-24,Wachusett Regional High,07750505,       4,      11,       6,      15,       0,      36,   1.9,"   1,861"
1.3333333333333335,1.33,a-cppm-i2,2023-24,Wahconah Regional High,06350505,      10,       9,      12,      12,       0,      43,   8.9,     482
6.666666666666667,5,a-cppm-i2,2023-24,Waltham Sr High,03080505,     241,     230,     205,     132,       0,     808,  44.5,"   1,816"
0.299625468164794,1,a-cppm-i2,2023-24,Ware Junior/Senior High School,03090505,       0,       2,       3,       1,       0,       6,   2.0,     298
1.647940074906367,1.65,a-cppm-i2,2023-24,Wareham Senior High,03100505,       2,      11,      15,      18,       0,      46,  11.0,     419
1.00374531835206,1.0,a-cppm-i2,2023-24,Watertown High,03140505,       0,       1,      16,      33,       1,      51,   6.7,     760
1.4232209737827717,1.42,a-cppm-i2,2023-24,Wayland High School,03150505,      37,      11,       9,      21,       0,      78,   9.5,     820
6.02247191011236,5,a-cppm-i2,2023-24,West Springfield High,03320505,     120,     131,     134,     101,       0,     486,  40.2,"   1,208"
2.816479400749064,2.82,a-cppm-i2,2023-24,Westfield High,03250505,      42,      27,      65,      55,       0,     189,  18.8,"   1,006"
14.981273408239701,5,a-cppm-i2,2023-24,Westfield Technical Academy,03250605,     145,     139,     142,     122,       0,     548, 100.0,     548
3.8951310861423223,3.9,a-cppm-i2,2023-24,Weymouth High School,03360505,     157,     115,      96,      88,       0,     456,  26.0,"   1,751"
0.599250936329588,1,a-cppm-i2,2023-24,Whitman Hanson Regional,07800505,      19,      23,       0,       0,       0,      42,   4.0,"   1,039"
14.726591760299625,5,a-cppm-i2,2023-24,Whittier Regional Vocational,08850605,     320,     310,     314,     313,       0,"   1,257",  98.3,"   1,279"
0.9138576779026217,1,a-cppm-i2,2023-24,Woburn High,03470505,       0,       0,      45,      30,       0,      75,   6.1,"   1,228"
14.576779026217228,5,a-cppm-i2,2023-24,Worcester Technical High,03480605,     372,     340,     365,     322,       1,"   1,400",  97.3,"   1,439"
2.651685393258427,2.65,a-cppm-i2,2022-23,Agawam High,00050505,      64,      46,      35,      41,       0,     186,  17.7,"   1,052"
6.711610486891385,5,a-cppm-i2,2022-23,Amherst Regional High,06050505,      31,     126,     118,     109,       0,     384,  44.8,     858
14.92134831460674,5,a-cppm-i2,2022-23,Argosy Collegiate Charter School,35090305,      96,      54,      50,      49,       0,     249,  99.6,     250
14.981273408239701,5,a-cppm-i2,2022-23,Assabet Valley Vocational High School,08010605,     303,     286,     277,     262,       0,"   1,128", 100.0,"   1,128"
11.176029962546815,5,a-cppm-i2,2022-23,Atlantis Charter School,04910550,       0,      79,      62,      79,       0,     220,  74.6,     295
11.940074906367043,5,a-cppm-i2,2022-23,Attleboro High,00160505,     505,     363,     314,     273,      14,"   1,469",  79.7,"   1,844"
6.606741573033708,5,a-cppm-i2,2022-23,B M C Durfee High,00950505,     319,     298,     254,     215,       0,"   1,086",  44.1,"   2,460"
4.074906367041199,4.07,a-cppm-i2,2022-23,Barnstable High,00200505,      62,     104,      97,     116,       0,     379,  27.2,"   1,393"
2.4569288389513106,2.46,a-cppm-i2,2022-23,Bartlett High School,03160505,      14,      23,      10,      13,       0,      60,  16.4,     365
14.981273408239701,5,a-cppm-i2,2022-23,Bay Path Regional Vocational Technical High School,08760605,     314,     313,     288,     270,       0,"   1,185", 100.0,"   1,185"
5.318352059925094,5,a-cppm-i2,2022-23,Bellingham High School,00250505,      50,      52,      67,      41,       0,     210,  35.5,     591
3.415730337078652,3.42,a-cppm-i2,2022-23,Beverly High,00300505,       0,      29,     100,     164,       0,     293,  22.8,"   1,286"
14.981273408239701,5,a-cppm-i2,2022-23,Blackstone Valley,08050605,     310,     312,     313,     295,       0,"   1,230", 100.0,"   1,230"
14.981273408239701,5,a-cppm-i2,2022-23,Blue Hills Regional Vocational Technical,08060605,     247,     236,     227,     210,       0,     920, 100.0,     920
