Raw likert calculation,Likert Score,Admin Data Item,Academic Year,Teachers of color (%),School Name,DESE ID,African American (%),Asian (%),Hispanic (%),White (%),Native American (%),Native Hawaiian Pacific Islander (%),Multi-Race Non-Hispanic (%),Females (%),Males (%),FTE Count
8.5,5,"",2021-22,8.5,Berkshire Hills - W.E.B. Du Bois Regional Middle School,06180310,   3.4,   1.7,   3.4,  91.6,   0.0,   0.0,   0.0,  70.0,  30.0,         59.2
2.9,2.9,"",2021-22,2.9,Berlin-Boylston - Berlin Memorial School,06200005,   0.0,   2.9,   0.0,  97.1,   0.0,   0.0,   0.0,  94.3,   5.7,         35.0
2.3,2.3,"",2021-22,2.3,Berlin-Boylston - Boylston Elementary School,06200010,   0.0,   0.0,   0.0,  97.7,   0.0,   0.0,   2.3,  88.6,  11.4,         43.9
1.4,1.4,"",2021-22,1.4,Berlin-Boylston - Tahanto Regional High,06200505,   0.0,   0.0,   0.0,  98.6,   0.0,   0.0,   1.4,  73.5,  26.5,         71.7
0.0,1,"",2021-22,0.0,Beverly - Ayers/Ryal Side School,00300055,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  96.5,   3.5,         46.0
3.4000000000000004,3.4,"",2021-22,3.4000000000000004,Beverly - Beverly High,00300505,   2.1,   0.0,   1.3,  96.6,   0.0,   0.0,   0.0,  68.0,  32.0,        158.4
3.8,3.8,"",2021-22,3.8,Beverly - Beverly Middle School,00300305,   0.6,   1.3,   1.9,  96.2,   0.0,   0.0,   0.0,  77.4,  22.6,        157.8
1.9,1.9,"",2021-22,1.9,Beverly - Centerville Elementary,00300010,   0.0,   1.9,   0.0,  98.1,   0.0,   0.0,   0.0,  92.4,   7.6,         52.3
1.4,1.4,"",2021-22,1.4,Beverly - Cove Elementary,00300015,   0.0,   0.0,   1.4,  98.6,   0.0,   0.0,   0.0,  97.2,   2.8,         70.2
1.2,1.2,"",2021-22,1.2,Beverly - Hannah Elementary,00300033,   0.0,   1.2,   0.0,  98.8,   0.0,   0.0,   0.0,  93.0,   7.0,         42.8
2.4,2.4,"",2021-22,2.4,Beverly - McKeown School,00300002,   0.0,   2.4,   0.0,  97.6,   0.0,   0.0,   0.0,  97.6,   2.4,         41.5
